Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Saint-Étienne,Rennes,2025-02-08,L,H,0,2,-2,0,0,0,53,0,fr Ligue 1,18,6,22.2,28.2,15,8,65.2,14,5,35.7,8,57.1,333,1987,1118,29,19,13,0,0.0,1,0,0,13,6,0,0,0,0,0,0,0,9,55.6,37.4,9,0.0,0.0,3,33.3,17.8,0,4,0,0,0,54,0,4.7,478,572,83.6,8,43,13,2,66,7390,2720,259,285,90.9,195,217,89.9,20,41,48.8,0,0,0,,0,0,,0,0,0,531,37,7,3,0,15,16,2,1,0,0,4,10,476,19,8,12,13,17,15,0,0,1,0,1,8,6,75.0,706,69,195,270,245,30,706,20,14,9,6,5,7,22,31.8,15,9,4,5,11,31,37,0,0.5,0.5,-3.1,-3.1,0.5,1.1,-0.5,-0.5,-0.5,0.05,0,2.8,0.35,0.8
Le Havre,Lille,2025-02-08,W,A,2,1,1,0,0,2,34,0,fr Ligue 1,30,5,33.3,34.3,13,8,61.9,11,5,45.5,6,54.5,197,919,442,8,7,31,1,3.2,1,0,0,8,14,3,2,0,0,1,0,0,10,40.0,38.2,14,0.14,0.33,6,42.9,12.2,0,0,0,0,0,38,0,9.7,221,308,71.8,6,10,6,2,16,4557,1903,80,96,83.3,104,128,81.3,34,70,48.6,0,0,0,,0,0,,0,0,0,252,56,16,0,3,21,18,10,5,4,0,0,8,220,7,2,8,12,18,11,2,0,5,0,0,5,4,80.0,446,95,268,107,77,23,446,15,5,8,3,4,8,15,53.3,7,11,2,9,10,25,53,3,1.8,1.8,0.2,0.2,1.1,0.7,0.2,0.2,-0.1,0.15,0,1.4,0.28,0.4
Rennes,Saint-Étienne,2025-02-08,W,A,2,0,2,0,0,2,47,0,fr Ligue 1,33,5,45.5,37.2,8,15,34.8,24,15,62.5,7,29.2,315,1806,940,25,18,11,1,9.1,5,0,0,6,13,3,2,0,0,1,0,0,7,57.1,42.0,21,0.1,0.25,8,38.1,15.0,0,1,0,0,0,51,0,7.0,404,500,80.8,14,35,7,3,41,7707,2639,168,190,88.4,165,187,88.2,62,101,61.4,0,0,0,,0,0,,0,0,0,452,47,17,2,9,16,18,4,2,0,0,1,5,400,18,11,16,13,35,27,0,3,4,1,0,3,3,100.0,633,66,188,268,183,36,633,21,14,12,6,3,8,13,61.5,5,12,2,10,19,40,25,0,3.6,3.6,3.1,3.1,2.3,1.5,-1.6,-1.6,-1.3,0.18,0,0.4,0.12,0.4
Reims,Lyon,2025-02-09,L,A,0,4,-4,0,0,0,33,0,fr Ligue 1,11,4,18.2,28.1,5,11,31.3,29,8,27.6,19,65.5,241,1777,1028,24,15,11,1,9.1,2,1,0,12,10,0,0,0,0,0,0,0,5,80.0,54.2,9,0.0,0.0,2,22.2,20.3,1,0,0,0,0,46,1,13.8,264,337,78.3,4,19,8,1,34,4388,1670,116,139,83.5,120,138,87.0,19,40,47.5,0,0,0,,0,0,,0,0,0,297,40,9,0,0,18,15,6,2,3,0,0,10,262,15,8,17,7,14,9,1,1,1,2,0,9,5,55.6,456,46,146,184,135,21,456,14,10,8,3,3,6,14,42.9,8,10,2,8,11,25,23,0,0.4,0.4,-2.9,-2.9,0.1,0.6,-0.4,-0.4,-0.1,0.04,1,3.4,0.38,-0.6
Marseille,Angers,2025-02-09,W,A,2,0,2,0,0,2,78,0,fr Ligue 1,23,2,4.3,18.2,11,7,61.1,15,9,60.0,6,40.0,636,2830,1573,31,25,7,0,0.0,2,0,0,8,10,4,2,1,0,1,0,0,5,0.0,11.6,18,0.11,0.25,8,44.4,12.3,0,1,0,0,0,43,0,17.0,856,942,90.9,15,72,17,5,68,12522,3924,484,518,93.4,293,321,91.3,39,48,81.3,0,0,0,,0,0,,0,0,0,898,43,14,2,1,28,16,7,5,2,0,1,11,849,25,5,10,9,33,24,4,2,3,0,0,0,0,,1029,35,151,584,302,42,1029,16,11,8,7,1,9,13,69.2,4,8,2,6,4,20,10,1,2.4,2.4,1.9,1.9,1.9,2.0,-0.4,-0.4,0.1,0.14,0,0.0,,0.0
Auxerre,Toulouse,2025-02-09,D,H,2,2,0,0,0,2,53,0,fr Ligue 1,28,4,78.6,53.8,11,13,45.8,18,8,44.4,10,55.6,242,971,434,11,6,13,0,0.0,1,0,0,11,9,3,2,1,0,0,0,0,7,57.1,45.1,9,0.22,0.67,3,33.3,15.5,0,0,0,0,0,43,0,14.0,386,489,78.9,7,24,3,1,40,7267,2397,159,182,87.4,169,195,86.7,48,88,54.5,0,0,0,,0,0,,0,1,0,436,53,12,1,9,15,28,3,1,1,0,0,6,385,6,7,19,13,15,11,1,2,1,0,0,3,1,33.3,605,55,209,291,109,14,605,19,12,10,6,3,6,10,60.0,4,14,2,12,10,29,25,0,0.9,0.9,0.0,0.0,0.9,0.5,1.1,1.1,1.1,0.1,0,1.3,0.42,-0.7
Toulouse,Auxerre,2025-02-09,D,A,2,2,0,0,0,2,47,0,fr Ligue 1,13,4,30.8,32.4,13,11,54.2,10,4,40.0,6,60.0,275,1305,689,11,3,9,1,11.1,1,0,0,9,10,4,3,1,0,0,0,0,10,80.0,48.8,7,0.29,0.67,3,42.9,15.8,0,3,0,0,0,38,2,18.0,333,429,77.6,5,22,8,2,26,5974,2079,140,154,90.9,163,190,85.8,27,57,47.4,0,0,0,,0,0,,0,1,0,372,54,10,2,0,15,26,5,3,2,0,3,14,330,3,2,21,13,13,9,2,0,1,1,0,3,1,33.3,546,48,208,237,107,13,546,23,10,11,10,2,10,18,55.6,8,9,3,6,11,34,22,0,0.9,0.9,0.0,0.0,0.9,1.1,1.1,1.1,1.1,0.13,0,0.8,0.26,-1.2
Angers,Marseille,2025-02-09,L,H,0,2,-2,0,0,0,22,0,fr Ligue 1,22,5,40.9,39.5,7,11,38.9,14,4,28.6,9,64.3,177,965,401,6,5,20,0,0.0,1,0,0,10,7,0,0,0,0,0,0,0,7,42.9,40.0,5,0.0,,0,0.0,16.3,0,4,0,0,0,38,2,15.0,194,271,71.6,3,10,2,1,9,3315,1357,90,102,88.2,71,92,77.2,25,52,48.1,0,0,0,,0,0,,0,1,0,236,31,9,1,2,7,11,1,1,0,0,4,5,191,5,2,15,7,7,5,1,0,0,0,1,8,6,75.0,371,69,187,122,65,8,371,15,10,8,6,1,6,15,40.0,9,15,4,11,11,26,26,0,0.5,0.5,-1.9,-1.9,0.2,0.4,-0.5,-0.5,-0.2,0.1,0,2.6,0.33,0.6
Lyon,Reims,2025-02-09,W,H,4,0,4,0,0,4,67,0,fr Ligue 1,20,6,35.0,33.8,11,5,68.8,15,8,53.3,6,40.0,466,2066,1152,22,15,15,1,6.7,2,0,0,10,11,8,6,1,0,0,1,0,6,16.7,14.2,15,0.27,0.44,9,60.0,15.4,0,0,0,0,0,47,0,4.8,594,684,86.8,13,54,13,1,53,8884,2756,338,360,93.9,196,220,89.1,36,57,63.2,0,0,0,,0,0,,0,0,0,647,37,12,2,8,15,12,6,5,0,0,0,10,589,15,6,8,8,28,23,2,1,1,1,0,2,2,100.0,776,64,162,374,248,29,776,26,17,11,9,6,19,27,70.4,8,11,2,9,6,32,23,0,3.3,3.3,2.9,2.9,3.1,1.6,0.7,0.7,0.9,0.22,0,0.1,0.08,0.1
Montpellier,Strasbourg,2025-02-09,L,A,0,2,-2,0,0,0,41,0,fr Ligue 1,29,5,55.2,42.4,10,14,41.7,15,9,60.0,5,33.3,228,1381,678,14,14,23,1,4.3,4,0,0,12,11,0,0,0,0,0,0,0,13,53.8,41.8,11,0.0,0.0,2,18.2,18.3,1,3,0,0,0,44,1,9.7,349,434,80.4,9,36,6,1,41,7063,2829,125,147,85.0,170,193,88.1,52,83,62.7,0,0,0,,0,0,,0,0,0,390,41,13,2,4,17,10,2,0,2,0,3,7,348,14,6,17,12,19,16,0,0,1,1,1,5,3,60.0,545,78,206,236,110,20,545,17,10,13,3,1,8,17,47.1,9,11,7,4,4,21,21,4,1.8,1.8,-1.0,-1.0,1.8,1.1,-1.8,-1.8,-1.8,0.17,1,1.7,0.4,-0.3
Strasbourg,Montpellier,2025-02-09,W,H,2,0,2,0,0,2,59,0,fr Ligue 1,36,6,11.1,21.9,14,10,58.3,18,9,50.0,8,44.4,479,2605,1334,22,15,11,1,9.1,1,0,0,12,12,3,1,0,0,1,0,1,6,16.7,26.2,22,0.09,0.4,5,22.7,15.6,1,2,0,0,0,47,0,7.3,537,618,86.9,17,40,14,5,71,9234,3653,230,255,90.2,268,297,90.2,34,51,66.7,0,0,0,,0,0,,0,0,0,577,39,14,0,1,26,12,6,2,3,0,2,4,534,15,7,13,9,39,27,4,2,2,2,2,2,2,100.0,730,45,180,373,185,35,730,17,10,7,8,2,5,14,35.7,9,5,1,4,13,30,21,0,2.7,2.7,1.0,1.0,1.7,1.6,-0.7,-0.7,-0.7,0.14,1,0.1,0.06,0.1
Brest,Auxerre,2025-02-14,D,H,2,2,0,0,0,2,64,0,fr Ligue 1,33,6,12.1,24.2,20,23,46.5,15,5,33.3,9,60.0,375,2107,1047,10,13,6,0,0.0,2,0,0,9,11,4,3,0,0,0,1,0,5,0.0,19.2,18,0.11,0.33,6,33.3,15.4,0,2,0,0,0,54,3,20.1,488,602,81.1,10,48,8,5,46,9580,3307,185,211,87.7,218,248,87.9,77,114,67.5,0,0,0,,0,0,,0,0,0,553,47,13,1,5,32,20,6,3,3,0,2,12,484,13,1,15,13,33,21,4,1,1,5,1,6,4,66.7,718,58,194,366,163,27,718,20,11,8,10,2,7,12,58.3,5,6,3,3,8,28,21,1,2.2,2.2,1.0,1.0,1.6,1.3,-0.2,-0.2,-0.6,0.12,0,1.4,0.23,-0.6
Auxerre,Brest,2025-02-14,D,A,2,2,0,0,0,2,36,0,fr Ligue 1,27,5,51.9,44.5,23,20,53.5,12,5,41.7,7,58.3,207,986,577,12,8,25,0,0.0,2,0,0,12,8,4,4,0,0,0,0,0,11,90.9,60.4,11,0.18,0.33,6,54.5,17.9,1,1,0,0,0,47,2,18.5,246,342,71.9,7,24,8,0,26,4935,2157,86,101,85.1,121,154,78.6,34,72,47.2,0,0,0,,0,0,,0,0,0,300,41,10,1,2,10,13,4,1,3,0,1,3,245,8,2,18,13,20,16,0,1,0,1,2,6,4,66.7,476,73,186,192,100,16,476,22,16,5,16,1,9,14,64.3,5,13,5,8,10,32,41,1,1.2,1.2,-1.0,-1.0,0.9,0.9,0.8,0.8,0.1,0.11,1,2.0,0.34,0.0
Marseille,Saint-Étienne,2025-02-15,W,H,5,1,4,1,0,4,70,1,fr Ligue 1,25,0,4.0,20.6,9,5,64.3,15,12,80.0,3,20.0,606,2372,1162,31,21,2,0,0.0,1,0,0,14,8,7,5,0,0,1,0,1,2,0.0,15.0,27,0.15,0.33,12,44.4,11.8,0,2,0,0,0,50,0,,780,871,89.6,20,45,14,4,60,11689,3681,435,461,94.4,272,291,93.5,38,56,67.9,0,0,0,,0,0,,0,0,0,827,42,10,7,3,33,14,14,8,5,0,2,17,778,21,10,8,7,47,31,4,2,9,0,1,2,1,50.0,958,45,221,516,229,48,957,13,9,5,4,4,9,12,75.0,3,10,2,8,10,23,8,0,6.1,5.3,5.0,4.2,4.6,4.2,-1.1,-1.3,-1.6,0.22,0,1.4,0.72,0.4
Saint-Étienne,Marseille,2025-02-15,L,A,1,5,-4,0,0,1,30,0,fr Ligue 1,23,2,60.9,42.1,5,9,35.7,12,3,25.0,9,75.0,218,904,430,11,3,23,1,4.3,1,0,0,9,13,2,2,0,0,0,0,0,8,62.5,44.3,7,0.14,0.5,2,28.6,17.5,0,2,0,1,0,36,0,7.5,297,369,80.5,6,13,3,0,17,4548,1607,173,185,93.5,101,122,82.8,17,40,42.5,1,1,0,0.0,1,0,0.0,0,0,0,322,45,16,1,1,3,12,3,0,0,0,2,7,293,3,3,12,4,14,10,2,0,1,1,0,13,8,69.2,494,86,184,228,83,12,494,10,6,2,7,1,3,15,20.0,12,21,7,14,7,17,38,1,1.0,1.0,-5.0,-4.2,1.0,0.8,0.0,0.0,0.0,0.15,0,5.5,0.38,0.5
Toulouse,Paris S-G,2025-02-15,L,H,0,1,-1,0,0,0,24,0,fr Ligue 1,13,0,84.6,54.3,5,12,29.4,19,8,42.1,11,57.9,182,953,486,12,7,9,0,0.0,2,0,0,9,4,0,0,0,0,0,0,0,13,61.5,43.8,14,0.0,0.0,4,28.6,15.0,0,1,0,0,0,45,0,5.0,186,265,70.2,11,11,3,2,15,3263,1358,85,101,84.2,70,87,80.5,22,63,34.9,0,0,0,,0,0,,0,1,0,224,40,7,0,4,12,13,5,5,0,0,1,5,183,7,3,10,9,25,15,6,0,2,2,0,6,5,83.3,366,58,158,129,84,15,366,22,11,14,6,2,12,24,50.0,12,13,4,9,6,28,16,0,0.9,0.9,-1.5,-1.5,0.7,0.5,-0.9,-0.9,-0.7,0.06,0,1.8,0.39,0.8
Monaco,Nantes,2025-02-15,W,H,7,1,6,1,0,6,65,1,fr Ligue 1,19,7,10.5,21.5,12,16,42.9,12,8,66.7,3,25.0,382,2310,1375,36,21,6,0,0.0,1,0,0,18,7,13,11,0,1,0,1,0,2,0.0,18.5,21,0.29,0.6,10,47.6,15.1,0,2,1,0,0,52,0,8.0,565,653,86.5,16,70,28,4,93,9227,3270,281,298,94.3,219,247,88.7,50,74,67.6,0,0,0,,0,0,,0,0,0,617,34,8,4,4,28,13,9,4,3,0,2,12,561,21,11,11,12,40,34,2,2,0,1,1,2,1,50.0,753,31,118,366,273,45,752,20,10,7,12,1,9,16,56.3,7,4,2,2,8,28,13,0,4.4,3.6,3.0,2.2,3.3,3.7,2.6,2.4,1.7,0.17,0,1.2,0.58,0.2
Nantes,Monaco,2025-02-15,L,A,1,7,-6,0,0,1,35,0,fr Ligue 1,21,1,66.7,48.1,16,12,57.1,17,7,41.2,9,52.9,250,1309,608,12,7,22,0,0.0,1,1,0,9,18,2,2,0,0,0,0,0,13,100.0,56.5,6,0.17,0.5,2,33.3,14.4,0,0,0,1,0,33,0,8.7,270,356,75.8,5,23,3,0,24,5092,2374,136,155,87.7,94,124,75.8,39,72,54.2,1,1,0,0.0,1,0,0.0,0,0,0,303,53,20,2,1,8,11,1,1,0,0,0,3,269,7,4,9,11,12,7,0,4,1,0,0,11,4,45.5,466,84,183,226,60,9,466,15,8,13,1,1,3,11,27.3,8,15,3,12,6,21,37,1,1.4,1.4,-3.0,-2.2,1.3,0.4,-0.4,-0.4,-0.3,0.24,0,5.2,0.4,-1.8
Paris S-G,Toulouse,2025-02-15,W,A,1,0,1,0,0,1,76,0,fr Ligue 1,22,7,13.6,22.5,12,5,70.6,25,12,48.0,12,48.0,569,2927,1716,28,26,10,2,20.0,0,0,0,6,8,1,0,0,0,1,0,0,8,25.0,23.0,20,0.05,0.17,6,30.0,19.7,2,1,0,0,0,47,1,14.0,777,847,91.7,13,59,13,3,64,13156,3336,338,363,93.1,383,399,96.0,45,62,72.6,0,0,0,,0,0,,0,0,0,811,35,8,2,4,9,16,2,1,0,0,1,9,774,26,6,17,10,37,30,1,1,3,2,0,4,4,100.0,960,54,173,518,272,26,960,20,11,4,11,5,11,19,57.9,8,8,4,4,6,26,13,1,2.4,2.4,1.5,1.5,1.4,1.2,-1.4,-1.4,-1.4,0.13,2,0.5,0.12,0.5
Lens,Strasbourg,2025-02-16,L,H,0,2,-2,0,0,0,56,0,fr Ligue 1,26,4,19.2,28.7,7,11,38.9,15,4,26.7,10,66.7,408,1719,626,14,13,14,0,0.0,4,1,1,12,15,0,0,0,0,0,0,0,6,33.3,34.0,7,0.0,,0,0.0,19.6,0,2,0,0,0,38,0,6.7,509,612,83.2,6,35,7,3,40,8650,2801,242,271,89.3,196,220,89.1,50,78,64.1,0,0,0,,0,0,,0,0,0,558,52,15,0,3,29,21,7,1,5,0,2,11,508,13,4,12,8,14,13,1,0,0,0,0,4,2,50.0,707,66,214,336,159,26,707,11,8,7,4,0,7,15,46.7,8,13,3,10,5,16,20,1,0.4,0.4,-2.0,-2.0,0.3,1.2,-0.4,-0.4,-0.3,0.05,0,2.1,0.53,0.1
Lyon,Montpellier,2025-02-16,W,A,4,1,3,0,0,4,62,0,fr Ligue 1,29,9,31.0,32.8,10,11,47.6,12,5,41.7,5,41.7,377,1422,841,13,8,20,2,10.0,1,0,0,12,13,8,7,0,1,0,0,0,10,30.0,29.5,9,0.44,0.67,6,66.7,14.9,0,0,0,0,0,21,0,4.7,527,599,88.0,8,30,9,2,41,8895,2826,239,260,91.9,235,251,93.6,42,61,68.9,0,0,0,,0,0,,0,0,0,546,53,16,1,4,8,21,4,1,2,0,0,13,522,8,3,22,8,16,13,0,2,1,0,0,4,3,75.0,706,81,233,376,97,17,706,7,6,4,2,1,4,16,25.0,12,8,4,4,5,12,35,1,1.0,1.0,-0.4,-0.4,1.0,1.1,3.0,3.0,3.0,0.11,0,1.2,0.31,0.2
Montpellier,Lyon,2025-02-16,L,H,1,4,-3,0,0,1,38,0,fr Ligue 1,14,2,50.0,38.8,11,10,52.4,16,12,75.0,4,25.0,290,1575,711,14,17,6,0,0.0,3,0,0,14,9,2,2,0,0,0,0,0,3,100.0,51.3,11,0.09,0.25,4,36.4,21.6,1,2,0,0,0,37,0,,273,362,75.4,7,19,5,3,27,5224,2007,126,153,82.4,94,118,79.7,44,73,60.3,0,0,0,,0,0,,0,0,0,316,44,10,0,8,25,19,7,3,3,0,2,5,272,17,3,16,3,17,13,0,1,1,2,0,6,2,33.3,463,32,123,198,147,24,463,13,7,4,5,4,5,10,50.0,5,15,2,13,9,22,17,0,1.4,1.4,0.4,0.4,1.2,1.1,-0.4,-0.4,-0.2,0.13,1,2.8,0.46,-1.2
Angers,Reims,2025-02-16,W,A,1,0,1,0,0,1,37,0,fr Ligue 1,19,4,57.9,42.3,10,8,55.6,18,8,44.4,9,50.0,227,1257,665,15,8,18,3,16.7,1,0,0,6,13,2,1,0,0,0,1,0,9,88.9,59.3,10,0.1,0.5,2,20.0,15.0,1,3,0,1,0,39,0,7.3,238,342,69.6,8,23,8,2,24,4151,1881,108,134,80.6,108,135,80.0,18,59,30.5,1,0,0,,0,0,,0,0,0,295,44,14,2,2,22,16,4,1,2,1,3,8,234,8,2,8,4,16,10,1,0,2,2,1,4,4,100.0,452,58,172,160,129,23,452,18,13,13,4,1,9,16,56.3,7,16,6,10,10,28,31,0,1.5,1.5,-0.2,0.6,1.5,1.3,-0.5,-0.5,-1.5,0.16,1,0.2,0.05,0.2
Nice,Le Havre,2025-02-16,W,A,3,1,2,0,0,2,51,0,fr Ligue 1,25,6,28.0,31.8,14,18,43.8,8,2,25.0,6,75.0,310,1481,942,23,8,22,2,9.1,2,1,1,16,14,4,4,0,0,0,0,0,9,22.2,21.8,9,0.22,0.67,3,33.3,19.9,0,3,0,0,0,33,1,14.0,426,506,84.2,9,39,7,1,36,7215,2669,200,211,94.8,191,212,90.1,28,55,50.9,0,0,0,,0,0,,0,0,0,462,41,16,2,2,15,12,2,0,2,0,3,16,425,8,3,6,12,17,16,0,0,0,0,1,4,3,75.0,614,73,172,314,132,18,614,15,7,3,10,2,6,17,35.3,11,10,4,6,10,25,24,0,1.4,1.4,0.7,0.7,1.4,0.8,0.6,0.6,0.6,0.16,0,0.5,0.12,-0.5
Strasbourg,Lens,2025-02-16,W,A,2,0,2,0,0,2,44,0,fr Ligue 1,37,4,16.2,25.6,11,7,61.1,16,8,50.0,7,43.8,398,1678,973,16,9,24,1,4.2,2,0,0,15,12,3,2,0,1,0,0,0,5,20.0,23.2,13,0.15,0.5,4,30.8,13.9,0,0,0,0,0,43,1,18.0,413,485,85.2,10,35,8,3,36,6776,2386,194,207,93.7,190,216,88.0,22,41,53.7,0,0,0,,0,0,,0,0,0,450,35,14,0,0,14,12,3,1,1,0,0,10,408,9,4,10,4,23,19,1,1,2,0,0,0,0,,612,80,258,247,115,17,612,18,11,12,5,1,10,14,71.4,4,15,4,11,8,26,43,0,2.4,2.4,2.0,2.0,2.0,1.3,-0.4,-0.4,0.0,0.18,0,0.0,,0.0
Le Havre,Nice,2025-02-16,L,H,1,3,-2,0,0,1,49,0,fr Ligue 1,39,8,28.2,28.7,18,14,56.3,18,11,61.1,6,33.3,294,1736,947,24,12,10,2,20.0,2,0,0,14,12,2,1,0,1,0,0,0,7,14.3,26.0,14,0.07,0.25,4,28.6,16.4,0,2,0,0,1,36,3,17.8,404,495,81.6,11,19,7,3,30,7854,2492,127,144,88.2,234,258,90.7,38,72,52.8,0,0,0,,0,0,,0,0,1,444,49,19,0,3,26,13,6,4,2,0,2,8,395,12,3,8,9,24,16,3,2,1,2,0,3,1,0.0,595,67,209,301,94,20,595,18,10,8,9,1,6,8,75.0,2,15,1,14,4,22,27,0,0.7,0.7,-0.7,-0.7,0.6,0.5,0.3,0.3,0.4,0.05,0,1.3,0.44,-0.7
Reims,Angers,2025-02-16,L,H,0,1,-1,0,1,0,63,1,fr Ligue 1,13,3,0.0,22.3,8,10,44.4,19,7,36.8,9,47.4,415,2750,1528,22,18,18,1,5.6,2,0,0,13,6,0,0,0,0,0,0,0,6,0.0,22.3,15,0.0,0.0,4,26.7,21.0,0,2,1,0,0,50,1,12.5,501,575,87.1,12,46,10,3,68,9046,2755,190,213,89.2,253,275,92.0,50,65,76.9,0,0,0,,0,0,,1,0,0,540,33,8,0,3,22,16,1,0,1,0,2,12,498,18,4,15,9,30,24,2,2,0,2,0,2,1,50.0,704,46,181,326,204,29,703,13,7,7,3,3,9,17,52.9,8,8,2,6,14,27,39,0,1.7,0.9,0.2,-0.6,0.5,0.9,-1.7,-0.9,-0.5,0.06,0,0.6,0.29,-0.4
Rennes,Lille,2025-02-16,L,H,0,2,-2,0,0,0,37,0,fr Ligue 1,28,4,32.1,35.1,8,15,34.8,16,6,37.5,8,50.0,225,1323,622,15,8,19,1,5.3,2,1,0,9,16,0,0,0,0,0,0,0,8,50.0,34.9,4,0.0,,0,0.0,15.8,0,2,0,1,0,35,0,6.0,278,344,80.8,2,11,1,1,17,5821,1977,84,93,90.3,152,170,89.4,39,66,59.1,1,0,1,100.0,0,1,100.0,0,1,0,297,45,20,1,4,15,10,4,2,1,0,2,7,273,8,1,13,10,8,6,1,0,0,1,0,7,4,71.4,458,76,207,200,54,5,458,20,10,8,11,1,7,15,46.7,8,12,5,7,14,34,27,1,0.4,0.4,-2.6,-1.9,0.2,0.2,-0.4,-0.4,-0.2,0.11,0,2.5,0.35,0.5
Lille,Rennes,2025-02-16,W,A,2,0,2,0,1,2,63,1,fr Ligue 1,28,3,21.4,28.4,15,8,65.2,15,8,53.3,7,46.7,367,1794,949,19,13,12,0,0.0,1,0,0,18,8,3,2,0,0,1,0,0,2,0.0,13.5,17,0.12,0.33,6,35.3,13.5,1,2,0,0,0,47,2,16.8,504,581,86.7,13,33,13,5,56,9409,3128,190,207,91.8,249,271,91.9,56,75,74.7,0,0,0,,0,0,,0,0,0,541,38,9,0,4,25,18,8,5,2,0,2,9,499,13,5,16,13,32,22,5,1,3,1,0,0,0,,680,47,186,321,179,31,679,18,8,5,10,3,8,14,57.1,6,10,2,8,5,23,19,0,3.0,2.4,2.6,1.9,1.7,1.6,-1.0,-0.4,-0.7,0.15,1,0.0,,0.0
Rennes,Reims,2025-02-21,W,H,1,0,1,1,0,0,58,1,fr Ligue 1,17,6,5.9,24.6,15,5,75.0,21,8,38.1,12,57.1,434,2737,1724,42,23,6,0,0.0,1,0,0,15,6,1,0,0,0,1,0,0,3,0.0,25.3,25,0.0,0.0,4,16.0,18.8,0,4,0,0,0,35,1,18.5,468,538,87.0,23,50,19,10,69,8400,2574,191,212,90.1,232,250,92.8,39,56,69.6,0,0,0,,0,0,,0,0,0,495,39,10,2,5,33,16,9,1,3,0,4,6,462,23,14,7,7,49,43,3,1,2,0,0,0,0,,651,29,106,284,270,58,650,13,9,5,5,3,6,10,60.0,4,9,2,7,9,22,22,0,2.3,1.6,2.2,1.5,1.5,2.0,-1.3,-1.6,-1.5,0.06,0,0.0,,0.0
Reims,Rennes,2025-02-21,L,A,0,1,-1,0,0,0,42,0,fr Ligue 1,25,6,44.0,39.9,5,15,25.0,11,4,36.4,6,54.5,241,1261,754,14,9,23,1,4.3,2,2,1,7,15,0,0,0,0,0,0,0,14,64.3,47.9,3,0.0,,0,0.0,14.5,0,4,0,1,0,24,0,8.3,308,383,80.4,2,16,2,0,20,5131,1857,147,158,93.0,108,119,90.8,33,71,46.5,1,1,0,0.0,1,0,0.0,0,0,0,326,53,19,1,2,8,16,2,2,0,0,4,6,306,9,3,16,7,6,5,1,0,0,0,0,5,4,100.0,500,104,225,194,85,8,500,19,12,13,5,1,12,20,60.0,8,15,12,3,12,31,32,0,0.1,0.1,-2.2,-1.5,0.1,0.4,-0.1,-0.1,-0.1,0.04,0,2.8,0.37,1.8
Auxerre,Marseille,2025-02-22,W,H,3,0,3,1,0,2,21,1,fr Ligue 1,25,4,72.0,51.6,9,10,47.4,18,7,38.9,9,50.0,149,894,454,12,5,12,2,16.7,1,0,0,9,11,6,4,1,0,0,1,0,8,100.0,70.5,8,0.25,0.5,4,50.0,14.8,0,2,1,0,0,57,2,15.8,140,223,62.8,6,13,2,0,12,3011,1395,52,70,74.3,62,78,79.5,26,69,37.7,0,0,0,,0,0,,0,0,0,190,31,13,2,0,13,7,2,0,2,0,2,4,138,5,5,13,4,17,11,3,0,1,1,1,2,2,100.0,345,66,204,91,56,15,344,26,15,20,4,2,13,18,72.2,5,5,2,3,7,33,35,0,2.0,1.2,1.3,0.5,0.8,0.7,1.0,0.8,1.2,0.15,0,0.2,0.11,0.2
