Team,Opp,Date,Result,H/A,Tm_PTS,Opp_PTS,MP,Tm_FG,Tm_FGA,Tm_FG%,Tm_2P,Tm_2PA,Tm_2P%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Opp_FG,Opp_FGA,Opp_FG%,Opp_2P,Opp_2PA,Opp_2P%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Tm_ORB,Tm_DRB,Tm_TRB,Opp_ORB,Opp_DRB,Opp_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA,Tm_ORB%,Tm_DRB%,Tm_TRB%,Opp_ORB%,Opp_DRB%,Opp_TRB%,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%,Tm_Rest,Opp_Rest,Tm_Pos,Tm_Pace,Opp_Pace
CLE,TOR,2024-10-23,W,A,136,106,240,51,87,0.586,37,57,0.649,14,30,0.467,20,26,0.769,36,86,0.419,24,55,0.436,12,31,0.387,22,29,0.759,8,28,36,14,24,38,29,10,9,13,22,25,8,6,19,24,136.3,106.2,0.299,0.345,0.691,0.667,0.23,106.2,136.3,0.337,0.36,0.537,0.488,0.256,25.0,66.7,51.4,33.3,75.0,51.4,56.9,10.0,16.4,11.7,69.4,8.0,10.5,16.1,5.0,5.0,99.77725000000001,99.77725000000001,99.77725000000001
CLE,DET,2024-10-25,W,H,113,101,240,42,82,0.512,29,48,0.604,13,34,0.382,16,23,0.696,38,81,0.469,25,49,0.51,13,32,0.406,12,17,0.706,5,34,39,8,34,42,28,13,4,13,15,25,3,5,22,22,113.1,101.1,0.28,0.415,0.613,0.591,0.195,101.1,113.1,0.21,0.395,0.571,0.549,0.148,12.8,81.0,51.9,19.0,87.2,51.9,66.7,13.0,8.2,12.4,65.8,3.0,10.4,19.9,2.0,2.0,99.88985,99.88985,99.88985
CLE,WAS,2024-10-26,W,A,135,116,240,47,88,0.534,29,49,0.592,18,39,0.462,23,34,0.676,37,96,0.385,22,53,0.415,15,43,0.349,27,32,0.844,11,37,48,18,28,46,27,13,10,17,27,25,6,9,15,25,129.0,110.8,0.386,0.443,0.656,0.636,0.261,110.8,129.0,0.333,0.448,0.527,0.464,0.281,28.2,67.3,48.9,32.7,71.8,48.9,57.4,12.4,18.9,14.2,67.6,5.7,18.4,12.0,1.0,2.0,104.69257499999999,104.69257499999999,104.69257499999999
CLE,NYK,2024-10-28,W,A,110,104,240,39,82,0.476,27,46,0.587,12,36,0.333,20,24,0.833,40,90,0.444,31,62,0.5,9,28,0.321,15,18,0.833,9,32,41,13,30,43,21,10,5,14,20,22,8,3,16,21,114.2,107.9,0.293,0.439,0.594,0.549,0.244,107.9,114.2,0.2,0.311,0.531,0.494,0.167,23.1,71.1,51.2,28.9,76.9,51.2,53.8,10.4,8.1,13.1,55.0,8.3,6.5,14.0,2.0,3.0,96.355095,96.355095,96.355095
CLE,LAL,2024-10-30,W,H,134,110,240,56,97,0.577,39,56,0.696,17,41,0.415,5,8,0.625,38,77,0.494,32,49,0.653,6,28,0.214,28,33,0.848,6,30,36,5,32,37,37,14,2,12,26,21,6,0,21,7,127.3,104.5,0.082,0.423,0.667,0.665,0.052,104.5,127.3,0.429,0.364,0.601,0.532,0.364,15.8,85.7,50.7,14.3,84.2,50.7,66.1,13.3,4.1,10.7,55.3,5.7,0.0,18.7,2.0,2.0,105.250575,105.250575,105.250575
CLE,ORL,2024-11-01,W,H,120,109,240,44,87,0.506,29,49,0.592,15,38,0.395,17,20,0.85,41,90,0.456,30,57,0.526,11,33,0.333,16,24,0.667,7,42,49,7,32,39,25,6,4,13,21,26,10,4,14,17,116.6,105.9,0.23,0.437,0.626,0.592,0.195,105.9,116.6,0.267,0.367,0.542,0.517,0.178,17.9,85.7,44.3,14.3,82.1,44.3,56.8,5.8,7.0,11.9,63.4,9.7,8.2,12.2,2.0,2.0,102.93336,102.93336,102.93336
CLE,MIL,2024-11-02,W,A,114,113,240,44,91,0.484,29,53,0.547,15,38,0.395,11,15,0.733,43,89,0.483,25,50,0.5,18,39,0.462,9,15,0.6,10,35,45,10,35,45,31,3,2,7,20,24,3,3,13,23,120.1,119.0,0.165,0.418,0.584,0.566,0.121,119.0,120.1,0.169,0.438,0.591,0.584,0.101,22.2,77.8,50.0,22.2,77.8,50.0,70.5,3.2,4.0,6.7,55.8,3.2,5.7,12.0,1.0,2.0,94.95439,94.95439,94.95439
CLE,MIL,2024-11-04,W,H,116,114,240,46,91,0.505,29,54,0.537,17,37,0.459,7,13,0.538,42,86,0.488,25,51,0.49,17,35,0.486,13,15,0.867,5,34,39,7,42,49,28,10,4,10,15,21,6,6,15,15,116.0,114.0,0.143,0.407,0.6,0.599,0.077,114.0,116.0,0.174,0.407,0.616,0.587,0.151,10.6,82.9,55.7,17.1,89.4,55.7,60.9,10.0,7.8,9.4,50.0,6.0,11.1,13.9,2.0,2.0,100.02271,100.02271,100.02271
CLE,NOP,2024-11-06,W,A,131,122,240,52,96,0.542,35,61,0.574,17,35,0.486,10,13,0.769,42,88,0.477,29,61,0.475,13,27,0.481,25,28,0.893,12,34,46,8,25,33,33,6,10,13,21,21,8,8,10,14,131.8,122.8,0.135,0.365,0.644,0.63,0.104,122.8,131.8,0.318,0.307,0.608,0.551,0.284,32.4,81.0,41.8,19.0,67.6,41.8,63.5,6.0,16.4,11.3,50.0,8.1,13.1,9.1,2.0,2.0,99.39714000000001,99.39714000000001,99.39714000000001
CLE,GSW,2024-11-08,W,H,136,117,240,46,85,0.541,26,43,0.605,20,42,0.476,24,28,0.857,47,98,0.48,34,56,0.607,13,42,0.31,10,14,0.714,9,34,43,11,29,40,33,7,7,20,12,32,14,4,17,24,127.4,109.6,0.329,0.494,0.699,0.659,0.282,109.6,127.4,0.143,0.429,0.562,0.546,0.102,23.7,75.6,48.2,24.4,76.3,48.2,71.7,6.6,12.5,17.0,68.1,13.1,9.3,14.0,2.0,2.0,106.797455,106.797455,106.797455
