Rk,Team,Date,H/A,Opp,Result,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%
984,NOP,2024-12-07,,OKC,"L, 109-119",65.8,14.9,11.3,16.5,60.0,12.9,7.1,17.5
985,PHO,2025-02-08,,DEN,"L, 105-122",65.8,5.5,10.5,5.4,62.2,5.5,8.3,9.1
986,PHO,2024-10-23,@,LAC,"W, 116-113 (OT)",65.8,10.8,14.3,19.1,64.3,8.1,2.5,17.3
987,SAS,2025-03-29,,BOS,"L, 111-121",65.8,6.5,2.3,4.8,71.1,2.2,8.5,9.7
988,SAS,2024-12-29,@,MIN,"L, 110-112",65.8,6.1,7.1,9.1,53.5,4.1,10.4,8.4
989,SAS,2024-10-31,@,UTA,"W, 106-88",65.8,17.2,14.0,9.7,59.4,6.1,12.2,22.3
990,TOR,2025-02-21,,MIA,"L, 111-120 (OT)",65.8,8.0,3.7,12.2,43.5,8.0,6.3,12.5
991,TOR,2025-01-08,@,NYK,"L, 98-112",65.8,9.8,10.9,16.9,57.1,9.8,7.8,14.2
992,UTA,2024-11-27,,DEN,"L, 103-122",65.8,7.5,9.8,16.3,65.2,10.8,17.0,10.5
993,WAS,2025-03-10,@,TOR,"L, 104-119",65.8,5.0,20.0,6.7,60.5,3.0,4.0,6.9
994,WAS,2025-01-05,,NOP,"L, 98-110",65.8,6.1,9.8,14.4,70.3,7.1,16.7,10.8
995,ATL,2024-12-14,@,MIL,"L, 102-110",65.7,2.9,14.6,11.8,71.8,7.8,13.8,11.7
996,BOS,2025-01-23,@,LAL,"L, 96-117",65.7,5.3,11.1,6.6,64.3,4.3,6.0,9.3
997,CHO,2024-11-30,,ATL,"L, 104-107",65.7,13.6,13.3,12.8,71.1,8.4,15.2,19.7
998,DAL,2025-02-25,@,LAL,"L, 99-107",65.7,7.2,23.4,10.4,61.5,7.2,14.8,12.5
999,DEN,2024-11-17,@,MEM,"L, 90-105",65.7,9.3,9.6,14.3,75.6,10.3,18.9,11.9
1000,GSW,2025-01-13,@,TOR,"L, 101-104",65.7,11.8,7.0,13.3,68.3,3.2,21.4,13.9
1001,NOP,2025-03-13,,ORL,"L, 93-113",65.7,3.3,8.0,12.8,58.1,7.8,13.0,10.8
1002,NOP,2025-01-07,,MIN,"L, 97-104",65.7,11.8,11.1,11.8,68.4,8.9,15.1,14.9
1003,POR,2025-03-27,@,SAC,"L, 107-128",65.7,11.6,6.4,10.8,50.0,8.4,7.9,19.6
1004,CHO,2025-02-12,@,ORL,"L, 86-102",65.6,4.3,8.5,12.0,59.5,4.3,16.4,10.1
1005,GSW,2024-12-06,,MIN,"L, 90-107",65.6,8.9,8.7,19.7,80.0,11.8,14.0,18.2
1006,BRK,2025-01-21,,NYK,"L, 95-99",65.6,4.2,15.3,14.9,72.5,11.6,6.5,11.4
1007,NOP,2025-01-25,@,CHO,"L, 92-123",65.6,8.2,14.7,12.0,66.7,11.2,9.4,13.6
1008,BRK,2025-03-01,@,DET,"L, 94-115",65.5,11.5,18.2,11.3,79.5,4.8,26.8,24.2
1009,PHI,2024-11-15,@,ORL,"L, 86-98",65.5,10.9,7.3,18.1,44.1,12.0,14.6,17.0
1010,PHI,2024-10-25,@,TOR,"L, 107-115",65.5,10.9,9.4,13.9,71.4,10.9,27.7,21.9
1011,ORL,2025-01-23,,POR,"L, 79-101",65.4,9.5,11.1,19.7,57.5,14.7,23.5,14.2
1012,ATL,2024-11-22,@,CHI,"L, 122-136",65.3,10.2,9.3,8.7,73.5,7.4,13.7,16.6
1013,DAL,2025-02-06,@,BOS,"W, 127-120",65.3,9.3,7.7,10.3,65.2,2.1,10.9,12.8
1014,LAL,2025-03-14,@,DEN,"L, 126-131",65.3,10.1,3.7,7.4,68.2,7.0,7.7,10.6
1015,MIL,2025-01-14,,SAC,"W, 130-115",65.3,2.0,7.5,7.8,59.5,3.9,9.3,8.0
1016,SAC,2025-01-16,,HOU,"W, 132-127",65.3,4.8,5.0,10.0,49.0,9.6,9.2,11.9
1017,SAC,2025-01-03,,MEM,"W, 138-133",65.3,9.5,15.4,8.4,72.1,4.8,7.7,14.0
1018,SAS,2024-12-19,,ATL,"W, 133-126 (OT)",65.3,12.9,13.6,13.3,69.6,12.1,10.2,17.8
1019,TOR,2025-03-30,@,PHI,"W, 127-109",65.3,9.5,6.7,9.0,59.5,5.7,15.4,15.6
1020,ATL,2024-12-29,@,TOR,"W, 136-107",65.2,20.2,13.1,12.0,68.4,9.2,8.0,24.2
1021,BOS,2025-02-06,,DAL,"L, 120-127",65.2,2.1,10.9,12.8,65.3,9.3,7.7,10.3
1022,BOS,2025-01-02,@,MIN,"W, 118-115",65.2,10.5,11.4,4.1,64.9,1.2,5.7,16.1
1023,CHI,2024-11-27,@,ORL,"L, 119-133",65.2,8.6,11.8,16.1,65.2,9.6,17.8,11.3
1024,CHI,2024-11-09,@,ATL,"W, 125-113",65.2,11.6,10.0,15.0,75.6,7.7,9.4,12.0
1025,CHI,2024-10-25,@,MIL,"W, 133-122",65.2,9.3,7.5,8.6,52.2,4.7,6.1,12.6
1026,CLE,2024-12-20,,MIL,"W, 124-101",65.2,10.6,0.0,15.6,57.5,13.5,9.1,17.7
1027,CLE,2024-11-19,@,BOS,"L, 117-120",65.2,4.3,6.7,6.5,72.7,4.3,6.3,12.4
1028,DEN,2024-11-27,@,UTA,"W, 122-103",65.2,10.8,17.0,10.5,65.8,7.5,9.8,16.3
1029,IND,2025-03-24,,MIN,"W, 119-103",65.2,8.8,8.9,10.7,59.1,4.9,5.1,15.1
1030,LAC,2024-11-17,,UTA,"W, 116-105",65.2,11.7,12.8,8.1,61.5,7.4,1.9,17.9
1031,MEM,2024-11-08,,WAS,"W, 128-104",65.2,9.3,17.2,15.0,71.1,13.0,14.8,14.9
1032,MIL,2025-03-26,@,DEN,"L, 117-127",65.2,4.1,11.3,10.4,73.5,6.1,7.7,9.1
1033,OKC,2025-03-16,@,MIL,"W, 121-105",65.2,3.1,6.1,9.1,63.6,7.2,13.3,8.4
1034,ORL,2024-11-27,,CHI,"W, 133-119",65.2,9.6,17.8,11.3,65.2,8.6,11.8,16.1
1035,PHI,2025-03-21,@,SAS,"L, 120-128",65.2,9.9,8.0,18.2,76.6,10.9,11.4,13.4
1036,CHO,2025-02-20,@,DEN,"L, 115-129",65.1,10.0,3.6,8.6,59.2,3.0,4.8,11.8
1037,DEN,2025-01-14,@,DAL,"W, 118-99",65.1,9.0,12.1,17.7,71.1,14.1,11.1,10.7
1038,DET,2024-12-07,@,NYK,"W, 120-111",65.1,7.0,0.0,17.2,64.3,11.0,10.6,14.2
1039,IND,2025-02-26,,TOR,"W, 111-91",65.1,9.8,11.7,18.5,62.2,7.8,4.5,18.3
1040,IND,2024-12-01,@,MEM,"L, 121-136",65.1,7.5,6.4,12.9,73.5,8.5,12.5,8.7
1041,LAC,2024-12-01,,DEN,"W, 126-122",65.1,8.0,6.3,12.1,72.5,7.0,5.9,12.7
1042,LAL,2025-01-03,,ATL,"W, 119-102",65.1,4.1,9.1,16.1,53.7,10.1,5.2,6.9
1043,MEM,2025-01-25,,UTA,"W, 125-103",65.1,10.1,20.0,14.7,69.2,8.1,10.9,14.7
1044,MEM,2024-10-23,@,UTA,"W, 126-124",65.1,6.8,8.5,11.0,52.5,6.8,19.6,14.0
1045,MIA,2025-04-02,@,BOS,"W, 124-103",65.1,10.7,4.5,5.0,61.5,3.6,11.3,12.1
1046,MIL,2025-03-15,,IND,"W, 126-119",65.1,9.0,7.5,15.8,63.0,9.0,9.5,10.6
1047,MIN,2025-02-03,,SAC,"L, 114-116",65.1,5.2,11.8,7.3,51.1,7.3,11.1,10.6
1048,ORL,2025-04-01,@,SAS,"W, 116-105",65.1,12.6,14.3,12.0,60.0,7.4,9.3,16.1
1049,PHO,2025-01-14,@,ATL,"L, 117-122",65.1,10.0,7.0,11.9,51.2,10.0,6.1,11.3
1050,SAC,2024-11-01,@,ATL,"W, 123-115",65.1,8.7,9.5,12.0,73.2,7.7,7.1,11.5
1051,WAS,2024-11-15,@,ATL,"L, 117-129",65.1,9.8,8.2,12.2,60.9,8.9,15.9,12.6
1052,BOS,2025-02-04,@,CLE,"W, 112-105",65.0,10.1,11.5,10.2,50.0,6.1,2.0,11.3
1053,BOS,2024-12-15,@,WAS,"W, 112-98",65.0,10.9,8.5,14.8,55.0,9.9,14.9,13.5
1054,DAL,2025-01-09,,POR,"W, 117-111",65.0,8.3,12.3,12.2,61.5,6.2,12.1,11.3
1055,GSW,2025-01-15,@,MIN,"W, 116-115",65.0,9.1,10.2,12.5,55.3,4.5,15.2,8.4
1056,GSW,2024-11-02,@,HOU,"W, 127-121 (OT)",65.0,4.8,6.5,12.3,61.4,9.6,13.0,8.6
1057,IND,2024-12-31,,MIL,"L, 112-120",65.0,7.4,10.9,14.9,60.0,9.3,0.0,10.0
1058,MEM,2025-03-10,,PHO,"W, 120-118",65.0,9.2,13.5,13.3,75.6,6.1,5.0,13.8
1059,MIN,2024-12-15,@,SAS,"W, 106-92",65.0,11.0,8.7,10.1,91.9,6.0,12.3,16.7
1060,BRK,2024-11-13,,BOS,"L, 114-139",65.0,4.1,6.4,13.0,70.0,7.2,16.7,7.2
1061,NYK,2025-01-13,,DET,"L, 119-124",65.0,5.1,3.4,16.3,43.5,8.1,4.7,11.5
1062,ORL,2025-03-06,,CHI,"L, 123-125",65.0,9.7,10.9,10.3,58.1,4.9,13.0,16.1
1063,SAC,2025-02-21,,GSW,"L, 108-132",65.0,8.3,6.0,21.6,80.0,13.4,6.4,10.9
1064,TOR,2024-11-09,@,LAC,"L, 103-105",65.0,8.2,10.0,8.8,51.4,6.2,13.8,13.5
1065,OKC,2025-02-01,,SAC,"W, 144-110",64.9,4.7,10.7,9.5,62.5,7.6,8.2,6.7
1066,DAL,2025-03-07,,MEM,"L, 111-122",64.9,6.7,8.2,10.1,56.0,8.7,21.8,8.9
1067,DET,2025-01-27,@,CLE,"L, 91-110",64.9,6.3,8.5,9.0,70.0,5.2,6.7,9.0
1068,LAC,2025-02-24,@,DET,"L, 97-106",64.9,12.0,6.0,14.5,61.1,11.0,13.7,14.4
1069,LAC,2025-01-20,,CHI,"L, 99-112",64.9,4.2,14.6,9.0,65.8,7.3,11.5,10.2
1070,LAC,2024-12-13,@,DEN,"L, 98-120",64.9,17.2,4.2,17.3,54.8,14.3,4.8,19.5
1071,MIA,2024-11-04,,SAC,"L, 110-111",64.9,9.5,10.2,10.1,52.3,5.3,8.2,13.1
1072,MIL,2025-03-24,@,PHO,"L, 106-108",64.9,13.2,0.0,6.8,64.1,2.2,9.1,15.1
1073,MIL,2025-01-25,@,LAC,"L, 117-127",64.9,2.0,7.9,12.2,43.2,7.9,6.8,6.0
1074,MIN,2025-01-02,,BOS,"L, 115-118",64.9,1.2,5.7,16.1,65.2,10.5,11.4,4.1
1075,BRK,2025-02-10,,CHO,"W, 97-89",64.9,10.8,12.8,14.6,56.3,7.6,13.7,16.6
1076,SAC,2024-12-12,@,NOP,"W, 111-109",64.9,12.5,4.3,9.5,56.4,6.3,6.8,15.6
1077,SAC,2024-11-18,,ATL,"L, 108-109",64.9,9.2,8.9,15.4,87.2,7.2,17.9,13.3
1078,SAS,2024-12-23,@,PHI,"L, 106-111",64.9,3.9,24.5,16.8,56.4,10.7,5.6,9.6
1079,BOS,2025-01-10,,SAC,"L, 97-114",64.7,5.1,12.7,13.8,59.1,11.2,18.6,10.2
1080,CHO,2024-12-03,,PHI,"L, 104-110",64.7,5.5,7.1,17.5,68.4,9.9,7.0,11.7
1081,CHO,2024-11-12,@,ORL,"L, 89-114",64.7,6.9,6.1,19.6,58.1,11.7,15.2,9.8
1082,CHI,2025-01-23,@,GSW,"L, 106-131",64.7,7.0,4.4,11.6,80.4,3.0,12.8,10.0
1083,CLE,2024-11-15,,CHI,"W, 144-126",64.7,10.0,13.0,11.2,71.1,6.4,8.0,14.9
1084,DET,2025-03-30,@,MIN,"L, 104-123",64.7,3.1,4.8,6.0,54.5,3.1,15.8,8.6
1085,LAL,2024-12-06,@,ATL,"L, 132-134 (OT)",64.7,9.7,16.7,12.4,80.0,8.9,7.8,13.4
1086,BRK,2025-01-04,,PHI,"L, 94-123",64.7,5.7,9.5,19.6,73.8,10.5,4.9,15.9
1087,PHI,2024-11-24,,LAC,"L, 99-125",64.7,8.4,9.8,12.6,66.0,9.4,10.6,15.6
1088,POR,2024-11-25,@,MEM,"L, 98-123",64.7,9.8,11.9,8.8,81.4,6.9,23.2,15.7
1089,SAC,2024-12-06,@,SAS,"W, 140-113",64.7,6.8,12.0,9.9,71.8,7.8,8.9,11.8
1090,WAS,2025-03-31,,MIA,"L, 94-120",64.7,13.2,6.6,16.1,61.7,11.3,4.7,15.5
1091,BOS,2025-03-23,@,POR,"W, 129-116",64.6,6.6,14.6,8.7,55.8,6.6,7.9,11.2
1092,CLE,2024-12-21,,PHI,"W, 126-99",64.6,8.4,2.0,11.9,38.2,7.3,6.4,11.8
1093,LAL,2024-11-27,@,SAS,"W, 119-101",64.6,8.5,6.7,12.1,72.2,7.5,7.1,14.0
1094,NYK,2024-11-13,,CHI,"L, 123-124",64.6,6.7,6.5,12.8,70.5,9.6,10.5,16.1
1095,OKC,2025-03-03,,HOU,"W, 137-128",64.6,10.3,9.1,10.7,40.8,7.5,11.7,12.9
1096,TOR,2025-03-17,@,PHO,"L, 89-129",64.5,4.2,3.8,11.0,72.3,7.4,7.7,9.2
1097,ATL,2025-02-07,,MIL,"W, 115-110",64.4,6.0,13.0,9.9,68.3,5.0,5.4,9.1
1098,ATL,2024-12-04,@,MIL,"W, 119-104",64.4,15.4,9.1,11.1,69.7,6.8,5.7,16.2
1099,DAL,2025-01-07,,LAL,"W, 118-97",64.4,7.7,0.0,12.4,58.8,7.7,12.5,10.5
1100,GSW,2024-11-12,,DAL,"W, 120-117",64.4,12.9,14.0,10.9,59.1,5.9,1.9,16.0
1101,IND,2025-03-19,,DAL,"W, 135-131",64.4,3.8,8.2,10.1,47.9,5.8,0.0,11.3
1102,LAC,2025-03-21,,MEM,"W, 128-108",64.4,7.0,19.6,14.4,70.0,8.0,6.8,9.0
1103,MIA,2025-03-02,,NYK,"L, 112-116 (OT)",64.4,5.0,11.8,12.5,58.7,5.0,12.2,11.3
1104,NOP,2024-10-23,,CHI,"W, 123-111",64.4,13.9,19.2,10.1,61.9,3.7,3.3,17.8
1105,OKC,2025-02-08,@,MEM,"W, 125-112",64.4,5.1,9.4,7.3,58.3,7.2,14.3,11.7
1106,POR,2024-12-19,,DEN,"W, 126-124",64.4,7.1,13.2,8.5,74.5,7.1,5.9,10.3
1107,ATL,2025-03-16,@,BRK,"L, 114-122",64.3,11.9,20.0,12.2,76.7,7.0,9.4,14.5
1108,ATL,2025-02-03,@,DET,"W, 132-130",64.3,7.7,12.5,12.5,72.1,6.8,4.5,12.3
1109,CHO,2025-01-29,,BRK,"L, 83-104",64.3,6.6,14.6,15.3,69.2,12.2,16.7,11.0
1110,CLE,2025-03-02,,POR,"W, 133-129 (OT)",64.3,10.7,8.9,11.8,59.5,7.2,2.0,15.2
1111,CLE,2025-01-18,@,MIN,"W, 124-117",64.3,4.2,1.9,7.2,62.8,4.2,9.1,7.5
1112,DAL,2024-10-24,,SAS,"W, 120-109",64.3,8.9,10.0,8.2,76.9,5.9,8.6,16.4
1113,DET,2025-01-22,@,ATL,"W, 114-104",64.3,6.5,15.4,18.5,64.1,13.1,6.0,10.9
1114,DET,2024-12-12,@,BOS,"L, 99-123",64.3,8.0,9.5,7.2,73.9,6.0,6.6,12.8
1115,DET,2024-11-18,,CHI,"L, 112-122",64.3,3.1,6.7,7.8,63.6,3.1,9.3,10.2
1116,HOU,2024-11-22,,POR,"W, 116-88",64.3,13.4,10.4,14.0,56.7,8.6,14.8,17.3
1117,LAC,2024-10-27,@,GSW,"W, 112-104",64.3,10.8,4.4,15.2,50.0,9.8,8.6,17.7
1118,LAC,2024-10-23,,PHO,"L, 113-116 (OT)",64.3,8.1,2.5,17.3,65.8,10.8,14.3,19.1
1119,LAL,2025-01-23,,BOS,"W, 117-96",64.3,4.3,6.0,9.3,65.7,5.3,11.1,6.6
1120,MIL,2024-12-10,,ORL,"W, 114-109",64.3,9.1,9.1,15.4,46.3,11.1,8.5,11.8
1121,MIN,2025-02-05,,CHI,"W, 127-108",64.3,6.3,17.0,9.1,62.5,9.5,9.8,10.6
1122,MIN,2024-11-17,,PHO,"W, 120-117",64.3,8.3,11.1,13.3,63.0,9.4,4.9,18.7
1123,NOP,2025-03-17,,DET,"L, 81-127",64.3,7.1,12.2,14.6,71.7,10.2,13.0,12.6
1124,NOP,2025-02-23,,SAS,"W, 114-96",64.3,2.9,6.5,13.9,90.6,10.7,11.5,8.5
1125,NYK,2024-12-07,,DET,"L, 111-120",64.3,11.0,10.6,14.2,65.1,7.0,0.0,17.2
1126,SAS,2025-01-29,,LAC,"L, 116-128",64.3,11.1,7.5,9.3,54.2,7.1,6.7,14.4
1127,SAS,2024-12-08,,NOP,"W, 121-116",64.3,7.0,18.0,10.9,60.5,9.0,14.8,6.9
1128,TOR,2025-02-25,,BOS,"L, 101-111",64.3,10.5,2.4,15.9,54.5,9.4,8.0,13.5
1129,ATL,2025-03-10,,PHI,"W, 132-123",64.2,3.9,12.2,12.6,63.0,7.8,4.9,9.9
1130,CLE,2025-01-30,,ATL,"W, 137-115",64.2,9.0,5.9,10.7,68.3,10.0,1.9,9.7
1131,TOR,2025-01-09,@,CLE,"L, 126-132",64.2,9.4,4.5,12.1,66.0,8.4,5.2,9.9
1132,UTA,2024-12-06,@,POR,"W, 141-99",64.2,5.7,22.9,11.7,62.2,3.8,10.9,9.7
1133,ATL,2025-01-22,,DET,"L, 104-114",64.1,13.1,6.0,10.9,64.3,6.5,15.4,18.5
1134,ATL,2024-10-25,,CHO,"W, 125-120",64.1,10.9,20.0,12.5,59.5,6.9,9.3,14.1
1135,ATL,2024-10-23,,BRK,"W, 120-116",64.1,11.6,18.8,13.8,52.5,7.7,11.5,15.7
1136,BOS,2024-12-02,,MIA,"W, 108-89",64.1,5.3,17.3,15.2,77.4,6.4,2.9,9.3
1137,CLE,2025-03-09,@,MIL,"W, 112-100",64.1,11.3,3.3,13.5,43.6,9.3,4.9,15.4
1138,DAL,2025-01-23,@,OKC,"W, 121-115",64.1,9.0,5.9,18.2,61.9,9.0,9.3,11.7
1139,DET,2025-01-09,,GSW,"L, 104-107",64.1,7.2,16.3,13.9,78.0,9.3,14.9,13.5
1140,HOU,2025-03-23,,DEN,"L, 111-116",64.1,4.3,10.6,5.5,63.6,5.4,7.3,8.4
1141,LAC,2025-02-28,@,LAL,"L, 102-106",64.1,11.7,2.1,15.8,48.7,14.9,10.0,14.3
1142,LAL,2024-10-28,@,PHO,"L, 105-109",64.1,5.1,11.8,10.5,52.5,7.2,17.7,10.3
1143,MIA,2025-02-05,@,PHI,"W, 108-101",64.1,3.1,7.1,19.3,59.5,14.5,8.2,4.6
1144,MIA,2025-01-15,@,LAL,"L, 108-117",64.1,3.1,10.7,20.1,70.2,12.6,10.8,6.8
1145,MIA,2024-12-01,@,TOR,"L, 116-119",64.1,10.9,6.8,12.2,63.8,4.0,10.4,14.2
1146,BRK,2025-03-29,@,WAS,"W, 115-112",64.1,2.1,7.8,12.6,56.8,5.2,16.7,5.7
1147,BRK,2024-12-26,@,MIL,"W, 111-105",64.1,7.9,2.2,18.6,56.1,11.9,6.8,20.7
1148,NYK,2024-11-23,@,UTA,"L, 106-121",64.1,9.9,18.9,7.9,68.2,4.0,8.2,15.9
1149,OKC,2025-03-07,,POR,"W, 107-89",64.1,11.9,15.4,12.4,45.5,6.0,8.7,14.2
1150,PHO,2025-03-24,,MIL,"W, 108-106",64.1,2.2,9.1,15.1,64.9,13.2,0.0,6.8
1151,POR,2025-02-06,,SAC,"W, 108-102",64.1,5.2,12.1,11.7,56.8,8.3,12.0,10.1
1152,SAC,2024-12-21,,LAL,"L, 99-103",64.1,10.3,2.1,12.7,57.5,10.3,11.3,13.2
1153,UTA,2025-03-31,@,CHO,"L, 106-110",64.1,13.8,4.8,8.9,76.7,3.2,11.4,17.3
1154,UTA,2025-03-09,@,PHI,"L, 122-126",64.1,11.0,8.2,14.4,62.8,10.1,19.1,14.4
1155,WAS,2024-12-30,,NYK,"L, 106-126",64.1,6.0,14.8,11.3,75.6,9.0,4.1,6.8
1156,WAS,2024-12-26,,CHO,"W, 113-110",64.1,8.6,13.5,9.6,75.6,5.7,8.5,15.9
1157,WAS,2024-12-05,,DAL,"L, 101-137",64.1,9.8,5.9,10.2,56.3,7.8,20.3,13.7
1158,ATL,2025-03-06,,IND,"W, 124-118",64.0,5.1,7.7,8.1,61.4,5.1,7.8,10.0
1159,SAS,2025-03-12,,DAL,"W, 126-116",64.0,10.8,4.1,13.7,66.7,7.8,0.0,16.9
1160,BOS,2024-11-02,@,CHO,"W, 113-103",63.9,4.1,8.2,13.7,60.0,10.2,3.3,12.0
1161,CHI,2024-10-30,,ORL,"W, 102-99",63.9,6.1,5.0,13.6,71.4,9.1,16.0,11.2
1162,DET,2024-10-30,@,PHI,"W, 105-95",63.9,4.4,9.8,16.2,51.5,7.7,9.5,9.0
1163,MIL,2024-11-26,@,MIA,"W, 106-103",63.9,5.8,14.6,13.3,74.3,6.9,5.7,8.1
1164,NYK,2025-04-01,,PHI,"W, 105-91",63.9,10.4,8.0,16.5,67.6,11.5,9.3,18.1
1165,ORL,2025-02-21,,MEM,"L, 104-105",63.9,6.9,15.3,12.0,57.9,6.9,12.3,12.5
1166,PHO,2024-11-13,@,SAC,"L, 104-127",63.9,12.6,4.0,8.4,76.0,7.3,14.8,16.6
1167,CHI,2024-11-07,,MIN,"L, 119-135",63.8,9.2,7.3,12.1,56.9,7.2,7.7,12.2
1168,GSW,2025-02-23,,DAL,"W, 126-102",63.8,10.0,12.0,8.5,63.2,7.0,6.9,16.6
1169,NYK,2025-03-17,,MIA,"W, 116-95",63.8,12.5,10.2,12.5,59.0,9.4,9.8,19.4
1170,POR,2025-04-01,@,ATL,"W, 127-113",63.8,11.9,8.3,12.9,63.4,11.0,12.9,16.1
1171,POR,2025-03-21,,DEN,"W, 128-109",63.8,12.6,12.0,14.8,63.2,10.5,3.8,19.2
1172,SAC,2025-02-24,,CHO,"W, 130-88",63.8,12.3,8.9,15.9,80.0,14.4,8.2,16.6
1173,TOR,2024-12-01,,MIA,"W, 119-116",63.8,4.0,10.4,14.2,64.1,10.9,6.8,12.2
1174,ATL,2025-03-03,@,MEM,"W, 132-130",63.6,12.1,11.7,10.4,76.6,7.1,4.4,16.1
1175,BOS,2025-02-26,@,DET,"L, 97-117",63.6,9.4,1.8,18.0,61.7,13.6,16.1,12.7
1176,CHI,2024-11-18,@,DET,"W, 122-112",63.6,3.1,9.3,10.2,64.3,3.1,6.7,7.8
1177,CLE,2025-03-23,@,UTA,"W, 120-91",63.6,8.9,17.9,6.0,78.1,4.0,10.4,17.8
1178,DEN,2025-03-23,@,HOU,"W, 116-111",63.6,5.4,7.3,8.4,64.1,4.3,10.6,5.5
1179,IND,2024-11-15,,MIA,"L, 111-124",63.6,7.9,8.9,18.0,60.0,15.8,2.0,9.3
1180,LAL,2024-11-08,,PHI,"W, 116-106",63.6,1.0,22.8,12.5,71.8,6.1,8.0,7.0
1181,MIA,2024-11-27,@,CHO,"W, 98-94",63.6,6.2,10.6,21.0,59.5,10.3,13.9,11.4
1182,MIL,2025-03-16,,OKC,"L, 105-121",63.6,7.2,13.3,8.4,65.2,3.1,6.1,9.1
1183,NOP,2025-02-28,@,PHO,"L, 108-125",63.6,10.6,7.7,13.8,74.5,6.4,5.1,16.7
1184,NOP,2025-02-12,,SAC,"L, 111-119",63.6,7.3,11.9,8.1,68.3,4.2,11.3,9.9
1185,OKC,2025-03-27,,MEM,"W, 125-104",63.6,8.8,10.8,10.5,84.8,8.8,6.8,17.6
1186,ORL,2025-02-25,,CLE,"L, 82-122",63.6,7.7,16.7,11.1,55.6,5.5,8.1,12.1
1187,ORL,2025-01-09,,MIN,"L, 89-104",63.6,4.3,19.6,14.4,61.8,9.6,8.5,9.2
1188,ORL,2024-12-06,@,PHI,"L, 94-102",63.6,8.4,11.3,19.7,60.5,11.6,0.0,14.8
1189,ORL,2024-11-20,@,LAC,"L, 93-104",63.6,11.6,12.7,14.1,57.9,10.5,2.5,22.5
1190,POR,2025-01-26,,OKC,"L, 108-118",63.6,2.2,10.2,13.8,57.1,7.6,7.3,8.1
1191,SAS,2025-03-25,@,DET,"L, 96-122",63.6,7.6,4.3,9.9,75.0,6.5,10.6,11.0
1192,TOR,2025-03-14,@,UTA,"W, 126-118",63.6,8.2,11.8,12.4,59.0,11.0,3.4,14.2
1193,TOR,2024-12-03,,IND,"W, 122-111",63.6,8.5,7.4,18.3,55.3,7.5,12.5,17.9
1194,UTA,2025-03-28,@,DEN,"L, 93-129",63.6,9.7,0.0,14.8,79.2,11.7,24.5,15.9
1195,UTA,2024-12-30,,DEN,"L, 121-132",63.6,5.9,2.7,14.3,71.7,12.8,6.3,5.8
1196,CLE,2024-11-06,@,NOP,"W, 131-122",63.5,6.0,16.4,11.3,50.0,8.1,13.1,9.1
1197,IND,2024-12-06,@,CHI,"W, 132-123",63.5,8.7,8.5,11.8,71.7,7.8,9.7,10.5
1198,MEM,2024-12-13,,BRK,"W, 135-119",63.5,8.4,10.3,10.7,71.4,8.4,11.1,15.2
1199,MIL,2025-01-27,@,UTA,"W, 125-110",63.5,6.0,10.9,11.4,68.3,8.0,1.9,9.4
1200,ATL,2025-04-01,,POR,"L, 113-127",63.4,11.0,12.9,16.1,63.8,11.9,8.3,12.9
1201,ATL,2024-12-08,,DEN,"L, 111-141",63.4,11.3,3.2,9.6,76.8,8.5,8.2,16.7
1202,CLE,2025-03-05,,MIA,"W, 112-107",63.4,7.2,8.5,11.9,80.6,7.2,4.3,13.0
1203,GSW,2024-12-28,,PHO,"W, 109-105",63.4,8.3,12.3,10.1,53.8,7.3,22.6,12.1
1204,GSW,2024-12-25,,LAL,"L, 113-115",63.4,2.1,16.3,11.9,73.2,6.4,9.1,8.3
1205,HOU,2025-02-06,@,MIN,"L, 114-127",63.4,12.7,12.7,11.1,51.1,5.3,11.3,11.1
1206,LAC,2024-10-30,,POR,"L, 105-106",63.4,10.4,8.5,12.5,46.3,9.3,11.1,11.8
1207,LAL,2025-03-26,@,IND,"W, 120-119",63.4,5.2,5.9,14.3,70.5,9.4,9.8,9.5
1208,MIA,2025-01-21,,POR,"L, 107-116",63.4,2.1,6.8,9.2,58.1,3.2,9.8,7.6
1209,MIL,2025-02-05,@,CHO,"W, 112-102",63.4,6.5,7.4,11.3,55.3,4.3,2.6,7.6
1210,NYK,2025-03-04,,GSW,"L, 102-114",63.4,4.1,3.9,12.4,69.8,7.2,11.9,11.9
1211,ORL,2024-11-01,@,CLE,"L, 109-120",63.4,9.7,8.2,12.2,56.8,5.8,7.0,11.9
1212,PHI,2025-02-07,@,DET,"L, 112-125",63.4,7.1,13.2,12.4,72.7,7.1,7.7,12.2
1213,POR,2025-02-24,@,UTA,"W, 114-112",63.4,6.8,11.1,10.7,61.5,6.8,3.7,12.4
1214,TOR,2024-11-25,@,DET,"L, 100-102",63.4,7.6,12.8,8.4,79.4,4.3,10.1,13.5
1215,UTA,2024-12-26,@,POR,"L, 120-122",63.4,9.2,9.8,11.8,57.8,10.2,18.2,10.0
1216,WAS,2025-02-08,,ATL,"L, 111-125",63.4,5.7,3.8,15.0,76.6,5.7,12.3,10.3
1217,BRK,2025-01-27,,SAC,"L, 96-110",63.3,9.7,5.6,14.4,68.9,7.5,8.7,16.7
