Rk,Team,Date,H/A,Opp,Result,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA
1255,SAC,2025-03-14,@,PHO,"L, 106-122",113.4,130.5,.247,.395,.590,.543,.222,130.5,113.4,.241,.544,.698,.671,.203
1256,MEM,2025-01-04,@,GSW,"L, 113-121",113.4,121.4,.182,.307,.594,.574,.136,121.4,113.4,.190,.512,.665,.661,.119
1257,PHO,2025-01-04,@,IND,"L, 108-126",113.4,132.3,.269,.385,.619,.564,.256,132.3,113.4,.219,.417,.599,.557,.198
1258,SAC,2024-10-28,,POR,"W, 111-98",113.4,100.1,.309,.432,.603,.543,.284,100.1,113.4,.361,.265,.509,.446,.289
1259,SAC,2024-10-24,,MIN,"L, 115-117",113.4,115.3,.427,.354,.590,.530,.341,115.3,113.4,.198,.581,.626,.593,.174
1260,SAC,2024-11-02,@,TOR,"L, 128-131 (OT)",113.4,116.0,.320,.400,.561,.510,.260,116.0,113.4,.326,.389,.603,.574,.232
1261,MIN,2025-04-03,@,BRK,"W, 105-90",113.4,97.2,.269,.538,.602,.583,.179,97.2,113.4,.045,.404,.496,.489,.034
1262,CHI,2025-02-28,,TOR,"W, 125-115 (OT)",113.4,104.3,.248,.485,.558,.510,.218,104.3,113.4,.194,.359,.514,.481,.155
1263,PHI,2025-01-21,@,DEN,"L, 109-144",113.3,149.7,.083,.396,.548,.536,.063,149.7,113.3,.294,.365,.750,.706,.282
1264,ATL,2025-03-16,@,BRK,"L, 114-122",113.3,121.3,.267,.411,.567,.528,.211,121.3,113.3,.256,.389,.609,.572,.211
1265,OKC,2024-11-06,@,DEN,"L, 122-124",113.3,115.2,.230,.400,.554,.520,.180,115.2,113.3,.371,.427,.599,.562,.270
1266,OKC,2024-11-13,,NOP,"W, 106-88",113.3,94.1,.182,.443,.558,.528,.148,94.1,113.3,.198,.430,.471,.448,.128
1267,MIN,2025-03-07,@,MIA,"W, 106-104",113.3,111.1,.173,.556,.608,.605,.099,111.1,113.3,.124,.382,.554,.539,.090
1268,UTA,2024-12-01,,LAL,"L, 104-105",113.3,114.3,.203,.506,.604,.595,.127,114.3,113.3,.284,.375,.530,.483,.227
1269,DAL,2024-11-06,,CHI,"W, 119-99",113.3,94.2,.226,.409,.582,.548,.183,94.2,113.3,.267,.488,.515,.488,.174
1270,DET,2025-02-28,,DEN,"L, 119-134",113.2,127.5,.232,.374,.545,.515,.172,127.5,113.2,.369,.369,.686,.661,.274
1271,GSW,2025-01-25,,LAL,"L, 108-118",113.2,123.7,.180,.517,.562,.551,.112,123.7,113.2,.198,.337,.631,.605,.163
1272,BRK,2024-12-29,@,ORL,"L, 101-102",113.2,114.3,.384,.411,.592,.527,.329,114.3,113.2,.301,.434,.543,.518,.193
1273,NOP,2024-11-11,,BRK,"L, 105-107",113.2,115.4,.128,.319,.529,.500,.117,115.4,113.2,.226,.500,.579,.542,.190
1274,BOS,2025-02-04,@,CLE,"W, 112-105",113.2,106.1,.184,.490,.529,.495,.153,106.1,113.2,.286,.429,.512,.456,.242
1275,CHI,2025-02-02,@,DET,"L, 119-127",113.2,120.8,.225,.584,.608,.567,.202,120.8,113.2,.131,.303,.606,.596,.091
1276,CHO,2024-12-19,@,WAS,"L, 114-123",113.2,122.1,.255,.406,.484,.443,.189,122.1,113.2,.373,.506,.636,.596,.289
1277,UTA,2025-02-01,,ORL,"W, 113-99",113.2,99.2,.286,.417,.598,.548,.250,99.2,113.2,.385,.451,.465,.379,.330
1278,MIA,2024-12-12,,TOR,"W, 114-104",113.2,103.2,.386,.386,.587,.560,.253,103.2,113.2,.163,.348,.527,.505,.120
1279,ATL,2024-11-22,@,CHI,"L, 122-136",113.2,126.1,.178,.318,.529,.505,.131,126.1,113.2,.244,.500,.714,.680,.221
1280,ATL,2024-11-08,@,DET,"L, 121-122",113.1,114.1,.237,.371,.565,.531,.186,114.1,113.1,.360,.384,.612,.587,.244
1281,CLE,2024-10-25,,DET,"W, 113-101",113.1,101.1,.280,.415,.613,.591,.195,101.1,113.1,.210,.395,.571,.549,.148
1282,HOU,2025-01-09,@,MEM,"W, 119-115",113.1,109.3,.427,.354,.522,.495,.250,109.3,113.1,.357,.381,.592,.560,.250
1283,UTA,2025-01-22,@,OKC,"L, 114-123",113.1,122.0,.267,.411,.567,.544,.178,122.0,113.1,.263,.411,.580,.526,.242
1284,HOU,2025-03-15,,CHI,"W, 117-114",113.1,110.2,.265,.449,.535,.520,.153,110.2,113.1,.172,.409,.570,.538,.151
1285,GSW,2024-12-28,,PHO,"W, 109-105",113.1,108.9,.194,.459,.512,.480,.153,108.9,113.1,.239,.380,.516,.473,.196
1286,MIA,2025-03-31,@,WAS,"W, 120-94",113.0,88.5,.258,.344,.579,.554,.183,88.5,113.0,.209,.500,.500,.471,.151
1287,DAL,2025-03-29,@,CHI,"W, 120-119",113.0,112.0,.208,.297,.544,.510,.168,112.0,113.0,.264,.363,.586,.549,.209
1288,NYK,2025-02-26,,PHI,"W, 110-105",113.0,107.8,.377,.247,.613,.565,.299,107.8,113.0,.227,.386,.542,.506,.182
1289,MIA,2025-01-15,@,LAL,"L, 108-117",113.0,122.4,.205,.493,.678,.644,.192,122.4,113.0,.156,.378,.608,.594,.111
1290,POR,2024-12-15,@,PHO,"L, 109-116",113.0,120.2,.138,.521,.547,.527,.106,120.2,113.0,.213,.438,.596,.567,.169
1291,SAC,2025-01-14,@,MIL,"L, 115-130",112.9,127.7,.189,.442,.559,.532,.147,127.7,112.9,.182,.455,.608,.581,.152
1292,MIL,2024-12-23,@,CHI,"W, 112-91",112.9,91.7,.195,.494,.593,.563,.161,91.7,112.9,.133,.533,.478,.456,.100
1293,CHO,2025-04-02,@,IND,"L, 105-119",112.9,127.9,.231,.308,.611,.590,.167,127.9,112.9,.105,.463,.599,.589,.074
1294,DEN,2025-01-07,,BOS,"L, 106-118",112.9,125.7,.172,.414,.566,.540,.138,125.7,112.9,.227,.398,.610,.568,.205
1295,MIL,2024-12-21,,WAS,"W, 112-101",112.9,101.8,.051,.490,.559,.551,.041,101.8,112.9,.198,.519,.574,.556,.136
1296,DAL,2024-12-03,,MEM,"W, 121-116",112.9,108.2,.543,.395,.603,.562,.370,108.2,112.9,.144,.412,.562,.531,.134
1297,POR,2025-03-17,,WAS,"W, 112-97",112.9,97.8,.192,.465,.522,.500,.131,97.8,112.9,.130,.435,.499,.478,.098
1298,TOR,2025-03-26,@,BRK,"W, 116-86",112.8,83.6,.225,.324,.517,.471,.196,83.6,112.8,.218,.471,.451,.402,.184
1299,ATL,2024-10-30,@,WAS,"L, 120-133",112.8,125.0,.221,.411,.576,.537,.189,125.0,112.8,.281,.427,.665,.618,.258
1300,ATL,2024-10-28,,WAS,"L, 119-121",112.8,114.7,.444,.494,.614,.574,.321,114.7,112.8,.242,.484,.601,.566,.198
1301,CHI,2024-12-16,@,TOR,"W, 122-121",112.8,111.9,.301,.430,.579,.538,.237,111.9,112.8,.326,.283,.575,.538,.239
1302,PHI,2024-11-13,,CLE,"L, 106-114",112.8,121.3,.120,.467,.547,.522,.109,121.3,112.8,.200,.471,.616,.588,.165
1303,TOR,2024-11-10,@,LAL,"L, 103-123",112.8,134.7,.268,.354,.562,.512,.232,134.7,112.8,.326,.430,.626,.581,.267
1304,NOP,2024-12-19,@,HOU,"L, 113-133",112.8,132.7,.272,.304,.549,.516,.196,132.7,112.8,.218,.448,.697,.672,.184
1305,UTA,2025-03-27,,HOU,"L, 110-121",112.8,124.0,.215,.291,.636,.614,.165,124.0,112.8,.186,.363,.548,.520,.147
1306,SAS,2024-12-29,@,MIN,"L, 110-112",112.7,114.8,.322,.448,.554,.500,.264,114.8,112.7,.190,.440,.517,.485,.150
1307,UTA,2025-03-31,@,CHO,"L, 106-110",112.7,116.9,.156,.542,.517,.479,.146,116.9,112.7,.175,.475,.638,.631,.113
1308,LAL,2024-12-08,,POR,"W, 107-98",112.7,103.2,.253,.410,.580,.536,.217,103.2,112.7,.250,.429,.526,.470,.226
1309,NYK,2025-02-01,,LAL,"L, 112-128",112.7,128.8,.200,.295,.542,.516,.147,128.8,112.7,.222,.494,.720,.698,.185
1310,MIA,2025-01-27,,ORL,"W, 125-119 (2OT)",112.7,107.3,.228,.446,.617,.603,.152,107.3,112.7,.255,.398,.546,.531,.153
1311,ORL,2025-03-19,,HOU,"L, 108-116",112.7,121.0,.217,.380,.536,.495,.185,121.0,112.7,.395,.432,.610,.537,.358
1312,DET,2024-11-13,@,MIL,"L, 120-127 (OT)",112.7,119.2,.130,.380,.568,.550,.100,119.2,112.7,.263,.368,.599,.553,.232
1313,CLE,2025-01-22,@,HOU,"L, 108-109",112.7,113.7,.196,.423,.513,.490,.134,113.7,112.7,.220,.374,.546,.522,.154
1314,MIA,2024-12-28,@,ATL,"L, 110-120",112.7,122.9,.200,.456,.562,.517,.189,122.9,112.7,.256,.430,.627,.599,.198
1315,SAS,2025-03-27,@,CLE,"L, 116-124",112.6,120.4,.198,.406,.503,.472,.151,120.4,112.6,.182,.485,.580,.551,.152
1316,CHI,2025-02-08,,GSW,"L, 111-132",112.6,133.9,.392,.494,.599,.551,.304,133.9,112.6,.300,.533,.648,.606,.256
1317,MIL,2024-12-06,@,BOS,"L, 105-111",112.6,119.1,.181,.309,.517,.484,.149,119.1,112.6,.184,.609,.590,.557,.161
1318,ATL,2025-03-25,@,HOU,"L, 114-121",112.6,119.5,.146,.476,.520,.490,.126,119.5,112.6,.312,.419,.572,.511,.280
1319,NOP,2025-01-01,@,MIA,"L, 108-119",112.6,124.1,.275,.425,.602,.556,.238,124.1,112.6,.253,.410,.645,.614,.205
1320,WAS,2025-01-25,@,PHO,"L, 109-119",112.6,122.9,.100,.456,.580,.567,.078,122.9,112.6,.311,.444,.582,.517,.289
1321,HOU,2025-02-22,@,UTA,"L, 115-124",112.6,121.4,.180,.430,.533,.525,.100,121.4,112.6,.276,.408,.564,.566,.133
1322,MEM,2025-02-28,,NYK,"L, 113-114",112.5,113.5,.234,.330,.545,.489,.223,113.5,112.5,.168,.400,.559,.532,.137
1323,LAL,2025-03-16,,PHO,"W, 107-96",112.5,101.0,.395,.481,.563,.519,.284,101.0,112.5,.236,.461,.489,.444,.191
1324,NYK,2024-11-12,@,PHI,"W, 111-99",112.5,100.4,.169,.348,.581,.545,.157,100.4,112.5,.289,.506,.529,.458,.277
1325,POR,2025-03-27,@,SAC,"L, 107-128",112.5,134.6,.295,.568,.538,.489,.239,134.6,112.5,.365,.365,.745,.716,.297
1326,LAL,2025-02-28,,LAC,"W, 106-102",112.5,108.3,.275,.413,.591,.556,.213,108.3,112.5,.241,.425,.530,.500,.172
1327,IND,2024-11-22,@,MIL,"L, 117-129",112.4,124.0,.297,.374,.569,.533,.220,124.0,112.4,.222,.400,.653,.628,.178
1328,CHO,2024-11-01,,BOS,"L, 109-124",112.4,127.9,.132,.527,.566,.566,.066,127.9,112.4,.407,.488,.611,.552,.337
1329,TOR,2024-11-06,@,SAC,"L, 107-122",112.4,128.2,.170,.386,.566,.545,.125,128.2,112.4,.356,.389,.586,.522,.311
1330,TOR,2025-03-12,,PHI,"W, 118-105",112.4,100.0,.180,.400,.547,.520,.140,100.0,112.4,.229,.365,.497,.464,.167
1331,DAL,2025-01-17,,OKC,"W, 106-98",112.3,103.9,.293,.547,.626,.600,.213,103.9,112.3,.132,.505,.509,.495,.088
1332,SAS,2025-01-17,,MEM,"L, 112-140",112.3,140.4,.274,.429,.595,.554,.226,140.4,112.3,.155,.454,.676,.665,.113
1333,PHO,2025-02-12,@,HOU,"L, 111-119",112.3,120.4,.124,.292,.591,.573,.101,120.4,112.3,.247,.433,.553,.541,.144
1334,LAL,2025-01-17,,BRK,"W, 102-101",112.3,111.2,.220,.415,.567,.537,.171,111.2,112.3,.159,.463,.576,.555,.122
1335,DEN,2025-03-17,@,GSW,"W, 114-105",112.3,103.4,.196,.424,.570,.543,.152,103.4,112.3,.321,.393,.548,.536,.179
1336,BOS,2024-12-07,,MEM,"L, 121-127",112.3,117.8,.267,.571,.516,.486,.181,117.8,112.3,.245,.351,.610,.580,.191
1337,BRK,2025-02-05,,WAS,"L, 102-119",112.3,131.0,.277,.458,.548,.512,.205,131.0,112.3,.173,.531,.683,.667,.136
1338,OKC,2024-11-20,,POR,"W, 109-99",112.2,101.9,.253,.341,.539,.489,.220,101.9,112.2,.354,.481,.542,.500,.253
1339,UTA,2025-01-15,,CHO,"L, 112-117",112.2,117.2,.183,.462,.557,.548,.108,117.2,112.2,.247,.459,.621,.600,.176
1340,SAS,2025-01-03,@,DEN,"W, 113-110",112.2,109.2,.131,.364,.540,.530,.081,109.2,112.2,.165,.402,.529,.510,.113
1341,POR,2024-11-07,@,SAS,"L, 105-118",112.2,126.1,.256,.372,.549,.529,.163,126.1,112.2,.220,.476,.656,.634,.171
1342,CHO,2025-02-09,@,DET,"L, 102-112",112.2,123.2,.295,.410,.579,.532,.244,123.2,112.2,.178,.411,.577,.550,.144
1343,MEM,2025-03-09,@,NOP,"W, 107-104",112.2,109.0,.192,.495,.498,.480,.121,109.0,112.2,.318,.400,.537,.488,.247
1344,PHO,2024-11-18,,ORL,"L, 99-109",112.1,123.5,.301,.494,.527,.494,.205,123.5,112.1,.329,.382,.626,.586,.263
1345,SAS,2025-01-15,,MEM,"L, 115-129",112.1,125.7,.303,.483,.570,.539,.213,125.7,112.1,.165,.369,.584,.573,.107
1346,HOU,2024-11-27,@,PHI,"W, 122-115 (OT)",112.1,105.6,.432,.352,.583,.511,.364,105.6,112.1,.240,.344,.542,.510,.177
1347,ATL,2025-02-28,,OKC,"L, 119-135",112.1,127.1,.261,.409,.606,.574,.205,127.1,112.1,.119,.495,.635,.619,.099
1348,BOS,2025-03-14,@,MIA,"W, 103-91",112.1,99.0,.157,.602,.580,.548,.145,99.0,112.1,.227,.453,.552,.540,.133
1349,CLE,2025-03-11,,BRK,"W, 109-104",112.0,106.9,.281,.472,.545,.494,.236,106.9,112.0,.167,.524,.577,.560,.119
1350,CHI,2025-03-29,,DAL,"L, 119-120",112.0,113.0,.264,.363,.586,.549,.209,113.0,112.0,.208,.297,.544,.510,.168
1351,MEM,2024-11-04,@,BRK,"L, 104-106",112.0,114.2,.143,.330,.538,.516,.110,114.2,112.0,.214,.429,.577,.554,.155
1352,POR,2025-04-03,@,TOR,"W, 112-103",112.0,103.0,.233,.395,.591,.547,.209,103.0,112.0,.052,.354,.524,.521,.031
1353,NOP,2024-11-16,,LAL,"L, 99-104",112.0,117.6,.277,.349,.532,.488,.217,117.6,112.0,.202,.449,.537,.506,.157
1354,SAC,2025-03-05,@,DEN,"L, 110-116",111.9,118.0,.146,.281,.538,.516,.115,118.0,111.9,.345,.402,.579,.529,.276
1355,MIN,2025-01-06,,LAC,"W, 108-106",111.9,109.9,.185,.424,.543,.533,.109,109.9,111.9,.281,.393,.530,.483,.225
1356,MIA,2025-04-03,,MEM,"L, 108-110",111.9,114.0,.200,.347,.522,.484,.168,114.0,111.9,.200,.447,.595,.565,.165
1357,MIA,2024-10-28,,DET,"W, 106-98",111.9,103.5,.227,.534,.548,.517,.170,103.5,111.9,.187,.418,.498,.462,.154
1358,DAL,2025-01-15,@,NOP,"L, 116-119",111.9,114.8,.278,.389,.574,.544,.200,114.8,111.9,.247,.402,.553,.510,.206
1359,NYK,2025-01-17,,MIN,"L, 99-116",111.9,131.1,.189,.378,.508,.467,.167,131.1,111.9,.177,.506,.681,.671,.127
1360,TOR,2024-12-16,,CHI,"L, 121-122",111.9,112.8,.326,.283,.575,.538,.239,112.8,111.9,.301,.430,.579,.538,.237
1361,POR,2024-11-17,,ATL,"W, 114-110",111.9,107.9,.200,.400,.551,.537,.126,107.9,111.9,.294,.376,.573,.524,.247
1362,ATL,2024-11-30,@,CHO,"W, 107-104",111.8,108.7,.346,.423,.595,.551,.269,108.7,111.8,.202,.511,.508,.468,.170
1363,TOR,2025-01-17,@,MIL,"L, 112-130",111.8,129.8,.264,.374,.551,.516,.198,129.8,111.8,.506,.383,.656,.599,.407
1364,NOP,2025-01-31,,BOS,"L, 116-118",111.8,113.8,.211,.411,.590,.572,.144,113.8,111.8,.310,.488,.618,.595,.214
1365,MIA,2025-03-02,,NYK,"L, 112-116 (OT)",111.8,115.8,.190,.417,.615,.601,.131,115.8,111.8,.158,.463,.571,.558,.105
1366,SAC,2025-02-08,,NOP,"W, 123-118",111.8,107.2,.363,.451,.583,.533,.286,107.2,111.8,.278,.400,.584,.556,.200
1367,UTA,2025-03-09,@,PHI,"L, 122-126",111.8,115.4,.333,.495,.572,.516,.280,115.4,111.8,.260,.490,.589,.531,.250
1368,TOR,2025-01-13,,GSW,"W, 104-101",111.8,108.5,.174,.337,.562,.547,.116,108.5,111.8,.250,.523,.517,.489,.170
1369,PHI,2025-02-22,,BRK,"L, 103-105",111.8,113.9,.282,.459,.539,.482,.247,113.9,111.8,.235,.346,.588,.549,.198
1370,LAC,2025-02-20,@,MIL,"L, 110-116",111.8,117.9,.216,.341,.571,.534,.182,117.9,111.8,.338,.538,.631,.581,.288
1371,CHI,2025-01-14,,NOP,"L, 113-119",111.8,117.7,.118,.422,.527,.510,.088,117.7,111.8,.271,.521,.554,.510,.219
1372,BRK,2024-10-23,@,ATL,"L, 116-120",111.8,115.6,.275,.473,.569,.533,.209,115.6,111.8,.575,.350,.599,.544,.413
1373,IND,2025-02-24,,DEN,"L, 116-125",111.7,120.4,.318,.506,.599,.553,.259,120.4,111.7,.149,.223,.624,.606,.117
1374,PHO,2025-03-12,@,HOU,"L, 104-111",111.7,119.2,.274,.384,.636,.603,.219,119.2,111.7,.284,.432,.561,.523,.216
1375,DET,2025-02-05,,CLE,"L, 115-118",111.7,114.6,.286,.378,.521,.459,.255,114.6,111.7,.282,.447,.617,.576,.235
1376,DET,2024-11-03,@,BRK,"W, 106-92",111.7,97.0,.338,.468,.599,.552,.273,97.0,111.7,.437,.437,.543,.514,.268
1377,CHO,2024-12-07,,CLE,"L, 102-116",111.7,127.0,.221,.453,.540,.494,.198,127.0,111.7,.286,.452,.613,.583,.214
1378,DAL,2024-11-16,,SAS,"W, 110-93",111.7,94.4,.191,.330,.540,.511,.149,94.4,111.7,.341,.455,.459,.381,.295
1379,UTA,2025-02-10,@,LAL,"L, 113-132",111.7,130.4,.321,.476,.589,.536,.274,130.4,111.7,.196,.457,.661,.625,.185
1380,DEN,2025-01-04,@,SAS,"W, 122-111 (OT)",111.7,101.6,.213,.306,.516,.481,.167,101.6,111.7,.173,.462,.496,.457,.154
1381,WAS,2024-11-18,@,NYK,"L, 106-134",111.6,141.1,.176,.363,.541,.533,.099,141.1,111.6,.143,.440,.693,.670,.132
1382,MIL,2024-12-31,@,IND,"W, 120-112",111.6,104.2,.247,.340,.558,.526,.186,104.2,111.6,.333,.411,.543,.517,.211
1383,HOU,2024-11-13,,LAC,"W, 111-103",111.6,103.6,.175,.412,.531,.510,.124,103.6,111.6,.167,.396,.500,.469,.135
1384,CHI,2024-12-28,,MIL,"W, 116-111",111.6,106.8,.179,.379,.566,.547,.126,106.8,111.6,.137,.441,.513,.475,.137
1385,MIN,2024-12-08,@,GSW,"L, 106-114",111.6,120.1,.253,.532,.604,.576,.190,120.1,111.6,.222,.456,.577,.556,.156
1386,DET,2024-11-23,@,ORL,"L, 100-111",111.6,123.9,.293,.440,.590,.553,.227,123.9,111.6,.253,.448,.574,.529,.218
1387,SAC,2024-11-25,,OKC,"L, 109-130",111.6,133.1,.264,.368,.561,.529,.195,133.1,111.6,.291,.360,.670,.640,.233
1388,UTA,2024-12-03,@,OKC,"L, 106-133",111.6,140.0,.314,.500,.665,.636,.243,140.0,111.6,.108,.461,.622,.603,.098
1389,NOP,2025-01-05,@,WAS,"W, 110-98",111.6,99.4,.222,.544,.557,.511,.200,99.4,111.6,.157,.461,.515,.489,.124
1390,ORL,2024-11-12,,CHO,"W, 114-89",111.6,87.1,.204,.473,.562,.532,.161,87.1,111.6,.167,.452,.494,.482,.095
1391,SAS,2025-02-21,,DET,"L, 110-125",111.6,126.8,.262,.345,.587,.571,.167,126.8,111.6,.234,.372,.603,.564,.202
1392,POR,2025-02-06,,SAC,"W, 108-102",111.6,105.4,.200,.444,.551,.522,.156,105.4,111.6,.250,.341,.522,.477,.205
1393,PHO,2024-10-28,,LAL,"W, 109-105",111.6,107.5,.230,.414,.569,.523,.207,107.5,111.6,.191,.340,.515,.489,.138
1394,MIA,2025-01-29,,CLE,"L, 106-126",111.5,132.6,.181,.518,.592,.560,.157,132.6,111.5,.060,.420,.614,.605,.050
1395,LAC,2025-02-06,,IND,"L, 112-119",111.5,118.5,.205,.455,.584,.563,.148,118.5,111.5,.253,.411,.564,.521,.211
1396,NOP,2025-01-20,,UTA,"W, 123-119 (OT)",111.5,107.9,.315,.446,.587,.527,.283,107.9,111.5,.283,.434,.499,.448,.226
1397,MIA,2025-02-05,@,PHI,"W, 108-101",111.5,104.3,.241,.410,.588,.554,.193,104.3,111.5,.208,.417,.482,.448,.156
1398,ATL,2024-11-18,@,SAC,"W, 109-108",111.5,110.5,.217,.458,.599,.566,.181,110.5,111.5,.224,.541,.578,.553,.165
1399,WAS,2025-03-19,@,UTA,"L, 112-128",111.5,127.4,.194,.484,.555,.527,.151,127.4,111.5,.202,.472,.660,.657,.124
1400,TOR,2025-03-20,@,GSW,"L, 114-117",111.5,114.4,.244,.333,.660,.635,.192,114.4,111.5,.311,.522,.572,.528,.244
1401,NYK,2025-03-12,@,POR,"W, 114-113 (OT)",111.4,110.5,.213,.330,.554,.532,.149,110.5,111.4,.278,.467,.559,.539,.178
1402,ORL,2025-03-02,,TOR,"L, 102-104",111.4,113.6,.627,.313,.597,.500,.522,113.6,111.4,.375,.275,.558,.506,.288
1403,SAC,2024-11-24,,BRK,"L, 103-108",111.4,116.8,.403,.325,.568,.539,.260,116.8,111.4,.333,.520,.628,.607,.227
1404,SAC,2025-02-21,,GSW,"L, 108-132",111.4,136.1,.228,.405,.621,.576,.215,136.1,111.4,.129,.462,.672,.645,.129
1405,MIN,2025-01-09,@,ORL,"W, 104-89",111.4,95.3,.365,.400,.527,.471,.282,95.3,111.4,.218,.460,.467,.437,.149
1406,DET,2024-12-19,,UTA,"L, 119-126",111.4,117.9,.171,.448,.527,.500,.133,117.9,111.4,.373,.482,.652,.590,.337
1407,ATL,2024-11-01,,SAC,"L, 115-123",111.3,119.1,.196,.543,.575,.549,.152,119.1,111.3,.337,.371,.602,.545,.292
1408,LAL,2025-03-22,,CHI,"L, 115-146",111.3,141.4,.259,.482,.607,.582,.188,141.4,111.3,.208,.427,.697,.682,.156
1409,IND,2025-01-10,,GSW,"W, 108-96",111.3,99.0,.232,.329,.598,.579,.159,99.0,111.3,.143,.418,.496,.473,.110
1410,HOU,2024-11-22,,POR,"W, 116-88",111.3,84.5,.269,.419,.558,.532,.183,84.5,111.3,.242,.473,.437,.390,.187
1411,UTA,2024-11-17,@,LAC,"L, 105-116",111.3,123.0,.228,.506,.604,.570,.190,123.0,111.3,.181,.426,.572,.548,.138
1412,SAC,2025-01-29,@,PHI,"L, 104-117",111.3,125.2,.189,.456,.533,.500,.156,125.2,111.3,.268,.354,.638,.598,.232
1413,NYK,2024-12-07,,DET,"L, 111-120",111.3,120.3,.342,.430,.611,.601,.203,120.3,111.3,.229,.434,.657,.627,.193
1414,CHI,2025-01-06,,SAS,"W, 114-110",111.2,107.3,.147,.382,.525,.495,.127,107.3,111.2,.126,.484,.548,.542,.074
1415,IND,2024-11-25,,NOP,"W, 114-110",111.2,107.3,.176,.516,.581,.566,.121,107.3,111.2,.218,.379,.577,.569,.126
1416,PHI,2025-01-19,@,MIL,"L, 109-123",111.2,125.4,.256,.523,.570,.547,.174,125.4,111.2,.345,.425,.614,.575,.264
1417,BRK,2025-01-17,@,LAL,"L, 101-102",111.2,112.3,.159,.463,.576,.555,.122,112.3,111.2,.220,.415,.567,.537,.171
1418,ATL,2025-03-04,,MIL,"L, 121-127",111.1,116.7,.168,.406,.558,.535,.129,116.7,111.1,.240,.385,.598,.568,.188
1419,MIA,2025-03-07,,MIN,"L, 104-106",111.1,113.3,.124,.382,.554,.539,.090,113.3,111.1,.173,.556,.608,.605,.099
1420,CHI,2025-03-10,,IND,"W, 121-103",111.1,94.6,.143,.337,.581,.561,.112,94.6,111.1,.188,.396,.471,.446,.129
1421,DET,2024-12-16,,MIA,"W, 125-124 (OT)",111.1,110.2,.256,.444,.624,.600,.189,110.2,111.1,.242,.434,.566,.515,.222
1422,CHO,2025-03-10,@,MIA,"W, 105-102",111.1,107.9,.267,.512,.546,.483,.256,107.9,111.1,.235,.365,.544,.518,.165
1423,DEN,2024-12-22,@,NOP,"W, 132-129 (OT)",111.1,108.6,.330,.340,.594,.557,.247,108.6,111.1,.213,.370,.546,.519,.157
1424,NYK,2025-04-02,@,CLE,"L, 105-124",111.1,131.2,.189,.400,.539,.506,.156,131.2,111.1,.149,.394,.619,.596,.128
1425,TOR,2025-01-03,,ORL,"L, 97-106",111.1,121.4,.163,.363,.566,.538,.138,121.4,111.1,.215,.557,.613,.589,.165
1426,OKC,2024-12-14,,HOU,"W, 111-96",111.1,96.1,.400,.375,.590,.519,.350,96.1,111.1,.260,.479,.449,.422,.156
1427,WAS,2025-01-08,@,PHI,"L, 103-109",111.1,117.5,.096,.319,.526,.516,.064,117.5,111.1,.216,.500,.566,.540,.159
1428,CHO,2025-03-21,@,OKC,"L, 106-141",111.0,147.7,.163,.513,.618,.581,.163,147.7,111.0,.181,.415,.695,.686,.128
1429,BOS,2024-12-15,@,WAS,"W, 112-98",111.0,97.1,.258,.495,.541,.527,.151,97.1,111.0,.081,.404,.478,.470,.051
1430,UTA,2025-01-12,,BRK,"W, 112-111 (OT)",111.0,110.0,.222,.489,.567,.539,.167,110.0,111.0,.380,.435,.517,.478,.250
1431,TOR,2025-02-21,,MIA,"L, 111-120 (OT)",110.9,119.9,.253,.473,.549,.511,.198,119.9,110.9,.200,.400,.613,.583,.167
1432,CHO,2024-12-08,@,IND,"W, 113-109",110.9,107.0,.333,.372,.632,.603,.244,107.0,110.9,.183,.439,.615,.585,.159
1433,LAC,2024-12-08,,HOU,"L, 106-117",110.9,122.4,.174,.370,.535,.505,.141,122.4,110.9,.317,.500,.626,.579,.268
1434,NYK,2025-02-08,,BOS,"L, 104-131",110.9,139.7,.349,.289,.543,.476,.301,139.7,110.9,.282,.459,.685,.653,.235
1435,NOP,2025-02-23,,SAS,"W, 114-96",110.9,93.4,.277,.351,.541,.505,.202,93.4,110.9,.258,.526,.444,.407,.175
1436,UTA,2024-11-27,,DEN,"L, 103-122",110.9,131.4,.200,.478,.526,.511,.122,131.4,110.9,.274,.393,.648,.613,.226
1437,NYK,2025-03-19,@,SAS,"L, 105-120",110.9,126.7,.228,.402,.519,.484,.174,126.7,110.9,.222,.389,.607,.589,.156
1438,DAL,2025-01-25,,BOS,"L, 107-122",110.9,126.4,.318,.250,.533,.489,.239,126.4,110.9,.184,.505,.548,.524,.136
1439,TOR,2024-12-26,@,MEM,"L, 126-155",110.8,136.4,.167,.398,.543,.519,.130,136.4,110.8,.266,.413,.636,.615,.193
1440,DET,2024-11-25,,TOR,"W, 102-100",110.8,108.7,.408,.487,.569,.526,.289,108.7,110.8,.096,.337,.461,.442,.077
1441,SAC,2024-11-10,@,PHO,"W, 127-118 (OT)",110.8,103.0,.186,.363,.575,.544,.157,103.0,110.8,.143,.543,.529,.505,.114
1442,UTA,2025-02-08,@,LAC,"L, 110-130",110.8,131.0,.217,.518,.605,.572,.181,131.0,110.8,.239,.295,.668,.642,.193
