Rk,Team,Date,H/A,Opp,Result,Tm_ORB%,Tm_DRB%,Tm_TRB%,Opp_ORB%,Opp_DRB%,Opp_TRB%
576,IND,2024-10-28,@,ORL,"L, 115-119",30.0,72.5,51.1,27.5,70.0,51.1
577,LAL,2024-10-22,,MIN,"W, 110-103",30.0,72.1,50.5,27.9,70.0,50.5
578,MEM,2024-11-15,@,GSW,"L, 118-123",30.0,72.0,50.9,28.0,70.0,50.9
579,MEM,2024-11-06,,LAL,"W, 131-114",30.0,80.9,42.5,19.1,70.0,42.5
580,MIA,2024-11-17,@,IND,"L, 110-119",30.0,69.7,54.2,30.3,70.0,54.2
581,MIN,2025-02-10,@,CLE,"L, 107-128",30.0,65.0,54.4,35.0,70.0,54.4
582,BRK,2025-03-16,,ATL,"W, 122-114",30.0,73.7,48.7,26.3,70.0,48.7
583,BRK,2025-01-17,@,LAL,"L, 101-102",30.0,84.6,43.0,15.4,70.0,43.0
584,BRK,2025-01-12,@,UTA,"L, 111-112 (OT)",30.0,86.7,43.2,13.3,70.0,43.2
585,NYK,2025-01-17,,MIN,"L, 99-116",30.0,70.3,52.9,29.7,70.0,52.9
586,ORL,2025-03-24,,LAL,"W, 118-106",30.0,73.8,47.6,26.2,70.0,47.6
587,PHO,2025-03-21,,CLE,"W, 123-112",30.0,68.0,48.9,32.0,70.0,48.9
588,PHO,2025-03-17,,TOR,"W, 129-89",30.0,77.8,42.6,22.2,70.0,42.6
589,SAC,2025-02-12,@,NOP,"W, 119-111",30.0,75.0,45.5,25.0,70.0,45.5
590,SAS,2024-12-03,@,PHO,"L, 93-104",30.0,94.6,45.4,5.4,70.0,45.4
591,SAS,2024-11-04,@,LAC,"L, 104-113",30.0,67.3,49.4,32.7,70.0,49.4
592,TOR,2025-03-02,@,ORL,"W, 104-102",30.0,80.0,46.7,20.0,70.0,46.7
593,DAL,2024-10-24,,SAS,"W, 120-109",29.8,73.3,51.0,26.7,70.2,51.0
594,MIL,2025-01-31,@,SAS,"L, 118-144",29.8,69.8,53.0,30.2,70.2,53.0
595,WAS,2024-12-15,,BOS,"L, 98-112",29.8,68.0,52.3,32.0,70.2,52.3
596,BOS,2024-12-02,,MIA,"W, 108-89",29.8,78.4,44.9,21.6,70.2,44.9
597,HOU,2025-02-01,,BRK,"L, 98-110",29.8,69.8,51.1,30.2,70.2,51.1
598,LAC,2024-10-27,@,GSW,"W, 112-104",29.8,70.8,49.5,29.2,70.2,49.5
599,BRK,2025-01-21,,NYK,"L, 95-99",29.8,78.6,47.2,21.4,70.2,47.2
600,BRK,2025-01-02,@,MIL,"W, 113-110",29.8,74.0,47.4,26.0,70.2,47.4
601,OKC,2024-11-10,,GSW,"L, 116-127",29.8,67.5,52.9,32.5,70.2,52.9
602,PHO,2025-03-16,@,LAL,"L, 96-107",29.8,84.1,44.0,15.9,70.2,44.0
603,POR,2025-02-03,,PHO,"W, 121-119 (OT)",29.8,77.3,47.3,22.7,70.2,47.3
604,POR,2024-11-07,@,SAS,"L, 105-118",29.8,69.2,52.3,30.8,70.2,52.3
605,TOR,2025-02-23,,PHO,"W, 127-109",29.8,89.7,43.0,10.3,70.2,43.0
606,TOR,2025-02-07,@,OKC,"L, 109-121",29.8,71.8,51.2,28.2,70.2,51.2
607,WAS,2025-02-08,,ATL,"L, 111-125",29.8,83.0,43.6,17.0,70.2,43.6
608,ATL,2024-12-02,,NOP,"W, 124-112",29.7,72.7,44.6,27.3,70.3,44.6
609,BOS,2025-01-07,@,DEN,"W, 118-106",29.7,69.8,48.8,30.2,70.3,48.8
610,CHI,2024-12-05,@,SAS,"W, 139-124",29.7,72.2,45.1,27.8,70.3,45.1
611,DAL,2025-02-13,,MIA,"W, 118-113",29.7,64.4,51.2,35.6,70.3,51.2
612,DET,2025-03-17,@,NOP,"W, 127-81",29.7,75.0,43.8,25.0,70.3,43.8
613,HOU,2024-11-04,,NYK,"W, 109-97",29.7,75.0,43.8,25.0,70.3,43.8
614,LAC,2025-03-31,@,ORL,"W, 96-87",29.7,85.7,40.5,14.3,70.3,40.5
615,LAC,2025-02-26,@,CHI,"W, 122-117",29.7,68.8,48.2,31.3,70.3,48.2
616,MIN,2025-01-17,@,NYK,"W, 116-99",29.7,70.0,47.1,30.0,70.3,47.1
617,OKC,2025-03-12,@,BOS,"W, 118-112",29.7,68.8,48.2,31.3,70.3,48.2
618,PHI,2025-01-31,,DEN,"L, 134-137",29.7,64.0,56.5,36.0,70.3,56.5
619,UTA,2024-11-16,@,SAC,"L, 117-121",29.7,71.0,51.5,29.0,70.3,51.5
620,CHO,2025-03-14,@,SAS,"W, 145-134",29.6,60.5,51.4,39.5,70.4,51.4
621,CLE,2024-12-13,,WAS,"W, 115-105",29.6,85.0,46.8,15.0,70.4,46.8
622,NOP,2025-02-27,@,PHO,"W, 124-116",29.6,70.8,51.0,29.2,70.4,51.0
623,NYK,2025-01-10,,OKC,"L, 101-126",29.6,77.1,51.7,22.9,70.4,51.7
624,SAS,2025-03-25,@,DET,"L, 96-122",29.6,80.6,51.8,19.4,70.4,51.8
625,ATL,2025-02-24,,MIA,"W, 98-86",29.5,72.5,47.4,27.5,70.5,47.4
626,DAL,2025-01-27,,WAS,"W, 130-108",29.5,73.1,46.9,26.9,70.5,46.9
627,GSW,2024-10-30,,NOP,"W, 104-89",29.5,61.7,53.8,38.3,70.5,53.8
628,IND,2025-01-04,,PHO,"W, 126-108",29.5,87.2,43.4,12.8,70.5,43.4
629,LAC,2025-03-26,@,NYK,"W, 126-113",29.5,82.1,45.8,17.9,70.5,45.8
630,LAC,2025-02-12,,MEM,"W, 128-114",29.5,78.6,46.5,21.4,70.5,46.5
631,LAC,2024-12-01,,DEN,"W, 126-122",29.5,78.4,48.1,21.6,70.5,48.1
632,LAL,2025-02-25,,DAL,"W, 107-99",29.5,75.9,44.1,24.1,70.5,44.1
633,MIA,2024-10-26,@,CHO,"W, 114-106",29.5,66.7,51.7,33.3,70.5,51.7
634,SAS,2024-11-26,@,UTA,"W, 128-115",29.5,72.2,51.3,27.8,70.5,51.3
635,ATL,2025-03-23,,PHI,"W, 132-119",29.4,69.0,48.7,31.0,70.6,48.7
636,DEN,2025-01-23,,SAC,"W, 132-123",29.4,70.7,48.6,29.3,70.6,48.6
637,DEN,2024-10-28,@,TOR,"W, 127-125 (OT)",29.4,67.3,50.9,32.7,70.6,50.9
638,NYK,2025-01-12,,MIL,"W, 140-106",29.4,72.2,44.3,27.8,70.6,44.3
639,OKC,2025-01-14,@,PHI,"W, 118-102",29.4,71.8,47.9,28.2,70.6,47.9
640,TOR,2024-11-29,@,MIA,"L, 111-121",29.4,80.0,41.8,20.0,70.6,41.8
641,PHO,2025-02-08,,DEN,"L, 105-122",29.3,63.4,56.6,36.6,70.7,56.6
642,SAC,2025-01-23,@,DEN,"L, 123-132",29.3,70.6,51.4,29.4,70.7,51.4
643,CLE,2025-01-08,,OKC,"W, 129-122",29.3,75.7,48.7,24.3,70.7,48.7
644,DAL,2025-02-08,,HOU,"W, 116-105",29.3,62.0,52.7,38.0,70.7,52.7
645,DEN,2025-01-10,,BRK,"W, 124-105",29.3,78.7,44.3,21.3,70.7,44.3
646,DET,2024-10-30,@,PHI,"W, 105-95",29.3,82.2,43.0,17.8,70.7,43.0
647,HOU,2025-02-06,@,MIN,"L, 114-127",29.3,60.0,54.7,40.0,70.7,54.7
648,MEM,2025-03-01,,SAS,"L, 128-130",29.3,69.0,50.6,31.0,70.7,50.6
649,NOP,2025-03-15,@,SAS,"L, 115-119",29.3,83.3,41.6,16.7,70.7,41.6
650,OKC,2025-03-02,@,SAS,"W, 146-132",29.3,84.6,43.8,15.4,70.7,43.8
651,PHO,2025-01-11,,UTA,"W, 114-106",29.3,55.3,56.8,44.7,70.7,56.8
652,SAC,2024-11-27,@,MIN,"W, 115-104",29.3,89.7,41.3,10.3,70.7,41.3
653,UTA,2025-02-08,@,LAC,"L, 110-130",29.3,76.5,49.3,23.5,70.7,49.3
654,UTA,2025-02-05,,GSW,"W, 131-128",29.3,75.0,46.1,25.0,70.7,46.1
655,DEN,2024-12-22,@,NOP,"W, 132-129 (OT)",29.2,81.6,44.3,18.4,70.8,44.3
656,GSW,2025-03-25,@,MIA,"L, 86-112",29.2,75.0,52.5,25.0,70.8,52.5
657,GSW,2024-10-27,,LAC,"L, 104-112",29.2,70.2,50.5,29.8,70.8,50.5
658,HOU,2024-11-17,@,CHI,"W, 143-107",29.2,80.0,41.6,20.0,70.8,41.6
659,HOU,2024-11-08,@,OKC,"L, 107-126",29.2,82.9,46.1,17.1,70.8,46.1
660,IND,2024-11-22,@,MIL,"L, 117-129",29.2,76.2,48.9,23.8,70.8,48.9
661,MIN,2025-01-09,@,ORL,"W, 104-89",29.2,73.5,48.5,26.5,70.8,48.5
662,OKC,2025-03-03,,HOU,"W, 137-128",29.2,70.0,50.0,30.0,70.8,50.0
663,ORL,2025-03-19,,HOU,"L, 108-116",29.2,69.2,52.9,30.8,70.8,52.9
664,ORL,2025-01-23,,POR,"L, 79-101",29.2,78.9,48.8,21.1,70.8,48.8
665,PHI,2025-03-09,,UTA,"W, 126-122",29.2,78.3,46.8,21.7,70.8,46.8
666,PHO,2025-02-27,,NOP,"L, 116-124",29.2,70.4,49.0,29.6,70.8,49.0
667,SAC,2025-03-10,,NYK,"L, 104-133",29.2,79.3,51.9,20.7,70.8,51.9
668,UTA,2025-02-21,,OKC,"L, 107-130",29.2,63.0,54.3,37.0,70.8,54.3
669,GSW,2024-11-04,@,WAS,"W, 125-112",29.1,83.3,45.6,16.7,70.9,45.6
670,HOU,2024-11-18,@,MIL,"L, 100-101",29.1,90.2,44.8,9.8,70.9,44.8
671,SAC,2024-11-16,,UTA,"W, 121-117",29.0,70.3,48.5,29.7,71.0,48.5
672,BOS,2025-03-26,@,PHO,"W, 132-102",28.9,77.1,44.2,22.9,71.1,44.2
673,BOS,2025-03-23,@,POR,"W, 129-116",28.9,71.1,50.0,28.9,71.1,50.0
674,BOS,2025-02-06,,DAL,"L, 120-127",28.9,78.4,46.7,21.6,71.1,46.7
675,CHO,2025-01-22,@,MEM,"L, 120-132",28.9,62.9,54.8,37.1,71.1,54.8
676,CHO,2025-01-15,@,UTA,"W, 117-112",28.9,79.1,44.4,20.9,71.1,44.4
677,CLE,2025-03-28,@,DET,"L, 122-133",28.9,65.2,51.2,34.8,71.1,51.2
678,DET,2025-03-23,,NOP,"W, 136-130",28.9,67.7,53.6,32.3,71.1,53.6
679,LAC,2024-10-26,@,DEN,"W, 109-104",28.9,76.7,45.7,23.3,71.1,45.7
680,LAL,2025-02-20,@,POR,"W, 110-102",28.9,86.0,40.7,14.0,71.1,40.7
681,LAL,2024-11-27,@,SAS,"W, 119-101",28.9,76.1,45.2,23.9,71.1,45.2
682,MEM,2025-03-15,,MIA,"W, 125-91",28.9,80.0,42.0,20.0,71.1,42.0
683,MIA,2025-03-10,,CHO,"L, 102-105",28.9,79.5,43.9,20.5,71.1,43.9
684,POR,2025-03-23,,BOS,"L, 116-129",28.9,71.1,50.0,28.9,71.1,50.0
685,CHO,2025-01-05,@,CLE,"L, 105-115",28.9,79.5,46.1,20.5,71.1,46.1
686,DAL,2024-12-23,,POR,"W, 132-108",28.9,63.6,53.9,36.4,71.1,53.9
687,DAL,2024-11-16,,SAS,"W, 110-93",28.9,75.5,45.9,24.5,71.1,45.9
688,DEN,2024-11-10,,DAL,"W, 122-120",28.9,76.2,48.3,23.8,71.1,48.3
689,DET,2024-12-03,,MIL,"L, 107-128",28.9,87.5,46.8,12.5,71.1,46.8
690,HOU,2024-11-22,,POR,"W, 116-88",28.9,74.5,46.9,25.5,71.1,46.9
691,HOU,2024-10-28,@,SAS,"W, 106-101",28.9,63.8,53.3,36.2,71.1,53.3
692,NOP,2025-03-02,@,UTA,"W, 128-121",28.9,79.5,46.1,20.5,71.1,46.1
693,NYK,2024-10-28,,CLE,"L, 104-110",28.9,76.9,48.8,23.1,71.1,48.8
694,OKC,2025-04-02,,DET,"W, 119-103",28.9,75.0,48.3,25.0,71.1,48.3
695,ORL,2025-03-29,,SAC,"W, 121-91",28.9,80.0,45.6,20.0,71.1,45.6
696,ORL,2025-03-16,@,CLE,"W, 108-103",28.9,68.0,50.5,32.0,71.1,50.5
697,PHO,2025-03-19,,CHI,"W, 127-121",28.9,80.5,46.5,19.5,71.1,46.5
698,TOR,2025-01-15,,BOS,"W, 110-97",28.9,76.8,44.6,23.2,71.1,44.6
699,UTA,2025-01-07,,ATL,"L, 121-124",28.9,73.9,48.4,26.1,71.1,48.4
700,WAS,2025-03-15,@,DEN,"W, 126-123",28.9,75.6,48.8,24.4,71.1,48.8
701,BOS,2025-02-04,@,CLE,"W, 112-105",28.8,73.1,49.0,26.9,71.2,49.0
702,DET,2025-01-18,,PHO,"L, 121-125",28.8,68.3,53.8,31.7,71.2,53.8
703,GSW,2024-12-15,,DAL,"L, 133-143",28.8,68.8,56.0,31.3,71.2,56.0
704,LAC,2024-12-23,@,MEM,"W, 114-110",28.8,66.7,51.4,33.3,71.2,51.4
705,LAL,2024-12-13,@,MIN,"L, 87-97",28.8,77.6,47.5,22.4,71.2,47.5
706,MEM,2025-02-21,@,ORL,"W, 105-104",28.8,74.5,48.5,25.5,71.2,48.5
707,MIA,2025-04-03,,MEM,"L, 108-110",28.8,72.7,51.0,27.3,71.2,51.0
708,NOP,2025-01-15,,DAL,"W, 119-116",28.8,81.0,47.9,19.0,71.2,47.9
709,POR,2025-03-27,@,SAC,"L, 107-128",28.8,65.4,59.0,34.6,71.2,59.0
710,UTA,2024-10-28,@,DAL,"L, 102-110",28.8,72.9,50.0,27.1,71.2,50.0
711,BOS,2025-01-18,,ATL,"L, 115-119 (OT)",28.8,73.5,50.9,26.5,71.2,50.9
712,TOR,2024-11-15,,DET,"L, 95-99",28.8,72.0,51.4,28.0,71.2,51.4
713,ATL,2024-11-03,@,NOP,"W, 126-111",28.6,63.3,51.2,36.7,71.4,51.2
714,BOS,2025-02-25,@,TOR,"W, 111-101",28.6,73.0,50.6,27.0,71.4,50.6
715,BOS,2024-10-24,@,WAS,"W, 122-102",28.6,78.7,44.9,21.3,71.4,44.9
716,CHO,2024-11-27,,MIA,"L, 94-98",28.6,87.1,50.6,12.9,71.4,50.6
717,CHO,2024-11-01,,BOS,"L, 109-124",28.6,73.2,49.4,26.8,71.4,49.4
718,CLE,2025-03-11,,BRK,"W, 109-104",28.6,81.8,44.2,18.2,71.4,44.2
719,DAL,2024-11-03,,ORL,"W, 108-85",28.6,75.9,44.8,24.1,71.4,44.8
720,DEN,2025-03-19,@,LAL,"L, 108-120",28.6,80.5,45.8,19.5,71.4,45.8
721,DEN,2025-02-22,,LAL,"L, 100-123",28.6,78.6,46.4,21.4,71.4,46.4
722,GSW,2024-12-25,,LAL,"L, 113-115",28.6,74.4,48.2,25.6,71.4,48.2
723,IND,2025-03-17,@,MIN,"W, 132-130 (OT)",28.6,79.1,47.8,20.9,71.4,47.8
724,IND,2025-02-04,@,POR,"L, 89-112",28.6,61.0,56.7,39.0,71.4,56.7
725,LAC,2024-11-08,@,SAC,"W, 107-98",28.6,87.8,42.2,12.2,71.4,42.2
726,MIN,2025-03-12,@,DEN,"W, 115-95",28.6,75.0,46.7,25.0,71.4,46.7
727,MIN,2024-11-08,,POR,"W, 127-102",28.6,76.5,43.0,23.5,71.4,43.0
728,BRK,2025-02-20,,CLE,"L, 97-110",28.6,64.6,53.6,35.4,71.4,53.6
729,BRK,2025-01-14,@,POR,"W, 132-114",28.6,72.3,46.3,27.7,71.4,46.3
730,NYK,2025-03-04,,GSW,"L, 102-114",28.6,75.7,51.2,24.3,71.4,51.2
731,NYK,2025-02-03,,HOU,"W, 124-118",28.6,58.3,55.6,41.7,71.4,55.6
732,ORL,2025-01-17,@,BOS,"L, 94-121",28.6,69.4,52.6,30.6,71.4,52.6
733,ORL,2025-01-03,@,TOR,"W, 106-97",28.6,81.1,46.8,18.9,71.4,46.8
734,PHI,2025-03-04,@,MIN,"L, 112-126",28.6,77.4,50.7,22.6,71.4,50.7
735,POR,2024-12-01,,DAL,"L, 131-137",28.6,78.4,45.8,21.6,71.4,45.8
736,SAC,2025-03-05,@,DEN,"L, 110-116",28.6,73.8,50.5,26.2,71.4,50.5
737,SAS,2025-03-10,,DAL,"L, 129-133",28.6,72.2,51.3,27.8,71.4,51.3
738,UTA,2025-03-10,@,BOS,"L, 108-114",28.6,73.9,49.5,26.1,71.4,49.5
739,WAS,2024-12-19,,CHO,"W, 123-114",28.6,64.5,50.0,35.5,71.4,50.0
740,CHO,2025-02-24,@,SAC,"L, 88-130",28.3,66.7,57.0,33.3,71.7,57.0
741,LAC,2025-02-24,@,DET,"L, 97-106",28.3,80.5,48.9,19.5,71.7,48.9
742,ATL,2025-03-14,,LAC,"L, 98-121",28.3,81.6,47.6,18.4,71.7,47.6
743,CHO,2025-01-17,@,CHI,"W, 125-123",28.3,72.1,50.6,27.9,71.7,50.6
744,CLE,2025-03-02,,POR,"W, 133-129 (OT)",28.3,72.3,49.5,27.7,71.7,49.5
745,CLE,2025-01-18,@,MIN,"W, 124-117",28.3,79.1,47.2,20.9,71.7,47.2
746,HOU,2025-03-01,,SAC,"L, 103-113",28.3,69.8,51.7,30.2,71.7,51.7
747,HOU,2024-11-20,,IND,"W, 130-113",28.3,91.9,43.4,8.1,71.7,43.4
748,LAC,2025-02-02,@,TOR,"L, 108-115",28.3,73.7,51.2,26.3,71.7,51.2
749,ORL,2025-03-21,@,WAS,"W, 120-105",28.3,84.0,42.7,16.0,71.7,42.7
750,SAS,2025-01-06,@,CHI,"L, 110-114",28.3,72.0,49.0,28.0,71.7,49.0
751,TOR,2025-01-17,@,MIL,"L, 112-130",28.3,73.2,50.6,26.8,71.7,50.6
752,WAS,2025-03-19,@,UTA,"L, 112-128",28.3,72.7,53.2,27.3,71.7,53.2
753,CHO,2025-02-10,@,BRK,"L, 89-97",28.2,60.4,54.0,39.6,71.8,54.0
754,CLE,2025-02-05,@,DET,"W, 118-115",28.2,67.3,49.5,32.7,71.8,49.5
755,CLE,2024-10-26,@,WAS,"W, 135-116",28.2,67.3,48.9,32.7,71.8,48.9
756,DAL,2025-03-24,@,BRK,"W, 120-101",28.2,76.9,47.4,23.1,71.8,47.4
757,DAL,2025-01-07,,LAL,"W, 118-97",28.2,86.8,42.9,13.2,71.8,42.9
758,GSW,2025-02-21,@,SAC,"W, 132-108",28.2,68.6,52.7,31.4,71.8,52.7
759,LAC,2025-01-19,,LAL,"W, 116-102",28.2,84.4,46.5,15.6,71.8,46.5
760,MIA,2024-12-07,,PHO,"W, 121-111",28.2,69.8,50.0,30.2,71.8,50.0
761,MIN,2024-10-29,,DAL,"L, 114-120",28.2,72.1,48.8,27.9,71.8,48.8
762,OKC,2025-02-26,@,BRK,"W, 129-121",28.2,65.4,50.5,34.6,71.8,50.5
763,OKC,2025-02-07,,TOR,"W, 121-109",28.2,70.2,48.8,29.8,71.8,48.8
764,ORL,2024-11-15,,PHI,"W, 98-86",28.2,84.2,44.2,15.8,71.8,44.2
765,PHI,2025-01-14,,OKC,"L, 102-118",28.2,70.6,52.1,29.4,71.8,52.1
766,POR,2024-11-13,,MIN,"W, 106-98",28.2,73.5,46.6,26.5,71.8,46.6
767,POR,2024-11-12,,MIN,"W, 122-108",28.2,87.5,45.1,12.5,71.8,45.1
768,SAC,2024-11-04,@,MIA,"W, 111-110",28.2,77.8,48.0,22.2,71.8,48.0
769,SAS,2025-03-09,@,MIN,"L, 124-141",28.2,64.1,53.8,35.9,71.8,53.8
770,UTA,2024-12-06,@,POR,"W, 141-99",28.2,89.3,35.8,10.7,71.8,35.8
771,UTA,2024-11-19,@,LAL,"L, 118-124",28.2,83.8,44.7,16.2,71.8,44.7
772,CLE,2025-02-25,@,ORL,"W, 122-82",28.1,76.0,42.7,24.0,71.9,42.7
773,CLE,2024-11-17,,CHO,"W, 128-114",28.1,69.6,45.5,30.4,71.9,45.5
774,DET,2024-11-03,@,BRK,"W, 106-92",28.1,90.5,36.5,9.5,71.9,36.5
775,NOP,2024-10-29,@,GSW,"L, 106-124",28.1,76.1,43.6,23.9,71.9,43.6
776,ORL,2025-02-05,@,SAC,"W, 130-111",28.1,65.0,51.4,35.0,71.9,51.4
777,HOU,2024-10-23,,CHO,"L, 105-110",28.1,64.3,56.6,35.7,71.9,56.6
778,POR,2024-11-10,,MEM,"L, 89-134",28.1,73.0,54.3,27.0,71.9,54.3
779,ATL,2024-11-22,@,CHI,"L, 122-136",28.0,84.8,49.4,15.2,72.0,49.4
780,CHI,2025-01-06,,SAS,"W, 114-110",28.0,71.7,51.0,28.3,72.0,51.0
781,CLE,2024-11-24,,TOR,"W, 122-108",28.0,64.8,52.9,35.2,72.0,52.9
782,DET,2025-01-03,,CHO,"W, 98-94",28.0,80.4,46.9,19.6,72.0,46.9
783,DET,2024-11-15,@,TOR,"W, 99-95",28.0,71.2,48.6,28.8,72.0,48.6
784,GSW,2024-11-15,,MEM,"W, 123-118",28.0,70.0,49.1,30.0,72.0,49.1
785,SAS,2025-01-03,@,DEN,"W, 113-110",28.0,80.8,45.1,19.2,72.0,45.1
786,TOR,2025-02-21,,MIA,"L, 111-120 (OT)",28.0,80.0,48.9,20.0,72.0,48.9
787,UTA,2025-03-28,@,DEN,"L, 93-129",28.0,75.7,51.7,24.3,72.0,51.7
788,ATL,2024-10-30,@,WAS,"L, 120-133",27.9,82.9,47.4,17.1,72.1,47.4
789,ATL,2024-10-23,,BRK,"W, 120-116",27.9,73.3,48.9,26.7,72.1,48.9
790,BOS,2024-11-13,@,BRK,"W, 139-114",27.9,91.7,43.0,8.3,72.1,43.0
791,CHI,2025-03-02,@,IND,"L, 112-127",27.9,85.7,46.2,14.3,72.1,46.2
792,CHI,2025-01-17,,CHO,"L, 123-125",27.9,71.7,49.4,28.3,72.1,49.4
793,DAL,2024-10-29,@,MIN,"W, 120-114",27.9,71.8,51.2,28.2,72.1,51.2
794,DEN,2025-02-12,,POR,"W, 132-121",27.9,72.5,47.9,27.5,72.1,47.9
795,DET,2025-03-09,@,POR,"W, 119-112",27.9,80.8,43.2,19.2,72.1,43.2
796,MIA,2025-01-19,,SAS,"W, 128-107",27.9,74.0,47.3,26.0,72.1,47.3
797,MIN,2024-10-22,@,LAL,"L, 103-110",27.9,70.0,49.5,30.0,72.1,49.5
798,BRK,2024-11-04,,MEM,"W, 106-104",27.9,65.8,54.3,34.2,72.1,54.3
799,NOP,2025-01-10,@,PHI,"W, 123-115",27.9,74.4,48.8,25.6,72.1,48.8
800,POR,2024-10-28,@,SAC,"L, 98-111",27.9,79.1,46.5,20.9,72.1,46.5
801,ATL,2024-11-15,,WAS,"W, 129-117",27.8,75.5,48.6,24.5,72.2,48.6
802,CHO,2024-12-08,@,IND,"W, 113-109",27.8,92.1,39.2,7.9,72.2,39.2
803,CHI,2025-04-01,,TOR,"W, 137-118",27.8,81.3,41.7,18.8,72.2,41.7
804,CHI,2025-03-22,@,LAL,"W, 146-115",27.8,78.0,45.5,22.0,72.2,45.5
805,CLE,2025-01-30,,ATL,"W, 137-115",27.8,79.6,42.4,20.4,72.2,42.4
806,DAL,2025-03-21,,DET,"W, 123-117",27.8,69.4,48.2,30.6,72.2,48.2
807,DAL,2025-03-10,@,SAS,"W, 133-129",27.8,71.4,48.7,28.6,72.2,48.7
808,DAL,2024-11-27,,NYK,"W, 129-114",27.8,82.5,43.4,17.5,72.2,43.4
809,DEN,2024-11-27,@,UTA,"W, 122-103",27.8,58.0,54.7,42.0,72.2,54.7
810,HOU,2025-01-20,,DET,"L, 96-107",27.8,64.9,57.1,35.1,72.2,57.1
811,LAL,2025-02-04,@,LAC,"W, 122-97",27.8,80.0,41.9,20.0,72.2,41.9
812,MIL,2025-01-12,@,NYK,"L, 106-140",27.8,70.6,55.7,29.4,72.2,55.7
813,MIN,2025-04-03,@,BRK,"W, 105-90",27.8,81.4,43.0,18.6,72.2,43.0
814,MIN,2025-03-21,,NOP,"W, 134-93",27.8,78.8,47.8,21.2,72.2,47.8
815,OKC,2024-11-29,@,LAL,"W, 101-93",27.8,80.0,50.0,20.0,72.2,50.0
816,PHI,2024-12-04,,ORL,"L, 102-106",27.8,61.0,54.5,39.0,72.2,54.5
817,POR,2025-02-01,,PHO,"W, 127-108",27.8,75.0,46.3,25.0,72.2,46.3
818,SAC,2025-01-05,@,GSW,"W, 129-99",27.8,78.6,44.9,21.4,72.2,44.9
819,SAS,2024-12-05,,CHI,"L, 124-139",27.8,70.3,54.9,29.7,72.2,54.9
820,SAS,2024-10-26,,HOU,"W, 109-106",27.8,83.0,41.0,17.0,72.2,41.0
821,TOR,2025-02-04,,NYK,"L, 115-121",27.8,58.5,55.8,41.5,72.2,55.8
822,TOR,2025-01-11,@,DET,"L, 114-123",27.8,81.1,50.5,18.9,72.2,50.5
823,UTA,2024-11-26,,SAS,"L, 115-128",27.8,70.5,48.8,29.5,72.2,48.8
824,BOS,2024-12-25,,PHI,"L, 114-118",27.7,88.4,43.3,11.6,72.3,43.3
825,CHO,2025-03-28,@,TOR,"L, 97-108",27.7,79.6,44.6,20.4,72.3,44.6
826,CHI,2025-01-25,,PHI,"L, 97-109",27.7,87.2,42.6,12.8,72.3,42.6
827,DAL,2025-01-25,,BOS,"L, 107-122",27.7,67.9,51.0,32.1,72.3,51.0
828,DEN,2024-11-06,,OKC,"W, 124-122",27.7,76.4,46.1,23.6,72.3,46.1
829,DET,2024-11-17,@,WAS,"W, 124-104",27.7,88.4,43.3,11.6,72.3,43.3
830,IND,2025-01-02,@,MIA,"W, 128-115",27.7,83.9,50.0,16.1,72.3,50.0
831,IND,2024-12-27,@,BOS,"L, 105-142",27.7,59.1,57.1,40.9,72.3,57.1
832,NOP,2025-01-03,,WAS,"W, 132-120",27.7,63.2,56.5,36.8,72.3,56.5
833,OKC,2025-03-10,,DEN,"L, 127-140",27.7,72.7,53.8,27.3,72.3,53.8
834,ORL,2024-11-13,,IND,"W, 94-90",27.7,84.1,45.1,15.9,72.3,45.1
835,PHI,2024-11-24,,LAC,"L, 99-125",27.7,66.7,57.1,33.3,72.3,57.1
836,POR,2025-03-02,@,CLE,"L, 129-133 (OT)",27.7,71.7,50.5,28.3,72.3,50.5
837,POR,2025-01-14,,BRK,"L, 114-132",27.7,71.4,53.7,28.6,72.3,53.7
838,SAS,2025-02-25,@,NOP,"L, 103-109",27.7,61.5,54.5,38.5,72.3,54.5
839,SAS,2024-10-30,@,OKC,"L, 93-105",27.7,88.6,42.9,11.4,72.3,42.9
840,WAS,2025-03-26,@,PHI,"W, 119-114",27.7,73.5,49.0,26.5,72.3,49.0
841,ATL,2025-02-20,,ORL,"L, 108-114",27.6,76.1,51.0,23.9,72.4,51.0
842,PHI,2024-12-30,@,POR,"W, 125-103",27.6,66.7,50.8,33.3,72.4,50.8
843,ATL,2025-03-18,@,CHO,"W, 134-102",27.5,77.8,45.9,22.2,72.5,45.9
844,BOS,2024-10-22,,NYK,"W, 132-109",27.5,85.3,45.9,14.7,72.5,45.9
845,CHO,2025-03-20,,NYK,"W, 115-98",27.5,82.0,42.2,18.0,72.5,42.2
846,DEN,2025-01-29,@,NYK,"L, 112-122",27.5,85.7,42.7,14.3,72.5,42.7
847,DET,2024-11-08,,ATL,"W, 122-121",27.5,69.4,49.4,30.6,72.5,49.4
848,GSW,2024-12-11,@,HOU,"L, 90-91",27.5,80.0,48.0,20.0,72.5,48.0
849,OKC,2025-03-19,,PHI,"W, 133-100",27.5,78.6,42.7,21.4,72.5,42.7
850,ORL,2024-10-28,,IND,"W, 119-115",27.5,70.0,48.9,30.0,72.5,48.9
