Team,Opp,Date,Result,H/A,Tm_PTS,Opp_PTS,MP,Tm_FG,Tm_FGA,Tm_FG%,Tm_2P,Tm_2PA,Tm_2P%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Opp_FG,Opp_FGA,Opp_FG%,Opp_2P,Opp_2PA,Opp_2P%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Tm_ORB,Tm_DRB,Tm_TRB,Opp_ORB,Opp_DRB,Opp_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA,Tm_ORB%,Tm_DRB%,Tm_TRB%,Opp_ORB%,Opp_DRB%,Opp_TRB%,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%,Tm_Rest,Opp_Rest,Tm_Pos,Tm_Pace,Opp_Pace
IND,DET,2024-10-23,W,A,115,109,240,42,83,0.506,33,52,0.635,9,31,0.29,22,25,0.88,38,88,0.432,29,55,0.527,9,33,0.273,24,28,0.857,7,32,39,12,26,38,32,10,8,15,23,22,6,2,14,21,116.6,110.5,0.301,0.373,0.612,0.56,0.265,110.5,116.6,0.318,0.375,0.543,0.483,0.273,21.2,72.7,49.4,27.3,78.8,49.4,76.2,10.1,14.5,13.8,57.9,6.1,3.8,12.2,5.0,5.0,98.64703,98.64703,98.64703
CLE,DET,2024-10-25,W,H,113,101,240,42,82,0.512,29,48,0.604,13,34,0.382,16,23,0.696,38,81,0.469,25,49,0.51,13,32,0.406,12,17,0.706,5,34,39,8,34,42,28,13,4,13,15,25,3,5,22,22,113.1,101.1,0.28,0.415,0.613,0.591,0.195,101.1,113.1,0.21,0.395,0.571,0.549,0.148,12.8,81.0,51.9,19.0,87.2,51.9,66.7,13.0,8.2,12.4,65.8,3.0,10.4,19.9,2.0,2.0,99.88985,99.88985,99.88985
BOS,DET,2024-10-26,W,A,124,118,240,38,90,0.422,16,42,0.381,22,48,0.458,26,30,0.867,43,88,0.489,29,49,0.592,14,39,0.359,18,22,0.818,13,24,37,9,35,44,19,10,6,10,16,27,4,7,15,22,126.8,120.7,0.333,0.533,0.601,0.544,0.289,120.7,126.8,0.25,0.443,0.604,0.568,0.205,27.1,72.7,54.3,27.3,72.9,54.3,50.0,10.2,12.2,8.8,62.8,4.1,16.7,13.3,2.0,1.0,97.788305,97.788305,97.788305
MIA,DET,2024-10-28,W,H,106,98,240,38,88,0.432,23,41,0.561,15,47,0.319,15,20,0.75,35,91,0.385,21,53,0.396,14,38,0.368,14,17,0.824,10,34,44,19,35,54,24,14,3,12,14,14,6,6,17,19,111.9,103.5,0.227,0.534,0.548,0.517,0.17,103.5,111.9,0.187,0.418,0.498,0.462,0.154,22.2,64.2,55.1,35.8,77.8,55.1,63.2,14.8,5.7,11.0,40.0,6.3,14.6,14.7,2.0,2.0,94.73581999999999,94.73581999999999,94.73581999999999
PHI,DET,2024-10-30,L,H,95,105,240,33,79,0.418,25,51,0.49,8,28,0.286,21,28,0.75,36,78,0.462,21,42,0.5,15,36,0.417,18,22,0.818,8,29,37,12,37,49,17,7,4,9,21,23,4,5,17,25,104.9,116.0,0.354,0.354,0.52,0.468,0.266,116.0,104.9,0.282,0.462,0.599,0.558,0.231,17.8,70.7,57.0,29.3,82.2,57.0,51.5,7.7,9.5,9.0,63.9,4.4,9.8,16.2,3.0,2.0,90.53571,90.53571,90.53571
NYK,DET,2024-11-01,W,A,128,98,240,52,101,0.515,34,63,0.54,18,38,0.474,6,10,0.6,41,81,0.506,30,47,0.638,11,34,0.324,5,7,0.714,12,33,45,6,32,38,31,16,3,10,14,23,6,9,22,12,128.1,98.0,0.099,0.376,0.607,0.604,0.059,98.0,128.1,0.086,0.42,0.583,0.574,0.062,27.3,84.6,45.8,15.4,72.7,45.8,59.6,16.0,6.4,8.7,56.1,6.0,14.3,20.7,2.0,2.0,99.947705,99.947705,99.947705
BRK,DET,2024-11-03,L,H,92,106,240,32,71,0.451,23,40,0.575,9,31,0.29,19,31,0.613,37,77,0.481,26,41,0.634,11,36,0.306,21,26,0.808,4,23,27,9,38,47,23,9,3,14,24,25,4,6,21,25,97.0,111.7,0.437,0.437,0.543,0.514,0.268,111.7,97.0,0.338,0.468,0.599,0.552,0.273,9.5,71.9,63.5,28.1,90.5,63.5,71.9,9.5,7.3,14.2,67.6,4.2,15.0,19.2,2.0,2.0,94.904425,94.904425,94.904425
LAL,DET,2024-11-04,L,A,103,115,240,37,85,0.435,28,60,0.467,9,25,0.36,20,27,0.741,45,96,0.469,37,62,0.597,8,34,0.235,17,22,0.773,7,30,37,17,38,55,28,8,1,13,16,22,6,5,12,25,104.1,116.2,0.318,0.294,0.532,0.488,0.235,116.2,104.1,0.229,0.354,0.544,0.51,0.177,15.6,63.8,59.8,36.2,84.4,59.8,75.7,8.1,1.6,11.8,48.9,6.1,8.3,10.2,3.0,1.0,98.91675,98.91675,98.91675
CHO,DET,2024-11-06,W,H,108,107,240,39,90,0.433,25,46,0.543,14,44,0.318,16,16,1.0,46,94,0.489,36,62,0.581,10,32,0.313,5,9,0.556,8,39,47,6,40,46,22,5,4,12,16,34,5,4,11,20,107.4,106.4,0.178,0.489,0.556,0.511,0.178,106.4,107.4,0.096,0.34,0.546,0.543,0.053,16.7,86.7,49.5,13.3,83.3,49.5,56.4,5.0,6.5,11.0,73.9,5.0,8.7,10.1,2.0,2.0,100.527965,100.527965,100.527965
ATL,DET,2024-11-08,L,A,121,122,240,44,97,0.454,29,61,0.475,15,36,0.417,18,23,0.783,44,86,0.512,31,53,0.585,13,33,0.394,21,31,0.677,15,29,44,11,34,45,30,12,7,18,21,27,7,8,21,18,113.1,114.1,0.237,0.371,0.565,0.531,0.186,114.1,113.1,0.36,0.384,0.612,0.587,0.244,30.6,72.5,50.6,27.5,69.4,50.6,68.2,11.2,13.2,14.4,61.4,6.5,13.1,17.4,2.0,2.0,106.94412,106.94412,106.94412
