Rk,Team,Date,H/A,Opp,Result,MP,Tm_FG,Tm_FGA,Tm_FG%,Tm_2P,Tm_2PA,Tm_2P%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_PTS,Opp_FG,Opp_FGA,Opp_FG%,Opp_2P,Opp_2PA,Opp_2P%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_PTS
1840,HOU,2025-03-01,,SAC,"L, 103-113",240,37,86,.430,24,51,.471,13,35,.371,16,23,.696,103,44,87,.506,35,59,.593,9,28,.321,16,21,.762,113
1841,HOU,2025-02-25,,MIL,"W, 100-97",240,37,91,.407,25,56,.446,12,35,.343,14,18,.778,100,34,85,.400,22,48,.458,12,37,.324,17,23,.739,97
1842,HOU,2025-01-28,@,ATL,"W, 100-96",240,37,79,.468,30,49,.612,7,30,.233,19,20,.950,100,36,89,.404,25,42,.595,11,47,.234,13,16,.813,96
1843,HOU,2025-01-20,,DET,"L, 96-107",240,37,94,.394,26,55,.473,11,39,.282,11,16,.688,96,42,88,.477,32,61,.525,10,27,.370,13,15,.867,107
1844,IND,2025-02-08,@,LAL,"L, 117-124",240,37,87,.425,25,49,.510,12,38,.316,31,32,.969,117,46,88,.523,35,55,.636,11,33,.333,21,23,.913,124
1845,LAC,2025-03-07,,NYK,"W, 105-95",240,37,88,.420,22,50,.440,15,38,.395,16,19,.842,105,35,91,.385,26,57,.456,9,34,.265,16,18,.889,95
1846,LAC,2025-02-24,@,DET,"L, 97-106",240,37,92,.402,26,51,.510,11,41,.268,12,19,.632,97,36,79,.456,27,50,.540,9,29,.310,25,36,.694,106
1847,LAC,2025-01-20,,CHI,"L, 99-112",240,37,94,.394,28,52,.538,9,42,.214,16,17,.941,99,38,94,.404,23,48,.479,15,46,.326,21,26,.808,112
1848,LAC,2025-01-06,@,MIN,"L, 106-108",240,37,89,.416,25,54,.463,12,35,.343,20,25,.800,106,41,92,.446,25,53,.472,16,39,.410,10,17,.588,108
1849,LAC,2024-12-13,@,DEN,"L, 98-120",240,37,83,.446,23,42,.548,14,41,.341,10,18,.556,98,42,77,.545,32,48,.667,10,29,.345,26,32,.813,120
1850,LAL,2025-03-24,@,ORL,"L, 106-118",240,37,80,.463,27,48,.563,10,32,.313,22,28,.786,106,42,85,.494,27,45,.600,15,40,.375,19,23,.826,118
1851,LAL,2025-03-10,@,BRK,"L, 108-111",240,37,85,.435,18,45,.400,19,40,.475,15,19,.789,108,37,90,.411,19,45,.422,18,45,.400,19,30,.633,111
1852,LAL,2025-02-19,,CHO,"L, 97-100",240,37,90,.411,22,39,.564,15,51,.294,8,12,.667,97,33,91,.363,15,38,.395,18,53,.340,16,17,.941,100
1853,LAL,2025-01-28,@,PHI,"L, 104-118",240,37,72,.514,27,39,.692,10,33,.303,20,23,.870,104,43,91,.473,32,57,.561,11,34,.324,21,25,.840,118
1854,LAL,2024-12-04,@,MIA,"L, 93-134",240,37,88,.420,32,66,.485,5,22,.227,14,19,.737,93,52,90,.578,28,43,.651,24,47,.511,6,9,.667,134
1855,LAL,2024-11-26,@,PHO,"L, 100-127",240,37,85,.435,29,51,.569,8,34,.235,18,25,.720,100,51,99,.515,34,57,.596,17,42,.405,8,10,.800,127
1856,LAL,2024-11-04,@,DET,"L, 103-115",240,37,85,.435,28,60,.467,9,25,.360,20,27,.741,103,45,96,.469,37,62,.597,8,34,.235,17,22,.773,115
1857,MEM,2025-03-19,@,POR,"L, 99-115",240,37,92,.402,29,62,.468,8,30,.267,17,21,.810,99,40,96,.417,22,50,.440,18,46,.391,17,21,.810,115
1858,MEM,2025-03-05,,OKC,"L, 103-120",240,37,91,.407,28,57,.491,9,34,.265,20,22,.909,103,44,87,.506,29,51,.569,15,36,.417,17,19,.895,120
1859,MEM,2025-01-20,,MIN,"W, 108-106",240,37,86,.430,30,53,.566,7,33,.212,27,34,.794,108,36,93,.387,22,50,.440,14,43,.326,20,27,.741,106
1860,MEM,2024-12-29,@,OKC,"L, 106-130",240,37,97,.381,23,46,.500,14,51,.275,18,21,.857,106,52,103,.505,38,59,.644,14,44,.318,12,12,1.000,130
1861,MIA,2024-12-29,@,HOU,"W, 104-100",240,37,84,.440,27,51,.529,10,33,.303,20,28,.714,104,38,97,.392,25,57,.439,13,40,.325,11,13,.846,100
1862,MIA,2024-11-04,,SAC,"L, 110-111",240,37,85,.435,22,49,.449,15,36,.417,21,30,.700,110,44,86,.512,34,59,.576,10,27,.370,13,15,.867,111
1863,MIA,2024-10-30,,NYK,"L, 107-116",240,37,81,.457,20,41,.488,17,40,.425,16,24,.667,107,40,82,.488,22,42,.524,18,40,.450,18,20,.900,116
1864,MIL,2025-03-24,@,PHO,"L, 106-108",240,37,83,.446,25,44,.568,12,39,.308,20,29,.690,106,39,82,.476,25,46,.543,14,36,.389,16,18,.889,108
1865,MIL,2025-01-25,@,LAC,"L, 117-127",240,37,79,.468,24,44,.545,13,35,.371,30,34,.882,117,44,97,.454,33,63,.524,11,34,.324,28,28,1.000,127
1866,MIL,2024-10-28,@,BOS,"L, 108-119",240,37,82,.451,29,51,.569,8,31,.258,26,31,.839,108,43,87,.494,25,40,.625,18,47,.383,15,19,.789,119
1867,MIN,2025-01-22,@,DAL,"W, 115-114",240,37,81,.457,26,52,.500,11,29,.379,30,34,.882,115,45,90,.500,37,61,.607,8,29,.276,16,19,.842,114
1868,MIN,2025-01-02,,BOS,"L, 115-118",240,37,74,.500,16,35,.457,21,39,.538,20,22,.909,115,46,92,.500,24,35,.686,22,57,.386,4,6,.667,118
1869,MIN,2024-11-24,@,BOS,"L, 105-107",240,37,88,.420,22,47,.468,15,41,.366,16,21,.762,105,37,87,.425,16,31,.516,21,56,.375,12,15,.800,107
1870,MIN,2024-11-13,@,POR,"L, 98-106",240,37,94,.394,30,55,.545,7,39,.179,17,22,.773,98,38,83,.458,29,58,.500,9,25,.360,21,23,.913,106
1871,MIN,2024-11-12,@,POR,"L, 108-122",240,37,73,.507,24,38,.632,13,35,.371,21,23,.913,108,43,84,.512,25,52,.481,18,32,.563,18,20,.900,122
1872,BRK,2025-03-10,,LAL,"W, 111-108",240,37,90,.411,19,45,.422,18,45,.400,19,30,.633,111,37,85,.435,18,45,.400,19,40,.475,15,19,.789,108
1873,BRK,2025-02-10,,CHO,"W, 97-89",240,37,93,.398,27,51,.529,10,42,.238,13,14,.929,97,32,78,.410,26,47,.553,6,31,.194,19,28,.679,89
1874,BRK,2025-01-19,@,OKC,"L, 101-127",240,37,87,.425,25,44,.568,12,43,.279,15,19,.789,101,48,87,.552,29,44,.659,19,43,.442,12,13,.923,127
1875,BRK,2025-01-17,@,LAL,"L, 101-102",240,37,82,.451,20,44,.455,17,38,.447,10,13,.769,101,38,82,.463,26,48,.542,12,34,.353,14,18,.778,102
1876,NOP,2025-01-05,@,WAS,"W, 110-98",240,37,90,.411,19,41,.463,18,49,.367,18,20,.900,110,38,89,.427,27,48,.563,11,41,.268,11,14,.786,98
1877,NOP,2024-11-15,,DEN,"W, 101-94",240,37,87,.425,26,52,.500,11,35,.314,16,18,.889,101,37,87,.425,27,50,.540,10,37,.270,10,11,.909,94
1878,NYK,2025-03-15,@,GSW,"L, 94-97",240,37,86,.430,28,62,.452,9,24,.375,11,13,.846,94,33,83,.398,20,42,.476,13,41,.317,18,22,.818,97
1879,NYK,2025-03-06,@,LAL,"L, 109-113 (OT)",265,37,94,.394,27,51,.529,10,43,.233,25,32,.781,109,38,89,.427,24,47,.511,14,42,.333,23,28,.821,113
1880,NYK,2025-01-10,,OKC,"L, 101-126",240,37,96,.385,33,65,.508,4,31,.129,23,23,1.000,101,48,89,.539,34,62,.548,14,27,.519,16,18,.889,126
1881,OKC,2025-03-23,@,LAC,"W, 103-101",240,37,92,.402,25,57,.439,12,35,.343,17,20,.850,103,35,82,.427,27,56,.482,8,26,.308,23,28,.821,101
1882,OKC,2025-02-13,@,MIN,"L, 101-116",240,37,88,.420,30,59,.508,7,29,.241,20,24,.833,101,42,99,.424,30,53,.566,12,46,.261,20,22,.909,116
1883,ORL,2025-02-12,,CHO,"W, 102-86",240,37,90,.411,23,47,.489,14,43,.326,14,19,.737,102,32,81,.395,24,55,.436,8,26,.308,14,15,.933,86
1884,ORL,2025-02-10,,ATL,"L, 106-112",240,37,78,.474,25,48,.521,12,30,.400,20,24,.833,106,38,77,.494,26,45,.578,12,32,.375,24,28,.857,112
1885,ORL,2025-01-10,,MIL,"L, 106-109",240,37,86,.430,23,46,.500,14,40,.350,18,26,.692,106,43,83,.518,34,58,.586,9,25,.360,14,23,.609,109
1886,ORL,2025-01-03,@,TOR,"W, 106-97",240,37,79,.468,18,35,.514,19,44,.432,13,17,.765,106,38,80,.475,28,51,.549,10,29,.345,11,13,.846,97
1887,ORL,2025-01-01,@,DET,"L, 96-105",240,37,91,.407,29,56,.518,8,35,.229,14,20,.700,96,41,79,.519,29,50,.580,12,29,.414,11,17,.647,105
1888,ORL,2024-12-29,,BRK,"W, 102-101",240,37,83,.446,25,47,.532,12,36,.333,16,25,.640,102,32,73,.438,19,43,.442,13,30,.433,24,28,.857,101
1889,ORL,2024-12-23,,BOS,"W, 108-104",240,37,83,.446,24,50,.480,13,33,.394,21,21,1.000,108,37,84,.440,29,51,.569,8,33,.242,22,27,.815,104
1890,ORL,2024-11-25,@,CHO,"W, 95-84",240,37,94,.394,25,48,.521,12,46,.261,9,17,.529,95,31,75,.413,24,43,.558,7,32,.219,15,19,.789,84
1891,ORL,2024-10-26,@,MEM,"L, 111-124",240,37,87,.425,20,39,.513,17,48,.354,20,28,.714,111,46,86,.535,33,52,.635,13,34,.382,19,24,.792,124
1892,PHI,2025-03-14,,IND,"L, 100-112",240,37,82,.451,26,44,.591,11,38,.289,15,22,.682,100,44,89,.494,34,54,.630,10,35,.286,14,18,.778,112
1893,PHI,2025-02-24,,CHI,"L, 110-142",240,37,95,.389,27,55,.491,10,40,.250,26,29,.897,110,45,89,.506,27,49,.551,18,40,.450,34,36,.944,142
1894,PHI,2025-02-11,,TOR,"L, 103-106",240,37,91,.407,28,53,.528,9,38,.237,20,24,.833,103,38,82,.463,27,49,.551,11,33,.333,19,23,.826,106
1895,PHI,2025-02-05,,MIA,"L, 101-108",240,37,96,.385,25,56,.446,12,40,.300,15,20,.750,101,39,83,.470,25,49,.510,14,34,.412,16,20,.800,108
1896,PHI,2025-02-02,,BOS,"L, 110-118",240,37,82,.451,22,50,.440,15,32,.469,21,28,.750,110,42,84,.500,21,35,.600,21,49,.429,13,16,.813,118
1897,PHI,2025-01-14,,OKC,"L, 102-118",240,37,84,.440,24,40,.600,13,44,.295,15,20,.750,102,45,81,.556,33,45,.733,12,36,.333,16,18,.889,118
1898,PHI,2024-12-13,,IND,"L, 107-121",240,37,85,.435,27,60,.450,10,25,.400,23,32,.719,107,47,91,.516,33,53,.623,14,38,.368,13,17,.765,121
1899,POR,2025-02-08,@,MIN,"L, 98-114",240,37,92,.402,30,57,.526,7,35,.200,17,22,.773,98,43,82,.524,33,54,.611,10,28,.357,18,28,.643,114
1900,POR,2024-12-30,,PHI,"L, 103-125",240,37,77,.481,29,41,.707,8,36,.222,21,30,.700,103,43,75,.573,32,51,.627,11,24,.458,28,31,.903,125
1901,POR,2024-12-06,,UTA,"L, 99-141",240,37,95,.389,23,48,.479,14,47,.298,11,17,.647,99,53,96,.552,39,64,.609,14,32,.438,21,23,.913,141
1902,POR,2024-11-02,@,PHO,"L, 97-103",240,37,111,.333,23,68,.338,14,43,.326,9,11,.818,97,35,93,.376,18,41,.439,17,52,.327,16,22,.727,103
1903,POR,2024-10-25,,NOP,"L, 103-105",240,37,90,.411,24,53,.453,13,37,.351,16,20,.800,103,36,86,.419,24,54,.444,12,32,.375,21,31,.677,105
1904,SAC,2025-03-25,,OKC,"L, 105-121",240,37,91,.407,14,44,.318,23,47,.489,8,12,.667,105,43,82,.524,24,50,.480,19,32,.594,16,20,.800,121
1905,SAC,2025-03-13,@,GSW,"L, 104-130",240,37,79,.468,23,42,.548,14,37,.378,16,22,.727,104,45,78,.577,23,39,.590,22,39,.564,18,24,.750,130
1906,SAC,2025-02-06,@,POR,"L, 102-108",240,37,88,.420,27,58,.466,10,30,.333,18,22,.818,102,39,90,.433,23,50,.460,16,40,.400,14,18,.778,108
1907,SAC,2024-12-19,,LAL,"L, 100-113",240,37,82,.451,26,53,.491,11,29,.379,15,22,.682,100,38,94,.404,26,61,.426,12,33,.364,25,30,.833,113
1908,SAC,2024-12-12,@,NOP,"W, 111-109",240,37,92,.402,27,59,.458,10,33,.303,27,29,.931,111,39,83,.470,25,46,.543,14,37,.378,17,20,.850,109
1909,SAC,2024-11-24,,BRK,"L, 103-108",240,37,77,.481,28,52,.538,9,25,.360,20,31,.645,103,36,75,.480,17,36,.472,19,39,.487,17,25,.680,108
1910,SAC,2024-11-18,,ATL,"L, 108-109",240,37,85,.435,17,39,.436,20,46,.435,14,19,.737,108,39,83,.470,23,45,.511,16,38,.421,15,18,.833,109
1911,SAC,2024-11-08,,LAC,"L, 98-107",240,37,78,.474,34,52,.654,3,26,.115,21,24,.875,98,36,81,.444,22,51,.431,14,30,.467,21,23,.913,107
1912,SAC,2024-10-28,,POR,"W, 111-98",240,37,81,.457,23,46,.500,14,35,.400,23,25,.920,111,35,83,.422,31,61,.508,4,22,.182,24,30,.800,98
1913,SAS,2024-12-23,@,PHI,"L, 106-111",240,37,81,.457,22,36,.611,15,45,.333,17,18,.944,106,39,93,.419,23,49,.469,16,44,.364,17,23,.739,111
1914,SAS,2024-12-15,,MIN,"L, 92-106",240,37,91,.407,26,46,.565,11,45,.244,7,9,.778,92,40,100,.400,28,65,.431,12,35,.343,14,16,.875,106
1915,SAS,2024-11-06,@,HOU,"L, 100-127",240,37,83,.446,23,47,.489,14,36,.389,12,16,.750,100,54,96,.563,44,69,.638,10,27,.370,9,15,.600,127
1916,SAS,2024-10-28,,HOU,"L, 101-106",240,37,87,.425,27,54,.500,10,33,.303,17,21,.810,101,35,85,.412,20,48,.417,15,37,.405,21,24,.875,106
1917,TOR,2025-03-02,@,ORL,"W, 104-102",240,37,80,.463,30,58,.517,7,22,.318,23,30,.767,104,30,67,.448,23,46,.500,7,21,.333,35,42,.833,102
1918,TOR,2025-02-26,@,IND,"L, 91-111",240,37,87,.425,31,60,.517,6,27,.222,11,16,.688,91,43,81,.531,28,44,.636,15,37,.405,10,16,.625,111
1919,TOR,2024-11-24,@,CLE,"L, 108-122",240,37,92,.402,25,53,.472,12,39,.308,22,34,.647,108,48,97,.495,32,56,.571,16,41,.390,10,14,.714,122
1920,TOR,2024-11-21,,MIN,"W, 110-105",240,37,72,.514,30,49,.612,7,23,.304,29,39,.744,110,33,80,.413,21,45,.467,12,35,.343,27,33,.818,105
1921,TOR,2024-11-10,@,LAL,"L, 103-123",240,37,82,.451,27,53,.509,10,29,.345,19,22,.864,103,44,86,.512,32,49,.653,12,37,.324,23,28,.821,123
1922,UTA,2024-11-16,@,SAC,"L, 117-121",240,37,75,.493,25,49,.510,12,26,.462,31,42,.738,117,42,83,.506,23,42,.548,19,41,.463,18,25,.720,121
1923,WAS,2025-03-29,,BRK,"L, 112-115",240,37,85,.435,28,51,.549,9,34,.265,29,33,.879,112,39,88,.443,21,42,.500,18,46,.391,19,20,.950,115
1924,WAS,2025-03-21,,ORL,"L, 105-120",240,37,87,.425,20,48,.417,17,39,.436,14,19,.737,105,46,96,.479,29,54,.537,17,42,.405,11,13,.846,120
1925,WAS,2025-03-11,@,DET,"L, 103-123",240,37,92,.402,24,53,.453,13,39,.333,16,20,.800,103,48,104,.462,32,66,.485,16,38,.421,11,15,.733,123
1926,WAS,2024-10-26,,CLE,"L, 116-135",240,37,96,.385,22,53,.415,15,43,.349,27,32,.844,116,47,88,.534,29,49,.592,18,39,.462,23,34,.676,135
1927,ATL,2025-01-28,,HOU,"L, 96-100",240,36,89,.404,25,42,.595,11,47,.234,13,16,.813,96,37,79,.468,30,49,.612,7,30,.233,19,20,.950,100
1928,ATL,2024-10-27,@,OKC,"L, 104-128",240,36,91,.396,26,60,.433,10,31,.323,22,29,.759,104,44,89,.494,28,49,.571,16,40,.400,24,32,.750,128
1929,BOS,2025-03-14,@,MIA,"W, 103-91",240,36,83,.434,17,33,.515,19,50,.380,12,13,.923,103,34,75,.453,21,41,.512,13,34,.382,10,17,.588,91
1930,BOS,2025-01-15,@,TOR,"L, 97-110",240,36,91,.396,20,45,.444,16,46,.348,9,18,.500,97,45,89,.506,34,55,.618,11,34,.324,9,15,.600,110
1931,BOS,2024-11-22,@,WAS,"W, 108-96",240,36,85,.424,25,39,.641,11,46,.239,25,32,.781,108,39,90,.433,32,62,.516,7,28,.250,11,16,.688,96
1932,BOS,2024-11-02,@,CHO,"W, 113-103",240,36,82,.439,20,30,.667,16,52,.308,25,28,.893,113,40,91,.440,23,49,.469,17,42,.405,6,9,.667,103
1933,CHO,2025-03-10,@,MIA,"W, 105-102",240,36,86,.419,25,42,.595,11,44,.250,22,23,.957,105,39,85,.459,29,54,.537,10,31,.323,14,20,.700,102
1934,CHO,2024-12-20,@,PHI,"L, 98-108",240,36,78,.462,26,47,.553,10,31,.323,16,21,.762,98,41,83,.494,29,50,.580,12,33,.364,14,18,.778,108
1935,CHO,2024-11-29,,NYK,"L, 98-99",240,36,89,.404,21,42,.500,15,47,.319,11,15,.733,98,36,81,.444,24,49,.490,12,32,.375,15,19,.789,99
1936,CHO,2024-11-10,@,PHI,"L, 105-107 (OT)",265,36,95,.379,22,41,.537,14,54,.259,19,22,.864,105,39,84,.464,30,51,.588,9,33,.273,20,26,.769,107
1937,CHI,2025-01-25,,PHI,"L, 97-109",240,36,85,.424,24,47,.511,12,38,.316,13,20,.650,97,42,92,.457,29,47,.617,13,45,.289,12,17,.706,109
1938,CHI,2025-01-19,@,POR,"L, 102-113",240,36,81,.444,28,52,.538,8,29,.276,22,26,.846,102,42,89,.472,33,58,.569,9,31,.290,20,25,.800,113
1939,CHI,2024-12-23,,MIL,"L, 91-112",240,36,90,.400,26,42,.619,10,48,.208,9,12,.750,91,40,87,.460,22,44,.500,18,43,.419,14,17,.824,112
1940,CHI,2024-11-17,,HOU,"L, 107-143",240,36,107,.336,22,51,.431,14,56,.250,21,22,.955,107,55,105,.524,45,71,.634,10,34,.294,23,32,.719,143
1941,CHI,2024-11-06,@,DAL,"L, 99-119",240,36,86,.419,24,44,.545,12,42,.286,15,23,.652,99,45,93,.484,33,55,.600,12,38,.316,17,21,.810,119
1942,CHI,2024-10-30,,ORL,"W, 102-99",240,36,84,.429,23,50,.460,13,34,.382,17,25,.680,102,35,86,.407,24,40,.600,11,46,.239,18,20,.900,99
1943,CLE,2025-02-04,,BOS,"L, 105-112",240,36,91,.396,25,52,.481,11,39,.282,22,26,.846,105,40,98,.408,23,50,.460,17,48,.354,15,18,.833,112
1944,CLE,2024-12-13,,WAS,"W, 115-105",240,36,91,.396,21,41,.512,15,50,.300,28,40,.700,115,41,86,.477,27,46,.587,14,40,.350,9,11,.818,105
1945,DAL,2024-12-25,,MIN,"L, 99-105",240,36,87,.414,20,44,.455,16,43,.372,11,11,1.000,99,40,86,.465,26,54,.481,14,32,.438,11,13,.846,105
1946,DEN,2025-03-12,,MIN,"L, 95-115",240,36,89,.404,29,59,.492,7,30,.233,16,22,.727,95,43,90,.478,26,50,.520,17,40,.425,12,16,.750,115
1947,DEN,2024-12-25,@,PHO,"L, 100-110",240,36,78,.462,28,49,.571,8,29,.276,20,28,.714,100,41,88,.466,30,52,.577,11,36,.306,17,20,.850,110
1948,DET,2025-04-02,@,OKC,"L, 103-119",240,36,89,.404,26,56,.464,10,33,.303,21,25,.840,103,42,96,.438,32,58,.552,10,38,.263,25,31,.806,119
1949,DET,2025-02-24,,LAC,"W, 106-97",240,36,79,.456,27,50,.540,9,29,.310,25,36,.694,106,37,92,.402,26,51,.510,11,41,.268,12,19,.632,97
1950,DET,2025-01-16,,IND,"L, 100-111",240,36,91,.396,27,55,.491,9,36,.250,19,22,.864,100,41,89,.461,28,59,.475,13,30,.433,16,22,.727,111
1951,DET,2024-11-10,,HOU,"L, 99-101",240,36,84,.429,25,50,.500,11,34,.324,16,23,.696,99,38,93,.409,31,59,.525,7,34,.206,18,24,.750,101
1952,DET,2024-10-30,@,PHI,"W, 105-95",240,36,78,.462,21,42,.500,15,36,.417,18,22,.818,105,33,79,.418,25,51,.490,8,28,.286,21,28,.750,95
1953,GSW,2025-02-27,@,ORL,"W, 121-115",240,36,79,.456,17,34,.500,19,45,.422,30,34,.882,121,45,89,.506,34,61,.557,11,28,.393,14,18,.778,115
1954,GSW,2025-01-31,,PHO,"L, 105-130",240,36,96,.375,20,52,.385,16,44,.364,17,25,.680,105,50,89,.562,31,50,.620,19,39,.487,11,16,.688,130
1955,GSW,2025-01-28,,UTA,"W, 114-103",240,36,92,.391,19,43,.442,17,49,.347,25,31,.806,114,39,76,.513,31,50,.620,8,26,.308,17,24,.708,103
1956,GSW,2024-12-05,,HOU,"W, 99-93",240,36,86,.419,27,58,.466,9,28,.321,18,27,.667,99,35,93,.376,25,55,.455,10,38,.263,13,17,.765,93
1957,GSW,2024-11-23,@,SAS,"L, 94-104",240,36,95,.379,22,51,.431,14,44,.318,8,13,.615,94,38,85,.447,25,38,.658,13,47,.277,15,19,.789,104
1958,LAC,2025-03-31,@,ORL,"W, 96-87",240,36,82,.439,28,51,.549,8,31,.258,16,19,.842,96,30,76,.395,23,50,.460,7,26,.269,20,22,.909,87
1959,LAC,2024-11-29,@,MIN,"L, 92-93",240,36,84,.429,26,53,.491,10,31,.323,10,13,.769,92,31,75,.413,16,36,.444,15,39,.385,16,20,.800,93
1960,LAC,2024-11-08,@,SAC,"W, 107-98",240,36,81,.444,22,51,.431,14,30,.467,21,23,.913,107,37,78,.474,34,52,.654,3,26,.115,21,24,.875,98
1961,MEM,2025-02-08,,OKC,"L, 112-125",240,36,81,.444,24,53,.453,12,28,.429,28,39,.718,112,45,105,.429,27,63,.429,18,42,.429,17,21,.810,125
1962,MIA,2025-03-05,@,CLE,"L, 107-112",240,36,83,.434,23,47,.489,13,36,.361,22,25,.880,107,41,87,.471,27,47,.574,14,40,.350,16,22,.727,112
1963,MIA,2025-02-12,@,OKC,"L, 101-115",240,36,79,.456,25,45,.556,11,34,.324,18,25,.720,101,43,88,.489,28,49,.571,15,39,.385,14,20,.700,115
1964,MIA,2025-01-09,@,UTA,"W, 97-92",240,36,91,.396,22,41,.537,14,50,.280,11,15,.733,97,33,83,.398,22,47,.468,11,36,.306,15,17,.882,92
1965,MIA,2024-12-23,,BRK,"W, 110-95",240,36,73,.493,19,32,.594,17,41,.415,21,24,.875,110,33,84,.393,20,50,.400,13,34,.382,16,20,.800,95
1966,MIA,2024-12-21,@,ORL,"L, 114-121",240,36,75,.480,27,43,.628,9,32,.281,33,42,.786,114,43,87,.494,32,50,.640,11,37,.297,24,27,.889,121
1967,MIA,2024-12-20,,OKC,"L, 97-104",240,36,83,.434,24,43,.558,12,40,.300,13,20,.650,97,39,86,.453,25,52,.481,14,34,.412,12,17,.706,104
1968,MIA,2024-11-18,,PHI,"W, 106-89",240,36,87,.414,23,43,.535,13,44,.295,21,23,.913,106,35,84,.417,25,43,.581,10,41,.244,9,12,.750,89
1969,MIA,2024-11-17,@,IND,"L, 110-119",240,36,90,.400,17,47,.362,19,43,.442,19,20,.950,110,44,85,.518,31,56,.554,13,29,.448,18,20,.900,119
1970,MIL,2024-11-26,@,MIA,"W, 106-103",240,36,77,.468,16,35,.457,20,42,.476,14,17,.824,106,35,77,.455,25,48,.521,10,29,.345,23,30,.767,103
1971,MIL,2024-11-08,@,NYK,"L, 94-116",240,36,83,.434,29,53,.547,7,30,.233,15,23,.652,94,43,91,.473,29,45,.644,14,46,.304,16,19,.842,116
1972,MIN,2025-02-10,@,CLE,"L, 107-128",240,36,90,.400,24,51,.471,12,39,.308,23,30,.767,107,48,94,.511,31,51,.608,17,43,.395,15,20,.750,128
1973,MIN,2025-01-20,@,MEM,"L, 106-108",240,36,93,.387,22,50,.440,14,43,.326,20,27,.741,106,37,86,.430,30,53,.566,7,33,.212,27,34,.794,108
1974,MIN,2024-12-21,,GSW,"L, 103-113",240,36,86,.419,22,48,.458,14,38,.368,17,25,.680,103,40,87,.460,24,45,.533,16,42,.381,17,23,.739,113
1975,MIN,2024-12-08,@,GSW,"L, 106-114",240,36,79,.456,17,37,.459,19,42,.452,15,20,.750,106,42,90,.467,26,49,.531,16,41,.390,14,20,.700,114
1976,BRK,2025-03-20,@,IND,"L, 99-105 (OT)",265,36,101,.356,22,51,.431,14,50,.280,13,18,.722,99,35,81,.432,27,50,.540,8,31,.258,27,31,.871,105
1977,BRK,2025-03-18,@,BOS,"L, 96-104",240,36,88,.409,23,43,.535,13,45,.289,11,17,.647,96,35,79,.443,19,31,.613,16,48,.333,18,22,.818,104
1978,BRK,2025-02-28,,POR,"L, 102-121",240,36,87,.414,29,58,.500,7,29,.241,23,27,.852,102,45,78,.577,30,42,.714,15,36,.417,16,27,.593,121
1979,BRK,2025-02-05,,WAS,"L, 102-119",240,36,83,.434,23,45,.511,13,38,.342,17,23,.739,102,44,81,.543,24,38,.632,20,43,.465,11,14,.786,119
1980,BRK,2024-11-24,@,SAC,"W, 108-103",240,36,75,.480,17,36,.472,19,39,.487,17,25,.680,108,37,77,.481,28,52,.538,9,25,.360,20,31,.645,103
1981,BRK,2024-11-11,@,NOP,"W, 107-105",240,36,84,.429,17,42,.405,19,42,.452,16,19,.842,107,42,94,.447,32,64,.500,10,30,.333,11,12,.917,105
1982,NOP,2025-02-10,@,OKC,"L, 101-137",240,36,82,.439,26,55,.473,10,27,.370,19,28,.679,101,49,95,.516,22,40,.550,27,55,.491,12,16,.750,137
1983,NOP,2024-11-27,,TOR,"L, 93-119",240,36,93,.387,25,58,.431,11,35,.314,10,16,.625,93,47,95,.495,26,43,.605,21,52,.404,4,12,.333,119
1984,NOP,2024-10-25,@,POR,"W, 105-103",240,36,86,.419,24,54,.444,12,32,.375,21,31,.677,105,37,90,.411,24,53,.453,13,37,.351,16,20,.800,103
1985,NYK,2025-04-01,,PHI,"W, 105-91",240,36,85,.424,24,54,.444,12,31,.387,21,26,.808,105,34,81,.420,28,50,.560,6,31,.194,17,22,.773,91
1986,NYK,2025-03-20,@,CHO,"L, 98-115",240,36,90,.400,26,51,.510,10,39,.256,16,20,.800,98,43,88,.489,28,56,.500,15,32,.469,14,17,.824,115
1987,NYK,2025-01-06,,ORL,"L, 94-103",240,36,81,.444,32,59,.542,4,22,.182,18,22,.818,94,39,78,.500,28,47,.596,11,31,.355,14,18,.778,103
1988,NYK,2024-11-29,@,CHO,"W, 99-98",240,36,81,.444,24,49,.490,12,32,.375,15,19,.789,99,36,89,.404,21,42,.500,15,47,.319,11,15,.733,98
1989,OKC,2024-12-14,,HOU,"W, 111-96",240,36,80,.450,25,50,.500,11,30,.367,28,32,.875,111,35,96,.365,24,50,.480,11,46,.239,15,25,.600,96
1990,OKC,2024-11-15,,PHO,"W, 99-83",240,36,91,.396,26,51,.510,10,40,.250,17,18,.944,99,22,75,.293,13,38,.342,9,37,.243,30,40,.750,83
1991,OKC,2024-11-02,@,LAC,"W, 105-92",240,36,84,.429,20,45,.444,16,39,.410,17,19,.895,105,32,79,.405,21,44,.477,11,35,.314,17,26,.654,92
1992,ORL,2025-02-21,,MEM,"L, 104-105",240,36,88,.409,27,57,.474,9,31,.290,23,33,.697,104,38,92,.413,31,59,.525,7,33,.212,22,29,.759,105
