Rk,Team,Date,H/A,Opp,Result,MP,Tm_ORB,Tm_DRB,Tm_TRB,Opp_ORB,Opp_DRB,Opp_TRB
499,HOU,2024-11-17,@,CHI,"W, 143-107",240,14,52,66,13,34,47
500,HOU,2024-11-08,@,OKC,"L, 107-126",240,14,34,48,7,34,41
501,IND,2025-03-17,@,MIN,"W, 132-130 (OT)",265,14,34,48,9,35,44
502,IND,2025-02-04,@,POR,"L, 89-112",240,14,25,39,16,35,51
503,IND,2025-01-18,,PHI,"W, 115-102",240,14,36,50,10,22,32
504,IND,2024-11-22,@,MIL,"L, 117-129",240,14,32,46,10,34,44
505,LAC,2025-03-18,,CLE,"W, 132-119",240,14,35,49,10,19,29
506,LAC,2025-01-06,@,MIN,"L, 106-108",240,14,35,49,17,38,55
507,LAC,2024-12-30,@,NOP,"W, 116-113",240,14,26,40,6,29,35
508,LAC,2024-11-17,,UTA,"W, 116-105",240,14,27,41,9,32,41
509,LAC,2024-10-27,@,GSW,"W, 112-104",240,14,34,48,14,33,47
510,LAL,2025-04-03,,GSW,"L, 116-123",240,14,25,39,14,32,46
511,LAL,2025-03-20,,MIL,"L, 89-118",240,14,36,50,10,31,41
512,LAL,2025-02-12,@,UTA,"L, 119-131",240,14,31,45,11,37,48
513,LAL,2024-12-19,@,SAC,"W, 113-100",240,14,39,53,4,39,43
514,MEM,2025-01-15,@,SAS,"W, 129-115",240,14,38,52,7,37,44
515,MEM,2025-01-03,@,SAC,"L, 133-138",240,14,37,51,10,27,37
516,MEM,2024-11-29,,NOP,"W, 120-109",240,14,37,51,14,32,46
517,MEM,2024-10-25,@,HOU,"L, 108-128",240,14,29,43,23,41,64
518,MIA,2025-02-24,@,ATL,"L, 86-98",240,14,31,45,13,37,50
519,MIL,2025-03-01,@,DAL,"W, 132-117",240,14,38,52,8,25,33
520,MIN,2025-03-09,,SAS,"W, 141-124",240,14,28,42,11,25,36
521,MIN,2025-01-27,,ATL,"W, 100-92",240,14,37,51,14,37,51
522,MIN,2025-01-13,@,WAS,"W, 120-106",240,14,39,53,8,26,34
523,MIN,2025-01-09,@,ORL,"W, 104-89",240,14,36,50,13,34,47
524,MIN,2024-12-15,@,SAS,"W, 106-92",240,14,37,51,12,38,50
525,MIN,2024-11-26,,HOU,"L, 111-117 (OT)",265,14,38,52,7,37,44
526,BRK,2025-03-20,@,IND,"L, 99-105 (OT)",265,14,33,47,10,47,57
527,BRK,2025-03-01,@,DET,"L, 94-115",240,14,24,38,6,41,47
528,BRK,2025-02-20,,CLE,"L, 97-110",240,14,31,45,17,35,52
529,BRK,2025-01-21,,NYK,"L, 95-99",240,14,33,47,9,33,42
530,BRK,2025-01-02,@,MIL,"W, 113-110",240,14,37,51,13,33,46
531,BRK,2024-11-11,@,NOP,"W, 107-105",240,14,32,46,14,31,45
532,NOP,2025-03-30,,CHO,"W, 98-94",240,14,43,57,12,38,50
533,NOP,2025-03-28,,GSW,"L, 95-111",240,14,32,46,18,32,50
534,NOP,2025-02-21,@,DAL,"L, 103-111",240,14,39,53,8,39,47
535,NOP,2025-02-03,@,DEN,"L, 113-125",240,14,27,41,14,32,46
536,NOP,2024-11-29,@,MEM,"L, 109-120",240,14,32,46,14,37,51
537,NOP,2024-11-11,,BRK,"L, 105-107",240,14,31,45,14,32,46
538,NYK,2025-04-01,,PHI,"W, 105-91",240,14,30,44,13,29,42
539,NYK,2025-03-28,@,MIL,"W, 116-107",240,14,30,44,3,29,32
540,NYK,2025-03-22,,WAS,"W, 122-103",240,14,35,49,10,31,41
541,NYK,2025-03-07,@,LAC,"L, 95-105",240,14,39,53,9,38,47
542,NYK,2025-03-06,@,LAL,"L, 109-113 (OT)",265,14,32,46,12,37,49
543,NYK,2025-03-04,,GSW,"L, 102-114",240,14,28,42,9,35,44
544,NYK,2024-12-01,,NOP,"W, 118-85",240,14,46,60,13,29,42
545,NYK,2024-11-08,,MIL,"W, 116-94",240,14,34,48,11,30,41
546,OKC,2025-03-03,,HOU,"W, 137-128",240,14,35,49,15,34,49
547,OKC,2025-02-03,,MIL,"W, 125-96",240,14,41,55,9,28,37
548,OKC,2025-01-26,@,POR,"W, 118-108",240,14,29,43,13,31,44
549,OKC,2025-01-17,@,DAL,"L, 98-106",240,14,32,46,6,37,43
550,OKC,2024-11-10,,GSW,"L, 116-127",240,14,27,41,13,33,46
551,OKC,2024-11-01,@,POR,"W, 137-114",240,14,31,45,11,25,36
552,ORL,2025-03-19,,HOU,"L, 108-116",240,14,27,41,12,34,46
553,ORL,2025-02-23,,WAS,"W, 110-90",240,14,33,47,4,32,36
554,ORL,2025-01-23,,POR,"L, 79-101",240,14,30,44,8,34,42
555,ORL,2025-01-21,@,TOR,"L, 93-109",240,14,34,48,5,37,42
556,ORL,2025-01-05,,UTA,"L, 92-105",240,14,29,43,11,39,50
557,ORL,2024-12-08,,PHO,"W, 115-110",240,14,30,44,9,30,39
558,ORL,2024-12-01,@,BRK,"W, 100-92",240,14,38,52,8,25,33
559,PHI,2025-03-09,,UTA,"W, 126-122",240,14,36,50,10,34,44
560,PHI,2025-03-03,,POR,"L, 102-119",240,14,29,43,22,39,61
561,PHI,2025-02-11,,TOR,"L, 103-106",240,14,32,46,10,39,49
562,PHI,2024-11-20,@,MEM,"L, 111-117",240,14,27,41,9,32,41
563,PHO,2025-03-24,,MIL,"W, 108-106",240,14,38,52,9,27,36
564,PHO,2025-03-16,@,LAL,"L, 96-107",240,14,37,51,7,33,40
565,PHO,2025-02-27,,NOP,"L, 116-124",240,14,38,52,16,34,50
566,PHO,2024-12-28,@,GSW,"L, 105-109",240,14,32,46,18,31,49
567,POR,2025-03-17,,WAS,"W, 112-97",240,14,36,50,11,38,49
568,POR,2025-03-07,@,OKC,"L, 89-107",240,14,39,53,4,39,43
569,POR,2025-02-12,@,DEN,"L, 121-132",240,14,31,45,12,37,49
570,POR,2025-02-03,,PHO,"W, 121-119 (OT)",265,14,34,48,10,33,43
571,POR,2025-01-19,,CHI,"W, 113-102",240,14,36,50,8,28,36
572,POR,2025-01-16,,LAC,"L, 89-118",240,14,23,37,8,42,50
573,POR,2025-01-09,@,DAL,"L, 111-117",240,14,29,43,16,37,53
574,POR,2024-12-28,,DAL,"W, 126-122",240,14,36,50,10,30,40
575,POR,2024-11-07,@,SAS,"L, 105-118",240,14,27,41,12,33,45
576,POR,2024-11-02,@,PHO,"L, 97-103",240,14,42,56,13,50,63
577,SAC,2025-03-22,,MIL,"L, 108-114",240,14,30,44,11,31,42
578,SAC,2025-03-19,,CLE,"W, 123-119",240,14,27,41,8,29,37
579,SAC,2025-03-10,,NYK,"L, 104-133",240,14,23,37,6,34,40
580,SAC,2025-03-05,@,DEN,"L, 110-116",240,14,31,45,11,35,46
581,SAC,2025-02-05,,ORL,"L, 111-130",240,14,23,37,9,26,35
582,SAC,2025-01-29,@,PHI,"L, 104-117",240,14,32,46,5,30,35
583,SAC,2025-01-01,,PHI,"W, 113-107",240,14,31,45,8,26,34
584,SAC,2024-12-05,@,MEM,"L, 110-115",240,14,32,46,9,40,49
585,SAS,2025-01-03,@,DEN,"W, 113-110",240,14,42,56,10,36,46
586,TOR,2025-02-23,,PHO,"W, 127-109",240,14,35,49,4,33,37
587,TOR,2025-02-21,,MIA,"L, 111-120 (OT)",265,14,32,46,8,36,44
588,TOR,2025-02-07,@,OKC,"L, 109-121",240,14,28,42,11,33,44
589,TOR,2025-02-05,,MEM,"L, 107-138",240,14,20,34,24,37,61
590,TOR,2025-01-13,,GSW,"W, 104-101",240,14,30,44,14,32,46
591,TOR,2024-12-31,@,BOS,"L, 71-125",240,14,30,44,11,38,49
592,TOR,2024-11-04,@,DEN,"L, 119-121",240,14,27,41,14,30,44
593,TOR,2024-10-23,,CLE,"L, 106-136",240,14,24,38,8,28,36
594,UTA,2025-03-31,@,CHO,"L, 106-110",240,14,27,41,10,37,47
595,UTA,2025-03-28,@,DEN,"L, 93-129",240,14,28,42,9,36,45
596,UTA,2025-03-10,@,BOS,"L, 108-114",240,14,34,48,12,35,47
597,UTA,2025-02-21,,OKC,"L, 107-130",240,14,29,43,17,34,51
598,UTA,2025-01-25,@,MEM,"L, 103-125",240,14,26,40,13,32,45
599,UTA,2025-01-01,@,NYK,"L, 103-119",240,14,31,45,6,41,47
600,UTA,2024-12-28,,PHI,"L, 111-114",240,14,34,48,10,22,32
601,UTA,2024-10-25,,GSW,"L, 86-127",240,14,31,45,19,41,60
602,UTA,2024-10-23,,MEM,"L, 124-126",240,14,35,49,13,28,41
603,WAS,2025-02-08,,ATL,"L, 111-125",240,14,39,53,8,33,41
604,WAS,2025-01-27,@,DAL,"L, 108-130",240,14,31,45,13,38,51
605,WAS,2025-01-23,@,LAC,"L, 93-110",240,14,35,49,11,44,55
606,WAS,2025-01-03,@,NOP,"L, 120-132",240,14,34,48,13,24,37
607,ATL,2025-03-14,,LAC,"L, 98-121",240,13,31,44,7,33,40
608,ATL,2025-03-12,,CHO,"W, 123-110",240,13,30,43,10,37,47
609,ATL,2025-02-24,,MIA,"W, 98-86",240,13,37,50,14,31,45
610,ATL,2025-01-18,@,BOS,"W, 119-115 (OT)",265,13,42,55,17,36,53
611,ATL,2025-01-03,@,LAL,"L, 102-119",240,13,26,39,17,39,56
612,BOS,2025-03-15,@,BRK,"W, 115-113",240,13,25,38,18,27,45
613,BOS,2025-01-15,@,TOR,"L, 97-110",240,13,32,45,13,43,56
614,BOS,2024-12-25,,PHI,"L, 114-118",240,13,38,51,5,34,39
615,BOS,2024-11-06,,GSW,"L, 112-118",240,13,34,47,15,38,53
616,BOS,2024-10-26,@,DET,"W, 124-118",240,13,24,37,9,35,44
617,CHO,2025-03-28,@,TOR,"L, 97-108",240,13,43,56,11,34,45
618,CHO,2025-02-01,,DEN,"L, 104-107",240,13,38,51,8,35,43
619,CHO,2025-01-31,,LAC,"L, 104-112",240,13,29,42,9,36,45
620,CHO,2025-01-17,@,CHI,"W, 125-123",240,13,31,44,12,33,45
621,CHO,2025-01-05,@,CLE,"L, 105-115",240,13,35,48,9,32,41
622,CHO,2024-12-20,@,PHI,"L, 98-108",240,13,31,44,11,28,39
623,CHO,2024-11-25,,ORL,"L, 84-95",240,13,39,52,13,26,39
624,CHO,2024-11-19,@,BRK,"L, 115-116",240,13,31,44,10,26,36
625,CHO,2024-11-08,,IND,"W, 103-83",240,13,43,56,7,30,37
626,CHI,2025-03-13,,BRK,"W, 116-110",240,13,34,47,15,35,50
627,CHI,2025-03-06,@,ORL,"W, 125-123",240,13,35,48,9,24,33
628,CHI,2025-01-27,,DEN,"W, 129-121",240,13,34,47,12,30,42
629,CHI,2025-01-25,,PHI,"L, 97-109",240,13,41,54,6,34,40
630,CHI,2024-11-17,,HOU,"L, 107-143",240,13,34,47,14,52,66
631,CHI,2024-11-09,@,ATL,"W, 125-113",240,13,34,47,10,29,39
632,CLE,2025-03-09,@,MIL,"W, 112-100",240,13,31,44,15,35,50
633,CLE,2025-03-02,,POR,"W, 133-129 (OT)",265,13,34,47,13,33,46
634,CLE,2025-02-12,@,TOR,"W, 131-108",240,13,40,53,9,30,39
635,CLE,2025-01-29,@,MIA,"W, 126-106",240,13,34,47,6,29,35
636,CLE,2025-01-18,@,MIN,"W, 124-117",240,13,34,47,9,33,42
637,CLE,2024-12-21,,PHI,"W, 126-99",240,13,36,49,11,30,41
638,DAL,2025-01-27,,WAS,"W, 130-108",240,13,38,51,14,31,45
639,DAL,2025-01-25,,BOS,"L, 107-122",240,13,36,49,17,34,51
640,DAL,2025-01-06,@,MEM,"L, 104-119",240,13,37,50,13,42,55
641,DAL,2024-12-23,,POR,"W, 132-108",240,13,28,41,16,32,48
642,DAL,2024-12-05,@,WAS,"W, 137-101",240,13,45,58,12,27,39
643,DAL,2024-11-16,,SAS,"W, 110-93",240,13,40,53,13,32,45
644,DAL,2024-10-28,,UTA,"W, 110-102",240,13,37,50,15,35,50
645,DEN,2025-02-05,,NOP,"W, 144-119",240,13,38,51,10,28,38
646,DEN,2025-01-19,@,ORL,"W, 113-100",240,13,44,57,16,23,39
647,DEN,2025-01-07,,BOS,"L, 106-118",240,13,26,39,11,30,41
648,DEN,2024-11-19,@,MEM,"W, 122-110",240,13,40,53,19,36,55
649,DEN,2024-11-10,,DAL,"W, 122-120",240,13,32,45,10,32,42
650,DEN,2024-11-06,,OKC,"W, 124-122",240,13,42,55,13,34,47
651,DET,2025-03-19,@,MIA,"W, 116-113",240,13,34,47,11,26,37
652,DET,2025-03-08,@,GSW,"L, 110-115",240,13,31,44,11,35,46
653,DET,2025-01-20,@,HOU,"W, 107-96",240,13,39,52,15,24,39
654,DET,2025-01-04,,MIN,"W, 119-105",240,13,34,47,7,26,33
655,DET,2024-12-19,,UTA,"L, 119-126",240,13,26,39,15,47,62
656,DET,2024-12-03,,MIL,"L, 107-128",240,13,28,41,4,32,36
657,DET,2024-11-17,@,WAS,"W, 124-104",240,13,38,51,5,34,39
658,GSW,2024-11-10,@,OKC,"W, 127-116",240,13,33,46,14,27,41
659,GSW,2024-10-30,,NOP,"W, 104-89",240,13,29,42,18,31,49
660,HOU,2025-03-30,@,PHO,"W, 148-109",240,13,32,45,10,29,39
661,HOU,2025-03-01,,SAC,"L, 103-113",240,13,30,43,13,33,46
662,HOU,2024-11-22,,POR,"W, 116-88",240,13,38,51,13,32,45
663,HOU,2024-11-20,,IND,"W, 130-113",240,13,34,47,3,33,36
664,HOU,2024-10-28,@,SAS,"W, 106-101",240,13,30,43,17,32,49
665,IND,2025-03-27,@,WAS,"W, 162-109",240,13,37,50,12,19,31
666,IND,2025-01-04,,PHO,"W, 126-108",240,13,34,47,5,31,36
667,IND,2025-01-02,@,MIA,"W, 128-115",240,13,26,39,5,34,39
668,IND,2024-12-27,@,BOS,"L, 105-142",240,13,26,39,18,34,52
669,LAC,2025-03-26,@,NYK,"W, 126-113",240,13,32,45,7,31,38
670,LAC,2025-02-13,@,UTA,"W, 120-116 (OT)",265,13,30,43,9,38,47
671,LAC,2025-02-12,,MEM,"W, 128-114",240,13,33,46,9,31,40
672,LAC,2025-02-02,@,TOR,"L, 108-115",240,13,28,41,10,33,43
673,LAC,2024-12-01,,DEN,"W, 126-122",240,13,29,42,8,31,39
674,LAC,2024-11-27,@,WAS,"W, 121-96",240,13,34,47,11,29,40
675,LAC,2024-11-15,@,HOU,"L, 104-125",240,13,38,51,9,39,48
676,LAC,2024-10-30,,POR,"L, 105-106",240,13,36,49,12,35,47
677,LAC,2024-10-23,,PHO,"L, 113-116 (OT)",265,13,38,51,4,38,42
678,LAL,2025-02-25,,DAL,"W, 107-99",240,13,44,57,14,31,45
679,LAL,2024-10-26,,SAC,"W, 131-127",240,13,32,45,5,27,32
680,MEM,2025-01-25,,UTA,"W, 125-103",240,13,32,45,14,26,40
681,MEM,2025-01-22,,CHO,"W, 132-120",240,13,27,40,11,22,33
682,MEM,2025-01-20,,MIN,"W, 108-106",240,13,34,47,17,35,52
683,MEM,2025-01-06,,DAL,"W, 119-104",240,13,42,55,13,37,50
684,MEM,2024-12-03,@,DAL,"L, 116-121",240,13,26,39,14,35,49
685,MEM,2024-11-23,@,CHI,"W, 142-131",240,13,36,49,10,25,35
686,MEM,2024-11-08,,WAS,"W, 128-104",240,13,37,50,11,30,41
687,MEM,2024-11-04,@,BRK,"L, 104-106",240,13,31,44,12,25,37
688,MEM,2024-10-23,@,UTA,"W, 126-124",240,13,28,41,14,35,49
689,MIA,2025-02-05,@,PHI,"W, 108-101",240,13,41,54,11,28,39
690,MIA,2025-01-23,@,MIL,"L, 96-125",240,13,37,50,11,44,55
691,MIA,2025-01-09,@,UTA,"W, 97-92",240,13,36,49,11,38,49
692,MIA,2024-12-04,,LAL,"W, 134-93",240,13,39,52,12,24,36
693,MIA,2024-11-06,@,PHO,"L, 112-115",240,13,30,43,10,36,46
694,MIA,2024-10-26,@,CHO,"W, 114-106",240,13,30,43,15,31,46
695,MIL,2025-01-02,,BRK,"L, 110-113",240,13,33,46,14,37,51
696,MIL,2024-12-31,@,IND,"W, 120-112",240,13,38,51,9,41,50
697,MIN,2024-11-13,@,POR,"L, 98-106",240,13,28,41,11,36,47
698,BRK,2025-02-01,@,HOU,"W, 110-98",240,13,33,46,14,30,44
699,NOP,2025-03-24,,PHI,"W, 112-99",240,13,38,51,12,25,37
700,NOP,2025-03-17,,DET,"L, 81-127",240,13,26,39,11,39,50
701,NOP,2025-03-02,@,UTA,"W, 128-121",240,13,35,48,9,32,41
702,NOP,2025-02-28,@,PHO,"L, 108-125",240,13,22,35,5,30,35
703,NOP,2025-01-14,@,CHI,"W, 119-113",240,13,33,46,18,39,57
704,NOP,2025-01-07,,MIN,"L, 97-104",240,13,33,46,11,42,53
705,NOP,2025-01-03,,WAS,"W, 132-120",240,13,24,37,14,34,48
706,NOP,2024-12-08,@,SAS,"L, 116-121",240,13,30,43,16,39,55
707,NOP,2024-12-01,@,NYK,"L, 85-118",240,13,29,42,14,46,60
708,NOP,2024-11-22,,GSW,"L, 108-112",240,13,30,43,14,38,52
709,NYK,2025-03-17,,MIA,"W, 116-95",240,13,28,41,9,30,39
710,NYK,2025-03-15,@,GSW,"L, 94-97",240,13,36,49,10,35,45
711,NYK,2025-02-11,@,IND,"W, 128-115",240,13,35,48,9,27,36
712,NYK,2024-11-04,@,HOU,"L, 97-109",240,13,26,39,11,39,50
713,NYK,2024-10-28,,CLE,"L, 104-110",240,13,30,43,9,32,41
714,OKC,2025-04-02,,DET,"W, 119-103",240,13,33,46,11,32,43
715,OKC,2025-03-10,,DEN,"L, 127-140",240,13,24,37,9,34,43
716,OKC,2025-01-22,,UTA,"W, 123-114",240,13,26,39,23,29,52
717,OKC,2024-12-05,@,TOR,"W, 129-92",240,13,42,55,12,39,51
718,OKC,2024-11-19,@,SAS,"L, 104-110",240,13,34,47,8,38,46
719,OKC,2024-11-15,,PHO,"W, 99-83",240,13,40,53,11,39,50
720,OKC,2024-11-06,@,DEN,"L, 122-124",240,13,34,47,13,42,55
721,OKC,2024-10-24,@,DEN,"W, 102-87",240,13,36,49,17,40,57
722,ORL,2025-04-03,@,WAS,"W, 109-97",240,13,34,47,8,30,38
723,ORL,2025-03-29,,SAC,"W, 121-91",240,13,36,49,9,32,41
724,ORL,2025-03-25,@,CHO,"W, 111-104",240,13,37,50,8,30,38
725,ORL,2025-03-21,@,WAS,"W, 120-105",240,13,42,55,8,33,41
726,ORL,2025-03-16,@,CLE,"W, 108-103",240,13,34,47,16,32,48
727,ORL,2025-03-10,@,HOU,"L, 84-97",240,13,29,42,20,43,63
728,ORL,2025-02-21,,MEM,"L, 104-105",240,13,37,50,15,38,53
729,ORL,2025-02-12,,CHO,"W, 102-86",240,13,39,52,6,37,43
730,ORL,2025-02-08,,SAS,"W, 112-111",240,13,32,45,4,30,34
731,ORL,2025-02-06,@,DEN,"L, 90-112",240,13,27,40,12,40,52
732,ORL,2025-01-30,@,POR,"L, 90-119",240,13,20,33,9,29,38
733,ORL,2025-01-09,,MIN,"L, 89-104",240,13,34,47,14,36,50
734,ORL,2024-11-25,@,CHO,"W, 95-84",240,13,26,39,13,39,52
735,ORL,2024-11-13,,IND,"W, 94-90",240,13,37,50,7,34,41
736,ORL,2024-11-03,@,DAL,"L, 85-108",240,13,30,43,12,41,53
737,PHI,2025-04-01,@,NYK,"L, 91-105",240,13,29,42,14,30,44
738,PHI,2025-03-26,,WAS,"L, 114-119",240,13,34,47,13,36,49
739,PHI,2025-03-23,@,ATL,"L, 119-132",240,13,24,37,10,29,39
740,PHI,2024-11-24,,LAC,"L, 99-125",240,13,20,33,10,34,44
741,PHI,2024-11-08,@,LAL,"L, 106-116",240,13,31,44,5,40,45
742,PHO,2025-03-19,,CHI,"W, 127-121",240,13,33,46,8,32,40
743,PHO,2025-01-18,@,DET,"W, 125-121",240,13,37,50,15,28,43
744,PHO,2024-12-07,@,MIA,"L, 111-121",240,13,28,41,11,30,41
745,PHO,2024-11-02,,POR,"W, 103-97",240,13,50,63,14,42,56
746,POR,2025-03-30,@,NYK,"L, 93-110",240,13,26,39,9,35,44
747,POR,2025-03-02,@,CLE,"L, 129-133 (OT)",265,13,33,46,13,34,47
748,POR,2025-01-26,,OKC,"L, 108-118",240,13,31,44,14,29,43
749,POR,2025-01-14,,BRK,"L, 114-132",240,13,25,38,10,34,44
750,POR,2024-11-27,@,IND,"L, 114-121",240,13,25,38,19,28,47
751,POR,2024-11-22,@,HOU,"L, 88-116",240,13,32,45,13,38,51
752,POR,2024-10-23,,GSW,"L, 104-140",240,13,29,42,15,42,57
753,SAC,2025-03-01,@,HOU,"W, 113-103",240,13,33,46,13,30,43
754,SAC,2025-02-10,@,DAL,"W, 129-128 (OT)",265,13,37,50,5,28,33
755,SAC,2024-12-28,@,LAL,"L, 122-132",240,13,26,39,4,29,33
756,SAS,2025-03-23,@,TOR,"W, 123-89",240,13,33,46,16,30,46
757,SAS,2025-03-12,,DAL,"W, 126-116",240,13,34,47,3,28,31
758,SAS,2025-03-04,,BRK,"W, 127-113",240,13,33,46,11,29,40
759,SAS,2025-03-01,@,MEM,"W, 130-128",240,13,29,42,12,29,41
760,SAS,2025-02-25,@,NOP,"L, 103-109",240,13,32,45,20,34,54
761,SAS,2025-02-23,@,NOP,"L, 96-114",240,13,33,46,17,52,69
762,SAS,2025-02-07,@,CHO,"L, 116-117",240,13,25,38,16,37,53
763,SAS,2025-02-01,,MIA,"L, 103-105",240,13,35,48,12,40,52
764,SAS,2025-01-31,,MIL,"W, 144-118",240,13,40,53,17,30,47
765,SAS,2025-01-19,@,MIA,"L, 107-128",240,13,31,44,12,37,49
766,SAS,2025-01-06,@,CHI,"L, 110-114",240,13,36,49,14,33,47
767,SAS,2025-01-04,,DEN,"L, 111-122 (OT)",265,13,45,58,14,44,58
768,SAS,2024-12-13,@,POR,"W, 118-116",240,13,28,41,8,28,36
769,SAS,2024-11-26,@,UTA,"W, 128-115",240,13,26,39,10,31,41
770,SAS,2024-11-16,@,DAL,"L, 93-110",240,13,32,45,13,40,53
771,SAS,2024-10-30,@,OKC,"L, 93-105",240,13,39,52,5,34,39
772,TOR,2025-04-03,,POR,"L, 103-112",240,13,22,35,17,37,54
773,TOR,2025-03-30,@,PHI,"W, 127-109",240,13,33,46,8,38,46
774,TOR,2025-03-04,@,ORL,"W, 114-113",240,13,35,48,7,28,35
775,TOR,2025-01-27,,NOP,"W, 113-104",240,13,41,54,6,40,46
776,TOR,2025-01-17,@,MIL,"L, 112-130",240,13,30,43,11,33,44
777,TOR,2025-01-15,,BOS,"W, 110-97",240,13,43,56,13,32,45
778,TOR,2024-12-26,@,MEM,"L, 126-155",240,13,27,40,24,39,63
779,TOR,2024-10-30,@,CHO,"L, 133-138",240,13,28,41,14,24,38
780,UTA,2025-03-23,,CLE,"L, 91-120",240,13,39,52,14,37,51
781,UTA,2025-01-07,,ATL,"L, 121-124",240,13,34,47,12,32,44
782,WAS,2025-03-26,@,PHI,"W, 119-114",240,13,36,49,13,34,47
783,WAS,2025-03-19,@,UTA,"L, 112-128",240,13,24,37,9,33,42
784,WAS,2025-03-15,@,DEN,"W, 126-123",240,13,31,44,10,32,42
785,WAS,2025-01-10,@,CHI,"L, 105-138",240,13,32,45,11,44,55
786,WAS,2024-12-23,@,OKC,"L, 105-123",240,13,38,51,19,40,59
787,WAS,2024-12-03,@,CLE,"L, 87-118",240,13,39,52,7,38,45
788,WAS,2024-11-15,@,ATL,"L, 117-129",240,13,39,52,15,40,55
789,ATL,2025-04-02,@,DAL,"L, 118-120",240,12,31,43,4,38,42
790,ATL,2025-04-01,,POR,"L, 113-127",240,12,33,45,19,35,54
791,ATL,2025-01-07,@,UTA,"W, 124-121",240,12,32,44,13,34,47
792,ATL,2025-01-01,@,DEN,"L, 120-139",240,12,32,44,4,39,43
793,ATL,2024-12-26,,CHI,"W, 141-133",240,12,32,44,9,27,36
794,ATL,2024-12-19,@,SAS,"L, 126-133 (OT)",265,12,41,53,8,34,42
795,ATL,2024-10-30,@,WAS,"L, 120-133",240,12,29,41,6,31,37
796,ATL,2024-10-23,,BRK,"W, 120-116",240,12,33,45,12,31,43
797,BOS,2025-03-31,@,MEM,"W, 117-103",240,12,42,54,5,40,45
798,BOS,2025-03-10,,UTA,"W, 114-108",240,12,35,47,14,34,48
799,BOS,2025-02-25,@,TOR,"W, 111-101",240,12,27,39,10,30,40
800,BOS,2025-02-23,,NYK,"W, 118-105",240,12,37,49,7,33,40
801,BOS,2025-01-05,@,OKC,"L, 92-105",240,12,36,48,9,37,46
802,BOS,2025-01-03,@,HOU,"W, 109-86",240,12,29,41,14,23,37
803,BOS,2024-11-13,@,BRK,"W, 139-114",240,12,33,45,3,31,34
804,BOS,2024-10-24,@,WAS,"W, 122-102",240,12,37,49,10,30,40
805,CHO,2025-03-30,@,NOP,"L, 94-98",240,12,38,50,14,43,57
806,CHO,2025-03-23,@,MIA,"L, 105-122",240,12,28,40,7,25,32
807,CHO,2025-02-22,@,POR,"L, 88-141",240,12,25,37,11,46,57
808,CHO,2024-11-10,@,PHI,"L, 105-107 (OT)",265,12,38,50,8,32,40
809,CHO,2024-11-01,,BOS,"L, 109-124",240,12,30,42,11,30,41
810,CHI,2025-03-29,,DAL,"L, 119-120",240,12,44,56,8,33,41
811,CHI,2025-03-24,@,DEN,"W, 129-119",240,12,31,43,17,35,52
812,CHI,2025-03-20,@,SAC,"W, 128-116",240,12,28,40,9,27,36
813,CHI,2025-03-02,@,IND,"L, 112-127",240,12,30,42,5,31,36
814,CHI,2025-01-17,,CHO,"L, 123-125",240,12,33,45,13,31,44
815,CLE,2025-03-11,,BRK,"W, 109-104",240,12,36,48,8,30,38
816,CLE,2025-01-27,,DET,"W, 110-91",240,12,41,53,12,33,45
817,CLE,2025-01-08,,OKC,"W, 129-122",240,12,28,40,9,29,38
818,CLE,2024-12-16,@,BRK,"W, 130-101",240,12,30,42,9,26,35
819,CLE,2024-11-27,,ATL,"L, 124-135",240,12,32,44,14,37,51
820,CLE,2024-11-19,@,BOS,"L, 117-120",240,12,29,41,9,33,42
821,CLE,2024-11-11,@,CHI,"W, 119-113",240,12,31,43,8,43,51
822,CLE,2024-11-06,@,NOP,"W, 131-122",240,12,34,46,8,25,33
823,DAL,2025-03-31,,BRK,"L, 109-113",240,12,37,49,7,33,40
824,DAL,2025-02-08,,HOU,"W, 116-105",240,12,31,43,19,29,48
825,DAL,2024-11-30,@,UTA,"W, 106-94",240,12,36,48,19,34,53
826,DAL,2024-11-22,@,DEN,"W, 123-120",240,12,32,44,15,27,42
827,DAL,2024-11-03,,ORL,"W, 108-85",240,12,41,53,13,30,43
828,DAL,2024-10-29,@,MIN,"W, 120-114",240,12,28,40,11,31,42
829,DAL,2024-10-26,@,PHO,"L, 102-114",240,12,34,46,7,40,47
830,DEN,2025-03-19,@,LAL,"L, 108-120",240,12,33,45,8,30,38
831,DEN,2025-03-12,,MIN,"L, 95-115",240,12,30,42,12,36,48
832,DEN,2025-02-22,,LAL,"L, 100-123",240,12,33,45,9,30,39
833,DEN,2025-02-12,,POR,"W, 132-121",240,12,37,49,14,31,45
834,DEN,2025-02-06,,ORL,"W, 112-90",240,12,40,52,13,27,40
835,DEN,2025-01-27,@,CHI,"L, 121-129",240,12,30,42,13,34,47
836,DEN,2025-01-10,,BRK,"W, 124-105",240,12,37,49,10,29,39
837,DET,2025-03-09,@,POR,"W, 119-112",240,12,42,54,10,31,41
838,DET,2025-02-12,@,CHI,"W, 128-110",240,12,35,47,10,27,37
839,DET,2025-01-27,@,CLE,"L, 91-110",240,12,33,45,12,41,53
840,DET,2024-10-30,@,PHI,"W, 105-95",240,12,37,49,8,29,37
841,DET,2024-10-23,,IND,"L, 109-115",240,12,26,38,7,32,39
