Rk,Team,Date,H/A,Opp,Result,MP,Tm_ORB,Tm_DRB,Tm_TRB,Opp_ORB,Opp_DRB,Opp_TRB
95,BOS,2025-01-12,,NOP,"W, 120-119",240,18,37,55,6,36,42
96,BOS,2024-12-27,,IND,"W, 142-105",240,18,34,52,13,26,39
97,BOS,2024-10-30,@,IND,"L, 132-135 (OT)",265,18,33,51,16,41,57
98,CHO,2025-02-25,@,GSW,"L, 92-128",240,18,32,50,16,35,51
99,CHO,2025-01-29,,BRK,"L, 83-104",240,18,34,52,7,33,40
100,CHO,2024-11-30,,ATL,"L, 104-107",240,18,27,45,14,35,49
101,CHI,2025-01-14,,NOP,"L, 113-119",240,18,39,57,13,33,46
102,DAL,2024-11-17,@,OKC,"W, 121-119",240,18,35,53,7,22,29
103,DET,2025-03-11,,WAS,"W, 123-103",240,18,43,61,12,35,47
104,DET,2025-01-31,,DAL,"W, 117-102",240,18,29,47,16,30,46
105,GSW,2025-03-28,@,NOP,"W, 111-95",240,18,32,50,14,32,46
106,GSW,2025-03-01,@,PHI,"L, 119-126",240,18,31,49,10,30,40
107,GSW,2025-02-12,@,DAL,"L, 107-111",240,18,32,50,9,30,39
108,GSW,2024-12-28,,PHO,"W, 109-105",240,18,31,49,14,32,46
109,GSW,2024-11-27,,OKC,"L, 101-105",240,18,39,57,8,40,48
110,GSW,2024-11-12,,DAL,"W, 120-117",240,18,32,50,8,32,40
111,HOU,2025-04-02,,UTA,"W, 143-105",240,18,45,63,10,29,39
112,HOU,2025-03-27,@,UTA,"W, 121-110",240,18,33,51,3,30,33
113,HOU,2025-01-05,,LAL,"W, 119-115",240,18,31,49,10,29,39
114,HOU,2024-12-26,@,NOP,"W, 128-111",240,18,36,54,17,27,44
115,HOU,2024-12-22,@,TOR,"W, 114-110",240,18,35,53,11,31,42
116,HOU,2024-12-03,@,SAC,"L, 111-120",240,18,35,53,10,24,34
117,HOU,2024-11-13,,LAC,"W, 111-103",240,18,41,59,10,32,42
118,HOU,2024-11-02,,GSW,"L, 121-127 (OT)",265,18,31,49,9,38,47
119,HOU,2024-10-31,@,DAL,"W, 108-102",240,18,32,50,10,27,37
120,MEM,2025-01-27,@,NYK,"L, 106-143",240,18,29,47,17,29,46
121,MEM,2024-11-15,@,GSW,"L, 118-123",240,18,36,54,14,42,56
122,MEM,2024-10-28,,CHI,"L, 123-126",240,18,42,60,11,39,50
123,MIN,2025-02-06,,HOU,"W, 127-114",240,18,29,47,12,27,39
124,MIN,2025-01-25,,DEN,"W, 133-104",240,18,27,45,14,22,36
125,MIN,2024-12-29,,SAS,"W, 112-110",240,18,38,56,8,33,41
126,BRK,2025-03-15,,BOS,"L, 113-115",240,18,27,45,13,25,38
127,BRK,2025-02-26,,OKC,"L, 121-129",240,18,28,46,11,34,45
128,BRK,2025-02-07,,MIA,"W, 102-86",240,18,39,57,11,28,39
129,NOP,2025-03-08,@,HOU,"L, 117-146",240,18,26,44,15,33,48
130,NOP,2025-01-08,,POR,"L, 100-119",240,18,23,41,15,29,44
131,NOP,2024-11-16,,LAL,"L, 99-104",240,18,32,50,17,26,43
132,NOP,2024-11-03,,ATL,"L, 111-126",240,18,25,43,10,31,41
133,NOP,2024-10-30,@,GSW,"L, 89-104",240,18,31,49,13,29,42
134,NYK,2025-01-04,@,CHI,"L, 126-139",240,18,31,49,9,34,43
135,ORL,2025-02-03,@,GSW,"L, 99-104",240,18,34,52,9,35,44
136,ORL,2024-10-23,@,MIA,"W, 116-97",240,18,39,57,9,32,41
137,PHI,2025-03-06,@,BOS,"L, 105-123",240,18,27,45,16,30,46
138,POR,2024-11-17,,ATL,"W, 114-110",240,18,22,40,16,31,47
139,SAC,2025-01-06,,MIA,"W, 123-118 (2OT)",290,18,42,60,12,41,53
140,SAC,2024-12-30,,DAL,"W, 110-100",240,18,40,58,2,34,36
141,SAS,2024-12-03,@,PHO,"L, 93-104",240,18,35,53,2,42,44
142,TOR,2024-10-28,,DEN,"L, 125-127 (OT)",265,18,36,54,15,37,52
143,TOR,2024-10-25,,PHI,"W, 115-107",240,18,36,54,10,18,28
144,UTA,2024-12-23,@,CLE,"L, 113-124",240,18,33,51,10,30,40
145,WAS,2025-02-03,@,CHO,"W, 124-114",240,18,36,54,9,37,46
146,WAS,2025-01-08,@,PHI,"L, 103-109",240,18,33,51,10,26,36
147,WAS,2024-10-26,,CLE,"L, 116-135",240,18,28,46,11,37,48
148,ATL,2024-10-27,@,OKC,"L, 104-128",240,17,32,49,11,34,45
149,BOS,2025-01-25,@,DAL,"W, 122-107",240,17,34,51,13,36,49
150,BOS,2025-01-18,,ATL,"L, 115-119 (OT)",265,17,36,53,13,42,55
151,BOS,2024-12-21,@,CHI,"W, 123-98",240,17,42,59,10,33,43
152,CHO,2025-01-20,,DAL,"W, 110-105",240,17,32,49,16,35,51
153,CHO,2024-12-13,@,CHI,"L, 95-109",240,17,37,54,14,38,52
154,CHO,2024-11-17,@,CLE,"L, 114-128",240,17,23,40,9,39,48
155,CHI,2025-01-20,@,LAC,"W, 112-99",240,17,37,54,10,30,40
156,CLE,2025-02-20,@,BRK,"W, 110-97",240,17,35,52,14,31,45
157,DAL,2024-10-24,,SAS,"W, 120-109",240,17,33,50,12,40,52
158,DEN,2025-03-24,,CHI,"L, 119-129",240,17,35,52,12,31,43
159,DEN,2024-12-30,@,UTA,"W, 132-121",240,17,34,51,7,30,37
160,DEN,2024-11-01,@,MIN,"L, 116-119",240,17,29,46,8,30,38
161,DEN,2024-10-24,,OKC,"L, 87-102",240,17,40,57,13,36,49
162,DET,2025-02-05,,CLE,"L, 115-118",240,17,28,45,11,35,46
163,DET,2025-01-06,,POR,"W, 118-115",240,17,28,45,7,31,38
164,DET,2024-11-04,,LAL,"W, 115-103",240,17,38,55,7,30,37
165,GSW,2025-02-23,,DAL,"W, 126-102",240,17,37,54,7,34,41
166,GSW,2025-01-18,,WAS,"W, 122-114",240,17,38,55,11,33,44
167,GSW,2024-11-23,@,SAS,"L, 94-104",240,17,32,49,9,39,48
168,HOU,2025-03-14,,DAL,"W, 133-96",240,17,50,67,6,28,34
169,HOU,2025-02-12,,PHO,"W, 119-111",240,17,30,47,11,32,43
170,HOU,2024-11-11,,WAS,"W, 107-92",240,17,41,58,8,26,34
171,HOU,2024-11-10,@,DET,"W, 101-99",240,17,36,53,11,35,46
172,LAC,2025-03-16,,CHO,"W, 123-88",240,17,41,58,11,33,44
173,LAC,2025-01-29,@,SAS,"W, 128-116",240,17,40,57,7,23,30
174,LAL,2025-03-04,,NOP,"W, 136-115",240,17,34,51,10,25,35
175,LAL,2025-01-03,,ATL,"W, 119-102",240,17,39,56,13,26,39
176,LAL,2024-11-16,@,NOP,"W, 104-99",240,17,26,43,18,32,50
177,MEM,2025-03-25,@,UTA,"W, 140-103",240,17,35,52,4,24,28
178,MEM,2025-03-07,@,DAL,"W, 122-111",240,17,42,59,11,34,45
179,MEM,2025-03-03,,ATL,"L, 130-132",240,17,26,43,14,18,32
180,MEM,2024-12-15,@,LAL,"L, 110-116",240,17,33,50,10,34,44
181,MIL,2025-01-31,@,SAS,"L, 118-144",240,17,30,47,13,40,53
182,MIN,2025-01-20,@,MEM,"L, 106-108",240,17,35,52,13,34,47
183,MIN,2025-01-06,,LAC,"W, 108-106",240,17,38,55,14,35,49
184,NOP,2025-02-23,,SAS,"W, 114-96",240,17,52,69,13,33,46
185,NOP,2024-12-26,,HOU,"L, 111-128",240,17,27,44,18,36,54
186,NOP,2024-11-15,,DEN,"W, 101-94",240,17,39,56,5,33,38
187,NYK,2025-03-19,@,SAS,"L, 105-120",240,17,27,44,15,37,52
188,NYK,2025-02-04,@,TOR,"W, 121-115",240,17,26,43,10,24,34
189,NYK,2025-01-27,,MEM,"W, 143-106",240,17,29,46,18,29,47
190,NYK,2025-01-25,,SAC,"W, 143-120",240,17,36,53,9,29,38
191,NYK,2024-12-25,,SAS,"W, 117-114",240,17,30,47,8,37,45
192,OKC,2025-02-21,@,UTA,"W, 130-107",240,17,34,51,14,29,43
193,OKC,2025-02-05,,PHO,"W, 140-109",240,17,29,46,3,32,35
194,OKC,2025-01-29,@,GSW,"L, 109-116",240,17,33,50,7,35,42
195,OKC,2024-12-10,,DAL,"W, 118-104",240,17,35,52,7,37,44
196,ORL,2024-11-23,,DET,"W, 111-100",240,17,27,44,10,24,34
197,PHI,2024-10-23,,MIL,"L, 109-124",240,17,32,49,8,38,46
198,PHO,2025-02-08,,DEN,"L, 105-122",240,17,26,43,15,41,56
199,POR,2025-04-03,@,TOR,"W, 112-103",240,17,37,54,13,22,35
200,POR,2025-02-26,@,WAS,"W, 129-121",240,17,29,46,7,34,41
201,POR,2025-01-28,,MIL,"W, 125-112",240,17,35,52,9,27,36
202,SAC,2025-04-02,@,WAS,"L, 111-116",240,17,31,48,7,34,41
203,SAC,2025-01-23,@,DEN,"L, 123-132",240,17,36,53,15,41,56
204,SAC,2024-12-12,@,NOP,"W, 111-109",240,17,33,50,10,33,43
205,SAS,2025-03-14,,CHO,"L, 134-145",240,17,19,36,8,26,34
206,SAS,2024-10-28,,HOU,"L, 101-106",240,17,32,49,13,30,43
207,TOR,2025-03-26,@,BRK,"W, 116-86",240,17,46,63,10,33,43
208,TOR,2025-03-24,@,WAS,"W, 112-104",240,17,43,60,9,39,48
209,TOR,2025-03-12,,PHI,"W, 118-105",240,17,42,59,10,30,40
210,TOR,2024-12-09,,NYK,"L, 108-113",240,17,34,51,6,34,40
211,TOR,2024-11-15,,DET,"L, 95-99",240,17,36,53,14,42,56
212,TOR,2024-11-12,@,MIL,"L, 85-99",240,17,37,54,12,35,47
213,UTA,2025-03-12,@,MEM,"L, 115-122",240,17,43,60,5,34,39
214,UTA,2025-03-05,@,WAS,"L, 122-125",240,17,41,58,10,35,45
215,UTA,2025-02-03,,IND,"L, 111-112",240,17,43,60,6,31,37
216,WAS,2024-12-15,,BOS,"L, 98-112",240,17,34,51,16,40,56
217,ATL,2025-03-08,,IND,"W, 120-118",240,16,32,48,15,26,41
218,ATL,2025-02-20,,ORL,"L, 108-114",240,16,35,51,11,42,53
219,ATL,2025-01-20,@,NYK,"L, 110-119",240,16,25,41,12,27,39
220,ATL,2024-11-17,@,POR,"L, 110-114",240,16,31,47,18,22,40
221,ATL,2024-11-06,,NYK,"W, 121-116",240,16,32,48,7,34,41
222,BOS,2025-03-21,@,UTA,"W, 121-99",240,16,32,48,9,29,38
223,BOS,2025-03-06,,PHI,"W, 123-105",240,16,30,46,18,27,45
224,BOS,2024-12-15,@,WAS,"W, 112-98",240,16,40,56,17,34,51
225,CHO,2025-02-07,,SAS,"W, 117-116",240,16,37,53,13,25,38
226,CHO,2025-01-24,,POR,"L, 97-102",240,16,30,46,15,32,47
227,CHO,2024-11-27,,MIA,"L, 94-98",240,16,27,43,4,40,44
228,CHO,2024-11-16,,MIL,"W, 115-114",240,16,37,53,8,32,40
229,CLE,2025-03-21,@,PHO,"L, 112-123",240,16,28,44,12,34,46
230,CLE,2025-03-16,,ORL,"L, 103-108",240,16,32,48,13,34,47
231,CLE,2025-01-09,,TOR,"W, 132-126",240,16,26,42,9,28,37
232,CLE,2024-12-13,,WAS,"W, 115-105",240,16,34,50,6,38,44
233,CLE,2024-11-20,,NOP,"W, 128-100",240,16,36,52,16,24,40
234,DAL,2025-01-31,@,DET,"L, 102-117",240,16,30,46,18,29,47
235,DAL,2025-01-29,@,NOP,"W, 137-136",240,16,35,51,10,26,36
236,DAL,2025-01-20,@,CHO,"L, 105-110",240,16,35,51,17,32,49
237,DAL,2025-01-09,,POR,"W, 117-111",240,16,37,53,14,29,43
238,DEN,2025-02-20,,CHO,"W, 129-115",240,16,39,55,14,31,45
239,DEN,2024-12-07,@,WAS,"L, 113-122",240,16,32,48,15,31,46
240,DET,2025-03-30,@,MIN,"L, 104-123",240,16,28,44,15,44,59
241,DET,2025-03-28,,CLE,"W, 133-122",240,16,27,43,11,30,41
242,DET,2024-11-18,,CHI,"L, 112-122",240,16,32,48,10,36,46
243,GSW,2025-02-25,,CHO,"W, 128-92",240,16,35,51,18,32,50
244,GSW,2025-02-08,@,CHI,"W, 132-111",240,16,28,44,6,25,31
245,GSW,2025-01-28,,UTA,"W, 114-103",240,16,31,47,5,34,39
246,GSW,2024-11-04,@,WAS,"W, 125-112",240,16,40,56,8,39,47
247,HOU,2025-03-23,,DEN,"L, 111-116",240,16,29,45,10,33,43
248,HOU,2025-03-15,,CHI,"W, 117-114",240,16,38,54,5,31,36
249,HOU,2025-02-25,,MIL,"W, 100-97",240,16,37,53,4,33,37
250,HOU,2025-02-04,@,BRK,"L, 97-99",240,16,29,45,10,29,39
251,HOU,2025-01-09,@,MEM,"W, 119-115",240,16,28,44,10,33,43
252,HOU,2024-12-27,,MIN,"L, 112-113",240,16,31,47,10,30,40
253,HOU,2024-11-18,@,MIL,"L, 100-101",240,16,37,53,4,39,43
254,HOU,2024-10-23,,CHO,"L, 105-110",240,16,27,43,15,41,56
255,IND,2025-01-25,@,SAS,"W, 136-98",240,16,34,50,15,29,44
