Rk,Team,Date,GCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
2550,Freiburg,2024-11-23,0,@,Dortmund,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2551,Freiburg,2024-11-08,0,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,59,0,0,1,1,0,0,0,0,0,0,0,Match Report
2552,Freiburg,2024-11-03,0,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2553,Freiburg,2024-09-28,0,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,0,0,0,0,0,0,0,Match Report
2554,Freiburg,2024-09-01,0,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,34,0,0,1,1,0,0,0,0,0,0,0,Match Report
2555,Espanyol,2025-03-15,0,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2556,Espanyol,2024-12-22,0,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2557,Espanyol,2024-12-14,0,,Osasuna,es La Liga,D 0-0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2558,Espanyol,2024-12-09,0,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2559,Espanyol,2024-10-25,0,,Sevilla,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2560,Espanyol,2024-09-29,0,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2561,Espanyol,2024-09-21,0,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,0,0,0,0,0,0,0,Match Report
2562,Espanyol,2024-08-28,0,@,Atlético Madrid,es La Liga,D 0-0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2563,Espanyol,2024-08-24,0,,Real Sociedad,es La Liga,L 0-1,0,1,-1,34,0,0,0,0,0,0,0,0,0,0,0,Match Report
2564,Espanyol,2024-08-19,0,@,Valladolid,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2565,RB Leipzig,2025-03-29,0,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,0,0,0,0,0,0,0,Match Report
2566,RB Leipzig,2025-03-08,0,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2567,RB Leipzig,2025-02-14,0,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2568,RB Leipzig,2025-02-01,0,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2569,RB Leipzig,2024-11-09,0,,Gladbach,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2570,RB Leipzig,2024-09-22,0,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,Match Report
2571,RB Leipzig,2024-09-14,0,,Union Berlin,de Bundesliga,D 0-0,0,0,0,67,0,0,1,1,0,0,0,0,0,0,0,Match Report
2572,Sevilla,2025-03-16,0,,Athletic Club,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2573,Sevilla,2025-02-01,0,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2574,Sevilla,2024-11-09,0,@,Leganés,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2575,Sevilla,2024-11-03,0,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2576,Sevilla,2024-09-29,0,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2577,Sevilla,2024-09-24,0,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,0,0,0,0,0,0,0,Match Report
2578,Sevilla,2024-09-01,0,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2579,Sevilla,2024-08-27,0,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2580,Dortmund,2025-03-15,0,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,0,0,0,0,0,0,0,Match Report
2581,Dortmund,2025-03-08,0,,Augsburg,de Bundesliga,L 0-1,0,1,-1,71,0,0,0,0,0,0,0,0,0,0,0,Match Report
2582,Dortmund,2025-02-15,0,@,Bochum,de Bundesliga,L 0-2,0,2,-2,69,0,0,0,0,0,0,0,0,0,0,0,Match Report
2583,Dortmund,2025-01-17,0,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,0,0,0,0,0,0,0,Match Report
2584,Dortmund,2024-08-31,0,@,Werder Bremen,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2585,Venezia,2025-04-06,0,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2586,Venezia,2025-03-29,0,,Bologna,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2587,Venezia,2025-03-16,0,,Napoli,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2588,Venezia,2025-03-01,0,@,Atalanta,it Serie A,D 0-0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2589,Venezia,2025-02-22,0,,Lazio,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2590,Venezia,2025-02-17,0,@,Genoa,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2591,Venezia,2025-02-09,0,,Roma,it Serie A,L 0-1,0,1,-1,62,0,0,0,0,0,0,0,0,0,0,0,Match Report
2592,Venezia,2025-01-12,0,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2593,Venezia,2025-01-04,0,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,0,0,0,Match Report
2594,Venezia,2024-12-29,0,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,0,0,0,0,0,0,0,Match Report
2595,Venezia,2024-11-30,0,@,Bologna,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2596,Venezia,2024-11-25,0,,Lecce,it Serie A,L 0-1,0,1,-1,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2597,Venezia,2024-11-03,0,@,Inter,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2598,Venezia,2024-10-20,0,,Atalanta,it Serie A,L 0-2,0,2,-2,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2599,Venezia,2024-09-14,0,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2600,Venezia,2024-08-30,0,,Torino,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2601,Venezia,2024-08-25,0,@,Fiorentina,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2602,Newcastle Utd,2025-02-26,0,@,Liverpool,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2603,Newcastle Utd,2025-02-15,0,@,Manchester City,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2604,Newcastle Utd,2024-11-30,0,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2605,Newcastle Utd,2024-11-25,0,,West Ham,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2606,Newcastle Utd,2024-10-19,0,,Brighton,eng Premier League,L 0-1,0,1,-1,60,0,0,0,0,0,0,0,0,0,0,0,Match Report
2607,Newcastle Utd,2024-10-05,0,@,Everton,eng Premier League,D 0-0,0,0,0,67,0,0,1,1,0,0,0,0,0,0,0,Match Report
2608,Rennes,2025-04-06,0,,Auxerre,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,0,0,0,0,0,0,0,Match Report
2609,Rennes,2025-03-15,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2610,Rennes,2025-02-16,0,,Lille,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2611,Rennes,2024-12-08,0,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2612,Rennes,2024-11-24,0,@,Lille,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2613,Rennes,2024-11-10,0,,Toulouse,fr Ligue 1,L 0-2,0,2,-2,67,0,0,0,0,0,0,0,0,0,0,0,Match Report
2614,Rennes,2024-11-03,0,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2615,Bochum,2025-04-05,0,,Stuttgart,de Bundesliga,L 0-4,0,4,-4,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2616,Bochum,2025-03-01,0,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2617,Bochum,2025-02-01,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2618,Bochum,2025-01-25,0,@,Gladbach,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2619,Bochum,2025-01-11,0,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2620,Bochum,2024-12-07,0,,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2621,Bochum,2024-11-30,0,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2622,Bochum,2024-11-23,0,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2623,Bochum,2024-10-27,0,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,28,0,0,0,0,0,0,0,0,0,0,0,Match Report
2624,Bochum,2024-08-31,0,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2625,Bochum,2024-08-24,0,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2626,Ipswich Town,2025-03-08,0,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,0,0,0,0,0,0,0,Match Report
2627,Ipswich Town,2025-01-19,0,,Manchester City,eng Premier League,L 0-6,0,6,-6,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2628,Ipswich Town,2025-01-16,0,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2629,Ipswich Town,2024-12-27,0,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,0,0,0,0,0,0,0,Match Report
2630,Ipswich Town,2024-12-21,0,,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2631,Ipswich Town,2024-12-03,0,,Crystal Palace,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2632,Ipswich Town,2024-11-30,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2633,Ipswich Town,2024-10-19,0,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2634,Ipswich Town,2024-10-05,0,@,West Ham,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,0,0,0,0,0,0,0,Match Report
2635,Ipswich Town,2024-09-14,0,@,Brighton,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,Match Report
2636,Ipswich Town,2024-08-17,0,,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2637,Manchester City,2025-04-06,0,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2638,Manchester City,2025-03-08,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,0,0,0,0,0,0,0,Match Report
2639,Manchester City,2025-02-23,0,,Liverpool,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,0,0,0,0,0,0,0,Match Report
2640,Manchester City,2024-12-01,0,@,Liverpool,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2641,Manchester City,2024-11-23,0,,Tottenham,eng Premier League,L 0-4,0,4,-4,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2642,Strasbourg,2025-02-23,0,,Brest,fr Ligue 1,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2643,Strasbourg,2025-02-02,0,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2644,Strasbourg,2024-12-08,0,,Reims,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2645,Strasbourg,2024-11-02,0,@,Saint-Étienne,fr Ligue 1,L 0-2,0,2,-2,64,0,0,0,0,0,0,0,0,0,0,0,Match Report
2646,Cagliari,2025-04-06,0,@,Empoli,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2647,Cagliari,2025-03-16,0,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2648,Cagliari,2025-02-23,0,,Juventus,it Serie A,L 0-1,0,1,-1,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2649,Cagliari,2025-02-15,0,@,Atalanta,it Serie A,D 0-0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2650,Cagliari,2025-01-24,0,@,Torino,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2651,Cagliari,2024-12-28,0,,Inter,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,0,0,0,0,0,0,0,Match Report
2652,Cagliari,2024-12-14,0,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,0,0,0,0,0,0,0,Match Report
2653,Cagliari,2024-12-08,0,@,Fiorentina,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2654,Cagliari,2024-10-29,0,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2655,Cagliari,2024-10-25,0,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2656,Cagliari,2024-09-20,0,,Empoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,0,0,0,0,0,0,0,Match Report
2657,Cagliari,2024-09-15,0,,Napoli,it Serie A,L 0-4,0,4,-4,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2658,Cagliari,2024-08-31,0,@,Lecce,it Serie A,L 0-1,0,1,-1,65,0,0,0,0,0,0,0,0,0,0,0,Match Report
2659,Cagliari,2024-08-18,0,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2660,Leverkusen,2025-03-08,0,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,72,0,0,0,0,0,0,0,0,0,0,0,Match Report
2661,Leverkusen,2025-02-15,0,,Bayern Munich,de Bundesliga,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2662,Leverkusen,2025-02-08,0,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2663,Leverkusen,2024-11-01,0,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2664,Lille,2025-03-15,0,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,0,0,0,Match Report
2665,Lille,2025-02-08,0,,Le Havre,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,0,0,0,Match Report
2666,Lille,2025-01-10,0,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,0,0,0,0,0,0,0,Match Report
2667,Lille,2024-10-18,0,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2668,Lille,2024-09-13,0,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,70,0,0,0,0,0,0,0,0,0,0,0,Match Report
2669,Brentford,2025-04-06,0,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2670,Brentford,2025-03-08,0,,Aston Villa,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2671,Brentford,2025-02-02,0,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2672,Brentford,2025-01-18,0,,Liverpool,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2673,Brentford,2024-12-27,0,@,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2674,Brentford,2024-12-21,0,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,0,0,0,0,0,0,0,Match Report
2675,Brentford,2024-11-23,0,@,Everton,eng Premier League,D 0-0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2676,Brentford,2024-08-25,0,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2677,Roma,2024-12-15,0,@,Como,it Serie A,L 0-2,0,2,-2,62,0,0,0,0,0,0,0,0,0,0,0,Match Report
2678,Roma,2024-12-02,0,,Atalanta,it Serie A,L 0-2,0,2,-2,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2679,Roma,2024-11-24,0,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2680,Roma,2024-10-31,0,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,0,0,0,Match Report
2681,Roma,2024-10-20,0,,Inter,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2682,Roma,2024-09-01,0,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2683,Roma,2024-08-18,0,@,Cagliari,it Serie A,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2684,Chelsea,2025-04-06,0,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2685,Chelsea,2025-03-16,0,@,Arsenal,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2686,Chelsea,2025-02-14,0,@,Brighton,eng Premier League,L 0-3,0,3,-3,69,0,0,0,0,0,0,0,0,0,0,0,Match Report
2687,Chelsea,2024-12-30,0,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,0,0,0,0,0,0,0,Match Report
2688,Chelsea,2024-12-22,0,@,Everton,eng Premier League,D 0-0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,Match Report
2689,Chelsea,2024-08-18,0,,Manchester City,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2690,Brighton,2025-04-02,0,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2691,Brighton,2025-02-01,0,@,Nott'ham Forest,eng Premier League,L 0-7,0,7,-7,62,0,0,0,0,0,0,0,0,0,0,0,Match Report
2692,Brighton,2025-01-25,0,,Everton,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,0,0,0,0,0,0,0,Match Report
2693,Brighton,2024-12-27,0,,Brentford,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2694,Brighton,2024-12-15,0,,Crystal Palace,eng Premier League,L 1-3,1,3,-2,64,0,0,0,0,0,0,0,0,0,0,0,Match Report
2695,Brighton,2024-09-14,0,,Ipswich Town,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,Match Report
2696,Saint-Étienne,2025-04-06,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,0,0,0,0,0,0,0,Match Report
2697,Saint-Étienne,2025-02-08,0,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2698,Saint-Étienne,2024-12-08,0,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,0,0,0,0,0,0,0,Match Report
2699,Saint-Étienne,2024-11-30,0,@,Rennes,fr Ligue 1,L 0-5,0,5,-5,29,0,0,0,0,0,0,0,0,0,0,0,Match Report
2700,Saint-Étienne,2024-11-10,0,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2701,Saint-Étienne,2024-10-19,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2702,Saint-Étienne,2024-09-20,0,@,Nice,fr Ligue 1,L 0-8,0,8,-8,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2703,Saint-Étienne,2024-08-31,0,@,Brest,fr Ligue 1,L 0-4,0,4,-4,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2704,Saint-Étienne,2024-08-24,0,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2705,Saint-Étienne,2024-08-17,0,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2706,Everton,2025-04-02,0,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,0,0,0,0,0,0,0,Match Report
2707,Everton,2025-01-15,0,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2708,Everton,2025-01-04,0,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2709,Everton,2024-12-29,0,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,0,0,0,0,0,0,0,Match Report
2710,Everton,2024-12-22,0,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,Match Report
2711,Everton,2024-12-14,0,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,Match Report
2712,Everton,2024-12-01,0,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2713,Everton,2024-11-23,0,,Brentford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2714,Everton,2024-11-09,0,@,West Ham,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2715,Everton,2024-11-02,0,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,0,0,0,0,0,0,0,Match Report
2716,Everton,2024-10-05,0,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2717,Everton,2024-08-24,0,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,0,0,0,0,0,0,0,Match Report
2718,Everton,2024-08-17,0,,Brighton,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2719,Napoli,2025-03-16,0,@,Venezia,it Serie A,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2720,Napoli,2025-02-23,0,@,Como,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,0,0,0,0,0,0,0,Match Report
2721,Napoli,2024-12-08,0,,Lazio,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2722,Napoli,2024-11-03,0,,Atalanta,it Serie A,L 0-3,0,3,-3,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2723,Napoli,2024-09-21,0,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2724,Napoli,2024-08-18,0,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,0,0,0,0,0,0,0,Match Report
2725,Lyon,2025-01-18,0,,Toulouse,fr Ligue 1,D 0-0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,Match Report
2726,Lyon,2025-01-04,0,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2727,Lyon,2024-09-15,0,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2728,Lyon,2024-08-24,0,,Monaco,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2729,Lyon,2024-08-18,0,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,0,0,0,0,0,0,0,Match Report
2730,Inter,2025-02-16,0,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2731,Inter,2025-02-06,0,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,0,0,0,0,0,0,0,Match Report
2732,Inter,2024-10-20,0,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,0,0,0,0,0,0,0,Match Report
2733,Nantes,2025-03-09,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2734,Nantes,2025-03-02,0,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,26,0,0,0,0,0,0,0,0,0,0,0,Match Report
2735,Nantes,2025-02-07,0,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2736,Nantes,2025-01-19,0,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,0,0,0,0,0,0,0,Match Report
