Rk,Team,Date,SoTA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SoTA,Saves,Save%,Match Report
968,Rayo Vallecano,2024-12-22,5,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,5,4,100.0,Match Report
969,Rayo Vallecano,2024-12-18,5,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,5,4,80.0,Match Report
970,Rayo Vallecano,2024-12-07,5,@,Valencia,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,5,5,100.0,Match Report
971,Rayo Vallecano,2024-10-20,5,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,5,4,80.0,Match Report
972,Rayo Vallecano,2024-10-05,5,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,5,4,80.0,Match Report
973,Rayo Vallecano,2024-09-22,5,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,5,4,80.0,Match Report
974,Rayo Vallecano,2024-08-27,5,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,5,3,60.0,Match Report
975,Mainz 05,2025-04-05,5,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,5,4,80.0,Match Report
976,Mainz 05,2025-01-31,5,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,5,3,80.0,Match Report
977,Mainz 05,2024-12-08,5,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,5,1,20.0,Match Report
978,Mainz 05,2024-10-25,5,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,5,4,80.0,Match Report
979,Mainz 05,2024-10-19,5,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,5,3,60.0,Match Report
980,Mainz 05,2024-08-24,5,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,5,4,80.0,Match Report
981,Leicester City,2025-04-07,5,,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,5,2,40.0,Match Report
982,Leicester City,2025-04-02,5,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,5,3,60.0,Match Report
983,Leicester City,2025-03-16,5,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,5,2,40.0,Match Report
984,Leicester City,2025-02-15,5,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,5,3,60.0,Match Report
985,Leicester City,2025-01-04,5,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,5,3,60.0,Match Report
986,Leicester City,2024-12-29,5,,Manchester City,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,5,3,60.0,Match Report
987,Leicester City,2024-10-25,5,,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,5,2,40.0,Match Report
988,Leicester City,2024-09-21,5,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,5,4,80.0,Match Report
989,Leicester City,2024-08-31,5,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,5,3,60.0,Match Report
990,Empoli,2025-03-29,5,@,Como,it Serie A,D 1-1,1,1,0,29,1,0,0,0,5,4,80.0,Match Report
991,Empoli,2025-02-08,5,,Milan,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,5,3,60.0,Match Report
992,Empoli,2024-12-28,5,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,5,3,60.0,Match Report
993,Empoli,2024-10-30,5,,Inter,it Serie A,L 0-3,0,3,-3,23,0,0,0,0,5,2,40.0,Match Report
994,Freiburg,2025-03-02,5,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,5,5,100.0,Match Report
995,Freiburg,2025-02-08,5,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,5,5,100.0,Match Report
996,Freiburg,2024-12-13,5,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,5,3,60.0,Match Report
997,Freiburg,2024-12-08,5,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,5,4,80.0,Match Report
998,Espanyol,2025-04-04,5,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,5,5,100.0,Match Report
999,Espanyol,2024-11-23,5,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,5,1,20.0,Match Report
1000,Espanyol,2024-10-05,5,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,5,4,80.0,Match Report
1001,Espanyol,2024-08-31,5,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,5,4,80.0,Match Report
1002,RB Leipzig,2025-04-05,5,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,5,4,80.0,Match Report
1003,RB Leipzig,2025-02-01,5,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,5,5,100.0,Match Report
1004,RB Leipzig,2024-12-07,5,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,5,5,100.0,Match Report
1005,RB Leipzig,2024-10-26,5,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,5,4,80.0,Match Report
1006,Sevilla,2025-04-06,5,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,5,3,80.0,Match Report
1007,Sevilla,2024-09-29,5,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,5,4,80.0,Match Report
1008,Sevilla,2024-08-16,5,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,5,4,60.0,Match Report
1009,Dortmund,2025-03-15,5,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,5,3,60.0,Match Report
1010,Dortmund,2025-02-01,5,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,5,4,80.0,Match Report
1011,Dortmund,2025-01-17,5,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,5,3,60.0,Match Report
1012,Dortmund,2025-01-10,5,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,5,2,40.0,Match Report
1013,Dortmund,2024-12-22,5,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,5,4,80.0,Match Report
1014,Dortmund,2024-11-30,5,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,5,4,80.0,Match Report
1015,Dortmund,2024-10-05,5,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,67,1,0,0,0,5,3,80.0,Match Report
1016,Dortmund,2024-09-27,5,,Bochum,de Bundesliga,W 4-2,4,2,+2,66,3,1,1,0,5,3,60.0,Match Report
1017,Venezia,2025-02-17,5,@,Genoa,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,5,3,60.0,Match Report
1018,Venezia,2025-02-01,5,@,Udinese,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,5,2,40.0,Match Report
1019,Venezia,2025-01-27,5,,Hellas Verona,it Serie A,D 1-1,1,1,0,50,1,0,0,0,5,4,80.0,Match Report
1020,Venezia,2025-01-04,5,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,5,4,80.0,Match Report
1021,Venezia,2024-10-30,5,,Udinese,it Serie A,W 3-2,3,2,+1,57,1,2,2,0,5,3,60.0,Match Report
1022,Venezia,2024-09-29,5,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,5,3,60.0,Match Report
1023,Venezia,2024-08-30,5,,Torino,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,5,4,80.0,Match Report
1024,Newcastle Utd,2025-02-23,5,,Nott'ham Forest,eng Premier League,W 4-3,4,3,+1,57,3,1,1,0,5,2,40.0,Match Report
1025,Newcastle Utd,2025-01-25,5,@,Southampton,eng Premier League,W 3-1,3,1,+2,47,2,1,1,0,5,4,80.0,Match Report
1026,Newcastle Utd,2024-12-04,5,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,5,2,40.0,Match Report
1027,Newcastle Utd,2024-10-19,5,,Brighton,eng Premier League,L 0-1,0,1,-1,60,0,0,0,0,5,4,80.0,Match Report
1028,Newcastle Utd,2024-09-15,5,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,5,4,80.0,Match Report
1029,Rennes,2025-03-02,5,@,Montpellier,fr Ligue 1,W 4-0,4,0,+4,54,4,0,1,1,5,5,100.0,Match Report
1030,Rennes,2024-08-25,5,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,5,3,40.0,Match Report
1031,Bochum,2025-03-28,5,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,5,2,40.0,Match Report
1032,Bochum,2025-03-08,5,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,5,3,60.0,Match Report
1033,Bochum,2025-01-11,5,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,5,3,60.0,Match Report
1034,Bochum,2024-10-05,5,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,5,1,40.0,Match Report
1035,Bochum,2024-08-31,5,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,5,3,60.0,Match Report
1036,Ipswich Town,2025-01-16,5,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,5,3,60.0,Match Report
1037,Ipswich Town,2024-12-27,5,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,5,4,80.0,Match Report
1038,Ipswich Town,2024-11-30,5,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,5,4,100.0,Match Report
1039,Ipswich Town,2024-11-10,5,@,Tottenham,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,5,4,80.0,Match Report
1040,Ipswich Town,2024-11-02,5,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,5,4,80.0,Match Report
1041,Ipswich Town,2024-08-24,5,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,5,1,40.0,Match Report
1042,Ipswich Town,2024-08-17,5,,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,5,3,60.0,Match Report
1043,Manchester City,2025-01-14,5,@,Brentford,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,5,3,60.0,Match Report
1044,Manchester City,2024-09-14,5,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,5,4,80.0,Match Report
1045,Strasbourg,2025-03-02,5,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,5,5,100.0,Match Report
1046,Strasbourg,2025-01-12,5,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,5,5,80.0,Match Report
1047,Strasbourg,2024-11-24,5,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,5,4,60.0,Match Report
1048,Strasbourg,2024-10-06,5,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,5,3,60.0,Match Report
1049,Strasbourg,2024-08-25,5,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,5,4,80.0,Match Report
1050,Strasbourg,2024-08-18,5,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,5,4,100.0,Match Report
1051,Cagliari,2025-03-02,5,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,5,3,80.0,Match Report
1052,Cagliari,2024-12-28,5,,Inter,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,5,2,60.0,Match Report
1053,Cagliari,2024-10-20,5,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,5,3,60.0,Match Report
1054,Cagliari,2024-09-15,5,,Napoli,it Serie A,L 0-4,0,4,-4,51,0,0,0,0,5,1,20.0,Match Report
1055,Leverkusen,2025-01-10,5,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,5,3,80.0,Match Report
1056,Leverkusen,2024-09-14,5,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,5,4,80.0,Match Report
1057,Lille,2024-12-01,5,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,5,3,60.0,Match Report
1058,Lille,2024-11-10,5,@,Nice,fr Ligue 1,D 2-2,2,2,0,57,2,0,0,0,5,3,60.0,Match Report
1059,Lille,2024-09-13,5,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,70,0,0,0,0,5,4,80.0,Match Report
1060,Brentford,2025-04-06,5,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,5,5,100.0,Match Report
1061,Brentford,2025-03-15,5,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,5,5,80.0,Match Report
1062,Brentford,2025-01-26,5,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,5,4,80.0,Match Report
1063,Brentford,2024-11-23,5,@,Everton,eng Premier League,D 0-0,0,0,0,41,0,0,0,0,5,5,100.0,Match Report
1064,Brentford,2024-10-26,5,,Ipswich Town,eng Premier League,W 4-3,4,3,+1,65,3,1,1,0,5,2,40.0,Match Report
1065,Roma,2025-03-16,5,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,5,5,100.0,Match Report
1066,Chelsea,2025-02-14,5,@,Brighton,eng Premier League,L 0-3,0,3,-3,69,0,0,0,0,5,2,40.0,Match Report
1067,Chelsea,2025-02-03,5,,West Ham,eng Premier League,W 2-1,2,1,+1,68,1,0,0,0,5,4,80.0,Match Report
1068,Chelsea,2024-12-08,5,@,Tottenham,eng Premier League,W 4-3,4,3,+1,61,2,2,2,0,5,2,40.0,Match Report
1069,Chelsea,2024-10-20,5,@,Liverpool,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,5,3,80.0,Match Report
1070,Chelsea,2024-09-28,5,,Brighton,eng Premier League,W 4-2,4,2,+2,41,3,1,1,0,5,3,60.0,Match Report
1071,Chelsea,2024-08-18,5,,Manchester City,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,5,3,60.0,Match Report
1072,Brighton,2025-04-02,5,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,5,2,40.0,Match Report
1073,Brighton,2025-02-25,5,,Bournemouth,eng Premier League,W 2-1,2,1,+1,44,1,1,1,0,5,4,80.0,Match Report
1074,Brighton,2024-12-15,5,,Crystal Palace,eng Premier League,L 1-3,1,3,-2,64,0,0,0,0,5,2,40.0,Match Report
1075,Brighton,2024-11-23,5,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,5,4,80.0,Match Report
1076,Saint-Étienne,2025-04-06,5,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,5,4,80.0,Match Report
1077,Saint-Étienne,2025-01-24,5,@,Auxerre,fr Ligue 1,D 1-1,1,1,0,63,1,0,0,0,5,4,80.0,Match Report
1078,Saint-Étienne,2024-10-19,5,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,5,3,60.0,Match Report
1079,Saint-Étienne,2024-08-24,5,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,5,3,80.0,Match Report
1080,Everton,2025-03-15,5,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,5,4,80.0,Match Report
1081,Everton,2025-01-19,5,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,5,3,60.0,Match Report
1082,Everton,2024-12-26,5,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,5,3,80.0,Match Report
1083,Everton,2024-12-14,5,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,5,5,100.0,Match Report
1084,Everton,2024-12-01,5,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,5,1,20.0,Match Report
1085,Everton,2024-08-17,5,,Brighton,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,5,2,40.0,Match Report
1086,Napoli,2025-02-15,5,@,Lazio,it Serie A,D 2-2,2,2,0,47,1,0,0,0,5,3,60.0,Match Report
1087,Napoli,2024-10-29,5,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,5,5,100.0,Match Report
1088,Napoli,2024-09-15,5,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,5,5,100.0,Match Report
1089,Lyon,2025-03-16,5,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,5,3,80.0,Match Report
1090,Lyon,2025-03-02,5,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,5,4,100.0,Match Report
1091,Lyon,2025-01-26,5,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,5,4,80.0,Match Report
1092,Lyon,2024-10-27,5,,Auxerre,fr Ligue 1,D 2-2,2,2,0,62,1,1,1,0,5,3,60.0,Match Report
1093,Inter,2024-10-27,5,,Juventus,it Serie A,D 4-4,4,4,0,47,2,2,2,0,5,1,20.0,Match Report
1094,Inter,2024-10-05,5,,Torino,it Serie A,W 3-2,3,2,+1,80,3,0,0,0,5,3,80.0,Match Report
1095,Nantes,2025-03-30,5,@,Le Havre,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,5,2,80.0,Match Report
1096,Nantes,2025-03-02,5,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,26,0,0,0,0,5,3,60.0,Match Report
1097,Nantes,2024-10-27,5,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,5,2,40.0,Match Report
1098,Atlético Madrid,2025-04-06,5,@,Sevilla,es La Liga,W 2-1,2,1,+1,56,1,1,1,0,5,4,80.0,Match Report
1099,Atlético Madrid,2024-11-10,5,@,Mallorca,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,5,5,100.0,Match Report
1100,Milan,2025-01-26,5,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,5,3,60.0,Match Report
1101,Milan,2024-12-29,5,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,5,4,80.0,Match Report
1102,Milan,2024-08-24,5,@,Parma,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,5,3,60.0,Match Report
1103,Valencia,2025-03-02,5,@,Osasuna,es La Liga,D 3-3,3,3,0,49,3,0,0,0,5,2,60.0,Match Report
1104,Valencia,2025-01-11,5,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,5,4,80.0,Match Report
1105,Valencia,2025-01-03,5,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,5,3,60.0,Match Report
1106,Valencia,2024-08-23,5,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,5,1,40.0,Match Report
1107,Juventus,2025-01-14,5,@,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,5,4,80.0,Match Report
1108,Juventus,2024-12-22,5,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,5,4,80.0,Match Report
1109,Juventus,2024-10-30,5,,Parma,it Serie A,D 2-2,2,2,0,61,2,0,0,0,5,3,60.0,Match Report
1110,Paris S-G,2025-01-18,5,@,Lens,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,5,4,80.0,Match Report
1111,Paris S-G,2024-12-18,5,@,Monaco,fr Ligue 1,W 4-2,4,2,+2,60,4,0,0,0,5,3,80.0,Match Report
1112,Paris S-G,2024-09-27,5,,Rennes,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,5,4,100.0,Match Report
1113,Real Sociedad,2025-04-06,5,@,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,5,4,80.0,Match Report
1114,Real Sociedad,2025-03-29,5,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,5,4,80.0,Match Report
1115,Real Sociedad,2025-03-16,5,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,45,2,0,0,0,5,3,60.0,Match Report
1116,Real Sociedad,2025-01-13,5,,Villarreal,es La Liga,W 1-0,1,0,+1,56,1,0,0,0,5,5,100.0,Match Report
1117,Real Sociedad,2024-08-28,5,,Alavés,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,5,3,80.0,Match Report
1118,Nott'ham Forest,2025-04-01,5,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,5,5,100.0,Match Report
1119,Nott'ham Forest,2025-02-23,5,@,Newcastle Utd,eng Premier League,L 3-4,3,4,-1,43,3,0,0,0,5,1,40.0,Match Report
1120,Nott'ham Forest,2025-02-01,5,,Brighton,eng Premier League,W 7-0,7,0,+7,38,5,1,1,0,5,5,100.0,Match Report
1121,Nott'ham Forest,2025-01-06,5,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,5,5,100.0,Match Report
1122,Nott'ham Forest,2024-09-14,5,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,5,5,100.0,Match Report
1123,Parma,2025-01-26,5,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,5,2,60.0,Match Report
1124,Parma,2024-12-06,5,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,5,2,40.0,Match Report
1125,Parma,2024-08-24,5,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,5,4,80.0,Match Report
1126,Eint Frankfurt,2025-01-14,5,,Freiburg,de Bundesliga,W 4-1,4,1,+3,64,4,0,0,0,5,4,80.0,Match Report
1127,Eint Frankfurt,2024-09-29,5,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,5,3,80.0,Match Report
1128,Eint Frankfurt,2024-08-24,5,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,5,3,60.0,Match Report
1129,Celta Vigo,2025-02-08,5,,Betis,es La Liga,W 3-2,3,2,+1,55,3,0,0,0,5,3,60.0,Match Report
1130,Celta Vigo,2025-02-02,5,@,Valencia,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,5,3,60.0,Match Report
1131,Celta Vigo,2025-01-10,5,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,50,1,0,0,0,5,3,60.0,Match Report
1132,Celta Vigo,2024-11-30,5,@,Espanyol,es La Liga,L 1-3,1,3,-2,78,0,1,1,0,5,2,40.0,Match Report
1133,Celta Vigo,2024-10-05,5,@,Las Palmas,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,5,5,100.0,Match Report
1134,Celta Vigo,2024-09-22,5,@,Athletic Club,es La Liga,L 1-3,1,3,-2,67,0,1,1,0,5,2,40.0,Match Report
1135,Brest,2024-08-17,5,,Marseille,fr Ligue 1,L 1-5,1,5,-4,50,1,0,1,1,5,0,40.0,Match Report
1136,Betis,2025-04-05,5,@,Barcelona,es La Liga,D 1-1,1,1,0,27,1,0,0,0,5,4,80.0,Match Report
1137,Betis,2025-01-18,5,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,5,2,60.0,Match Report
1138,Betis,2024-11-23,5,@,Valencia,es La Liga,L 2-4,2,4,-2,52,1,0,0,0,5,1,20.0,Match Report
1139,Betis,2024-10-06,5,@,Sevilla,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,5,4,100.0,Match Report
1140,Betis,2024-09-18,5,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,5,4,80.0,Match Report
1141,Lens,2025-03-30,5,@,Lille,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,5,4,80.0,Match Report
1142,Lens,2025-03-15,5,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,5,5,100.0,Match Report
1143,Lens,2024-10-06,5,@,Strasbourg,fr Ligue 1,D 2-2,2,2,0,63,2,0,0,0,5,3,80.0,Match Report
1144,Monaco,2025-04-05,5,@,Brest,fr Ligue 1,L 1-2,1,2,-1,59,0,1,1,0,5,3,60.0,Match Report
1145,Monaco,2025-02-28,5,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,5,5,100.0,Match Report
1146,Monaco,2025-01-25,5,,Rennes,fr Ligue 1,W 3-2,3,2,+1,52,3,0,0,0,5,3,60.0,Match Report
1147,Fulham,2025-02-25,5,@,Wolves,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,5,4,80.0,Match Report
1148,Fulham,2025-02-22,5,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,62,0,0,0,0,5,4,60.0,Match Report
1149,Fulham,2024-11-23,5,,Wolves,eng Premier League,L 1-4,1,4,-3,59,1,0,0,0,5,1,20.0,Match Report
1150,Fulham,2024-10-26,5,@,Everton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,5,4,80.0,Match Report
1151,Fulham,2024-10-19,5,,Aston Villa,eng Premier League,L 1-3,1,3,-2,52,1,0,1,1,5,3,40.0,Match Report
1152,Fulham,2024-09-21,5,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,5,4,80.0,Match Report
1153,Fulham,2024-08-16,5,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,5,4,80.0,Match Report
1154,Lecce,2025-02-21,5,,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,5,4,100.0,Match Report
1155,Lecce,2025-01-26,5,,Inter,it Serie A,L 0-4,0,4,-4,49,0,0,0,0,5,1,40.0,Match Report
1156,Lecce,2025-01-11,5,@,Empoli,it Serie A,W 3-1,3,1,+2,50,3,0,0,0,5,4,80.0,Match Report
1157,Las Palmas,2025-02-08,4,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,4,2,50.0,Match Report
1158,Las Palmas,2025-02-03,4,@,Girona,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,4,1,50.0,Match Report
1159,Las Palmas,2025-01-24,4,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,4,3,75.0,Match Report
1160,Las Palmas,2024-12-15,4,@,Real Sociedad,es La Liga,D 0-0,0,0,0,39,0,0,0,0,4,4,100.0,Match Report
1161,Las Palmas,2024-09-21,4,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,4,2,75.0,Match Report
1162,Las Palmas,2024-09-15,4,,Athletic Club,es La Liga,L 2-3,2,3,-1,64,2,0,0,0,4,1,25.0,Match Report
1163,Hoffenheim,2025-03-29,4,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,4,3,75.0,Match Report
1164,Hoffenheim,2024-12-08,4,,Freiburg,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,4,3,75.0,Match Report
1165,Hoffenheim,2024-11-10,4,@,Augsburg,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,4,4,100.0,Match Report
1166,Hoffenheim,2024-10-19,4,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,4,2,75.0,Match Report
1167,Osasuna,2024-09-01,4,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,4,3,50.0,Match Report
1168,Osasuna,2024-08-17,4,,Leganés,es La Liga,D 1-1,1,1,0,61,0,0,0,0,4,3,75.0,Match Report
1169,Udinese,2025-02-16,4,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,4,4,100.0,Match Report
1170,Udinese,2025-02-09,4,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,4,3,75.0,Match Report
