Rk,Team,Date,Off,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Off,PKwon,PKcon,OG,Recov,Match Report
983,Lazio,2024-11-24,2,,Bologna,it Serie A,W 3-0,3,0,+3,70,3,0,0,0,2,0,0,0,43,Match Report
984,Lazio,2024-10-31,2,@,Como,it Serie A,W 5-1,5,1,+4,49,4,1,1,0,2,0,0,0,36,Match Report
985,Lazio,2024-08-24,2,@,Udinese,it Serie A,L 1-2,1,2,-1,66,1,0,0,0,2,0,0,0,36,Match Report
986,Getafe,2025-04-06,2,@,Valladolid,es La Liga,W 4-0,4,0,+4,49,4,0,0,0,2,0,0,0,40,Match Report
987,Getafe,2025-03-30,2,,Villarreal,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,2,0,0,0,42,Match Report
988,Getafe,2025-03-16,2,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,2,0,1,0,40,Match Report
989,Getafe,2025-03-09,2,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,2,0,1,0,40,Match Report
990,Getafe,2025-02-23,2,,Betis,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,2,0,1,0,41,Match Report
991,Getafe,2025-02-09,2,@,Alavés,es La Liga,W 1-0,1,0,+1,35,0,1,1,0,2,1,0,0,37,Match Report
992,Getafe,2025-01-26,2,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,2,0,0,0,41,Match Report
993,Getafe,2025-01-18,2,,Barcelona,es La Liga,D 1-1,1,1,0,23,1,0,0,0,2,0,0,0,30,Match Report
994,Getafe,2024-11-10,2,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,2,0,0,0,34,Match Report
995,Getafe,2024-11-04,2,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,2,0,0,0,50,Match Report
996,Getafe,2024-09-18,2,@,Betis,es La Liga,L 1-2,1,2,-1,35,1,0,0,0,2,0,1,0,41,Match Report
997,Getafe,2024-09-14,2,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,2,0,0,0,33,Match Report
998,Getafe,2024-09-01,2,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,2,0,0,0,43,Match Report
999,Union Berlin,2025-02-08,2,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,2,0,0,0,51,Match Report
1000,Union Berlin,2025-02-01,2,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,2,0,0,0,47,Match Report
1001,Union Berlin,2025-01-15,2,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,2,0,0,0,51,Match Report
1002,Union Berlin,2024-12-21,2,@,Werder Bremen,de Bundesliga,L 1-4,1,4,-3,46,1,0,0,0,2,0,0,0,53,Match Report
1003,Union Berlin,2024-11-23,2,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,2,0,0,0,41,Match Report
1004,Union Berlin,2024-08-30,2,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,2,0,0,0,36,Match Report
1005,West Ham,2025-02-22,2,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,2,0,0,0,34,Match Report
1006,West Ham,2025-02-15,2,,Brentford,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,2,0,0,0,38,Match Report
1007,West Ham,2025-01-04,2,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,2,0,0,1,41,Match Report
1008,West Ham,2024-12-03,2,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,2,0,0,0,58,Match Report
1009,West Ham,2024-09-28,2,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,2,0,0,0,50,Match Report
1010,West Ham,2024-09-21,2,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,2,0,0,0,46,Match Report
1011,West Ham,2024-09-14,2,@,Fulham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,2,0,0,0,40,Match Report
1012,West Ham,2024-08-24,2,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,2,0,0,0,52,Match Report
1013,Leganés,2025-02-09,2,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,2,0,0,0,41,Match Report
1014,Leganés,2025-01-31,2,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,2,1,0,0,49,Match Report
1015,Leganés,2025-01-18,2,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,2,0,1,0,26,Match Report
1016,Leganés,2024-12-22,2,,Villarreal,es La Liga,L 2-5,2,5,-3,36,1,1,1,0,2,1,2,0,39,Match Report
1017,Leganés,2024-11-30,2,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,2,0,0,0,30,Match Report
1018,Leganés,2024-11-24,2,,Real Madrid,es La Liga,L 0-3,0,3,-3,33,0,0,0,0,2,0,0,0,42,Match Report
1019,Leganés,2024-10-27,2,,Celta Vigo,es La Liga,W 3-0,3,0,+3,39,3,0,0,0,2,0,0,0,55,Match Report
1020,Leganés,2024-09-28,2,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,2,0,0,0,51,Match Report
1021,Leganés,2024-08-28,2,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,2,0,0,0,31,Match Report
1022,Leganés,2024-08-17,2,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,2,0,0,1,35,Match Report
1023,Reims,2025-03-09,2,,Auxerre,fr Ligue 1,L 0-2,0,2,-2,57,0,0,0,0,2,0,0,0,43,Match Report
1024,Reims,2025-02-28,2,@,Monaco,fr Ligue 1,L 0-3,0,3,-3,44,0,0,0,0,2,0,0,0,42,Match Report
1025,Reims,2025-02-16,2,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,2,1,0,0,50,Match Report
1026,Reims,2024-12-08,2,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,2,0,0,0,49,Match Report
1027,Reims,2024-11-10,2,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,2,0,0,0,34,Match Report
1028,Reims,2024-10-20,2,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,2,0,1,0,39,Match Report
1029,Reims,2024-09-15,2,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,2,0,0,0,38,Match Report
1030,Liverpool,2025-04-02,2,,Everton,eng Premier League,W 1-0,1,0,+1,73,1,0,0,0,2,0,0,0,36,Match Report
1031,Liverpool,2025-02-19,2,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,2,0,0,0,34,Match Report
1032,Liverpool,2025-02-12,2,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,2,0,0,0,35,Match Report
1033,Liverpool,2024-12-14,2,,Fulham,eng Premier League,D 2-2,2,2,0,61,2,0,0,0,2,0,0,0,39,Match Report
1034,Liverpool,2024-09-28,2,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,2,1,0,0,45,Match Report
1035,Liverpool,2024-09-01,2,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,2,0,0,0,53,Match Report
1036,Aston Villa,2025-02-15,2,,Ipswich Town,eng Premier League,D 1-1,1,1,0,75,1,0,0,0,2,0,0,0,45,Match Report
1037,Aston Villa,2025-01-26,2,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,2,0,0,0,46,Match Report
1038,Aston Villa,2025-01-18,2,@,Arsenal,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,2,0,0,0,30,Match Report
1039,Aston Villa,2024-12-30,2,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,2,1,0,0,46,Match Report
1040,Aston Villa,2024-12-14,2,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,2,0,0,0,36,Match Report
1041,Aston Villa,2024-10-19,2,@,Fulham,eng Premier League,W 3-1,3,1,+2,48,2,0,0,0,2,0,1,0,33,Match Report
1042,Wolves,2025-01-20,2,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,2,0,0,0,39,Match Report
1043,Wolves,2024-12-14,2,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,2,0,0,1,57,Match Report
1044,Wolves,2024-11-30,2,,Bournemouth,eng Premier League,L 2-4,2,4,-2,60,2,0,0,0,2,0,3,0,53,Match Report
1045,Wolves,2024-10-20,2,,Manchester City,eng Premier League,L 1-2,1,2,-1,23,1,0,0,0,2,0,0,0,31,Match Report
1046,Alavés,2024-12-22,2,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,2,1,1,0,43,Match Report
1047,Alavés,2024-12-15,2,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,2,0,0,0,52,Match Report
1048,Alavés,2024-11-23,2,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,2,0,1,0,30,Match Report
1049,Alavés,2024-09-28,2,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,2,0,1,0,36,Match Report
1050,Girona,2025-03-30,2,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,2,0,0,1,36,Match Report
1051,Girona,2025-03-15,2,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,2,0,0,0,45,Match Report
1052,Girona,2025-02-23,2,@,Real Madrid,es La Liga,L 0-2,0,2,-2,37,0,0,0,0,2,0,0,0,26,Match Report
1053,Girona,2025-02-14,2,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,2,0,0,0,39,Match Report
1054,Girona,2025-02-08,2,@,Athletic Club,es La Liga,L 0-3,0,3,-3,55,0,0,0,0,2,0,1,0,39,Match Report
1055,Girona,2024-12-01,2,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,2,0,0,0,47,Match Report
1056,Girona,2024-09-25,2,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,2,0,0,0,35,Match Report
1057,Girona,2024-09-21,2,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,2,0,0,0,36,Match Report
1058,Girona,2024-08-25,2,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,2,0,0,0,39,Match Report
1059,Atalanta,2025-03-30,2,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,2,0,0,0,50,Match Report
1060,Atalanta,2025-01-14,2,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,2,0,0,0,50,Match Report
1061,Atalanta,2025-01-11,2,@,Udinese,it Serie A,D 0-0,0,0,0,54,0,0,0,0,2,0,0,0,44,Match Report
1062,Atalanta,2024-11-10,2,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,2,0,0,0,36,Match Report
1063,Atalanta,2024-10-20,2,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,2,0,0,0,51,Match Report
1064,Atalanta,2024-09-15,2,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,2,0,0,0,38,Match Report
1065,Rayo Vallecano,2025-03-16,2,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,2,0,0,0,61,Match Report
1066,Rayo Vallecano,2025-01-19,2,@,Osasuna,es La Liga,D 1-1,1,1,0,48,1,0,0,0,2,0,0,0,41,Match Report
1067,Rayo Vallecano,2024-10-26,2,,Alavés,es La Liga,W 1-0,1,0,+1,51,0,0,0,0,2,0,0,0,45,Match Report
1068,Rayo Vallecano,2024-10-05,2,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,2,0,0,0,48,Match Report
1069,Rayo Vallecano,2024-09-28,2,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,2,0,0,0,51,Match Report
1070,Rayo Vallecano,2024-08-31,2,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,2,0,0,0,42,Match Report
1071,Mainz 05,2025-03-30,2,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,2,0,0,0,52,Match Report
1072,Mainz 05,2025-03-07,2,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,2,0,0,0,48,Match Report
1073,Mainz 05,2025-02-16,2,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,2,0,0,0,51,Match Report
1074,Mainz 05,2025-01-14,2,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,2,0,0,0,52,Match Report
1075,Mainz 05,2024-11-24,2,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,2,0,0,0,48,Match Report
1076,Mainz 05,2024-11-03,2,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,2,0,0,0,47,Match Report
1077,Mainz 05,2024-10-25,2,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,2,0,0,0,58,Match Report
1078,Mainz 05,2024-10-19,2,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,2,0,0,0,55,Match Report
1079,Mainz 05,2024-09-20,2,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,2,0,0,0,17,Match Report
1080,Mainz 05,2024-08-31,2,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,2,1,0,0,31,Match Report
1081,Leicester City,2025-03-09,2,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,2,0,1,0,36,Match Report
1082,Leicester City,2025-01-26,2,@,Tottenham,eng Premier League,W 2-1,2,1,+1,39,2,0,0,0,2,0,0,0,53,Match Report
1083,Leicester City,2025-01-18,2,,Fulham,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,2,0,0,0,39,Match Report
1084,Leicester City,2024-12-26,2,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,2,0,0,0,30,Match Report
1085,Leicester City,2024-12-14,2,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,2,0,0,0,32,Match Report
1086,Leicester City,2024-11-10,2,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,2,0,0,1,50,Match Report
1087,Leicester City,2024-10-19,2,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,2,1,0,0,37,Match Report
1088,Leicester City,2024-10-05,2,,Bournemouth,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,2,0,0,0,46,Match Report
1089,Leicester City,2024-09-21,2,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,2,0,0,0,41,Match Report
1090,Leicester City,2024-08-19,2,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,2,0,0,0,37,Match Report
1091,Empoli,2025-03-29,2,@,Como,it Serie A,D 1-1,1,1,0,29,1,0,0,0,2,0,0,0,36,Match Report
1092,Empoli,2025-03-15,2,@,Torino,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,2,0,0,0,41,Match Report
1093,Empoli,2025-01-25,2,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,2,0,0,0,44,Match Report
1094,Empoli,2025-01-11,2,,Lecce,it Serie A,L 1-3,1,3,-2,50,1,0,0,0,2,0,0,0,53,Match Report
1095,Empoli,2024-12-28,2,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,2,1,0,0,38,Match Report
1096,Empoli,2024-10-27,2,@,Parma,it Serie A,D 1-1,1,1,0,40,0,0,0,0,2,0,1,0,39,Match Report
1097,Empoli,2024-09-20,2,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,2,0,0,0,36,Match Report
1098,Freiburg,2025-01-18,2,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,2,0,1,0,35,Match Report
1099,Freiburg,2024-12-13,2,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,2,0,0,0,49,Match Report
1100,Freiburg,2024-12-08,2,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,2,0,0,0,56,Match Report
1101,Freiburg,2024-11-03,2,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,2,0,0,0,39,Match Report
1102,Espanyol,2025-01-11,2,,Leganés,es La Liga,D 1-1,1,1,0,53,1,0,0,0,2,0,0,0,40,Match Report
1103,Espanyol,2024-12-22,2,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,2,0,0,0,33,Match Report
1104,Espanyol,2024-11-30,2,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,2,0,1,0,44,Match Report
1105,RB Leipzig,2025-04-05,2,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,2,0,0,0,45,Match Report
1106,RB Leipzig,2025-02-23,2,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,2,1,1,0,34,Match Report
1107,RB Leipzig,2025-02-14,2,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,2,0,0,0,38,Match Report
1108,RB Leipzig,2025-02-09,2,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,2,0,0,0,43,Match Report
1109,RB Leipzig,2025-01-25,2,,Leverkusen,de Bundesliga,D 2-2,2,2,0,65,1,0,0,0,2,0,0,0,44,Match Report
1110,RB Leipzig,2024-12-07,2,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,2,1,0,0,48,Match Report
1111,RB Leipzig,2024-11-09,2,,Gladbach,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,2,0,0,0,50,Match Report
1112,RB Leipzig,2024-11-02,2,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,2,0,0,0,62,Match Report
1113,RB Leipzig,2024-10-06,2,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,2,0,0,0,50,Match Report
1114,Sevilla,2025-02-01,2,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,2,0,0,0,34,Match Report
1115,Sevilla,2024-10-06,2,,Betis,es La Liga,W 1-0,1,0,+1,51,0,1,1,0,2,0,0,0,35,Match Report
1116,Sevilla,2024-09-24,2,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,2,0,0,0,36,Match Report
1117,Sevilla,2024-09-20,2,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,2,0,0,0,35,Match Report
1118,Sevilla,2024-08-16,2,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,2,0,0,1,44,Match Report
1119,Dortmund,2025-03-30,2,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,2,0,0,0,52,Match Report
1120,Dortmund,2025-03-01,2,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,2,0,0,0,43,Match Report
1121,Dortmund,2025-01-14,2,@,Holstein Kiel,de Bundesliga,L 2-4,2,4,-2,75,2,0,0,0,2,0,0,0,35,Match Report
1122,Dortmund,2025-01-10,2,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,2,1,0,0,47,Match Report
1123,Dortmund,2024-11-02,2,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,2,0,0,0,57,Match Report
1124,Dortmund,2024-09-27,2,,Bochum,de Bundesliga,W 4-2,4,2,+2,66,3,1,1,0,2,1,0,0,49,Match Report
1125,Dortmund,2024-09-22,2,@,Stuttgart,de Bundesliga,L 1-5,1,5,-4,48,1,0,0,0,2,0,0,0,39,Match Report
1126,Venezia,2025-01-12,2,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,2,0,0,0,41,Match Report
1127,Venezia,2025-01-04,2,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,2,0,0,0,51,Match Report
1128,Venezia,2024-12-08,2,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,2,0,0,1,47,Match Report
1129,Venezia,2024-11-25,2,,Lecce,it Serie A,L 0-1,0,1,-1,61,0,0,0,0,2,0,0,0,51,Match Report
1130,Venezia,2024-10-20,2,,Atalanta,it Serie A,L 0-2,0,2,-2,43,0,0,0,0,2,0,0,0,42,Match Report
1131,Venezia,2024-09-14,2,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,2,0,2,0,36,Match Report
1132,Venezia,2024-08-25,2,@,Fiorentina,it Serie A,D 0-0,0,0,0,46,0,0,0,0,2,0,0,0,28,Match Report
1133,Newcastle Utd,2025-04-07,2,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,2,0,0,0,49,Match Report
1134,Newcastle Utd,2025-04-02,2,,Brentford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,2,0,1,0,43,Match Report
1135,Newcastle Utd,2024-12-07,2,@,Brentford,eng Premier League,L 2-4,2,4,-2,57,2,0,0,0,2,0,0,0,43,Match Report
1136,Newcastle Utd,2024-11-30,2,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,2,0,0,0,42,Match Report
1137,Newcastle Utd,2024-09-15,2,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,2,0,0,0,33,Match Report
1138,Newcastle Utd,2024-09-01,2,,Tottenham,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,2,0,0,1,40,Match Report
1139,Rennes,2025-04-06,2,,Auxerre,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,2,0,0,0,35,Match Report
1140,Rennes,2025-02-16,2,,Lille,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,2,0,1,0,35,Match Report
1141,Rennes,2024-11-30,2,,Saint-Étienne,fr Ligue 1,W 5-0,5,0,+5,71,3,2,2,0,2,1,0,0,47,Match Report
1142,Rennes,2024-11-10,2,,Toulouse,fr Ligue 1,L 0-2,0,2,-2,67,0,0,0,0,2,0,0,1,45,Match Report
1143,Rennes,2024-11-03,2,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,2,0,1,0,38,Match Report
1144,Rennes,2024-10-19,2,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,2,0,1,0,40,Match Report
1145,Rennes,2024-09-01,2,@,Reims,fr Ligue 1,L 1-2,1,2,-1,47,1,0,0,0,2,0,0,0,35,Match Report
1146,Bochum,2025-04-05,2,,Stuttgart,de Bundesliga,L 0-4,0,4,-4,54,0,0,0,0,2,0,0,0,49,Match Report
1147,Bochum,2025-03-28,2,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,2,0,0,0,41,Match Report
1148,Bochum,2024-12-22,2,,Heidenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,2,0,0,0,50,Match Report
1149,Bochum,2024-09-14,2,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,2,0,0,0,39,Match Report
1150,Bochum,2024-08-24,2,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,2,0,0,0,38,Match Report
1151,Ipswich Town,2025-02-26,2,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,2,0,0,1,39,Match Report
1152,Ipswich Town,2025-02-22,2,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,2,0,0,0,44,Match Report
1153,Ipswich Town,2024-12-27,2,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,2,0,0,0,37,Match Report
1154,Ipswich Town,2024-09-29,2,,Aston Villa,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,2,0,0,0,44,Match Report
1155,Manchester City,2025-04-06,2,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,2,0,0,0,37,Match Report
1156,Manchester City,2025-04-02,2,,Leicester City,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,2,0,0,0,36,Match Report
1157,Manchester City,2025-02-26,2,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,2,0,0,0,35,Match Report
1158,Manchester City,2025-02-23,2,,Liverpool,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,2,0,0,0,49,Match Report
1159,Manchester City,2024-12-29,2,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,2,0,0,0,28,Match Report
1160,Manchester City,2024-12-26,2,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,2,1,0,0,37,Match Report
1161,Manchester City,2024-12-07,2,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,68,2,0,0,0,2,0,0,0,43,Match Report
1162,Manchester City,2024-11-23,2,,Tottenham,eng Premier League,L 0-4,0,4,-4,58,0,0,0,0,2,0,0,0,44,Match Report
1163,Strasbourg,2025-03-02,2,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,2,0,0,0,42,Match Report
1164,Strasbourg,2025-02-23,2,,Brest,fr Ligue 1,D 0-0,0,0,0,57,0,0,0,0,2,0,0,0,38,Match Report
1165,Strasbourg,2025-02-09,2,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,2,0,0,0,47,Match Report
1166,Strasbourg,2025-01-12,2,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,2,0,0,1,43,Match Report
1167,Strasbourg,2024-10-06,2,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,2,1,0,0,32,Match Report
1168,Strasbourg,2024-09-21,2,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,2,0,1,0,40,Match Report
1169,Strasbourg,2024-08-30,2,@,Lyon,fr Ligue 1,L 3-4,3,4,-1,52,3,0,0,0,2,0,0,0,35,Match Report
1170,Cagliari,2025-01-19,2,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,2,0,0,0,45,Match Report
1171,Cagliari,2025-01-05,2,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,2,0,1,0,52,Match Report
1172,Cagliari,2024-11-29,2,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,2,0,0,0,42,Match Report
1173,Cagliari,2024-09-15,2,,Napoli,it Serie A,L 0-4,0,4,-4,51,0,0,0,0,2,0,0,0,55,Match Report
1174,Leverkusen,2025-03-08,2,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,72,0,0,0,0,2,0,0,0,38,Match Report
1175,Leverkusen,2025-02-15,2,,Bayern Munich,de Bundesliga,D 0-0,0,0,0,57,0,0,0,0,2,0,0,0,49,Match Report
1176,Leverkusen,2025-01-25,2,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,2,0,0,1,35,Match Report
1177,Leverkusen,2024-12-14,2,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,2,0,0,0,43,Match Report
1178,Leverkusen,2024-10-19,2,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,2,1,1,0,45,Match Report
1179,Lille,2025-03-30,2,,Lens,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,2,0,0,0,45,Match Report
