Rk,Team,Date,Cmp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
951,Southampton,2024-09-21,439,,Ipswich Town,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,439,517,84.9,8,25,7,0,25,7273,2115,213,235,90.6,195,217,89.9,26,50,52.0,Match Report
952,Southampton,2024-09-14,439,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,44,0,0,1,1,439,505,86.9,4,27,3,0,22,6902,2174,207,227,91.2,193,212,91.0,21,41,51.2,Match Report
953,Brighton,2024-11-29,439,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,439,511,85.9,16,31,16,7,52,7411,2296,214,227,94.3,180,203,88.7,36,59,61.0,Match Report
954,Celta Vigo,2025-03-01,439,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,439,510,86.1,8,27,6,1,26,8065,2619,169,182,92.9,230,249,92.4,38,66,57.6,Match Report
955,Betis,2024-11-03,439,@,Athletic Club,es La Liga,D 1-1,1,1,0,50,1,0,0,0,439,536,81.9,3,20,2,1,27,8065,2624,179,208,86.1,203,230,88.3,44,76,57.9,Match Report
956,Las Palmas,2025-02-03,438,@,Girona,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,438,532,82.3,9,36,6,2,27,7810,2262,184,200,92.0,216,239,90.4,33,71,46.5,Match Report
957,Monza,2025-02-16,438,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,438,539,81.3,6,29,3,1,42,7827,2641,193,211,91.5,183,214,85.5,51,87,58.6,Match Report
958,Wolfsburg,2024-09-14,438,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,438,562,77.9,12,36,8,3,36,7269,2472,212,239,88.7,178,215,82.8,30,68,44.1,Match Report
959,Atlético Madrid,2025-03-01,438,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,438,537,81.6,9,24,9,7,37,7394,2581,214,244,87.7,170,195,87.2,43,72,59.7,Match Report
960,Valladolid,2024-11-30,437,,Atlético Madrid,es La Liga,L 0-5,0,5,-5,45,0,0,0,0,437,521,83.9,8,25,4,3,31,7820,2365,177,198,89.4,222,240,92.5,34,67,50.7,Match Report
961,Montpellier,2025-01-12,437,,Angers,fr Ligue 1,L 1-3,1,3,-2,58,0,1,1,0,437,559,78.2,4,42,5,2,44,8124,2578,172,207,83.1,186,217,85.7,60,95,63.2,Match Report
962,Angers,2024-11-24,437,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,437,537,81.4,8,25,5,2,30,8107,3059,181,212,85.4,218,245,89.0,36,71,50.7,Match Report
963,Sevilla,2024-12-08,437,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,437,538,81.2,4,25,2,0,23,7733,2612,200,221,90.5,207,229,90.4,27,72,37.5,Match Report
964,Roma,2025-02-02,437,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,437,526,83.1,5,35,6,1,43,7020,2331,211,228,92.5,186,215,86.5,25,57,43.9,Match Report
965,Milan,2024-11-30,437,,Empoli,it Serie A,W 3-0,3,0,+3,55,3,0,0,0,437,503,86.9,14,29,11,1,42,7747,2659,181,198,91.4,198,215,92.1,43,68,63.2,Match Report
966,Parma,2025-03-31,437,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,437,524,83.4,8,24,9,0,35,7924,2512,184,201,91.5,192,213,90.1,50,82,61.0,Match Report
967,Lens,2024-08-18,437,@,Angers,fr Ligue 1,W 1-0,1,0,+1,58,1,0,0,0,437,548,79.7,9,31,6,4,37,6679,2542,242,274,88.3,143,175,81.7,34,62,54.8,Match Report
968,Fulham,2025-01-26,437,,Manchester Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,437,538,81.2,7,37,4,2,34,7185,2260,216,242,89.3,163,181,90.1,38,74,51.4,Match Report
969,Las Palmas,2024-11-23,436,,Mallorca,es La Liga,L 2-3,2,3,-1,61,1,1,1,0,436,535,81.5,7,39,10,5,41,7661,2412,190,212,89.6,189,229,82.5,44,72,61.1,Match Report
970,Villarreal,2025-02-01,436,,Valladolid,es La Liga,W 5-1,5,1,+4,53,5,0,0,0,436,514,84.8,15,42,15,1,57,7713,2704,174,192,90.6,220,247,89.1,33,49,67.3,Match Report
971,Villarreal,2024-08-19,436,,Atlético Madrid,es La Liga,D 2-2,2,2,0,44,1,0,0,0,436,505,86.3,5,38,10,1,46,8291,2423,154,171,90.1,231,246,93.9,47,71,66.2,Match Report
972,Lazio,2024-12-16,436,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,436,520,83.8,6,44,6,2,37,7416,2087,218,237,92.0,170,191,89.0,38,66,57.6,Match Report
973,Atalanta,2024-10-20,436,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,436,540,80.7,14,34,11,2,50,8241,2923,178,201,88.6,201,232,86.6,50,89,56.2,Match Report
974,Inter,2024-11-03,436,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,436,528,82.6,12,34,12,4,44,7325,2723,214,243,88.1,175,205,85.4,40,58,69.0,Match Report
975,Parma,2025-01-19,436,,Venezia,it Serie A,D 1-1,1,1,0,59,0,1,1,0,436,529,82.4,9,28,9,3,41,7244,2424,202,233,86.7,185,206,89.8,34,63,54.0,Match Report
976,Manchester Utd,2024-10-19,435,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,435,530,82.1,20,41,11,3,46,7200,2753,227,250,90.8,160,180,88.9,36,73,49.3,Match Report
977,Como,2025-01-10,435,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,435,520,83.7,16,46,10,3,43,7705,2569,178,203,87.7,213,235,90.6,33,54,61.1,Match Report
978,Girona,2024-12-07,435,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,435,501,86.8,6,35,7,0,43,7630,2336,192,206,93.2,201,217,92.6,38,58,65.5,Match Report
979,Brentford,2024-10-19,435,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,435,522,83.3,6,35,4,2,32,7301,2487,218,239,91.2,172,202,85.1,34,59,57.6,Match Report
980,Brighton,2024-08-24,435,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,435,514,84.6,12,34,10,2,46,7745,2737,195,219,89.0,188,210,89.5,40,60,66.7,Match Report
981,Real Sociedad,2025-03-29,435,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,435,514,84.6,10,34,10,3,46,7421,2383,214,230,93.0,171,192,89.1,43,70,61.4,Match Report
982,Monaco,2025-02-01,435,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,435,538,80.9,9,36,11,1,54,7340,2780,202,224,90.2,195,226,86.3,28,50,56.0,Match Report
983,Montpellier,2024-10-27,434,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,434,524,82.8,6,30,2,1,33,7440,2219,188,203,92.6,178,209,85.2,44,77,57.1,Match Report
984,Athletic Club,2025-03-01,434,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,434,530,81.9,11,42,11,6,47,7817,2815,180,207,87.0,204,223,91.5,39,78,50.0,Match Report
985,Athletic Club,2024-11-03,434,,Betis,es La Liga,D 1-1,1,1,0,50,1,0,0,0,434,529,82.0,13,31,12,4,45,8663,2820,144,168,85.7,241,265,90.9,48,83,57.8,Match Report
986,Toulouse,2024-08-18,434,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,434,538,80.7,9,37,8,2,54,7700,2697,193,218,88.5,195,223,87.4,40,77,51.9,Match Report
987,Mainz 05,2024-12-08,434,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,434,558,77.8,10,40,8,2,39,7958,2810,195,221,88.2,182,220,82.7,51,83,61.4,Match Report
988,RB Leipzig,2025-03-01,434,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,434,566,76.7,10,31,12,2,41,7220,3075,204,242,84.3,193,227,85.0,29,64,45.3,Match Report
989,Newcastle Utd,2024-09-15,434,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,434,505,85.9,13,44,8,1,47,7391,2621,208,229,90.8,194,216,89.8,29,48,60.4,Match Report
990,Strasbourg,2024-10-27,434,,Nantes,fr Ligue 1,W 3-1,3,1,+2,50,3,0,0,0,434,526,82.5,8,10,9,1,33,7201,2498,202,225,89.8,187,209,89.5,29,59,49.2,Match Report
991,Milan,2025-02-08,434,@,Empoli,it Serie A,W 2-0,2,0,+2,61,2,0,0,0,434,512,84.8,13,34,11,0,49,7572,2684,183,198,92.4,199,222,89.6,38,64,59.4,Match Report
992,Brest,2025-01-26,434,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,434,526,82.5,9,33,10,2,43,7343,2309,212,231,91.8,185,206,89.8,31,69,44.9,Match Report
993,Monaco,2025-04-05,434,@,Brest,fr Ligue 1,L 1-2,1,2,-1,59,0,1,1,0,434,542,80.1,8,44,7,0,54,7882,2599,177,202,87.6,221,252,87.7,33,69,47.8,Match Report
994,Gladbach,2025-01-25,433,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,433,532,81.4,12,22,4,1,34,7195,2622,208,237,87.8,171,193,88.6,38,65,58.5,Match Report
995,Wolfsburg,2025-03-08,433,,St. Pauli,de Bundesliga,D 1-1,1,1,0,57,0,1,1,0,433,528,82.0,13,46,6,1,53,9139,3228,144,163,88.3,213,239,89.1,74,111,66.7,Match Report
996,Betis,2025-01-11,433,@,Valladolid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,433,528,82.0,12,32,12,3,47,7437,2694,213,244,87.3,178,206,86.4,34,53,64.2,Match Report
997,Lens,2024-09-15,433,,Lyon,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,433,545,79.4,10,34,9,3,37,6619,2500,226,257,87.9,154,185,83.2,30,57,52.6,Match Report
998,Manchester Utd,2025-01-26,432,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,432,522,82.8,1,32,5,0,41,6977,2298,212,232,91.4,175,196,89.3,27,59,45.8,Match Report
999,Barcelona,2024-12-03,432,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,432,526,82.1,13,37,12,2,52,8157,2760,156,179,87.2,222,248,89.5,47,75,62.7,Match Report
1000,Como,2025-01-25,432,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,432,529,81.7,10,30,8,1,37,7626,2725,199,218,91.3,179,201,89.1,44,80,55.0,Match Report
1001,Gladbach,2024-11-30,432,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,432,530,81.5,9,24,11,3,42,7646,2648,173,197,87.8,219,250,87.6,33,58,56.9,Match Report
1002,Girona,2024-10-26,432,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,432,530,81.5,4,25,5,1,31,7534,2037,180,210,85.7,229,258,88.8,21,45,46.7,Match Report
1003,Lyon,2024-09-29,432,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,432,519,83.2,3,40,3,1,37,7401,2610,187,197,94.9,202,225,89.8,32,68,47.1,Match Report
1004,Manchester Utd,2024-12-15,431,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,431,499,86.4,8,24,8,3,27,7390,2184,206,218,94.5,178,197,90.4,37,59,62.7,Match Report
1005,Villarreal,2024-11-09,431,,Alavés,es La Liga,W 3-0,3,0,+3,63,2,1,1,0,431,535,80.6,8,26,7,3,41,8387,3054,139,163,85.3,240,272,88.2,46,76,60.5,Match Report
1006,Athletic Club,2024-10-19,431,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,431,530,81.3,8,34,6,1,45,7835,2584,172,188,91.5,226,265,85.3,32,64,50.0,Match Report
1007,Lazio,2024-11-04,431,,Cagliari,it Serie A,W 2-1,2,1,+1,54,1,1,1,0,431,499,86.4,11,42,8,3,53,7705,2739,159,174,91.4,241,270,89.3,26,45,57.8,Match Report
1008,Aston Villa,2024-12-14,431,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,431,501,86.0,7,36,12,1,52,8044,2545,155,176,88.1,242,267,90.6,33,43,76.7,Match Report
1009,Sevilla,2024-08-27,431,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,431,525,82.1,14,26,8,0,44,7064,2315,215,237,90.7,182,210,86.7,24,56,42.9,Match Report
1010,Nantes,2025-02-07,431,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,431,538,80.1,10,43,12,5,54,8480,2974,156,173,90.2,197,232,84.9,69,105,65.7,Match Report
1011,Nantes,2024-10-27,431,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,431,518,83.2,7,33,10,4,37,8117,3050,158,179,88.3,228,242,94.2,40,67,59.7,Match Report
1012,Milan,2024-12-06,431,@,Atalanta,it Serie A,L 1-2,1,2,-1,48,1,0,0,0,431,493,87.4,6,24,4,0,28,7415,2683,193,213,90.6,208,222,93.7,25,44,56.8,Match Report
1013,Manchester Utd,2024-08-16,430,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,430,524,82.1,10,31,7,2,43,6600,2181,207,231,89.6,158,188,84.0,32,54,59.3,Match Report
1014,Marseille,2024-11-23,430,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,430,524,82.1,8,22,6,0,29,6782,2913,233,250,93.2,158,188,84.0,31,59,52.5,Match Report
1015,Lazio,2025-03-31,430,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,430,514,83.7,12,37,12,2,32,7775,2705,199,212,93.9,181,210,86.2,44,75,58.7,Match Report
1016,Reims,2024-12-08,430,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,430,521,82.5,7,25,8,3,39,7460,2511,208,232,89.7,179,199,89.9,36,71,50.7,Match Report
1017,Aston Villa,2024-12-30,430,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,430,523,82.2,15,34,12,1,48,7633,2713,180,203,88.7,209,228,91.7,36,67,53.7,Match Report
1018,Mainz 05,2024-11-09,430,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,430,525,81.9,10,35,11,3,54,8125,3343,181,203,89.2,189,212,89.2,53,83,63.9,Match Report
1019,Inter,2025-02-16,430,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,430,517,83.2,12,18,4,3,38,7933,2679,159,177,89.8,215,237,90.7,45,69,65.2,Match Report
1020,Inter,2025-01-26,430,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,430,495,86.9,5,16,8,1,31,7261,2372,206,217,94.9,187,208,89.9,31,51,60.8,Match Report
1021,Bologna,2024-09-14,429,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,429,521,82.3,9,39,5,2,47,8267,2858,157,173,90.8,220,244,90.2,46,77,59.7,Match Report
1022,Southampton,2025-04-06,429,@,Tottenham,eng Premier League,L 1-3,1,3,-2,49,1,0,0,0,429,497,86.3,9,30,8,1,41,7083,2046,206,215,95.8,189,216,87.5,26,49,53.1,Match Report
1023,Southampton,2024-12-26,429,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,429,519,82.7,17,40,15,8,50,8131,3042,182,206,88.3,191,209,91.4,50,84,59.5,Match Report
1024,Angers,2024-09-22,429,,Nantes,fr Ligue 1,D 1-1,1,1,0,50,0,1,1,0,429,520,82.5,1,28,4,1,32,6950,2632,217,240,90.4,173,205,84.4,29,59,49.2,Match Report
1025,Union Berlin,2025-02-15,429,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,429,531,80.8,15,40,8,4,53,7606,2610,188,204,92.2,189,217,87.1,47,81,58.0,Match Report
1026,Union Berlin,2025-01-15,429,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,429,547,78.4,9,26,6,3,37,7531,2724,192,218,88.1,182,217,83.9,43,80,53.8,Match Report
1027,Sevilla,2024-12-02,429,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,429,541,79.3,10,40,13,5,44,7844,2817,186,216,86.1,202,235,86.0,37,68,54.4,Match Report
1028,Brighton,2025-04-02,429,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,429,517,83.0,8,35,12,3,44,7538,2310,195,217,89.9,194,215,90.2,32,59,54.2,Match Report
1029,Brighton,2024-11-02,429,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,429,505,85.0,10,31,8,3,42,7227,2337,211,227,93.0,169,187,90.4,38,66,57.6,Match Report
1030,Brighton,2024-08-31,429,@,Arsenal,eng Premier League,D 1-1,1,1,0,64,1,0,0,0,429,518,82.8,13,38,5,3,50,7481,2504,188,207,90.8,181,215,84.2,47,66,71.2,Match Report
1031,Eint Frankfurt,2025-02-08,429,@,Gladbach,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,429,512,83.8,11,29,10,3,42,6129,2151,235,257,91.4,140,158,88.6,21,47,44.7,Match Report
1032,Betis,2024-09-18,429,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,429,550,78.0,12,34,7,2,39,7305,2734,204,236,86.4,189,220,85.9,31,66,47.0,Match Report
1033,Lens,2024-08-25,429,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,429,543,79.0,16,36,20,3,58,7119,2900,221,254,87.0,164,185,88.6,36,67,53.7,Match Report
1034,Las Palmas,2024-09-21,428,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,428,535,80.0,9,31,4,1,42,7048,2504,207,231,89.6,177,210,84.3,31,67,46.3,Match Report
1035,Osasuna,2024-12-08,428,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,428,548,78.1,12,49,10,6,53,8967,3218,143,159,89.9,215,259,83.0,69,110,62.7,Match Report
1036,Torino,2024-11-24,428,,Monza,it Serie A,D 1-1,1,1,0,54,1,0,0,0,428,529,80.9,11,40,8,2,34,7685,2617,161,183,88.0,225,257,87.5,34,69,49.3,Match Report
1037,Holstein Kiel,2025-03-08,428,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,428,522,82.0,9,40,13,4,48,8355,2762,130,150,86.7,246,265,92.8,48,90,53.3,Match Report
1038,Tottenham,2024-12-05,428,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,428,538,79.6,9,33,11,1,59,6964,2818,204,236,86.4,193,226,85.4,21,48,43.8,Match Report
1039,Leganés,2025-02-09,428,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,428,507,84.4,9,39,7,0,52,7111,2403,199,217,91.7,186,197,94.4,30,60,50.0,Match Report
1040,Newcastle Utd,2024-08-25,428,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,428,552,77.5,14,32,15,5,45,7309,3014,209,237,88.2,185,213,86.9,29,68,42.6,Match Report
1041,Lille,2025-04-05,428,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,428,501,85.4,10,19,4,0,29,7139,2448,205,230,89.1,177,196,90.3,34,51,66.7,Match Report
1042,Nantes,2024-09-15,428,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,428,501,85.4,14,30,11,4,42,7590,2605,180,192,93.8,204,224,91.1,36,63,57.1,Match Report
1043,Eint Frankfurt,2024-10-19,428,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,428,501,85.4,5,34,6,0,41,7118,2469,230,246,93.5,153,174,87.9,38,65,58.5,Match Report
1044,Udinese,2025-01-04,427,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,427,513,83.2,9,40,10,6,47,8692,2827,139,159,87.4,221,251,88.0,64,92,69.6,Match Report
1045,Crystal Palace,2025-02-15,427,,Everton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,427,568,75.2,14,34,11,2,46,7379,2495,193,227,85.0,203,252,80.6,29,75,38.7,Match Report
1046,Real Madrid,2025-03-09,427,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,427,490,87.1,7,25,4,0,33,7350,2712,206,224,92.0,156,167,93.4,46,69,66.7,Match Report
1047,Werder Bremen,2025-03-15,427,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,427,535,79.8,18,31,26,9,48,8261,2809,165,183,90.2,184,225,81.8,65,95,68.4,Match Report
1048,Atalanta,2024-08-25,427,@,Torino,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,427,509,83.9,18,39,18,6,52,7637,2551,183,203,90.1,198,231,85.7,42,64,65.6,Match Report
1049,Strasbourg,2025-04-06,427,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,427,501,85.2,11,32,8,3,42,6991,2496,203,222,91.4,187,205,91.2,26,53,49.1,Match Report
1050,Napoli,2024-08-31,427,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,427,520,82.1,22,60,18,5,78,7148,2483,203,226,89.8,170,198,85.9,40,56,71.4,Match Report
1051,Las Palmas,2024-10-21,426,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,426,522,81.6,7,23,6,1,35,6605,2329,229,246,93.1,161,189,85.2,24,61,39.3,Match Report
1052,Nice,2025-02-16,426,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,426,506,84.2,9,39,7,1,36,7215,2669,200,211,94.8,191,212,90.1,28,55,50.9,Match Report
1053,Manchester Utd,2024-12-22,426,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,426,537,79.3,18,36,16,2,31,6806,2685,226,256,88.3,144,173,83.2,36,68,52.9,Match Report
1054,Bournemouth,2025-02-15,426,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,426,531,80.2,13,41,8,3,34,7352,2806,205,231,88.7,173,200,86.5,39,77,50.6,Match Report
1055,Lazio,2025-02-15,426,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,426,502,84.9,7,31,8,1,30,7702,2198,178,193,92.2,212,234,90.6,33,65,50.8,Match Report
1056,Mainz 05,2025-01-11,426,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,426,575,74.1,9,35,15,4,52,7724,2951,181,208,87.0,195,247,78.9,45,85,52.9,Match Report
1057,Leicester City,2024-09-21,426,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,426,522,81.6,9,34,10,6,44,6858,2900,224,245,91.4,141,168,83.9,37,65,56.9,Match Report
1058,Sevilla,2024-08-16,426,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,426,525,81.1,15,27,8,5,33,6523,2122,227,259,87.6,151,173,87.3,27,56,48.2,Match Report
1059,Real Sociedad,2024-11-24,426,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,426,531,80.2,6,14,3,0,31,7444,2402,201,221,91.0,186,216,86.1,33,63,52.4,Match Report
1060,Monaco,2024-12-07,426,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,426,545,78.2,16,32,12,2,45,7273,2749,193,227,85.0,190,214,88.8,35,73,47.9,Match Report
1061,Hellas Verona,2024-10-21,425,,Monza,it Serie A,L 0-3,0,3,-3,59,0,0,0,0,425,531,80.0,14,33,8,3,48,7402,2104,189,213,88.7,184,207,88.9,40,81,49.4,Match Report
1062,Arsenal,2024-12-04,425,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,425,508,83.7,10,26,7,1,27,7023,2233,222,239,92.9,155,173,89.6,38,72,52.8,Match Report
1063,Arsenal,2024-11-30,425,@,West Ham,eng Premier League,W 5-2,5,2,+3,60,3,2,2,0,425,526,80.8,12,33,9,1,49,7104,2264,216,242,89.3,160,193,82.9,38,61,62.3,Match Report
1064,Heidenheim,2025-04-05,425,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,425,544,78.1,9,30,8,2,37,8222,3074,151,181,83.4,216,249,86.7,46,88,52.3,Match Report
1065,Manchester Utd,2024-12-04,425,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,425,497,85.5,3,21,1,0,17,6857,1805,214,228,93.9,163,177,92.1,28,58,48.3,Match Report
1066,Bologna,2025-03-29,425,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,425,526,80.8,11,29,11,4,35,8142,3053,166,189,87.8,206,234,88.0,49,80,61.3,Match Report
1067,Girona,2025-01-11,425,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,425,513,82.8,2,25,6,0,43,7925,2654,178,196,90.8,198,228,86.8,44,73,60.3,Match Report
1068,Dortmund,2024-12-22,425,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,425,499,85.2,12,32,6,1,46,7635,2565,185,204,90.7,193,210,91.9,41,65,63.1,Match Report
1069,Rennes,2025-01-03,425,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,425,523,81.3,8,34,9,0,36,6901,2089,229,248,92.3,163,190,85.8,28,63,44.4,Match Report
1070,Rennes,2024-12-08,425,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,53,0,0,0,0,425,512,83.0,4,19,4,2,24,7137,2198,203,225,90.2,184,204,90.2,29,63,46.0,Match Report
1071,Chelsea,2025-04-06,425,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,425,519,81.9,18,41,10,0,51,7668,2718,187,204,91.7,190,220,86.4,41,77,53.2,Match Report
1072,St. Pauli,2024-10-26,424,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,424,542,78.2,11,26,5,3,35,7393,2469,168,198,84.8,212,243,87.2,30,72,41.7,Match Report
1073,Auxerre,2024-10-05,424,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,58,1,0,0,0,424,551,77.0,7,32,7,3,42,7059,2655,200,233,85.8,182,211,86.3,30,72,41.7,Match Report
1074,Aston Villa,2025-02-25,424,@,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,424,509,83.3,5,25,6,1,34,7333,2627,185,209,88.5,207,230,90.0,29,46,63.0,Match Report
1075,Atalanta,2024-12-02,424,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,424,518,81.9,13,26,13,7,35,7704,2595,177,198,89.4,182,216,84.3,51,75,68.0,Match Report
1076,Mainz 05,2024-09-15,424,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,424,550,77.1,11,44,12,3,63,7210,2666,204,232,87.9,174,216,80.6,37,71,52.1,Match Report
1077,Rennes,2024-09-15,424,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,424,497,85.3,7,37,14,3,47,7631,2865,176,196,89.8,193,211,91.5,43,70,61.4,Match Report
1078,Nantes,2024-09-22,424,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,424,526,80.6,5,33,5,1,39,7294,2802,212,240,88.3,152,182,83.5,49,79,62.0,Match Report
