Rk,Team,Date,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Match Report
960,Lazio,2024-12-16,433,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,433,37,357,2312,1007,21,16,5,12,7,Match Report
961,Aston Villa,2025-02-22,433,,Chelsea,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,433,46,397,2396,1221,33,14,10,11,10,Match Report
962,Sevilla,2024-12-08,433,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,433,23,274,1147,508,9,4,3,18,10,Match Report
963,Brighton,2024-08-24,433,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,433,46,369,2176,1256,24,12,8,12,5,Match Report
964,Real Sociedad,2025-03-29,433,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,433,46,375,1744,930,14,12,7,18,6,Match Report
965,Parma,2025-03-31,433,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,433,35,455,2254,1202,9,14,5,17,9,Match Report
966,Lens,2024-08-18,433,@,Angers,fr Ligue 1,W 1-0,1,0,+1,58,1,0,0,0,433,36,387,1803,893,14,15,1,21,12,Match Report
967,Montpellier,2025-01-12,432,,Angers,fr Ligue 1,L 1-3,1,3,-2,58,0,1,1,0,432,44,385,2580,1456,25,18,3,13,7,Match Report
968,Brest,2025-01-26,432,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,432,43,399,1921,961,17,14,1,17,9,Match Report
969,Barcelona,2024-12-03,431,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,431,52,351,1828,963,18,10,8,14,7,Match Report
970,Como,2025-01-10,431,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,431,43,426,2122,1132,15,9,3,12,8,Match Report
971,Mainz 05,2024-12-08,431,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,431,39,305,1490,596,13,7,3,17,7,Match Report
972,RB Leipzig,2025-03-01,431,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,431,41,384,1370,599,11,11,3,12,16,Match Report
973,Strasbourg,2024-10-27,431,,Nantes,fr Ligue 1,W 3-1,3,1,+2,50,3,0,0,0,431,32,406,1886,918,22,19,3,10,9,Match Report
974,Roma,2025-02-02,431,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,431,42,396,2260,1019,15,9,3,17,10,Match Report
975,Inter,2024-11-03,431,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,431,43,421,2479,1209,21,17,4,7,5,Match Report
976,Nantes,2025-02-07,431,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,431,54,340,1564,855,16,8,2,12,12,Match Report
977,Milan,2024-11-30,431,,Empoli,it Serie A,W 3-0,3,0,+3,55,3,0,0,0,431,40,316,1834,961,21,17,10,11,12,Match Report
978,Monaco,2025-04-05,431,@,Brest,fr Ligue 1,L 1-2,1,2,-1,59,0,1,1,0,431,54,421,2276,1376,20,13,2,19,17,Match Report
979,Las Palmas,2024-11-23,430,,Mallorca,es La Liga,L 2-3,2,3,-1,61,1,1,1,0,430,40,356,1778,845,14,10,4,13,9,Match Report
980,Montpellier,2024-10-27,430,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,430,33,440,2444,1135,21,16,3,12,7,Match Report
981,Villarreal,2025-02-01,430,,Valladolid,es La Liga,W 5-1,5,1,+4,53,5,0,0,0,430,57,307,1890,1080,18,14,4,9,10,Match Report
982,Girona,2024-11-02,430,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,430,46,331,2482,1205,18,19,2,14,9,Match Report
983,Lens,2024-09-15,430,,Lyon,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,430,37,273,1578,808,22,16,3,14,9,Match Report
984,Manchester Utd,2024-10-19,429,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,429,45,351,1802,986,25,11,11,14,8,Match Report
985,Toulouse,2024-08-18,429,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,429,53,380,1705,884,18,8,6,15,11,Match Report
986,Wolfsburg,2024-09-14,429,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,429,36,337,1756,945,17,9,5,12,7,Match Report
987,Lazio,2025-03-31,429,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,429,32,355,2065,891,19,12,6,9,7,Match Report
988,Mainz 05,2024-11-09,429,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,429,54,387,1922,911,22,16,5,14,7,Match Report
989,Freiburg,2024-09-21,429,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,58,3,0,0,0,429,54,343,1867,873,12,11,1,18,3,Match Report
990,Newcastle Utd,2024-09-15,429,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,429,47,398,2086,1057,26,11,6,6,15,Match Report
991,Lyon,2024-09-29,429,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,429,37,307,1451,724,18,6,5,12,17,Match Report
992,Nantes,2024-10-27,429,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,429,37,374,1495,525,6,4,4,13,5,Match Report
993,Parma,2025-01-19,429,,Venezia,it Serie A,D 1-1,1,1,0,59,0,1,1,0,429,40,429,2070,945,19,22,5,13,11,Match Report
994,Manchester Utd,2024-12-15,428,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,428,26,394,2223,1066,19,11,4,15,7,Match Report
995,Manchester Utd,2024-08-16,428,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,428,43,420,2298,1138,15,18,4,10,13,Match Report
996,Athletic Club,2025-03-01,428,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,428,46,381,1999,1116,21,13,4,12,8,Match Report
997,Athletic Club,2024-11-03,428,,Betis,es La Liga,D 1-1,1,1,0,50,1,0,0,0,428,45,267,1383,840,22,11,8,17,7,Match Report
998,Athletic Club,2024-10-19,428,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,428,44,299,1750,952,19,11,4,15,10,Match Report
999,Southampton,2024-12-26,428,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,428,50,330,1850,930,22,10,7,11,9,Match Report
1000,Wolfsburg,2025-03-08,428,,St. Pauli,de Bundesliga,D 1-1,1,1,0,57,0,1,1,0,428,52,334,1650,688,16,7,4,25,4,Match Report
1001,Lazio,2024-11-04,428,,Cagliari,it Serie A,W 2-1,2,1,+1,54,1,1,1,0,428,53,339,2305,1257,27,19,6,11,7,Match Report
1002,Reims,2024-12-08,428,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,428,39,382,1941,932,17,14,3,17,11,Match Report
1003,Inter,2025-01-26,428,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,428,31,388,1859,868,15,14,3,14,12,Match Report
1004,Milan,2025-02-08,428,@,Empoli,it Serie A,W 2-0,2,0,+2,61,2,0,0,0,428,49,421,2479,1143,25,16,11,20,8,Match Report
1005,Bologna,2024-09-14,427,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,427,47,328,1868,948,10,6,4,19,13,Match Report
1006,Como,2025-01-25,427,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,427,37,417,2086,1080,17,12,6,16,11,Match Report
1007,Gladbach,2025-01-25,427,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,427,34,306,1658,797,20,10,7,7,9,Match Report
1008,Union Berlin,2025-02-15,427,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,427,53,378,1873,938,16,12,6,11,8,Match Report
1009,Girona,2024-10-26,427,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,427,31,386,2738,1427,24,11,3,10,6,Match Report
1010,Sevilla,2024-08-27,427,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,427,43,346,1978,1004,17,15,4,11,8,Match Report
1011,Brighton,2024-11-02,427,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,427,42,321,1892,1048,19,12,8,17,11,Match Report
1012,Parma,2024-11-23,427,,Atalanta,it Serie A,L 1-3,1,3,-2,45,1,0,0,0,427,26,323,1534,726,14,9,3,16,12,Match Report
1013,Eint Frankfurt,2025-02-08,427,@,Gladbach,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,427,42,439,1929,968,13,14,4,12,2,Match Report
1014,Las Palmas,2024-10-21,426,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,426,35,342,1518,667,7,4,2,14,8,Match Report
1015,Union Berlin,2025-01-15,426,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,426,36,380,1449,755,13,12,2,20,12,Match Report
1016,Aston Villa,2024-12-30,426,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,426,47,324,1675,894,22,16,10,18,10,Match Report
1017,Girona,2024-12-07,426,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,426,43,344,2268,1136,31,15,5,14,5,Match Report
1018,Brentford,2024-10-19,426,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,426,31,442,2427,1218,17,15,2,19,13,Match Report
1019,Brighton,2025-04-02,426,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,426,43,324,1810,959,16,10,5,15,10,Match Report
1020,Nantes,2024-09-15,426,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,426,42,282,1682,903,23,10,4,12,3,Match Report
1021,Nice,2025-02-16,425,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,425,36,310,1481,942,23,8,3,6,12,Match Report
1022,Manchester Utd,2025-01-26,425,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,425,41,404,1979,856,14,11,2,19,9,Match Report
1023,Villarreal,2024-11-09,425,,Alavés,es La Liga,W 3-0,3,0,+3,63,2,1,1,0,425,41,343,1878,909,8,14,6,12,10,Match Report
1024,Holstein Kiel,2025-03-08,425,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,425,46,387,1904,1051,15,20,1,13,5,Match Report
1025,Southampton,2025-04-06,425,@,Tottenham,eng Premier League,L 1-3,1,3,-2,49,1,0,0,0,425,41,356,1972,1070,26,15,7,15,11,Match Report
1026,Tottenham,2024-12-05,425,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,425,58,433,2708,1419,31,25,6,24,17,Match Report
1027,Leganés,2025-02-09,425,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,425,52,331,1624,706,10,10,1,21,14,Match Report
1028,Sevilla,2024-12-02,425,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,425,44,304,1625,927,19,11,5,17,5,Match Report
1029,Brighton,2024-08-31,425,@,Arsenal,eng Premier League,D 1-1,1,1,0,64,1,0,0,0,425,50,358,2050,1198,28,20,11,12,5,Match Report
1030,Inter,2025-02-16,425,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,425,38,350,1897,882,23,11,7,14,5,Match Report
1031,Betis,2024-09-18,425,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,425,38,420,1955,1080,20,11,7,19,7,Match Report
1032,Lens,2024-08-25,425,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,425,58,370,1506,736,12,12,0,12,6,Match Report
1033,Osasuna,2024-12-08,424,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,424,52,288,1477,851,18,9,2,18,9,Match Report
1034,Arsenal,2024-12-04,424,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,424,27,334,1693,805,15,11,7,10,9,Match Report
1035,Villarreal,2024-08-19,424,,Atlético Madrid,es La Liga,D 2-2,2,2,0,44,1,0,0,0,424,46,284,1650,790,15,13,2,11,7,Match Report
1036,Crystal Palace,2025-02-15,424,,Everton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,424,45,318,1872,884,11,8,2,12,15,Match Report
1037,Real Madrid,2025-03-09,424,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,424,33,368,2182,1119,18,16,13,14,10,Match Report
1038,Angers,2024-09-22,424,,Nantes,fr Ligue 1,D 1-1,1,1,0,50,0,1,1,0,424,30,311,1657,793,11,8,3,20,5,Match Report
1039,Atalanta,2024-08-25,424,@,Torino,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,424,51,342,1841,959,16,18,7,11,9,Match Report
1040,Strasbourg,2025-04-06,424,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,424,42,403,1734,939,15,19,8,20,8,Match Report
1041,Lille,2025-04-05,424,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,424,29,311,1740,976,20,13,2,16,9,Match Report
1042,Napoli,2024-08-31,424,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,424,77,414,2437,1334,31,21,13,10,12,Match Report
1043,Nantes,2024-09-22,424,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,424,39,402,1908,848,20,22,6,14,12,Match Report
1044,Las Palmas,2024-09-21,423,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,423,42,397,1987,1108,13,9,7,11,7,Match Report
1045,Manchester Utd,2024-12-04,423,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,423,17,391,1867,849,17,13,1,11,9,Match Report
1046,Gladbach,2024-11-30,423,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,423,42,421,2367,1362,15,18,4,16,10,Match Report
1047,Bournemouth,2025-02-15,423,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,423,34,401,2042,991,13,14,9,15,13,Match Report
1048,Marseille,2024-11-23,423,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,423,29,374,1493,495,4,9,3,22,9,Match Report
1049,Lazio,2025-02-15,423,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,423,29,382,2210,1128,24,22,5,10,8,Match Report
1050,Atalanta,2024-12-02,423,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,423,35,321,1542,814,20,13,6,10,9,Match Report
1051,Chelsea,2025-04-06,423,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,423,51,384,1739,911,19,10,9,11,12,Match Report
1052,Betis,2025-01-11,423,@,Valladolid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,423,46,355,1735,1023,18,14,8,23,12,Match Report
1053,Manchester Utd,2024-12-22,422,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,422,31,390,1750,794,13,10,4,17,10,Match Report
1054,Wolves,2024-11-02,422,,Crystal Palace,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,422,38,355,2038,990,14,7,1,20,9,Match Report
1055,Girona,2025-01-11,422,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,422,43,351,1932,1049,17,15,3,22,7,Match Report
1056,Mainz 05,2025-01-11,422,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,422,52,320,1488,770,9,7,2,25,9,Match Report
1057,Mainz 05,2024-09-15,422,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,422,63,373,1786,844,20,7,4,15,11,Match Report
1058,Newcastle Utd,2024-08-25,422,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,422,45,388,1986,844,19,14,8,17,14,Match Report
1059,Rennes,2024-09-15,422,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,422,46,394,1940,1078,19,19,8,13,10,Match Report
1060,Eint Frankfurt,2024-10-19,422,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,422,40,419,1821,1040,14,14,7,13,9,Match Report
1061,Fulham,2025-04-01,422,@,Arsenal,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,422,26,349,2049,862,14,9,4,9,5,Match Report
1062,Udinese,2025-01-04,421,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,421,47,390,2216,1155,24,12,2,23,13,Match Report
1063,Torino,2024-11-24,421,,Monza,it Serie A,D 1-1,1,1,0,54,1,0,0,0,421,34,346,1534,810,16,11,1,17,6,Match Report
1064,Arsenal,2024-11-30,421,@,West Ham,eng Premier League,W 5-2,5,2,+3,60,3,2,2,0,421,49,373,2087,1066,26,18,11,10,14,Match Report
1065,Werder Bremen,2025-03-15,421,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,421,48,308,1557,744,15,12,7,13,11,Match Report
1066,Leicester City,2024-09-21,421,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,421,43,416,2350,1240,22,15,3,24,9,Match Report
1067,Sevilla,2024-08-16,421,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,421,33,292,1531,806,18,11,4,19,7,Match Report
1068,Heidenheim,2025-04-05,420,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,420,35,418,1591,829,17,12,4,20,1,Match Report
1069,Southampton,2025-01-25,420,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,420,33,391,1993,916,15,15,4,8,11,Match Report
1070,Auxerre,2025-03-30,420,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,53,1,0,0,0,420,41,385,1823,918,23,9,9,14,5,Match Report
1071,Auxerre,2024-10-05,420,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,58,1,0,0,0,420,41,428,2086,1088,13,12,2,13,15,Match Report
1072,Angers,2025-01-19,420,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,48,1,0,0,0,420,32,292,1867,961,12,7,3,8,11,Match Report
1073,Rennes,2025-01-03,420,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,420,36,378,1805,810,12,18,2,17,14,Match Report
1074,Rennes,2024-12-08,420,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,53,0,0,0,0,420,23,345,1586,692,14,6,3,20,7,Match Report
1075,Lille,2025-03-01,420,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,42,1,0,0,0,420,28,350,1713,888,12,13,2,20,7,Match Report
1076,Valencia,2024-12-18,420,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,420,47,292,1418,622,12,7,1,17,12,Match Report
1077,Fiorentina,2025-01-19,419,,Torino,it Serie A,D 1-1,1,1,0,53,1,0,0,0,419,56,366,2095,1144,26,15,6,18,7,Match Report
1078,Werder Bremen,2024-08-24,419,@,Augsburg,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,419,47,353,2072,1049,17,12,4,15,6,Match Report
1079,Rayo Vallecano,2024-10-05,419,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,419,44,402,1718,884,18,13,4,12,7,Match Report
1080,Rayo Vallecano,2024-09-28,419,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,419,41,313,1771,954,21,16,6,13,10,Match Report
1081,Leicester City,2024-11-10,419,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,419,37,366,1591,784,12,16,1,16,18,Match Report
1082,Dortmund,2024-12-22,419,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,419,46,379,2024,1063,21,14,11,14,8,Match Report
1083,Bochum,2025-04-05,419,,Stuttgart,de Bundesliga,L 0-4,0,4,-4,54,0,0,0,0,419,41,371,1829,817,11,13,0,14,5,Match Report
1084,Strasbourg,2024-09-15,419,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,419,26,375,1598,760,17,11,6,21,9,Match Report
1085,Real Sociedad,2024-11-24,419,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,419,31,316,1656,866,12,9,3,17,7,Match Report
1086,Monaco,2024-11-22,419,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,419,42,419,1762,950,18,14,8,24,11,Match Report
1087,Lecce,2025-01-31,419,@,Parma,it Serie A,W 3-1,3,1,+2,53,3,0,0,0,419,29,302,1583,937,13,7,0,15,7,Match Report
1088,Hellas Verona,2024-10-21,418,,Monza,it Serie A,L 0-3,0,3,-3,59,0,0,0,0,418,47,375,1820,857,19,19,4,20,6,Match Report
1089,Bologna,2025-01-12,418,,Roma,it Serie A,D 2-2,2,2,0,54,1,1,1,0,418,52,346,1678,759,21,15,9,15,10,Match Report
1090,Gladbach,2024-11-03,418,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,47,3,0,0,0,418,40,305,1586,712,16,9,5,15,10,Match Report
1091,Union Berlin,2024-10-20,418,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,418,49,346,1412,765,18,11,3,8,10,Match Report
1092,Leicester City,2025-02-01,418,@,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,418,35,321,1719,870,8,7,1,13,7,Match Report
1093,Strasbourg,2024-12-15,418,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,44,3,0,0,0,418,40,388,1675,890,11,5,4,11,5,Match Report
1094,Napoli,2025-02-02,418,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,418,41,331,1803,954,21,10,8,17,3,Match Report
1095,Milan,2024-12-06,418,@,Atalanta,it Serie A,L 1-2,1,2,-1,48,1,0,0,0,418,28,234,1295,766,13,7,3,14,6,Match Report
1096,Celta Vigo,2025-02-21,418,,Osasuna,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,418,46,293,1635,819,9,8,3,16,5,Match Report
1097,Villarreal,2024-08-26,417,,Celta Vigo,es La Liga,W 4-3,4,3,+1,45,3,0,1,1,417,53,290,1742,829,18,13,2,15,6,Match Report
1098,St. Pauli,2024-10-26,417,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,417,35,306,1709,919,16,13,6,11,3,Match Report
1099,Saint-Étienne,2025-03-29,417,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,417,46,313,1495,772,21,15,2,24,7,Match Report
1100,Nantes,2024-12-15,417,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,417,43,306,1503,825,18,10,4,16,10,Match Report
1101,Athletic Club,2025-02-16,416,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,416,53,309,1464,801,16,8,2,20,9,Match Report
1102,Toulouse,2024-10-27,416,@,Montpellier,fr Ligue 1,W 3-0,3,0,+3,49,3,0,0,0,416,38,346,1682,1021,19,13,7,20,7,Match Report
1103,Stuttgart,2025-02-28,416,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,416,38,364,1916,763,12,10,3,15,7,Match Report
1104,Brentford,2025-02-02,416,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,416,47,370,1941,919,23,11,9,19,12,Match Report
1105,Atlético Madrid,2025-02-01,416,,Mallorca,es La Liga,W 2-0,2,0,+2,53,2,0,0,0,416,48,354,1877,967,23,14,7,18,3,Match Report
1106,Atlético Madrid,2024-08-25,416,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,416,30,315,1586,695,11,9,4,10,7,Match Report
1107,Eint Frankfurt,2024-08-31,416,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,416,37,402,2045,970,18,19,2,11,3,Match Report
1108,Lecce,2024-10-29,416,,Hellas Verona,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,416,32,285,1697,890,17,7,2,16,10,Match Report
1109,Udinese,2024-09-16,415,@,Parma,it Serie A,W 3-2,3,2,+1,53,3,0,0,0,415,36,289,1685,952,21,18,5,18,4,Match Report
1110,Werder Bremen,2025-01-15,415,,Heidenheim,de Bundesliga,D 3-3,3,3,0,52,3,0,0,0,415,47,400,1767,789,19,13,6,16,14,Match Report
1111,Lazio,2024-11-10,415,@,Monza,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,415,36,267,1586,876,18,12,6,11,4,Match Report
1112,West Ham,2024-12-29,415,,Liverpool,eng Premier League,L 0-5,0,5,-5,46,0,0,0,0,415,39,311,1953,988,19,11,8,11,14,Match Report
1113,Wolves,2024-12-26,415,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,415,28,364,2002,1051,22,16,5,17,18,Match Report
1114,Wolves,2024-12-22,415,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,415,25,315,1556,721,12,7,0,12,9,Match Report
1115,Rayo Vallecano,2024-09-16,415,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,415,52,342,1769,876,23,16,7,25,13,Match Report
1116,Espanyol,2024-08-19,415,@,Valladolid,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,415,27,251,1291,633,5,5,0,15,7,Match Report
1117,Real Sociedad,2025-02-23,415,,Leganés,es La Liga,W 3-0,3,0,+3,55,3,0,0,0,415,20,331,1535,777,13,10,2,16,7,Match Report
1118,Monaco,2024-12-07,415,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,415,45,362,1987,1024,21,9,4,13,6,Match Report
1119,Monaco,2024-10-27,415,@,Nice,fr Ligue 1,L 1-2,1,2,-1,59,1,0,0,0,415,56,363,2306,1164,25,21,5,22,15,Match Report
1120,Fulham,2024-12-29,415,,Bournemouth,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,415,35,331,1841,958,26,11,2,19,8,Match Report
1121,Torino,2025-04-06,414,,Hellas Verona,it Serie A,D 1-1,1,1,0,61,1,0,1,1,414,34,412,2278,1200,20,18,2,12,7,Match Report
1122,Bologna,2025-03-29,414,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,414,34,415,2076,854,16,15,4,27,4,Match Report
1123,Monza,2025-03-30,414,@,Cagliari,it Serie A,L 0-3,0,3,-3,58,0,0,0,0,414,47,425,2304,1143,16,17,4,29,8,Match Report
1124,Holstein Kiel,2025-03-29,414,,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,55,0,0,0,0,414,37,405,1690,770,11,8,2,19,9,Match Report
1125,Athletic Club,2024-09-19,414,@,Leganés,es La Liga,W 2-0,2,0,+2,52,2,0,0,0,414,50,369,1688,857,17,11,4,22,16,Match Report
1126,Bournemouth,2025-03-15,414,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,414,42,359,1968,1163,22,23,9,10,8,Match Report
1127,Aston Villa,2025-02-25,414,@,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,414,33,263,1637,891,24,8,8,26,19,Match Report
1128,Mainz 05,2024-10-19,414,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,414,55,310,1634,715,15,12,2,21,11,Match Report
1129,Brighton,2024-12-27,414,,Brentford,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,414,56,309,1836,990,22,19,8,16,8,Match Report
