Rk,Team,Date,Won,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Won,Lost,Won%,Match Report
1673,Roma,2024-11-24,12,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,12,15,44.4,Match Report
1674,Roma,2024-09-15,12,@,Genoa,it Serie A,D 1-1,1,1,0,52,1,0,0,0,12,16,42.9,Match Report
1675,Chelsea,2025-01-20,12,,Wolves,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,12,9,57.1,Match Report
1676,Brighton,2025-03-15,12,@,Manchester City,eng Premier League,D 2-2,2,2,0,40,1,0,0,0,12,12,50.0,Match Report
1677,Brighton,2025-01-19,12,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,12,13,48.0,Match Report
1678,Brighton,2025-01-04,12,,Arsenal,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,12,12,50.0,Match Report
1679,Saint-Étienne,2024-10-19,12,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,12,15,44.4,Match Report
1680,Saint-Étienne,2024-09-29,12,@,Nantes,fr Ligue 1,D 2-2,2,2,0,39,1,1,1,0,12,14,46.2,Match Report
1681,Everton,2025-01-04,12,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,12,25,32.4,Match Report
1682,Everton,2024-09-21,12,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,12,17,41.4,Match Report
1683,Napoli,2025-03-30,12,,Milan,it Serie A,W 2-1,2,1,+1,51,2,0,0,0,12,13,48.0,Match Report
1684,Napoli,2025-03-09,12,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,12,8,60.0,Match Report
1685,Napoli,2024-10-29,12,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,12,8,60.0,Match Report
1686,Lyon,2025-01-04,12,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,57,0,0,0,0,12,10,54.5,Match Report
1687,Lyon,2024-08-30,12,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,12,12,50.0,Match Report
1688,Inter,2024-12-16,12,@,Lazio,it Serie A,W 6-0,6,0,+6,48,5,1,1,0,12,7,63.2,Match Report
1689,Inter,2024-11-23,12,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,69,5,0,0,0,12,7,63.2,Match Report
1690,Inter,2024-11-10,12,,Napoli,it Serie A,D 1-1,1,1,0,53,1,0,1,1,12,9,57.1,Match Report
1691,Atlético Madrid,2025-03-16,12,,Barcelona,es La Liga,L 2-4,2,4,-2,35,2,0,0,0,12,8,60.0,Match Report
1692,Atlético Madrid,2024-09-15,12,,Valencia,es La Liga,W 3-0,3,0,+3,53,3,0,0,0,12,8,60.0,Match Report
1693,Milan,2024-11-23,12,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,12,2,85.7,Match Report
1694,Milan,2024-11-02,12,@,Monza,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,12,10,54.5,Match Report
1695,Valencia,2025-03-02,12,@,Osasuna,es La Liga,D 3-3,3,3,0,49,3,0,0,0,12,13,48.0,Match Report
1696,Valencia,2024-12-22,12,,Alavés,es La Liga,D 2-2,2,2,0,62,1,1,1,0,12,27,30.8,Match Report
1697,Valencia,2024-11-23,12,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,12,15,44.4,Match Report
1698,Juventus,2025-03-09,12,,Atalanta,it Serie A,L 0-4,0,4,-4,63,0,0,0,0,12,9,57.1,Match Report
1699,Juventus,2024-12-22,12,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,12,17,41.4,Match Report
1700,Juventus,2024-10-06,12,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,12,11,52.2,Match Report
1701,Juventus,2024-08-19,12,,Como,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,12,3,80.0,Match Report
1702,Paris S-G,2025-02-15,12,@,Toulouse,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,12,5,70.6,Match Report
1703,Real Sociedad,2025-02-09,12,,Espanyol,es La Liga,W 2-1,2,1,+1,68,2,0,0,0,12,18,40.0,Match Report
1704,Real Sociedad,2024-12-21,12,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,12,10,54.5,Match Report
1705,Real Sociedad,2024-12-15,12,,Las Palmas,es La Liga,D 0-0,0,0,0,61,0,0,0,0,12,22,35.3,Match Report
1706,Real Sociedad,2024-11-24,12,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,12,18,40.0,Match Report
1707,Real Sociedad,2024-10-27,12,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,12,15,44.4,Match Report
1708,Nott'ham Forest,2025-04-05,12,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,12,7,63.2,Match Report
1709,Nott'ham Forest,2024-12-26,12,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,12,13,48.0,Match Report
1710,Nott'ham Forest,2024-09-14,12,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,12,21,36.4,Match Report
1711,Parma,2024-09-30,12,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,12,8,60.0,Match Report
1712,Celta Vigo,2025-04-05,12,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,12,14,46.2,Match Report
1713,Celta Vigo,2024-11-10,12,@,Betis,es La Liga,D 2-2,2,2,0,44,2,0,0,0,12,9,57.1,Match Report
1714,Celta Vigo,2024-09-15,12,,Valladolid,es La Liga,W 3-1,3,1,+2,54,3,0,0,0,12,5,70.6,Match Report
1715,Celta Vigo,2024-08-16,12,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,12,6,66.7,Match Report
1716,Betis,2024-12-22,12,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,12,12,50.0,Match Report
1717,Betis,2024-10-27,12,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,42,0,0,0,0,12,15,44.4,Match Report
1718,Lens,2025-02-23,12,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,12,13,48.0,Match Report
1719,Monaco,2025-02-15,12,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,12,16,42.9,Match Report
1720,Monaco,2024-11-09,12,@,Strasbourg,fr Ligue 1,W 3-1,3,1,+2,57,2,1,1,0,12,14,46.2,Match Report
1721,Fulham,2024-08-31,12,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,12,11,52.2,Match Report
1722,Las Palmas,2024-12-22,11,,Espanyol,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,11,8,57.9,Match Report
1723,Las Palmas,2024-08-16,11,,Sevilla,es La Liga,D 2-2,2,2,0,48,1,0,0,0,11,20,35.5,Match Report
1724,Hoffenheim,2025-01-26,11,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,11,5,68.8,Match Report
1725,Hoffenheim,2024-10-27,11,@,Heidenheim,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,11,10,52.4,Match Report
1726,Hoffenheim,2024-09-29,11,,Werder Bremen,de Bundesliga,L 3-4,3,4,-1,37,3,0,0,0,11,16,40.7,Match Report
1727,Osasuna,2024-12-14,11,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,11,12,47.8,Match Report
1728,Udinese,2025-01-11,11,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,11,29,27.5,Match Report
1729,Udinese,2024-11-10,11,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,11,19,36.7,Match Report
1730,Bayern Munich,2025-03-29,11,,St. Pauli,de Bundesliga,W 3-2,3,2,+1,65,3,0,0,0,11,13,45.8,Match Report
1731,Bayern Munich,2025-02-01,11,,Holstein Kiel,de Bundesliga,W 4-3,4,3,+1,71,4,0,0,0,11,10,52.4,Match Report
1732,Bayern Munich,2024-12-14,11,@,Mainz 05,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,11,10,52.4,Match Report
1733,Bayern Munich,2024-11-22,11,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,11,11,50.0,Match Report
1734,Bayern Munich,2024-09-28,11,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,11,12,47.8,Match Report
1735,Bayern Munich,2024-09-21,11,@,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,69,5,0,0,0,11,3,78.6,Match Report
1736,Bayern Munich,2024-09-14,11,@,Holstein Kiel,de Bundesliga,W 6-1,6,1,+5,70,4,1,1,0,11,10,52.4,Match Report
1737,Augsburg,2025-04-04,11,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,11,9,55.0,Match Report
1738,Augsburg,2024-11-22,11,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,11,11,50.0,Match Report
1739,Torino,2025-01-05,11,,Parma,it Serie A,D 0-0,0,0,0,62,0,0,0,0,11,15,42.3,Match Report
1740,Torino,2024-12-21,11,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,11,14,44.0,Match Report
1741,Torino,2024-10-20,11,@,Cagliari,it Serie A,L 2-3,2,3,-1,59,2,0,0,0,11,15,42.3,Match Report
1742,Nice,2025-02-08,11,,Lens,fr Ligue 1,W 2-0,2,0,+2,60,1,1,1,0,11,6,64.7,Match Report
1743,Arsenal,2024-11-23,11,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,11,14,44.0,Match Report
1744,Arsenal,2024-09-22,11,@,Manchester City,eng Premier League,D 2-2,2,2,0,23,2,0,0,0,11,16,40.7,Match Report
1745,Heidenheim,2025-02-01,11,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,11,17,39.3,Match Report
1746,Manchester Utd,2025-02-16,11,@,Tottenham,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,11,9,55.0,Match Report
1747,Bologna,2024-11-24,11,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,11,16,40.7,Match Report
1748,Bologna,2024-09-22,11,@,Monza,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,11,15,42.3,Match Report
1749,Bologna,2024-09-14,11,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,11,7,61.1,Match Report
1750,Barcelona,2025-02-17,11,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,11,4,73.3,Match Report
1751,Barcelona,2024-12-03,11,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,11,7,61.1,Match Report
1752,Barcelona,2024-08-27,11,@,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,11,10,52.4,Match Report
1753,Barcelona,2024-08-24,11,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,11,8,57.9,Match Report
1754,Montpellier,2025-02-16,11,,Lyon,fr Ligue 1,L 1-4,1,4,-3,38,1,0,0,0,11,10,52.4,Match Report
1755,Montpellier,2024-11-23,11,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,11,13,45.8,Match Report
1756,Como,2025-01-20,11,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,11,13,45.8,Match Report
1757,Villarreal,2025-02-22,11,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,11,14,44.0,Match Report
1758,Villarreal,2025-01-25,11,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,41,0,1,1,0,11,8,57.9,Match Report
1759,Villarreal,2024-08-26,11,,Celta Vigo,es La Liga,W 4-3,4,3,+1,45,3,0,1,1,11,5,68.8,Match Report
1760,Holstein Kiel,2025-01-14,11,,Dortmund,de Bundesliga,W 4-2,4,2,+2,25,4,0,0,0,11,18,37.9,Match Report
1761,Holstein Kiel,2024-12-21,11,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,11,19,36.7,Match Report
1762,Athletic Club,2025-03-01,11,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,11,14,44.0,Match Report
1763,Tottenham,2024-08-24,11,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,11,14,44.0,Match Report
1764,Toulouse,2025-01-12,11,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,11,14,44.0,Match Report
1765,Toulouse,2024-12-01,11,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,52,1,1,1,0,11,15,42.3,Match Report
1766,Fiorentina,2025-01-04,11,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,11,19,36.7,Match Report
1767,Fiorentina,2024-11-24,11,@,Como,it Serie A,W 2-0,2,0,+2,43,2,0,0,0,11,12,47.8,Match Report
1768,Fiorentina,2024-10-06,11,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,11,17,39.3,Match Report
1769,Fiorentina,2024-08-17,11,@,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,11,8,57.9,Match Report
1770,Crystal Palace,2024-11-23,11,@,Aston Villa,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,11,12,47.8,Match Report
1771,Bournemouth,2025-01-14,11,@,Chelsea,eng Premier League,D 2-2,2,2,0,43,1,1,1,0,11,15,42.3,Match Report
1772,Wolfsburg,2025-03-15,11,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,11,13,45.8,Match Report
1773,Real Madrid,2024-12-04,11,@,Athletic Club,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,11,6,64.7,Match Report
1774,Marseille,2025-03-08,11,,Lens,fr Ligue 1,L 0-1,0,1,-1,75,0,0,0,0,11,13,45.8,Match Report
1775,Marseille,2025-02-09,11,@,Angers,fr Ligue 1,W 2-0,2,0,+2,78,2,0,0,0,11,7,61.1,Match Report
1776,Marseille,2025-01-26,11,@,Nice,fr Ligue 1,L 0-2,0,2,-2,71,0,0,0,0,11,7,61.1,Match Report
1777,Marseille,2024-09-14,11,,Nice,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,11,3,78.6,Match Report
1778,Stuttgart,2025-02-23,11,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,11,12,47.8,Match Report
1779,Stuttgart,2025-02-08,11,@,Dortmund,de Bundesliga,W 2-1,2,1,+1,32,1,0,0,0,11,8,57.9,Match Report
1780,Auxerre,2025-04-06,11,@,Rennes,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,11,11,50.0,Match Report
1781,Auxerre,2025-03-14,11,@,Nice,fr Ligue 1,D 1-1,1,1,0,49,1,0,0,0,11,17,39.3,Match Report
1782,Auxerre,2025-02-09,11,,Toulouse,fr Ligue 1,D 2-2,2,2,0,53,2,0,0,0,11,13,45.8,Match Report
1783,Le Havre,2025-03-16,11,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,11,9,55.0,Match Report
1784,Le Havre,2025-02-02,11,@,Angers,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,11,6,64.7,Match Report
1785,Le Havre,2024-08-24,11,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,41,1,1,1,0,11,15,42.3,Match Report
1786,Werder Bremen,2024-09-15,11,@,Mainz 05,de Bundesliga,W 2-1,2,1,+1,42,1,1,1,0,11,11,50.0,Match Report
1787,Werder Bremen,2024-08-31,11,,Dortmund,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,11,10,52.4,Match Report
1788,Angers,2025-03-15,11,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,11,10,52.4,Match Report
1789,Angers,2025-03-02,11,,Toulouse,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,11,17,39.3,Match Report
1790,Angers,2024-11-24,11,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,11,13,45.8,Match Report
1791,Angers,2024-10-20,11,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,11,22,33.3,Match Report
1792,West Ham,2025-04-01,11,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,11,9,55.0,Match Report
1793,Leganés,2025-02-23,11,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,11,19,36.7,Match Report
1794,Liverpool,2025-01-25,11,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,70,4,0,0,0,11,5,68.8,Match Report
1795,Liverpool,2025-01-05,11,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,11,8,57.9,Match Report
1796,Liverpool,2024-12-26,11,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,11,15,42.3,Match Report
1797,Liverpool,2024-10-27,11,@,Arsenal,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,11,18,37.9,Match Report
1798,Aston Villa,2025-02-15,11,,Ipswich Town,eng Premier League,D 1-1,1,1,0,75,1,0,0,0,11,7,61.1,Match Report
1799,Aston Villa,2025-02-01,11,@,Wolves,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,11,8,57.9,Match Report
1800,Aston Villa,2024-12-30,11,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,11,11,50.0,Match Report
1801,Aston Villa,2024-12-04,11,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,11,16,40.7,Match Report
1802,Aston Villa,2024-11-03,11,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,11,12,47.8,Match Report
1803,Alavés,2025-01-11,11,,Girona,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,11,13,45.8,Match Report
1804,Alavés,2024-10-26,11,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,11,12,47.8,Match Report
1805,Girona,2025-04-05,11,,Alavés,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,11,13,45.8,Match Report
1806,Girona,2024-09-29,11,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,11,7,61.1,Match Report
1807,Atalanta,2025-02-08,11,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,62,5,0,0,0,11,15,42.3,Match Report
1808,Rayo Vallecano,2024-10-20,11,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,11,20,35.5,Match Report
1809,Rayo Vallecano,2024-10-05,11,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,11,8,57.9,Match Report
1810,Rayo Vallecano,2024-09-22,11,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,11,21,34.4,Match Report
1811,Mainz 05,2025-01-14,11,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,11,13,45.8,Match Report
1812,Mainz 05,2024-09-15,11,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,11,11,50.0,Match Report
1813,Leicester City,2025-02-15,11,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,11,15,42.3,Match Report
1814,Leicester City,2024-12-22,11,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,11,8,57.9,Match Report
1815,Empoli,2025-03-09,11,,Roma,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,11,12,47.8,Match Report
1816,Freiburg,2025-03-02,11,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,11,16,40.7,Match Report
1817,Freiburg,2025-01-18,11,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,11,20,35.5,Match Report
1818,Sevilla,2024-09-29,11,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,11,10,52.4,Match Report
1819,Dortmund,2025-02-15,11,@,Bochum,de Bundesliga,L 0-2,0,2,-2,69,0,0,0,0,11,18,37.9,Match Report
1820,Dortmund,2024-11-30,11,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,11,7,61.1,Match Report
1821,Venezia,2025-03-08,11,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,11,6,64.7,Match Report
1822,Newcastle Utd,2024-12-14,11,,Leicester City,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,11,13,45.8,Match Report
1823,Newcastle Utd,2024-10-05,11,@,Everton,eng Premier League,D 0-0,0,0,0,67,0,0,1,1,11,13,45.8,Match Report
1824,Rennes,2025-04-06,11,,Auxerre,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,11,10,52.4,Match Report
1825,Rennes,2024-11-10,11,,Toulouse,fr Ligue 1,L 0-2,0,2,-2,67,0,0,0,0,11,14,44.0,Match Report
1826,Rennes,2024-10-25,11,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,11,13,45.8,Match Report
1827,Bochum,2024-11-02,11,@,Eint Frankfurt,de Bundesliga,L 2-7,2,7,-5,36,2,0,0,0,11,22,33.3,Match Report
1828,Ipswich Town,2025-01-16,11,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,11,16,40.7,Match Report
1829,Ipswich Town,2024-08-31,11,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,11,12,47.8,Match Report
1830,Ipswich Town,2024-08-17,11,,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,11,18,37.9,Match Report
1831,Strasbourg,2025-03-09,11,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,11,7,61.1,Match Report
1832,Strasbourg,2025-02-16,11,@,Lens,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,11,7,61.1,Match Report
1833,Strasbourg,2024-10-19,11,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,11,6,64.7,Match Report
1834,Strasbourg,2024-10-06,11,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,11,9,55.0,Match Report
1835,Strasbourg,2024-09-29,11,,Marseille,fr Ligue 1,W 1-0,1,0,+1,41,1,0,0,0,11,7,61.1,Match Report
1836,Strasbourg,2024-08-25,11,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,11,12,47.8,Match Report
1837,Cagliari,2024-10-06,11,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,11,12,47.8,Match Report
1838,Cagliari,2024-08-18,11,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,11,10,52.4,Match Report
1839,Leverkusen,2025-01-10,11,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,11,9,55.0,Match Report
1840,Leverkusen,2024-12-14,11,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,11,20,35.5,Match Report
1841,Leverkusen,2024-11-23,11,,Heidenheim,de Bundesliga,W 5-2,5,2,+3,78,5,0,0,0,11,4,73.3,Match Report
1842,Leverkusen,2024-10-19,11,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,11,8,57.9,Match Report
1843,Leverkusen,2024-10-05,11,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,11,10,52.4,Match Report
1844,Lille,2025-03-30,11,,Lens,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,11,11,50.0,Match Report
1845,Lille,2024-11-24,11,,Rennes,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,11,10,52.4,Match Report
1846,Lille,2024-10-18,11,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,11,10,52.4,Match Report
1847,Brentford,2024-12-27,11,@,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,11,19,36.7,Match Report
1848,Brentford,2024-09-14,11,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,11,6,64.7,Match Report
1849,Roma,2025-03-02,11,,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,11,14,44.0,Match Report
1850,Chelsea,2025-02-25,11,,Southampton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,11,8,57.9,Match Report
1851,Chelsea,2024-09-14,11,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,66,1,0,0,0,11,15,42.3,Match Report
1852,Brighton,2024-12-30,11,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,11,11,50.0,Match Report
1853,Brighton,2024-12-08,11,@,Leicester City,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,11,14,44.0,Match Report
1854,Brighton,2024-10-26,11,,Wolves,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,11,15,42.3,Match Report
1855,Brighton,2024-09-28,11,@,Chelsea,eng Premier League,L 2-4,2,4,-2,59,2,0,0,0,11,6,64.7,Match Report
1856,Saint-Étienne,2025-04-06,11,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,11,19,36.7,Match Report
1857,Saint-Étienne,2024-08-17,11,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,11,15,42.3,Match Report
1858,Everton,2024-10-19,11,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,11,12,47.8,Match Report
1859,Everton,2024-09-14,11,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,11,8,57.9,Match Report
1860,Napoli,2025-02-15,11,@,Lazio,it Serie A,D 2-2,2,2,0,47,1,0,0,0,11,12,47.8,Match Report
1861,Napoli,2025-02-09,11,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,11,7,61.1,Match Report
1862,Napoli,2024-12-08,11,,Lazio,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,11,7,61.1,Match Report
1863,Lyon,2025-03-02,11,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,11,15,42.3,Match Report
1864,Lyon,2025-02-09,11,,Reims,fr Ligue 1,W 4-0,4,0,+4,67,4,0,0,0,11,5,68.8,Match Report
1865,Lyon,2025-02-02,11,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,11,12,47.8,Match Report
1866,Lyon,2024-10-20,11,@,Le Havre,fr Ligue 1,W 4-0,4,0,+4,61,4,0,0,0,11,8,57.9,Match Report
1867,Lyon,2024-09-22,11,,Marseille,fr Ligue 1,L 2-3,2,3,-1,63,2,0,1,1,11,14,44.0,Match Report
1868,Nantes,2025-03-30,11,@,Le Havre,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,11,17,39.3,Match Report
1869,Nantes,2025-01-19,11,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,11,24,31.4,Match Report
1870,Nantes,2024-10-20,11,,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,11,7,61.1,Match Report
1871,Atlético Madrid,2025-02-01,11,,Mallorca,es La Liga,W 2-0,2,0,+2,53,2,0,0,0,11,17,39.3,Match Report
1872,Atlético Madrid,2025-01-18,11,@,Leganés,es La Liga,L 0-1,0,1,-1,67,0,0,1,1,11,13,45.8,Match Report
1873,Atlético Madrid,2025-01-12,11,,Osasuna,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,11,14,44.0,Match Report
1874,Atlético Madrid,2024-08-31,11,@,Athletic Club,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,11,7,61.1,Match Report
