Rk,Team,Date,Opp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Opp,Stp,Stp%,Match Report
2176,Manchester City,2024-12-15,9,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,9,0,0.0,Match Report
2177,Manchester City,2024-09-14,9,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,9,0,0.0,Match Report
2178,Strasbourg,2025-03-28,9,,Lyon,fr Ligue 1,W 4-2,4,2,+2,40,4,0,0,0,9,2,22.2,Match Report
2179,Cagliari,2025-01-19,9,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,9,1,11.1,Match Report
2180,Cagliari,2024-11-29,9,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,9,1,11.1,Match Report
2181,Cagliari,2024-11-09,9,,Milan,it Serie A,D 3-3,3,3,0,45,3,0,0,0,9,0,0.0,Match Report
2182,Cagliari,2024-09-15,9,,Napoli,it Serie A,L 0-4,0,4,-4,51,0,0,0,0,9,1,11.1,Match Report
2183,Leverkusen,2025-02-22,9,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,62,2,0,0,0,9,1,11.1,Match Report
2184,Leverkusen,2024-11-30,9,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,9,1,11.1,Match Report
2185,Leverkusen,2024-10-26,9,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,9,0,0.0,Match Report
2186,Lille,2024-12-14,9,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,9,0,0.0,Match Report
2187,Brentford,2025-04-02,9,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,9,1,11.1,Match Report
2188,Brentford,2025-01-04,9,@,Southampton,eng Premier League,W 5-0,5,0,+5,50,4,1,1,0,9,3,33.3,Match Report
2189,Brentford,2024-09-14,9,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,9,2,22.2,Match Report
2190,Roma,2025-03-09,9,@,Empoli,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,9,0,0.0,Match Report
2191,Roma,2024-10-06,9,@,Monza,it Serie A,D 1-1,1,1,0,65,1,0,0,0,9,1,11.1,Match Report
2192,Chelsea,2025-02-22,9,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,9,0,0.0,Match Report
2193,Chelsea,2024-10-27,9,,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,9,1,11.1,Match Report
2194,Chelsea,2024-10-06,9,,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,9,1,11.1,Match Report
2195,Chelsea,2024-09-28,9,,Brighton,eng Premier League,W 4-2,4,2,+2,41,3,1,1,0,9,0,0.0,Match Report
2196,Brighton,2025-01-19,9,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,9,0,0.0,Match Report
2197,Brighton,2024-08-24,9,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,9,2,22.2,Match Report
2198,Saint-Étienne,2024-08-17,9,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,9,0,0.0,Match Report
2199,Everton,2024-11-09,9,@,West Ham,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,9,1,11.1,Match Report
2200,Napoli,2025-03-09,9,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,9,0,0.0,Match Report
2201,Napoli,2024-10-26,9,,Lecce,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,9,1,11.1,Match Report
2202,Napoli,2024-09-29,9,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,9,1,11.1,Match Report
2203,Lyon,2024-08-18,9,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,9,0,0.0,Match Report
2204,Inter,2025-03-16,9,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,9,0,0.0,Match Report
2205,Inter,2025-01-19,9,,Empoli,it Serie A,W 3-1,3,1,+2,68,3,0,0,0,9,0,0.0,Match Report
2206,Inter,2024-11-23,9,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,69,5,0,0,0,9,1,11.1,Match Report
2207,Nantes,2025-03-02,9,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,26,0,0,0,0,9,1,11.1,Match Report
2208,Atlético Madrid,2024-09-29,9,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,9,0,0.0,Match Report
2209,Atlético Madrid,2024-08-19,9,@,Villarreal,es La Liga,D 2-2,2,2,0,56,2,0,0,0,9,0,0.0,Match Report
2210,Milan,2025-03-08,9,@,Lecce,it Serie A,W 3-2,3,2,+1,70,1,1,1,0,9,0,0.0,Match Report
2211,Milan,2025-01-26,9,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,9,0,0.0,Match Report
2212,Milan,2024-09-14,9,,Venezia,it Serie A,W 4-0,4,0,+4,62,2,2,2,0,9,0,0.0,Match Report
2213,Valencia,2024-11-29,9,@,Mallorca,es La Liga,L 1-2,1,2,-1,52,0,1,1,0,9,0,0.0,Match Report
2214,Juventus,2024-12-07,9,,Bologna,it Serie A,D 2-2,2,2,0,54,2,0,0,0,9,0,0.0,Match Report
2215,Juventus,2024-09-28,9,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,9,0,0.0,Match Report
2216,Paris S-G,2025-03-16,9,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,9,1,11.1,Match Report
2217,Paris S-G,2025-03-08,9,@,Rennes,fr Ligue 1,W 4-1,4,1,+3,68,4,0,0,0,9,2,22.2,Match Report
2218,Paris S-G,2025-02-07,9,,Monaco,fr Ligue 1,W 4-1,4,1,+3,63,4,0,0,0,9,2,22.2,Match Report
2219,Paris S-G,2024-10-06,9,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,9,0,0.0,Match Report
2220,Paris S-G,2024-09-14,9,,Brest,fr Ligue 1,W 3-1,3,1,+2,67,3,0,0,0,9,0,0.0,Match Report
2221,Paris S-G,2024-08-23,9,,Montpellier,fr Ligue 1,W 6-0,6,0,+6,68,6,0,0,0,9,0,0.0,Match Report
2222,Real Sociedad,2025-01-19,9,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,9,3,33.3,Match Report
2223,Real Sociedad,2024-12-21,9,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,9,1,11.1,Match Report
2224,Real Sociedad,2024-08-18,9,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,9,1,11.1,Match Report
2225,Nott'ham Forest,2025-03-08,9,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,9,0,0.0,Match Report
2226,Parma,2024-09-30,9,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,9,1,11.1,Match Report
2227,Eint Frankfurt,2025-02-02,9,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,9,1,11.1,Match Report
2228,Eint Frankfurt,2024-12-15,9,@,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,9,0,0.0,Match Report
2229,Celta Vigo,2025-04-05,9,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,9,0,0.0,Match Report
2230,Celta Vigo,2025-01-27,9,@,Alavés,es La Liga,D 1-1,1,1,0,51,1,0,0,0,9,0,0.0,Match Report
2231,Celta Vigo,2024-12-14,9,@,Sevilla,es La Liga,L 0-1,0,1,-1,55,0,0,0,0,9,0,0.0,Match Report
2232,Brest,2025-03-02,9,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,9,1,11.1,Match Report
2233,Lens,2025-03-30,9,@,Lille,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,9,1,11.1,Match Report
2234,Lens,2025-02-23,9,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,9,1,11.1,Match Report
2235,Lens,2024-11-02,9,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,32,0,0,0,0,9,1,11.1,Match Report
2236,Monaco,2024-12-07,9,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,9,0,0.0,Match Report
2237,Monaco,2024-08-17,9,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,61,1,0,0,0,9,1,11.1,Match Report
2238,Lecce,2024-08-19,9,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,9,0,0.0,Match Report
2239,Las Palmas,2025-04-06,8,,Real Sociedad,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,8,0,0.0,Match Report
2240,Las Palmas,2024-08-25,8,@,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,8,1,12.5,Match Report
2241,Hoffenheim,2025-01-26,8,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,8,1,12.5,Match Report
2242,Osasuna,2025-01-12,8,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,8,0,0.0,Match Report
2243,Osasuna,2024-12-21,8,,Athletic Club,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,8,1,12.5,Match Report
2244,Osasuna,2024-12-08,8,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,8,1,12.5,Match Report
2245,Udinese,2025-04-04,8,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,8,1,12.5,Match Report
2246,Udinese,2025-01-20,8,@,Como,it Serie A,L 1-4,1,4,-3,49,1,0,0,0,8,0,0.0,Match Report
2247,Udinese,2024-11-02,8,,Juventus,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,8,2,25.0,Match Report
2248,Bayern Munich,2024-09-01,8,,Freiburg,de Bundesliga,W 2-0,2,0,+2,66,1,1,1,0,8,0,0.0,Match Report
2249,Augsburg,2024-12-21,8,@,Holstein Kiel,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,8,0,0.0,Match Report
2250,Augsburg,2024-11-30,8,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,8,2,25.0,Match Report
2251,Hellas Verona,2025-03-31,8,,Parma,it Serie A,D 0-0,0,0,0,42,0,0,0,0,8,0,0.0,Match Report
2252,Hellas Verona,2025-03-15,8,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,8,1,12.5,Match Report
2253,Torino,2024-11-09,8,@,Juventus,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,8,1,12.5,Match Report
2254,Nice,2025-03-09,8,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,8,2,25.0,Match Report
2255,Valladolid,2025-02-28,8,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,8,0,0.0,Match Report
2256,Valladolid,2025-02-01,8,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,8,0,0.0,Match Report
2257,Valladolid,2024-12-07,8,@,Las Palmas,es La Liga,L 1-2,1,2,-1,42,1,0,0,0,8,1,12.5,Match Report
2258,Valladolid,2024-08-28,8,,Leganés,es La Liga,D 0-0,0,0,0,58,0,0,0,0,8,0,0.0,Match Report
2259,Arsenal,2025-01-04,8,@,Brighton,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,8,0,0.0,Match Report
2260,Arsenal,2024-12-14,8,,Everton,eng Premier League,D 0-0,0,0,0,76,0,0,0,0,8,1,12.5,Match Report
2261,Heidenheim,2025-01-18,8,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,8,0,0.0,Match Report
2262,Heidenheim,2024-12-01,8,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,8,0,0.0,Match Report
2263,Heidenheim,2024-11-10,8,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,65,1,0,0,0,8,0,0.0,Match Report
2264,Manchester Utd,2024-10-19,8,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,8,1,12.5,Match Report
2265,Bologna,2025-02-27,8,,Milan,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,8,1,12.5,Match Report
2266,Bologna,2025-01-18,8,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,8,3,37.5,Match Report
2267,Bologna,2024-11-10,8,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,8,0,0.0,Match Report
2268,Barcelona,2025-03-27,8,,Osasuna,es La Liga,W 3-0,3,0,+3,74,2,1,1,0,8,1,12.5,Match Report
2269,Montpellier,2024-12-01,8,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,8,1,12.5,Match Report
2270,Montpellier,2024-11-23,8,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,8,2,25.0,Match Report
2271,Como,2025-03-29,8,,Empoli,it Serie A,D 1-1,1,1,0,71,1,0,0,0,8,1,12.5,Match Report
2272,Como,2025-03-08,8,,Venezia,it Serie A,D 1-1,1,1,0,55,1,0,0,0,8,3,37.5,Match Report
2273,Como,2025-02-16,8,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,8,1,12.5,Match Report
2274,Como,2025-01-14,8,,Milan,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,8,0,0.0,Match Report
2275,Mallorca,2024-12-03,8,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,8,1,12.5,Match Report
2276,Athletic Club,2024-12-08,8,,Villarreal,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,8,1,12.5,Match Report
2277,Athletic Club,2024-12-04,8,,Real Madrid,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,8,0,0.0,Match Report
2278,Athletic Club,2024-12-01,8,@,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,52,2,0,0,0,8,1,12.5,Match Report
2279,Athletic Club,2024-11-03,8,,Betis,es La Liga,D 1-1,1,1,0,50,1,0,0,0,8,1,12.5,Match Report
2280,Gladbach,2024-12-14,8,,Holstein Kiel,de Bundesliga,W 4-1,4,1,+3,56,4,0,0,0,8,0,0.0,Match Report
2281,Southampton,2025-02-25,8,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,8,0,0.0,Match Report
2282,Southampton,2025-01-25,8,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,8,2,25.0,Match Report
2283,Southampton,2025-01-16,8,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,8,0,0.0,Match Report
2284,Southampton,2024-08-31,8,@,Brentford,eng Premier League,L 1-3,1,3,-2,63,1,0,0,0,8,1,12.5,Match Report
2285,Tottenham,2025-02-26,8,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,8,1,12.5,Match Report
2286,Tottenham,2024-11-03,8,,Aston Villa,eng Premier League,W 4-1,4,1,+3,51,4,0,0,0,8,2,25.0,Match Report
2287,Toulouse,2025-03-30,8,,Brest,fr Ligue 1,L 2-4,2,4,-2,53,2,0,0,0,8,0,0.0,Match Report
2288,Toulouse,2024-12-07,8,@,Monaco,fr Ligue 1,L 0-2,0,2,-2,42,0,0,0,0,8,1,12.5,Match Report
2289,Fiorentina,2025-01-13,8,@,Monza,it Serie A,L 1-2,1,2,-1,65,0,1,1,0,8,0,0.0,Match Report
2290,Fiorentina,2024-11-03,8,@,Torino,it Serie A,W 1-0,1,0,+1,46,1,0,0,0,8,1,12.5,Match Report
2291,Fiorentina,2024-10-20,8,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,8,0,0.0,Match Report
2292,Fiorentina,2024-09-29,8,@,Empoli,it Serie A,D 0-0,0,0,0,62,0,0,0,0,8,1,12.5,Match Report
2293,Fiorentina,2024-08-25,8,,Venezia,it Serie A,D 0-0,0,0,0,54,0,0,0,0,8,0,0.0,Match Report
2294,Crystal Palace,2024-08-24,8,,West Ham,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,8,0,0.0,Match Report
2295,Wolfsburg,2024-09-14,8,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,8,0,0.0,Match Report
2296,Real Madrid,2025-03-29,8,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,8,0,0.0,Match Report
2297,Real Madrid,2025-01-25,8,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,8,0,0.0,Match Report
2298,St. Pauli,2025-04-06,8,,Gladbach,de Bundesliga,D 1-1,1,1,0,63,1,0,0,0,8,0,0.0,Match Report
2299,St. Pauli,2025-02-22,8,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,8,0,0.0,Match Report
2300,St. Pauli,2025-02-09,8,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,8,1,12.5,Match Report
2301,Marseille,2025-03-02,8,,Nantes,fr Ligue 1,W 2-0,2,0,+2,74,2,0,0,0,8,2,25.0,Match Report
2302,Marseille,2025-02-02,8,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,8,4,50.0,Match Report
2303,Marseille,2024-12-01,8,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,8,0,0.0,Match Report
2304,Marseille,2024-11-08,8,,Auxerre,fr Ligue 1,L 1-3,1,3,-2,74,0,1,1,0,8,0,0.0,Match Report
2305,Marseille,2024-10-27,8,,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,26,0,0,0,0,8,0,0.0,Match Report
2306,Marseille,2024-10-20,8,@,Montpellier,fr Ligue 1,W 5-0,5,0,+5,65,5,0,0,0,8,0,0.0,Match Report
2307,Stuttgart,2025-03-29,8,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,8,0,0.0,Match Report
2308,Stuttgart,2025-02-28,8,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,8,0,0.0,Match Report
2309,Stuttgart,2024-10-06,8,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,8,0,0.0,Match Report
2310,Auxerre,2025-03-02,8,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,8,1,12.5,Match Report
2311,Le Havre,2024-12-15,8,,Strasbourg,fr Ligue 1,L 0-3,0,3,-3,56,0,0,0,0,8,0,0.0,Match Report
2312,Le Havre,2024-11-10,8,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,8,1,12.5,Match Report
2313,Le Havre,2024-10-20,8,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,8,0,0.0,Match Report
2314,Genoa,2025-04-04,8,,Udinese,it Serie A,W 1-0,1,0,+1,54,1,0,0,0,8,0,0.0,Match Report
2315,Genoa,2024-09-21,8,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,8,0,0.0,Match Report
2316,Lazio,2024-08-31,8,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,8,0,0.0,Match Report
2317,Lazio,2024-08-18,8,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,8,1,12.5,Match Report
2318,Getafe,2024-09-01,8,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,8,1,12.5,Match Report
2319,Union Berlin,2024-10-27,8,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,8,0,0.0,Match Report
2320,West Ham,2024-12-03,8,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,8,0,0.0,Match Report
2321,Liverpool,2025-01-18,8,@,Brentford,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,8,0,0.0,Match Report
2322,Liverpool,2024-10-05,8,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,8,0,0.0,Match Report
2323,Aston Villa,2024-12-07,8,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,8,0,0.0,Match Report
2324,Aston Villa,2024-11-09,8,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,8,0,0.0,Match Report
2325,Aston Villa,2024-08-24,8,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,8,1,12.5,Match Report
2326,Wolves,2024-08-25,8,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,8,0,0.0,Match Report
2327,Alavés,2025-03-29,8,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,8,0,0.0,Match Report
2328,Alavés,2025-02-15,8,@,Leganés,es La Liga,D 3-3,3,3,0,57,2,1,1,0,8,0,0.0,Match Report
2329,Alavés,2024-09-14,8,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,8,1,12.5,Match Report
2330,Girona,2025-02-14,8,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,8,0,0.0,Match Report
2331,Girona,2024-12-14,8,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,8,0,0.0,Match Report
2332,Girona,2024-09-01,8,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,8,1,12.5,Match Report
2333,Girona,2024-08-15,8,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,8,1,12.5,Match Report
2334,Atalanta,2024-10-20,8,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,8,1,12.5,Match Report
2335,Atalanta,2024-10-05,8,,Genoa,it Serie A,W 5-1,5,1,+4,63,4,1,1,0,8,0,0.0,Match Report
2336,Rayo Vallecano,2025-02-07,8,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,8,1,12.5,Match Report
2337,Mainz 05,2024-11-24,8,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,8,3,37.5,Match Report
2338,Leicester City,2025-01-15,8,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,8,1,12.5,Match Report
2339,Leicester City,2024-11-02,8,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,8,1,12.5,Match Report
2340,Empoli,2025-03-15,8,@,Torino,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,8,0,0.0,Match Report
2341,Freiburg,2025-03-30,8,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,8,1,12.5,Match Report
2342,Espanyol,2025-03-29,8,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,8,0,0.0,Match Report
2343,Espanyol,2024-09-26,8,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,8,1,12.5,Match Report
2344,RB Leipzig,2024-09-28,8,,Augsburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,8,1,12.5,Match Report
2345,Sevilla,2024-12-22,8,@,Real Madrid,es La Liga,L 2-4,2,4,-2,41,2,0,0,0,8,1,12.5,Match Report
2346,Sevilla,2024-10-06,8,,Betis,es La Liga,W 1-0,1,0,+1,51,0,1,1,0,8,2,25.0,Match Report
2347,Dortmund,2025-03-08,8,,Augsburg,de Bundesliga,L 0-1,0,1,-1,71,0,0,0,0,8,0,0.0,Match Report
2348,Dortmund,2025-02-08,8,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,8,0,0.0,Match Report
2349,Dortmund,2024-09-27,8,,Bochum,de Bundesliga,W 4-2,4,2,+2,66,3,1,1,0,8,0,0.0,Match Report
2350,Venezia,2024-11-25,8,,Lecce,it Serie A,L 0-1,0,1,-1,61,0,0,0,0,8,1,12.5,Match Report
2351,Newcastle Utd,2025-01-15,8,,Wolves,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,8,0,0.0,Match Report
2352,Newcastle Utd,2024-12-21,8,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,8,0,0.0,Match Report
2353,Newcastle Utd,2024-11-25,8,,West Ham,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,8,0,0.0,Match Report
2354,Newcastle Utd,2024-10-19,8,,Brighton,eng Premier League,L 0-1,0,1,-1,60,0,0,0,0,8,0,0.0,Match Report
2355,Ipswich Town,2024-09-21,8,@,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,8,2,25.0,Match Report
2356,Manchester City,2024-12-26,8,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,8,0,0.0,Match Report
2357,Cagliari,2024-12-22,8,@,Venezia,it Serie A,L 1-2,1,2,-1,68,1,0,0,0,8,1,12.5,Match Report
2358,Leverkusen,2025-03-28,8,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,8,0,0.0,Match Report
2359,Leverkusen,2024-11-23,8,,Heidenheim,de Bundesliga,W 5-2,5,2,+3,78,5,0,0,0,8,2,25.0,Match Report
2360,Lille,2025-04-05,8,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,8,2,25.0,Match Report
2361,Lille,2025-03-30,8,,Lens,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,8,0,0.0,Match Report
2362,Lille,2024-12-06,8,,Brest,fr Ligue 1,W 3-1,3,1,+2,61,2,1,1,0,8,0,0.0,Match Report
2363,Lille,2024-08-24,8,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,8,0,0.0,Match Report
2364,Roma,2025-03-02,8,,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,8,2,25.0,Match Report
2365,Roma,2025-02-02,8,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,8,1,12.5,Match Report
2366,Roma,2024-11-10,8,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,8,0,0.0,Match Report
2367,Chelsea,2025-02-25,8,,Southampton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,8,0,0.0,Match Report
2368,Chelsea,2025-01-14,8,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,8,3,37.5,Match Report
2369,Chelsea,2024-12-22,8,@,Everton,eng Premier League,D 0-0,0,0,0,75,0,0,0,0,8,2,25.0,Match Report
2370,Chelsea,2024-08-25,8,@,Wolves,eng Premier League,W 6-2,6,2,+4,60,6,0,0,0,8,2,25.0,Match Report
2371,Brighton,2025-04-05,8,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,8,2,25.0,Match Report
2372,Brighton,2025-01-16,8,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,8,1,12.5,Match Report
2373,Saint-Étienne,2025-03-29,8,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,8,1,12.5,Match Report
2374,Saint-Étienne,2025-01-24,8,@,Auxerre,fr Ligue 1,D 1-1,1,1,0,63,1,0,0,0,8,0,0.0,Match Report
2375,Saint-Étienne,2024-09-20,8,@,Nice,fr Ligue 1,L 0-8,0,8,-8,41,0,0,0,0,8,0,0.0,Match Report
2376,Everton,2024-08-17,8,,Brighton,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,8,1,12.5,Match Report
2377,Napoli,2025-03-01,8,,Inter,it Serie A,D 1-1,1,1,0,62,1,0,0,0,8,0,0.0,Match Report
2378,Napoli,2024-12-14,8,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,8,2,25.0,Match Report
2379,Lyon,2025-04-05,8,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,8,0,0.0,Match Report
