Rk,Team,Date,Opp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Opp,Stp,Stp%,Match Report
668,Strasbourg,2024-08-30,18,@,Lyon,fr Ligue 1,L 3-4,3,4,-1,52,3,0,0,0,18,0,0.0,Match Report
669,Cagliari,2025-03-16,18,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,18,1,5.6,Match Report
670,Cagliari,2025-02-03,18,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,18,0,0.0,Match Report
671,Cagliari,2024-12-28,18,,Inter,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,18,1,5.6,Match Report
672,Cagliari,2024-10-06,18,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,18,0,0.0,Match Report
673,Leverkusen,2025-01-18,18,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,18,0,0.0,Match Report
674,Leverkusen,2024-11-09,18,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,18,1,5.6,Match Report
675,Brentford,2024-11-09,18,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,18,1,5.6,Match Report
676,Brighton,2024-11-02,18,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,18,0,0.0,Match Report
677,Saint-Étienne,2024-11-10,18,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,38,0,0,0,0,18,1,5.6,Match Report
678,Everton,2024-10-05,18,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,18,1,5.6,Match Report
679,Napoli,2025-02-02,18,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,18,1,5.6,Match Report
680,Napoli,2024-11-10,18,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,18,2,11.1,Match Report
681,Lyon,2025-01-04,18,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,57,0,0,0,0,18,1,5.6,Match Report
682,Nantes,2025-02-07,18,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,18,1,5.6,Match Report
683,Milan,2024-12-06,18,@,Atalanta,it Serie A,L 1-2,1,2,-1,48,1,0,0,0,18,0,0.0,Match Report
684,Milan,2024-09-22,18,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,18,1,5.6,Match Report
685,Valencia,2025-03-08,18,,Valladolid,es La Liga,W 2-1,2,1,+1,62,2,0,0,0,18,2,11.1,Match Report
686,Valencia,2024-08-28,18,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,18,2,11.1,Match Report
687,Juventus,2024-10-27,18,@,Inter,it Serie A,D 4-4,4,4,0,53,4,0,0,0,18,0,0.0,Match Report
688,Real Sociedad,2025-04-06,18,@,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,18,1,5.6,Match Report
689,Real Sociedad,2025-03-29,18,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,18,1,5.6,Match Report
690,Real Sociedad,2025-03-16,18,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,45,2,0,0,0,18,3,16.7,Match Report
691,Real Sociedad,2024-08-28,18,,Alavés,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,18,1,5.6,Match Report
692,Nott'ham Forest,2024-08-17,18,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,18,0,0.0,Match Report
693,Parma,2025-01-12,18,@,Genoa,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,18,0,0.0,Match Report
694,Parma,2024-11-23,18,,Atalanta,it Serie A,L 1-3,1,3,-2,45,1,0,0,0,18,1,5.6,Match Report
695,Parma,2024-11-04,18,,Genoa,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,18,1,5.6,Match Report
696,Eint Frankfurt,2025-03-16,18,@,Bochum,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,18,0,0.0,Match Report
697,Brest,2024-08-25,18,@,Lens,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,18,1,5.6,Match Report
698,Betis,2025-02-02,18,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,18,1,5.6,Match Report
699,Lecce,2025-03-08,18,,Milan,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,18,0,0.0,Match Report
700,Lecce,2024-08-24,18,@,Inter,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,18,1,5.6,Match Report
701,Las Palmas,2024-09-26,17,,Betis,es La Liga,D 1-1,1,1,0,55,1,0,0,0,17,0,0.0,Match Report
702,Osasuna,2024-12-02,17,@,Sevilla,es La Liga,D 1-1,1,1,0,36,1,0,0,0,17,0,0.0,Match Report
703,Udinese,2024-11-10,17,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,17,2,11.8,Match Report
704,Udinese,2024-09-01,17,,Como,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,17,0,0.0,Match Report
705,Augsburg,2024-11-10,17,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,17,1,5.9,Match Report
706,Augsburg,2024-11-02,17,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,17,1,5.9,Match Report
707,Hellas Verona,2024-09-20,17,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,17,2,11.8,Match Report
708,Hellas Verona,2024-09-01,17,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,17,2,11.8,Match Report
709,Hellas Verona,2024-08-18,17,,Napoli,it Serie A,W 3-0,3,0,+3,33,3,0,0,0,17,0,0.0,Match Report
710,Torino,2025-03-08,17,@,Parma,it Serie A,D 2-2,2,2,0,47,2,0,0,0,17,1,5.9,Match Report
711,Torino,2024-12-07,17,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,17,4,23.5,Match Report
712,Torino,2024-10-20,17,@,Cagliari,it Serie A,L 2-3,2,3,-1,59,2,0,0,0,17,0,0.0,Match Report
713,Nice,2025-01-11,17,@,Reims,fr Ligue 1,W 4-2,4,2,+2,46,3,1,1,0,17,0,0.0,Match Report
714,Heidenheim,2025-03-29,17,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,39,0,1,1,0,17,2,11.8,Match Report
715,Barcelona,2024-12-07,17,@,Betis,es La Liga,D 2-2,2,2,0,62,2,0,0,0,17,1,5.9,Match Report
716,Monza,2025-01-18,17,@,Bologna,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,17,2,11.8,Match Report
717,Monza,2024-11-30,17,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,17,1,5.9,Match Report
718,Montpellier,2024-12-15,17,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,17,0,0.0,Match Report
719,Como,2024-12-30,17,,Lecce,it Serie A,W 2-0,2,0,+2,56,2,0,1,1,17,0,0.0,Match Report
720,Villarreal,2025-03-30,17,@,Getafe,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,17,1,5.9,Match Report
721,Mallorca,2024-11-29,17,,Valencia,es La Liga,W 2-1,2,1,+1,48,2,0,0,0,17,0,0.0,Match Report
722,Mallorca,2024-11-01,17,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,17,3,17.6,Match Report
723,Mallorca,2024-08-24,17,@,Osasuna,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,17,0,0.0,Match Report
724,Holstein Kiel,2024-08-24,17,@,Hoffenheim,de Bundesliga,L 2-3,2,3,-1,46,2,0,0,0,17,2,11.8,Match Report
725,Athletic Club,2025-03-01,17,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,17,1,5.9,Match Report
726,Southampton,2024-09-21,17,,Ipswich Town,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,17,1,5.9,Match Report
727,Toulouse,2024-10-27,17,@,Montpellier,fr Ligue 1,W 3-0,3,0,+3,49,3,0,0,0,17,0,0.0,Match Report
728,Crystal Palace,2025-01-15,17,@,Leicester City,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,17,1,5.9,Match Report
729,Crystal Palace,2024-10-21,17,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,17,1,5.9,Match Report
730,Crystal Palace,2024-09-21,17,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,17,3,17.6,Match Report
731,Bournemouth,2025-02-15,17,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,17,1,5.9,Match Report
732,Real Madrid,2024-12-04,17,@,Athletic Club,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,17,0,0.0,Match Report
733,Le Havre,2025-03-16,17,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,17,1,5.9,Match Report
734,Le Havre,2024-12-07,17,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,17,1,5.9,Match Report
735,Genoa,2025-02-22,17,@,Inter,it Serie A,L 0-1,0,1,-1,38,0,0,0,0,17,2,11.8,Match Report
736,Genoa,2024-10-19,17,,Bologna,it Serie A,D 2-2,2,2,0,39,2,0,0,0,17,0,0.0,Match Report
737,Genoa,2024-08-17,17,,Inter,it Serie A,D 2-2,2,2,0,32,2,0,1,1,17,1,5.9,Match Report
738,Angers,2024-12-07,17,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,17,0,0.0,Match Report
739,Angers,2024-11-09,17,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,30,2,0,0,0,17,0,0.0,Match Report
740,Lazio,2025-01-19,17,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,17,0,0.0,Match Report
741,Getafe,2024-09-18,17,@,Betis,es La Liga,L 1-2,1,2,-1,35,1,0,0,0,17,0,0.0,Match Report
742,Union Berlin,2025-02-01,17,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,17,0,0.0,Match Report
743,West Ham,2025-02-03,17,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,17,0,0.0,Match Report
744,West Ham,2025-01-14,17,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,17,0,0.0,Match Report
745,West Ham,2024-12-29,17,,Liverpool,eng Premier League,L 0-5,0,5,-5,46,0,0,0,0,17,0,0.0,Match Report
746,Leganés,2025-03-29,17,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,17,4,23.5,Match Report
747,Leganés,2024-11-02,17,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,17,1,5.9,Match Report
748,Reims,2024-09-21,17,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,17,1,5.9,Match Report
749,Reims,2024-09-15,17,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,17,1,5.9,Match Report
750,Liverpool,2024-11-09,17,,Aston Villa,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,17,2,11.8,Match Report
751,Liverpool,2024-09-21,17,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,17,1,5.9,Match Report
752,Aston Villa,2025-04-02,17,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,17,1,5.9,Match Report
753,Aston Villa,2024-10-26,17,,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,17,5,29.4,Match Report
754,Wolves,2024-12-26,17,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,17,1,5.9,Match Report
755,Wolves,2024-08-31,17,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,17,1,5.9,Match Report
756,Girona,2025-03-30,17,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,17,2,11.8,Match Report
757,Mainz 05,2024-12-14,17,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,17,2,11.8,Match Report
758,Empoli,2025-02-16,17,@,Udinese,it Serie A,L 0-3,0,3,-3,44,0,0,0,0,17,0,0.0,Match Report
759,Empoli,2024-09-14,17,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,17,2,11.8,Match Report
760,Freiburg,2024-08-24,17,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,17,0,0.0,Match Report
761,Espanyol,2024-12-18,17,,Valencia,es La Liga,D 1-1,1,1,0,46,1,0,0,0,17,4,23.5,Match Report
762,RB Leipzig,2024-11-23,17,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,17,0,0.0,Match Report
763,RB Leipzig,2024-11-02,17,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,17,0,0.0,Match Report
764,Sevilla,2025-04-06,17,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,17,1,5.9,Match Report
765,Sevilla,2024-09-01,17,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,17,0,0.0,Match Report
766,Dortmund,2025-04-05,17,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,17,0,0.0,Match Report
767,Dortmund,2025-03-30,17,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,17,2,11.8,Match Report
768,Dortmund,2024-12-07,17,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,17,0,0.0,Match Report
769,Venezia,2024-10-27,17,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,17,2,11.8,Match Report
770,Bochum,2025-03-28,17,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,17,0,0.0,Match Report
771,Bochum,2024-08-31,17,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,17,1,5.9,Match Report
772,Ipswich Town,2025-03-08,17,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,17,2,11.8,Match Report
773,Ipswich Town,2025-01-16,17,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,17,0,0.0,Match Report
774,Ipswich Town,2024-12-08,17,,Bournemouth,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,17,1,5.9,Match Report
775,Strasbourg,2025-02-02,17,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,17,1,5.9,Match Report
776,Strasbourg,2024-08-18,17,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,17,2,11.8,Match Report
777,Cagliari,2024-08-26,17,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,17,0,0.0,Match Report
778,Cagliari,2024-08-18,17,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,17,2,11.8,Match Report
779,Roma,2025-03-29,17,@,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,17,2,11.8,Match Report
780,Roma,2025-02-09,17,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,17,1,5.9,Match Report
781,Roma,2024-11-24,17,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,17,1,5.9,Match Report
782,Chelsea,2025-03-09,17,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,17,1,5.9,Match Report
783,Brighton,2024-12-30,17,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,17,3,17.6,Match Report
784,Brighton,2024-12-08,17,@,Leicester City,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,17,0,0.0,Match Report
785,Brighton,2024-10-19,17,@,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,40,1,0,0,0,17,1,5.9,Match Report
786,Saint-Étienne,2024-08-24,17,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,17,0,0.0,Match Report
787,Everton,2024-09-28,17,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,17,3,17.6,Match Report
788,Napoli,2025-01-18,17,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,17,0,0.0,Match Report
789,Napoli,2024-12-21,17,@,Genoa,it Serie A,W 2-1,2,1,+1,62,2,0,0,0,17,1,5.9,Match Report
790,Atlético Madrid,2025-03-16,17,,Barcelona,es La Liga,L 2-4,2,4,-2,35,2,0,0,0,17,2,11.8,Match Report
791,Milan,2024-08-31,17,@,Lazio,it Serie A,D 2-2,2,2,0,57,2,0,0,0,17,0,0.0,Match Report
792,Valencia,2025-01-11,17,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,17,3,17.6,Match Report
793,Valencia,2024-12-18,17,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,17,1,5.9,Match Report
794,Valencia,2024-09-15,17,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,47,0,0,0,0,17,0,0.0,Match Report
795,Juventus,2025-01-25,17,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,17,1,5.9,Match Report
796,Juventus,2024-10-06,17,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,17,3,17.6,Match Report
797,Paris S-G,2024-11-09,17,@,Angers,fr Ligue 1,W 4-2,4,2,+2,70,4,0,0,0,17,0,0.0,Match Report
798,Real Sociedad,2025-03-02,17,@,Barcelona,es La Liga,L 0-4,0,4,-4,24,0,0,0,0,17,0,0.0,Match Report
799,Nott'ham Forest,2024-12-26,17,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,17,1,5.9,Match Report
800,Parma,2024-08-17,17,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,17,1,5.9,Match Report
801,Eint Frankfurt,2024-11-23,17,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,50,1,0,0,0,17,2,11.8,Match Report
802,Eint Frankfurt,2024-10-27,17,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,17,1,5.9,Match Report
803,Celta Vigo,2024-12-06,17,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,17,0,0.0,Match Report
804,Celta Vigo,2024-08-26,17,@,Villarreal,es La Liga,L 3-4,3,4,-1,55,3,0,0,0,17,0,0.0,Match Report
805,Brest,2024-09-27,17,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,61,0,0,0,0,17,0,0.0,Match Report
806,Betis,2025-01-25,17,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,17,1,5.9,Match Report
807,Betis,2024-08-25,17,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,17,1,5.9,Match Report
808,Lens,2025-03-15,17,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,17,2,11.8,Match Report
809,Lens,2025-01-31,17,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,51,2,0,0,0,17,3,17.6,Match Report
810,Lens,2024-12-14,17,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,60,2,0,0,0,17,0,0.0,Match Report
811,Fulham,2025-04-06,17,,Liverpool,eng Premier League,W 3-2,3,2,+1,37,3,0,0,0,17,0,0.0,Match Report
812,Fulham,2024-12-05,17,,Brighton,eng Premier League,W 3-1,3,1,+2,43,2,0,0,0,17,0,0.0,Match Report
813,Fulham,2024-10-19,17,,Aston Villa,eng Premier League,L 1-3,1,3,-2,52,1,0,1,1,17,1,5.9,Match Report
814,Fulham,2024-08-16,17,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,17,0,0.0,Match Report
815,Lecce,2025-01-19,17,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,17,0,0.0,Match Report
816,Las Palmas,2025-02-22,16,,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,16,0,0.0,Match Report
817,Las Palmas,2024-10-26,16,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,16,1,6.3,Match Report
818,Las Palmas,2024-09-21,16,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,16,0,0.0,Match Report
819,Hoffenheim,2025-03-14,16,@,St. Pauli,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,16,1,6.3,Match Report
820,Hoffenheim,2025-02-23,16,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,16,0,0.0,Match Report
821,Hoffenheim,2025-01-11,16,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,16,0,0.0,Match Report
822,Osasuna,2024-11-24,16,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,16,1,6.3,Match Report
823,Udinese,2024-09-28,16,,Inter,it Serie A,L 2-3,2,3,-1,40,2,0,0,0,16,0,0.0,Match Report
824,Augsburg,2025-03-15,16,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,16,0,0.0,Match Report
825,Augsburg,2024-10-04,16,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,16,0,0.0,Match Report
826,Hellas Verona,2025-01-27,16,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,16,1,6.3,Match Report
827,Torino,2025-04-06,16,,Hellas Verona,it Serie A,D 1-1,1,1,0,61,1,0,1,1,16,2,12.5,Match Report
828,Torino,2025-01-24,16,,Cagliari,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,16,0,0.0,Match Report
829,Torino,2025-01-11,16,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,16,1,6.3,Match Report
830,Valladolid,2024-11-02,16,@,Osasuna,es La Liga,L 0-1,0,1,-1,51,0,0,0,0,16,1,6.3,Match Report
831,Valladolid,2024-10-26,16,,Villarreal,es La Liga,L 1-2,1,2,-1,45,0,1,1,0,16,1,6.3,Match Report
832,Valladolid,2024-09-24,16,@,Sevilla,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,16,2,12.5,Match Report
833,Valladolid,2024-08-31,16,@,Barcelona,es La Liga,L 0-7,0,7,-7,30,0,0,0,0,16,1,6.3,Match Report
834,Heidenheim,2025-03-16,16,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,16,1,6.3,Match Report
835,Heidenheim,2024-10-06,16,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,16,1,6.3,Match Report
836,Manchester Utd,2025-02-26,16,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,16,1,6.3,Match Report
837,Manchester Utd,2025-01-26,16,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,16,2,12.5,Match Report
838,Manchester Utd,2024-10-06,16,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,16,1,6.3,Match Report
839,Manchester Utd,2024-08-16,16,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,16,2,12.5,Match Report
840,Barcelona,2024-08-24,16,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,16,1,6.3,Match Report
841,Monza,2025-03-02,16,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,16,0,0.0,Match Report
842,Monza,2025-01-13,16,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,16,2,12.5,Match Report
843,Monza,2024-10-06,16,,Roma,it Serie A,D 1-1,1,1,0,35,1,0,0,0,16,0,0.0,Match Report
844,Montpellier,2025-03-08,16,@,Lille,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,16,0,0.0,Match Report
845,Montpellier,2024-09-22,16,,Auxerre,fr Ligue 1,W 3-2,3,2,+1,54,3,0,0,0,16,1,6.3,Match Report
846,Montpellier,2024-09-15,16,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,49,0,0,0,0,16,1,6.3,Match Report
847,Como,2024-11-07,16,@,Genoa,it Serie A,D 1-1,1,1,0,58,1,0,0,0,16,0,0.0,Match Report
848,Mallorca,2024-08-27,16,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,16,0,0.0,Match Report
849,Holstein Kiel,2025-02-01,16,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,16,2,12.5,Match Report
850,Holstein Kiel,2024-10-26,16,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,16,1,6.3,Match Report
851,Athletic Club,2025-02-02,16,@,Betis,es La Liga,D 2-2,2,2,0,47,2,0,0,0,16,0,0.0,Match Report
852,Athletic Club,2024-12-21,16,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,16,0,0.0,Match Report
853,Athletic Club,2024-12-15,16,@,Alavés,es La Liga,D 1-1,1,1,0,48,1,0,0,0,16,1,6.3,Match Report
854,Gladbach,2025-01-18,16,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,45,1,0,0,0,16,1,6.3,Match Report
855,Gladbach,2024-11-30,16,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,16,2,12.5,Match Report
856,Gladbach,2024-08-31,16,@,Bochum,de Bundesliga,W 2-0,2,0,+2,61,2,0,0,0,16,0,0.0,Match Report
857,Gladbach,2024-08-23,16,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,16,0,0.0,Match Report
858,Southampton,2024-09-30,16,@,Bournemouth,eng Premier League,L 1-3,1,3,-2,60,1,0,0,0,16,1,6.3,Match Report
859,Tottenham,2025-01-19,16,@,Everton,eng Premier League,L 2-3,2,3,-1,64,2,0,0,0,16,0,0.0,Match Report
860,Toulouse,2024-11-10,16,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,16,0,0.0,Match Report
861,Toulouse,2024-08-18,16,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,16,1,6.3,Match Report
862,Fiorentina,2025-03-16,16,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,16,0,0.0,Match Report
863,Fiorentina,2025-03-09,16,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,16,4,25.0,Match Report
864,Fiorentina,2025-02-28,16,,Lecce,it Serie A,W 1-0,1,0,+1,48,1,0,1,1,16,0,0.0,Match Report
865,Fiorentina,2024-10-27,16,,Roma,it Serie A,W 5-1,5,1,+4,39,3,1,1,0,16,0,0.0,Match Report
866,Crystal Palace,2024-12-26,16,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,16,0,0.0,Match Report
867,Crystal Palace,2024-11-09,16,,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,16,0,0.0,Match Report
868,Bournemouth,2024-12-16,16,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,16,1,6.3,Match Report
869,Wolfsburg,2024-10-26,16,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,16,0,0.0,Match Report
870,St. Pauli,2025-03-14,16,,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,16,1,6.3,Match Report
871,St. Pauli,2025-03-08,16,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,16,0,0.0,Match Report
872,St. Pauli,2024-11-09,16,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,25,0,0,0,0,16,1,6.3,Match Report
873,Marseille,2024-09-29,16,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,16,2,12.5,Match Report
874,Stuttgart,2025-03-08,16,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,16,0,0.0,Match Report
