Rk,Team,Date,PSxG,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PSxG,PSxG/SoT,PSxG+/-,Match Report
927,Lille,2024-11-10,1.7,@,Nice,fr Ligue 1,D 2-2,2,2,0,57,2,0,0,0,1.7,0.34,-0.3,Match Report
928,Brentford,2024-11-09,1.7,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,1.7,0.56,-0.3,Match Report
929,Chelsea,2025-04-03,1.7,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,1.7,0.85,+1.7,Match Report
930,Brighton,2024-10-26,1.7,,Wolves,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,1.7,0.24,-0.3,Match Report
931,Brighton,2024-09-22,1.7,,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,70,2,0,0,0,1.7,0.27,-0.3,Match Report
932,Saint-Étienne,2024-11-10,1.7,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,38,0,0,0,0,1.7,0.26,+0.7,Match Report
933,Everton,2025-03-15,1.7,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,1.7,0.36,+0.7,Match Report
934,Everton,2024-12-26,1.7,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,1.7,0.20,+0.7,Match Report
935,Everton,2024-12-14,1.7,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,1.7,0.36,+1.7,Match Report
936,Lyon,2024-11-23,1.7,@,Reims,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,1.7,0.29,+0.7,Match Report
937,Inter,2025-03-30,1.7,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,1.7,0.42,+0.7,Match Report
938,Nantes,2024-11-03,1.7,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,1.7,0.42,-0.3,Match Report
939,Milan,2025-02-27,1.7,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,1.7,0.43,-0.3,Match Report
940,Juventus,2024-12-01,1.7,@,Lecce,it Serie A,D 1-1,1,1,0,61,1,0,0,0,1.7,0.28,+0.7,Match Report
941,Real Sociedad,2024-10-27,1.7,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,1.7,0.44,-0.3,Match Report
942,Nott'ham Forest,2025-01-19,1.7,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,1.7,0.58,-0.3,Match Report
943,Parma,2025-04-05,1.7,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,1.7,0.43,-0.3,Match Report
944,Parma,2024-12-06,1.7,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,1.7,0.33,-1.3,Match Report
945,Brest,2024-10-19,1.7,,Rennes,fr Ligue 1,D 1-1,1,1,0,56,0,1,1,0,1.7,0.42,+0.7,Match Report
946,Betis,2024-12-07,1.7,,Barcelona,es La Liga,D 2-2,2,2,0,38,1,1,1,0,1.7,0.56,-0.3,Match Report
947,Monaco,2024-12-01,1.7,@,Marseille,fr Ligue 1,L 1-2,1,2,-1,37,1,0,0,0,1.7,0.29,-0.3,Match Report
948,Fulham,2025-02-01,1.7,@,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,1.7,0.42,+0.7,Match Report
949,Fulham,2024-08-24,1.7,,Leicester City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,1.7,0.43,+0.7,Match Report
950,Lecce,2024-10-26,1.7,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,1.7,0.25,+0.7,Match Report
951,Las Palmas,2025-02-22,1.6,,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,1.6,0.32,-0.4,Match Report
952,Hoffenheim,2025-03-09,1.6,,Heidenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,1.6,0.31,+0.6,Match Report
953,Hoffenheim,2024-11-02,1.6,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,1.6,0.54,-0.4,Match Report
954,Hoffenheim,2024-09-21,1.6,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,1.6,0.78,-0.4,Match Report
955,Osasuna,2025-03-16,1.6,,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,1.6,0.53,-0.4,Match Report
956,Udinese,2024-12-29,1.6,,Torino,it Serie A,D 2-2,2,2,0,44,2,0,0,0,1.6,0.28,-0.4,Match Report
957,Udinese,2024-12-14,1.6,,Napoli,it Serie A,L 1-3,1,3,-2,30,1,0,1,1,1.6,0.40,-0.4,Match Report
958,Bayern Munich,2024-10-06,1.6,@,Eint Frankfurt,de Bundesliga,D 3-3,3,3,0,74,3,0,0,0,1.6,0.41,-1.4,Match Report
959,Hellas Verona,2025-01-19,1.6,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,1.6,0.31,-1.4,Match Report
960,Torino,2024-11-09,1.6,@,Juventus,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,1.6,0.41,-0.4,Match Report
961,Torino,2024-09-15,1.6,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,1.6,0.27,+1.6,Match Report
962,Nice,2025-03-09,1.6,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,1.6,0.31,-0.4,Match Report
963,Nice,2024-11-10,1.6,,Lille,fr Ligue 1,D 2-2,2,2,0,43,2,0,0,0,1.6,0.27,-0.4,Match Report
964,Nice,2024-09-01,1.6,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,1.6,0.12,+0.6,Match Report
965,Arsenal,2024-10-19,1.6,@,Bournemouth,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,1.6,0.21,-0.4,Match Report
966,Heidenheim,2025-01-18,1.6,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,1.6,0.23,-0.4,Match Report
967,Manchester Utd,2024-12-26,1.6,@,Wolves,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,1.6,0.41,-0.4,Match Report
968,Bologna,2025-04-07,1.6,,Napoli,it Serie A,D 1-1,1,1,0,61,1,0,0,0,1.6,0.80,+0.6,Match Report
969,Monza,2025-03-15,1.6,,Parma,it Serie A,D 1-1,1,1,0,45,1,0,0,0,1.6,0.26,+0.6,Match Report
970,Monza,2025-01-05,1.6,,Cagliari,it Serie A,L 1-2,1,2,-1,53,0,1,1,0,1.6,0.40,-0.4,Match Report
971,Como,2025-04-05,1.6,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,1.6,0.42,+0.6,Match Report
972,Como,2025-01-25,1.6,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,1.6,0.54,-0.4,Match Report
973,Como,2025-01-14,1.6,,Milan,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,1.6,0.29,-0.4,Match Report
974,Villarreal,2025-01-25,1.6,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,41,0,1,1,0,1.6,0.20,+0.6,Match Report
975,Mallorca,2025-02-01,1.6,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,47,0,0,0,0,1.6,0.33,-0.4,Match Report
976,Holstein Kiel,2025-01-11,1.6,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,49,2,0,0,0,1.6,0.31,-0.4,Match Report
977,Holstein Kiel,2024-12-07,1.6,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,1.6,0.15,-0.4,Match Report
978,Gladbach,2024-11-03,1.6,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,47,3,0,0,0,1.6,0.32,+0.6,Match Report
979,Southampton,2024-12-07,1.6,@,Aston Villa,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,1.6,0.40,+0.6,Match Report
980,Southampton,2024-09-30,1.6,@,Bournemouth,eng Premier League,L 1-3,1,3,-2,60,1,0,0,0,1.6,0.27,-1.4,Match Report
981,Southampton,2024-08-24,1.6,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,1.6,0.20,+0.6,Match Report
982,Crystal Palace,2025-04-05,1.6,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,1.6,0.32,+0.6,Match Report
983,Crystal Palace,2025-03-08,1.6,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,1.6,0.27,+1.6,Match Report
984,Bournemouth,2025-02-25,1.6,@,Brighton,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,1.6,0.20,-0.4,Match Report
985,Bournemouth,2024-11-23,1.6,,Brighton,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,1.6,0.40,-0.4,Match Report
986,Real Madrid,2025-03-01,1.6,@,Betis,es La Liga,L 1-2,1,2,-1,58,1,0,0,0,1.6,0.28,-0.4,Match Report
987,Real Madrid,2024-12-04,1.6,@,Athletic Club,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,1.6,0.54,-0.4,Match Report
988,Real Madrid,2024-09-29,1.6,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,49,1,0,0,0,1.6,0.39,+0.6,Match Report
989,Real Madrid,2024-09-24,1.6,,Alavés,es La Liga,W 3-2,3,2,+1,68,3,0,0,0,1.6,0.53,-0.4,Match Report
990,Marseille,2025-01-11,1.6,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,64,2,0,0,0,1.6,0.37,+0.6,Match Report
991,Marseille,2024-12-14,1.6,,Lille,fr Ligue 1,D 1-1,1,1,0,56,1,0,0,0,1.6,0.32,+0.6,Match Report
992,Marseille,2024-12-01,1.6,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,1.6,0.41,+0.6,Match Report
993,Stuttgart,2025-03-16,1.6,,Leverkusen,de Bundesliga,L 3-4,3,4,-1,43,2,0,0,0,1.6,0.39,-1.4,Match Report
994,Le Havre,2025-04-06,1.6,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,45,2,0,0,0,1.6,0.27,+1.6,Match Report
995,Werder Bremen,2025-03-08,1.6,@,Leverkusen,de Bundesliga,W 2-0,2,0,+2,28,2,0,0,0,1.6,0.40,+1.6,Match Report
996,Werder Bremen,2025-01-25,1.6,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,1.6,0.41,+0.6,Match Report
997,Werder Bremen,2024-12-21,1.6,,Union Berlin,de Bundesliga,W 4-1,4,1,+3,54,4,0,0,0,1.6,0.39,+0.6,Match Report
998,Werder Bremen,2024-10-26,1.6,,Leverkusen,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,1.6,0.34,+0.6,Match Report
999,Genoa,2025-03-29,1.6,@,Juventus,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,1.6,0.26,+0.6,Match Report
1000,Lazio,2025-02-03,1.6,@,Cagliari,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,1.6,0.32,+0.6,Match Report
1001,Lazio,2025-01-10,1.6,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,1.6,0.52,+0.6,Match Report
1002,Lazio,2025-01-05,1.6,@,Roma,it Serie A,L 0-2,0,2,-2,67,0,0,0,0,1.6,0.34,-0.4,Match Report
1003,Lazio,2024-08-24,1.6,@,Udinese,it Serie A,L 1-2,1,2,-1,66,1,0,0,0,1.6,0.54,-0.4,Match Report
1004,Getafe,2024-12-01,1.6,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,1.6,0.21,-0.4,Match Report
1005,Getafe,2024-11-04,1.6,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,1.6,0.53,+0.6,Match Report
1006,Union Berlin,2025-01-26,1.6,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,1.6,0.32,-1.4,Match Report
1007,Union Berlin,2024-10-05,1.6,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,1,1,1,0,1.6,0.40,+0.6,Match Report
1008,West Ham,2025-01-18,1.6,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,1.6,0.12,-0.4,Match Report
1009,Leganés,2025-03-08,1.6,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,1.6,0.41,-0.4,Match Report
1010,Reims,2024-10-26,1.6,,Brest,fr Ligue 1,L 1-2,1,2,-1,53,1,0,0,0,1.6,0.21,-0.4,Match Report
1011,Girona,2024-12-07,1.6,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,1.6,0.23,-1.4,Match Report
1012,Rayo Vallecano,2025-03-09,1.6,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,1.6,0.31,-0.4,Match Report
1013,Rayo Vallecano,2024-10-20,1.6,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,1.6,0.31,+0.6,Match Report
1014,Rayo Vallecano,2024-08-31,1.6,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,1.6,0.61,-0.4,Match Report
1015,Mainz 05,2025-03-01,1.6,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,1.6,0.52,+0.6,Match Report
1016,Mainz 05,2024-09-15,1.6,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,1.6,0.28,-0.4,Match Report
1017,Leicester City,2025-01-04,1.6,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,1.6,0.33,-0.4,Match Report
1018,Espanyol,2025-02-22,1.6,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,1.6,0.39,+1.6,Match Report
1019,RB Leipzig,2024-08-31,1.6,@,Leverkusen,de Bundesliga,W 3-2,3,2,+1,38,3,0,0,0,1.6,0.16,-0.4,Match Report
1020,Dortmund,2025-02-01,1.6,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,1.6,0.32,+0.6,Match Report
1021,Venezia,2024-11-03,1.6,@,Inter,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,1.6,0.20,+0.6,Match Report
1022,Venezia,2024-08-30,1.6,,Torino,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,1.6,0.31,+0.6,Match Report
1023,Newcastle Utd,2025-01-15,1.6,,Wolves,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,1.6,0.23,+1.6,Match Report
1024,Rennes,2024-09-01,1.6,@,Reims,fr Ligue 1,L 1-2,1,2,-1,47,1,0,0,0,1.6,0.22,-0.4,Match Report
1025,Bochum,2025-02-01,1.6,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,1.6,0.40,+0.6,Match Report
1026,Manchester City,2025-02-26,1.6,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,1.6,0.28,+1.6,Match Report
1027,Manchester City,2024-11-09,1.6,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,1.6,0.39,-0.4,Match Report
1028,Leverkusen,2024-11-23,1.6,,Heidenheim,de Bundesliga,W 5-2,5,2,+3,78,5,0,0,0,1.6,0.52,-0.4,Match Report
1029,Lille,2025-04-05,1.6,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,1.6,0.22,-0.4,Match Report
1030,Lille,2024-12-01,1.6,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,1.6,0.32,-0.4,Match Report
1031,Brentford,2025-04-02,1.6,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,1.6,0.40,-0.4,Match Report
1032,Brentford,2024-12-15,1.6,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,1.6,0.21,-0.4,Match Report
1033,Roma,2024-11-03,1.6,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,1.6,0.55,-1.4,Match Report
1034,Chelsea,2024-10-06,1.6,,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,1.6,0.18,+0.6,Match Report
1035,Everton,2025-02-12,1.6,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,1.6,0.39,-0.4,Match Report
1036,Everton,2024-12-29,1.6,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,1.6,0.24,-0.4,Match Report
1037,Napoli,2025-04-07,1.6,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,1.6,0.40,+0.6,Match Report
1038,Lyon,2025-03-16,1.6,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,1.6,0.12,-0.4,Match Report
1039,Lyon,2025-03-02,1.6,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,1.6,0.19,+0.6,Match Report
1040,Inter,2025-02-06,1.6,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,1.6,0.27,-1.4,Match Report
1041,Milan,2025-03-30,1.6,@,Napoli,it Serie A,L 1-2,1,2,-1,49,1,0,1,1,1.6,0.55,-0.4,Match Report
1042,Milan,2025-02-02,1.6,,Inter,it Serie A,D 1-1,1,1,0,37,1,0,0,0,1.6,0.28,+0.6,Match Report
1043,Valencia,2024-10-21,1.6,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,1.6,0.27,-1.4,Match Report
1044,Nott'ham Forest,2024-12-07,1.6,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,1.6,0.26,-0.4,Match Report
1045,Parma,2024-08-24,1.6,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,1.6,0.32,+0.6,Match Report
1046,Betis,2025-01-18,1.6,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,1.6,0.17,-1.4,Match Report
1047,Betis,2024-12-15,1.6,@,Villarreal,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,1.6,0.53,+0.6,Match Report
1048,Betis,2024-09-18,1.6,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,1.6,0.32,+0.6,Match Report
1049,Lens,2025-03-08,1.6,@,Marseille,fr Ligue 1,W 1-0,1,0,+1,25,1,0,0,0,1.6,0.26,+1.6,Match Report
1050,Lens,2024-11-23,1.6,,Marseille,fr Ligue 1,L 1-3,1,3,-2,45,1,0,0,0,1.6,0.39,-1.4,Match Report
1051,Monaco,2025-01-17,1.6,@,Montpellier,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,1.6,0.40,-0.4,Match Report
1052,Las Palmas,2024-08-16,1.5,,Sevilla,es La Liga,D 2-2,2,2,0,48,1,0,0,0,1.5,0.31,+0.5,Match Report
1053,Hoffenheim,2024-10-19,1.5,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,1.5,0.17,+0.5,Match Report
1054,Osasuna,2024-09-01,1.5,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,1.5,0.37,+0.5,Match Report
1055,Osasuna,2024-08-17,1.5,,Leganés,es La Liga,D 1-1,1,1,0,61,0,0,0,0,1.5,0.39,+0.5,Match Report
1056,Udinese,2025-04-04,1.5,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,1.5,0.21,+0.5,Match Report
1057,Bayern Munich,2025-03-08,1.5,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,1.5,0.34,-1.5,Match Report
1058,Augsburg,2024-10-26,1.5,,Dortmund,de Bundesliga,W 2-1,2,1,+1,25,2,0,0,0,1.5,0.38,+0.5,Match Report
1059,Hellas Verona,2024-12-15,1.5,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,1.5,0.23,-0.5,Match Report
1060,Hellas Verona,2024-08-26,1.5,,Juventus,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,1.5,0.16,-1.5,Match Report
1061,Torino,2024-09-20,1.5,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,1.5,0.74,-0.5,Match Report
1062,Nice,2024-09-28,1.5,@,Lens,fr Ligue 1,D 0-0,0,0,0,44,0,0,0,0,1.5,0.25,+1.5,Match Report
1063,Valladolid,2024-10-18,1.5,@,Alavés,es La Liga,W 3-2,3,2,+1,38,1,2,2,0,1.5,0.38,-0.5,Match Report
1064,Valladolid,2024-09-24,1.5,@,Sevilla,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,1.5,0.30,+0.5,Match Report
1065,Arsenal,2025-03-09,1.5,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,68,1,0,0,0,1.5,0.24,+0.5,Match Report
1066,Arsenal,2025-01-18,1.5,,Aston Villa,eng Premier League,D 2-2,2,2,0,66,2,0,0,0,1.5,0.38,-0.5,Match Report
1067,Manchester Utd,2025-02-22,1.5,@,Everton,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,1.5,0.20,-0.5,Match Report
1068,Manchester Utd,2024-12-07,1.5,,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,71,2,0,0,0,1.5,0.51,-1.5,Match Report
1069,Bologna,2024-11-10,1.5,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,1.5,0.29,-0.5,Match Report
1070,Bologna,2024-08-31,1.5,,Empoli,it Serie A,D 1-1,1,1,0,69,1,0,0,0,1.5,0.77,+0.5,Match Report
1071,Montpellier,2025-02-23,1.5,@,Nice,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,1.5,0.26,-0.5,Match Report
1072,Montpellier,2024-08-31,1.5,,Nantes,fr Ligue 1,L 1-3,1,3,-2,69,1,0,0,0,1.5,0.16,-1.5,Match Report
1073,Montpellier,2024-08-18,1.5,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,1.5,0.39,+0.5,Match Report
1074,Como,2025-03-02,1.5,@,Roma,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,1.5,0.39,-0.5,Match Report
1075,Como,2024-09-24,1.5,@,Atalanta,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,1.5,0.17,-0.5,Match Report
1076,Villarreal,2025-03-15,1.5,,Real Madrid,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,1.5,0.36,-0.5,Match Report
1077,Holstein Kiel,2025-03-16,1.5,@,Heidenheim,de Bundesliga,L 1-3,1,3,-2,61,1,0,0,0,1.5,0.32,-1.5,Match Report
1078,Holstein Kiel,2024-10-26,1.5,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,1.5,0.25,-0.5,Match Report
1079,Athletic Club,2024-11-03,1.5,,Betis,es La Liga,D 1-1,1,1,0,50,1,0,0,0,1.5,0.37,+0.5,Match Report
1080,Athletic Club,2024-10-06,1.5,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,1.5,0.19,-0.5,Match Report
1081,Tottenham,2025-01-26,1.5,,Leicester City,eng Premier League,L 1-2,1,2,-1,61,1,0,0,0,1.5,0.51,-0.5,Match Report
1082,Tottenham,2024-10-27,1.5,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,1.5,0.25,+0.5,Match Report
1083,Tottenham,2024-09-21,1.5,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,1.5,0.26,+0.5,Match Report
1084,Toulouse,2025-03-16,1.5,@,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,1.5,0.48,-0.5,Match Report
1085,Toulouse,2024-12-07,1.5,@,Monaco,fr Ligue 1,L 0-2,0,2,-2,42,0,0,0,0,1.5,0.29,-0.5,Match Report
1086,Fiorentina,2024-08-17,1.5,@,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,1.5,0.26,+0.5,Match Report
1087,Bournemouth,2025-04-05,1.5,@,West Ham,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,1.5,0.48,-0.5,Match Report
1088,Bournemouth,2024-12-22,1.5,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,1.5,0.21,+1.5,Match Report
1089,Bournemouth,2024-08-31,1.5,@,Everton,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,1.5,0.20,-0.5,Match Report
1090,Wolfsburg,2024-11-10,1.5,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,35,3,0,0,0,1.5,0.38,+0.5,Match Report
1091,Stuttgart,2024-09-28,1.5,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,69,2,0,1,1,1.5,0.77,-0.5,Match Report
1092,Werder Bremen,2024-11-23,1.5,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,1.5,0.31,+0.5,Match Report
1093,Werder Bremen,2024-08-24,1.5,@,Augsburg,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,1.5,0.49,-0.5,Match Report
1094,Genoa,2024-09-15,1.5,,Roma,it Serie A,D 1-1,1,1,0,48,1,0,0,0,1.5,0.32,+0.5,Match Report
1095,Angers,2024-08-24,1.5,@,Lille,fr Ligue 1,L 0-2,0,2,-2,36,0,0,0,0,1.5,0.26,-0.5,Match Report
1096,Getafe,2024-10-20,1.5,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,1.5,0.39,+0.5,Match Report
1097,Union Berlin,2025-03-15,1.5,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,1.5,0.38,+0.5,Match Report
1098,Union Berlin,2025-03-09,1.5,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,1.5,0.28,+0.5,Match Report
1099,Liverpool,2025-02-16,1.5,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,1.5,0.37,+0.5,Match Report
1100,Liverpool,2024-09-21,1.5,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,1.5,0.25,+1.5,Match Report
1101,Aston Villa,2024-12-30,1.5,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,1.5,0.37,-0.5,Match Report
1102,Wolves,2025-03-08,1.5,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,1.5,0.37,+0.5,Match Report
1103,Wolves,2024-10-26,1.5,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,1.5,0.25,-0.5,Match Report
1104,Wolves,2024-09-28,1.5,,Liverpool,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,1.5,0.15,-0.5,Match Report
1105,Alavés,2025-03-14,1.5,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,1.5,0.13,-0.5,Match Report
1106,Alavés,2025-02-09,1.5,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,1.5,0.16,+0.5,Match Report
1107,Alavés,2024-09-24,1.5,@,Real Madrid,es La Liga,L 2-3,2,3,-1,32,2,0,0,0,1.5,0.39,-1.5,Match Report
1108,Alavés,2024-09-20,1.5,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,1.5,0.74,+0.5,Match Report
1109,Atalanta,2025-03-30,1.5,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,1.5,0.42,+0.5,Match Report
1110,Rayo Vallecano,2024-12-22,1.5,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,1.5,0.13,+0.5,Match Report
1111,Rayo Vallecano,2024-12-14,1.5,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,1.5,0.24,-1.5,Match Report
1112,Mainz 05,2024-10-25,1.5,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,1.5,0.29,+0.5,Match Report
