Rk,Team,Date,Att (GK),,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att (GK),Thr,Launch%,AvgLen,Match Report
2439,Venezia,2024-12-08,19,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,19,1,36.8,35.1,Match Report
2440,Newcastle Utd,2024-12-04,19,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,19,12,26.3,31.5,Match Report
2441,Ipswich Town,2025-03-15,19,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,19,8,31.6,36.5,Match Report
2442,Ipswich Town,2024-12-08,19,,Bournemouth,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,19,1,57.9,43.6,Match Report
2443,Manchester City,2024-12-26,19,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,19,4,5.3,21.1,Match Report
2444,Manchester City,2024-11-23,19,,Tottenham,eng Premier League,L 0-4,0,4,-4,58,0,0,0,0,19,1,15.8,28.9,Match Report
2445,Cagliari,2025-03-30,19,,Monza,it Serie A,W 3-0,3,0,+3,42,3,0,0,0,19,5,63.2,43.7,Match Report
2446,Leverkusen,2025-01-25,19,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,19,3,63.2,42.6,Match Report
2447,Leverkusen,2025-01-10,19,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,19,3,63.2,41.8,Match Report
2448,Leverkusen,2024-10-19,19,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,19,2,31.6,33.4,Match Report
2449,Saint-Étienne,2025-02-01,19,@,Lille,fr Ligue 1,L 1-4,1,4,-3,33,0,1,1,0,19,3,68.4,45.8,Match Report
2450,Lyon,2025-03-02,19,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,19,7,21.1,26.9,Match Report
2451,Lyon,2025-01-18,19,,Toulouse,fr Ligue 1,D 0-0,0,0,0,62,0,0,0,0,19,7,21.1,27.7,Match Report
2452,Lyon,2024-08-24,19,,Monaco,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,19,8,57.9,46.1,Match Report
2453,Nantes,2025-02-02,19,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,19,3,52.6,43.1,Match Report
2454,Nantes,2025-01-26,19,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,19,2,42.1,40.4,Match Report
2455,Nantes,2024-10-06,19,@,Lyon,fr Ligue 1,L 0-2,0,2,-2,39,0,0,0,0,19,6,26.3,29.3,Match Report
2456,Atlético Madrid,2025-02-08,19,@,Real Madrid,es La Liga,D 1-1,1,1,0,40,0,1,1,0,19,7,42.1,36.3,Match Report
2457,Atlético Madrid,2024-10-20,19,,Leganés,es La Liga,W 3-1,3,1,+2,63,3,0,0,0,19,6,26.3,30.2,Match Report
2458,Valencia,2025-03-30,19,,Mallorca,es La Liga,W 1-0,1,0,+1,44,1,0,0,0,19,4,57.9,44.1,Match Report
2459,Juventus,2025-02-16,19,,Inter,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,19,3,21.1,27.8,Match Report
2460,Paris S-G,2025-03-01,19,,Lille,fr Ligue 1,W 4-1,4,1,+3,58,4,0,0,0,19,2,21.1,25.9,Match Report
2461,Paris S-G,2025-01-18,19,@,Lens,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,19,7,21.1,27.6,Match Report
2462,Paris S-G,2024-11-22,19,,Toulouse,fr Ligue 1,W 3-0,3,0,+3,72,3,0,0,0,19,4,21.1,27.6,Match Report
2463,Real Sociedad,2025-03-29,19,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,19,3,21.1,28.8,Match Report
2464,Nott'ham Forest,2025-03-15,19,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,19,2,78.9,50.2,Match Report
2465,Nott'ham Forest,2025-01-25,19,@,Bournemouth,eng Premier League,L 0-5,0,5,-5,50,0,0,0,0,19,3,78.9,49.2,Match Report
2466,Parma,2025-02-09,19,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,19,4,26.3,31.6,Match Report
2467,Eint Frankfurt,2025-02-02,19,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,19,7,15.8,22.7,Match Report
2468,Celta Vigo,2024-12-21,19,,Real Sociedad,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,19,7,42.1,36.4,Match Report
2469,Brest,2025-02-07,19,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,19,4,47.4,39.9,Match Report
2470,Lens,2025-01-05,19,,Toulouse,fr Ligue 1,L 0-1,0,1,-1,66,0,0,0,0,19,3,21.1,28.3,Match Report
2471,Lens,2024-12-08,19,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,55,1,0,0,0,19,7,5.3,21.7,Match Report
2472,Monaco,2025-03-15,19,@,Angers,fr Ligue 1,W 2-0,2,0,+2,56,1,1,1,0,19,7,15.8,26.4,Match Report
2473,Monaco,2025-02-15,19,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,19,7,10.5,21.5,Match Report
2474,Monaco,2025-01-25,19,,Rennes,fr Ligue 1,W 3-2,3,2,+1,52,3,0,0,0,19,4,21.1,33.5,Match Report
2475,Fulham,2024-09-21,19,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,19,3,78.9,60.6,Match Report
2476,Las Palmas,2024-12-22,18,,Espanyol,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,18,7,16.7,26.6,Match Report
2477,Hellas Verona,2025-03-31,18,,Parma,it Serie A,D 0-0,0,0,0,42,0,0,0,0,18,5,61.1,43.6,Match Report
2478,Hellas Verona,2024-10-21,18,,Monza,it Serie A,L 0-3,0,3,-3,59,0,0,0,0,18,4,50.0,40.2,Match Report
2479,Nice,2024-12-01,18,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,18,3,5.6,25.2,Match Report
2480,Nice,2024-10-27,18,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,18,6,50.0,37.7,Match Report
2481,Valladolid,2025-02-28,18,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,18,4,5.6,20.3,Match Report
2482,Valladolid,2025-01-11,18,,Betis,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,18,2,44.4,38.9,Match Report
2483,Barcelona,2025-01-18,18,@,Getafe,es La Liga,D 1-1,1,1,0,77,1,0,0,0,18,4,22.2,27.1,Match Report
2484,Villarreal,2024-12-15,18,,Betis,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,18,5,11.1,21.1,Match Report
2485,Mallorca,2025-02-24,18,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,18,3,61.1,45.6,Match Report
2486,Athletic Club,2024-08-31,18,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,18,6,27.8,25.6,Match Report
2487,Southampton,2025-04-06,18,@,Tottenham,eng Premier League,L 1-3,1,3,-2,49,1,0,0,0,18,1,44.4,35.1,Match Report
2488,Tottenham,2025-03-16,18,@,Fulham,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,18,4,16.7,28.3,Match Report
2489,Tottenham,2025-02-16,18,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,18,2,5.6,27.1,Match Report
2490,Tottenham,2024-12-29,18,,Wolves,eng Premier League,D 2-2,2,2,0,48,2,0,1,1,18,3,55.6,42.1,Match Report
2491,Tottenham,2024-12-05,18,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,18,2,0.0,21.2,Match Report
2492,Toulouse,2025-03-07,18,,Monaco,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,18,4,33.3,34.9,Match Report
2493,Toulouse,2024-11-22,18,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,18,3,44.4,37.6,Match Report
2494,Crystal Palace,2025-04-02,18,@,Southampton,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,18,3,22.2,33.1,Match Report
2495,Bournemouth,2024-08-31,18,@,Everton,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,18,4,11.1,24.2,Match Report
2496,Le Havre,2024-12-07,18,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,18,3,5.6,18.7,Match Report
2497,Le Havre,2024-09-22,18,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,18,4,44.4,39.3,Match Report
2498,Werder Bremen,2025-03-01,18,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,18,4,5.6,23.0,Match Report
2499,Genoa,2024-10-31,18,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,18,4,61.1,42.7,Match Report
2500,Angers,2025-01-12,18,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,18,7,38.9,35.4,Match Report
2501,Angers,2024-10-20,18,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,18,5,55.6,47.4,Match Report
2502,Angers,2024-09-01,18,,Nice,fr Ligue 1,L 1-4,1,4,-3,54,0,1,1,0,18,2,38.9,36.5,Match Report
2503,Getafe,2024-12-09,18,,Espanyol,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,18,2,77.8,47.9,Match Report
2504,Getafe,2024-12-01,18,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,18,1,66.7,45.9,Match Report
2505,Union Berlin,2025-01-26,18,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,18,5,16.7,25.9,Match Report
2506,Union Berlin,2024-09-21,18,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,18,5,33.3,34.9,Match Report
2507,Leganés,2024-09-19,18,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,18,5,33.3,30.3,Match Report
2508,Alavés,2024-08-25,18,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,18,1,66.7,44.7,Match Report
2509,Atalanta,2024-12-06,18,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,18,3,27.8,35.6,Match Report
2510,Atalanta,2024-09-28,18,@,Bologna,it Serie A,D 1-1,1,1,0,64,1,0,0,0,18,1,22.2,29.4,Match Report
2511,Empoli,2024-09-29,18,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,18,6,44.4,45.8,Match Report
2512,Espanyol,2024-09-21,18,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,18,2,94.4,63.6,Match Report
2513,Sevilla,2025-02-24,18,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,18,3,44.4,34.6,Match Report
2514,Sevilla,2025-01-25,18,,Espanyol,es La Liga,D 1-1,1,1,0,74,1,0,0,0,18,1,27.8,28.0,Match Report
2515,Newcastle Utd,2025-04-07,18,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,18,7,16.7,30.4,Match Report
2516,Newcastle Utd,2024-11-10,18,@,Nott'ham Forest,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,18,4,33.3,35.2,Match Report
2517,Newcastle Utd,2024-09-28,18,,Manchester City,eng Premier League,D 1-1,1,1,0,38,0,1,1,0,18,6,33.3,35.1,Match Report
2518,Ipswich Town,2024-10-19,18,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,18,9,22.2,29.3,Match Report
2519,Cagliari,2024-12-08,18,@,Fiorentina,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,18,3,0.0,17.2,Match Report
2520,Cagliari,2024-10-20,18,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,18,2,38.9,35.6,Match Report
2521,Leverkusen,2024-09-22,18,,Wolfsburg,de Bundesliga,W 4-3,4,3,+1,78,4,0,0,0,18,4,11.1,23.9,Match Report
2522,Lille,2025-01-04,18,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,18,1,11.1,20.1,Match Report
2523,Lille,2024-09-01,18,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,18,2,33.3,34.2,Match Report
2524,Roma,2025-02-16,18,@,Parma,it Serie A,W 1-0,1,0,+1,71,1,0,0,0,18,5,16.7,26.0,Match Report
2525,Roma,2024-11-24,18,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,18,2,55.6,38.2,Match Report
2526,Roma,2024-11-03,18,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,18,3,11.1,27.2,Match Report
2527,Chelsea,2025-03-09,18,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,18,6,22.2,30.2,Match Report
2528,Saint-Étienne,2025-02-08,18,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,18,6,22.2,28.2,Match Report
2529,Saint-Étienne,2024-11-23,18,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,18,5,55.6,39.0,Match Report
2530,Nantes,2024-11-24,18,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,70,0,0,0,0,18,2,16.7,25.2,Match Report
2531,Nantes,2024-09-29,18,,Saint-Étienne,fr Ligue 1,D 2-2,2,2,0,61,2,0,0,0,18,4,11.1,25.2,Match Report
2532,Atlético Madrid,2024-09-22,18,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,18,7,16.7,23.4,Match Report
2533,Juventus,2025-01-14,18,@,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,18,5,61.1,42.1,Match Report
2534,Paris S-G,2024-09-14,18,,Brest,fr Ligue 1,W 3-1,3,1,+2,67,3,0,0,0,18,4,5.6,23.6,Match Report
2535,Nott'ham Forest,2025-01-06,18,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,18,3,94.4,55.8,Match Report
2536,Nott'ham Forest,2024-12-29,18,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,18,4,77.8,47.8,Match Report
2537,Nott'ham Forest,2024-11-10,18,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,18,3,77.8,44.7,Match Report
2538,Nott'ham Forest,2024-09-14,18,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,18,0,111.1,64.0,Match Report
2539,Eint Frankfurt,2024-12-01,18,@,Heidenheim,de Bundesliga,W 4-0,4,0,+4,54,4,0,0,0,18,3,55.6,40.0,Match Report
2540,Eint Frankfurt,2024-08-24,18,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,18,5,22.2,27.7,Match Report
2541,Brest,2024-09-14,18,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,18,0,77.8,47.6,Match Report
2542,Betis,2025-02-16,18,,Real Sociedad,es La Liga,W 3-0,3,0,+3,68,3,0,1,1,18,4,22.2,27.8,Match Report
2543,Lens,2024-09-01,18,@,Monaco,fr Ligue 1,D 1-1,1,1,0,38,0,1,1,0,18,4,38.9,36.1,Match Report
2544,Monaco,2025-02-01,18,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,18,6,11.1,25.4,Match Report
2545,Monaco,2024-11-22,18,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,18,8,44.4,33.6,Match Report
2546,Monaco,2024-10-18,18,,Lille,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,18,3,33.3,32.8,Match Report
2547,Monaco,2024-09-14,18,@,Auxerre,fr Ligue 1,W 3-0,3,0,+3,59,3,0,0,0,18,3,27.8,32.6,Match Report
2548,Monaco,2024-08-17,18,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,61,1,0,0,0,18,5,5.6,23.1,Match Report
2549,Lecce,2025-01-19,18,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,18,1,77.8,50.1,Match Report
2550,Lecce,2024-12-21,18,,Lazio,it Serie A,L 1-2,1,2,-1,41,1,0,0,0,18,4,61.1,46.5,Match Report
2551,Lecce,2024-11-02,18,@,Bologna,it Serie A,L 0-1,0,1,-1,28,0,0,0,0,18,1,88.9,56.9,Match Report
2552,Lecce,2024-09-21,18,,Parma,it Serie A,D 2-2,2,2,0,39,2,0,0,0,18,4,55.6,40.8,Match Report
2553,Lecce,2024-08-24,18,@,Inter,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,18,5,61.1,46.9,Match Report
2554,Osasuna,2024-09-28,17,,Barcelona,es La Liga,W 4-2,4,2,+2,27,3,1,1,0,17,1,82.4,56.2,Match Report
2555,Udinese,2025-03-30,17,@,Inter,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,17,1,35.3,38.8,Match Report
2556,Udinese,2025-03-01,17,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,17,2,35.3,31.8,Match Report
2557,Udinese,2024-12-14,17,,Napoli,it Serie A,L 1-3,1,3,-2,30,1,0,1,1,17,0,64.7,47.6,Match Report
2558,Hellas Verona,2024-11-23,17,,Inter,it Serie A,L 0-5,0,5,-5,31,0,0,0,0,17,5,29.4,33.8,Match Report
2559,Nice,2024-08-18,17,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,17,6,5.9,19.8,Match Report
2560,Como,2025-01-10,17,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,17,3,5.9,23.6,Match Report
2561,Villarreal,2025-03-15,17,,Real Madrid,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,17,6,11.8,18.9,Match Report
2562,Villarreal,2024-10-26,17,@,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,17,8,17.6,25.5,Match Report
2563,Mallorca,2024-09-23,17,@,Betis,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,17,3,47.1,43.2,Match Report
2564,Athletic Club,2025-03-30,17,,Osasuna,es La Liga,D 0-0,0,0,0,61,0,0,0,0,17,6,11.8,25.7,Match Report
2565,Athletic Club,2024-09-29,17,,Sevilla,es La Liga,D 1-1,1,1,0,39,1,0,0,0,17,1,41.2,37.1,Match Report
2566,Tottenham,2024-12-01,17,,Fulham,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,17,3,17.6,26.9,Match Report
2567,Fiorentina,2025-03-16,17,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,17,3,58.8,44.6,Match Report
2568,Fiorentina,2025-02-10,17,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,17,4,52.9,37.6,Match Report
2569,Fiorentina,2025-01-13,17,@,Monza,it Serie A,L 1-2,1,2,-1,65,0,1,1,0,17,3,11.8,27.9,Match Report
2570,Fiorentina,2024-10-20,17,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,17,1,29.4,33.3,Match Report
2571,Bournemouth,2025-01-18,17,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,17,3,76.5,43.8,Match Report
2572,Bournemouth,2024-12-08,17,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,56,2,0,0,0,17,4,17.6,26.3,Match Report
2573,Real Madrid,2025-01-25,17,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,17,1,5.9,23.0,Match Report
2574,Marseille,2024-11-08,17,,Auxerre,fr Ligue 1,L 1-3,1,3,-2,74,0,1,1,0,17,8,5.9,20.3,Match Report
2575,Angers,2024-11-01,17,@,Monaco,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,17,7,35.3,31.5,Match Report
2576,Getafe,2024-11-10,17,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,17,1,52.9,39.3,Match Report
2577,Getafe,2024-09-14,17,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,17,4,52.9,42.1,Match Report
2578,Getafe,2024-08-24,17,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,48,0,0,0,0,17,1,82.4,59.8,Match Report
2579,Leganés,2025-04-07,17,,Osasuna,es La Liga,D 1-1,1,1,0,56,0,1,1,0,17,3,58.8,44.4,Match Report
2580,Wolves,2025-02-25,17,,Fulham,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,17,4,5.9,23.6,Match Report
2581,Alavés,2024-08-28,17,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,17,2,76.5,46.3,Match Report
2582,Mainz 05,2025-04-05,17,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,17,0,70.6,52.8,Match Report
2583,Espanyol,2024-11-30,17,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,17,3,70.6,47.4,Match Report
2584,RB Leipzig,2025-02-23,17,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,17,7,0.0,21.5,Match Report
2585,Venezia,2024-10-30,17,,Udinese,it Serie A,W 3-2,3,2,+1,57,1,2,2,0,17,3,29.4,32.5,Match Report
2586,Newcastle Utd,2024-11-02,17,,Arsenal,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,17,1,70.6,45.2,Match Report
2587,Newcastle Utd,2024-09-21,17,@,Fulham,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,17,8,5.9,24.4,Match Report
2588,Rennes,2025-02-21,17,,Reims,fr Ligue 1,W 1-0,1,0,+1,58,0,1,1,0,17,6,5.9,24.6,Match Report
2589,Rennes,2024-10-05,17,,Monaco,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,17,1,17.6,35.0,Match Report
2590,Bochum,2025-01-25,17,@,Gladbach,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,17,5,29.4,30.9,Match Report
2591,Bochum,2024-11-09,17,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,17,0,76.5,45.1,Match Report
2592,Ipswich Town,2025-04-05,17,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,17,3,76.5,53.6,Match Report
2593,Ipswich Town,2024-12-27,17,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,17,1,47.1,35.7,Match Report
2594,Manchester City,2025-04-06,17,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,17,6,11.8,29.5,Match Report
2595,Lyon,2024-08-30,17,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,17,4,35.3,36.4,Match Report
2596,Lyon,2024-08-18,17,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,17,3,35.3,36.2,Match Report
2597,Nantes,2025-02-23,17,,Lens,fr Ligue 1,W 3-1,3,1,+2,35,2,1,1,0,17,2,82.4,52.1,Match Report
2598,Nantes,2024-11-30,17,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,16,1,0,0,0,17,8,41.2,35.9,Match Report
2599,Atlético Madrid,2025-03-01,17,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,17,8,11.8,27.4,Match Report
2600,Atlético Madrid,2024-09-26,17,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,17,6,35.3,33.1,Match Report
2601,Atlético Madrid,2024-08-31,17,@,Athletic Club,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,17,5,17.6,26.6,Match Report
2602,Atlético Madrid,2024-08-25,17,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,17,3,5.9,29.4,Match Report
2603,Milan,2025-01-26,17,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,17,3,0.0,19.4,Match Report
2604,Milan,2025-01-11,17,,Cagliari,it Serie A,D 1-1,1,1,0,68,1,0,0,0,17,4,5.9,20.8,Match Report
2605,Valencia,2025-02-09,17,,Leganés,es La Liga,W 2-0,2,0,+2,44,2,0,0,0,17,3,47.1,37.4,Match Report
2606,Juventus,2024-11-23,17,@,Milan,it Serie A,D 0-0,0,0,0,56,0,0,0,0,17,3,52.9,43.1,Match Report
2607,Juventus,2024-09-01,17,,Roma,it Serie A,D 0-0,0,0,0,49,0,0,0,0,17,4,41.2,29.8,Match Report
2608,Paris S-G,2025-03-29,17,@,Saint-Étienne,fr Ligue 1,W 6-1,6,1,+5,53,5,1,1,0,17,3,29.4,29.5,Match Report
2609,Paris S-G,2024-12-06,17,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,73,0,0,0,0,17,6,11.8,19.5,Match Report
2610,Paris S-G,2024-10-27,17,@,Marseille,fr Ligue 1,W 3-0,3,0,+3,74,2,0,0,0,17,4,5.9,25.9,Match Report
2611,Real Sociedad,2024-09-14,17,,Real Madrid,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,17,2,23.5,29.6,Match Report
2612,Nott'ham Forest,2025-01-19,17,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,17,0,70.6,47.5,Match Report
2613,Nott'ham Forest,2024-12-04,17,@,Manchester City,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,17,1,82.4,48.1,Match Report
2614,Nott'ham Forest,2024-11-02,17,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,17,2,70.6,43.3,Match Report
2615,Parma,2025-03-08,17,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,17,5,52.9,43.5,Match Report
2616,Celta Vigo,2025-01-10,17,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,50,1,0,0,0,17,6,17.6,27.5,Match Report
2617,Celta Vigo,2024-11-30,17,@,Espanyol,es La Liga,L 1-3,1,3,-2,78,0,1,1,0,17,3,0.0,21.1,Match Report
2618,Celta Vigo,2024-11-10,17,@,Betis,es La Liga,D 2-2,2,2,0,44,2,0,0,0,17,5,29.4,30.4,Match Report
2619,Brest,2025-04-05,17,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,17,3,52.9,40.9,Match Report
2620,Brest,2025-01-05,17,@,Angers,fr Ligue 1,L 0-2,0,2,-2,61,0,0,0,0,17,4,11.8,23.7,Match Report
2621,Lens,2024-12-14,17,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,60,2,0,0,0,17,3,23.5,25.9,Match Report
2622,Monaco,2025-03-29,17,,Nice,fr Ligue 1,W 2-1,2,1,+1,58,2,0,1,1,17,5,23.5,27.0,Match Report
2623,Monaco,2025-03-07,17,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,17,1,58.8,43.4,Match Report
2624,Fulham,2024-10-05,17,@,Manchester City,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,17,4,5.9,29.6,Match Report
2625,Lecce,2025-02-21,17,,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,17,2,52.9,42.8,Match Report
2626,Osasuna,2024-08-17,16,,Leganés,es La Liga,D 1-1,1,1,0,61,0,0,0,0,16,3,18.8,28.2,Match Report
2627,Hellas Verona,2025-03-03,16,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,16,2,68.8,48.0,Match Report
2628,Hellas Verona,2025-01-19,16,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,16,1,37.5,33.9,Match Report
2629,Hellas Verona,2025-01-12,16,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,16,4,43.8,31.6,Match Report
