Rk,Team,Date,PKA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,PKA,FK,CK,OG,Match Report
1547,Aston Villa,2024-12-14,0,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1548,Aston Villa,2024-12-07,0,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1549,Aston Villa,2024-12-04,0,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1550,Aston Villa,2024-12-01,0,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1551,Aston Villa,2024-11-23,0,,Crystal Palace,eng Premier League,D 2-2,2,2,0,69,2,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1552,Aston Villa,2024-11-09,0,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1553,Aston Villa,2024-11-03,0,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,0,0,0,0,,0,1,0,0,Match Report
1554,Aston Villa,2024-10-26,0,,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1555,Aston Villa,2024-10-19,0,@,Fulham,eng Premier League,W 3-1,3,1,+2,48,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1556,Aston Villa,2024-10-06,0,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1557,Aston Villa,2024-09-29,0,@,Ipswich Town,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1558,Aston Villa,2024-09-21,0,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1559,Aston Villa,2024-09-14,0,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1560,Aston Villa,2024-08-31,0,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1561,Aston Villa,2024-08-24,0,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1562,Wolves,2025-04-05,0,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1563,Wolves,2025-04-01,0,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1564,Wolves,2025-03-15,0,@,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1565,Wolves,2025-03-08,0,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1566,Wolves,2025-02-25,0,,Fulham,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1567,Wolves,2025-02-22,0,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1568,Wolves,2025-02-01,0,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1569,Wolves,2025-01-25,0,,Arsenal,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1570,Wolves,2025-01-20,0,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1571,Wolves,2025-01-15,0,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1572,Wolves,2025-01-06,0,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1573,Wolves,2024-12-29,0,@,Tottenham,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
1574,Wolves,2024-12-26,0,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1575,Wolves,2024-12-22,0,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1576,Wolves,2024-12-14,0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,0,0,0,0,,0,0,1,1,Match Report
1577,Wolves,2024-12-09,0,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1578,Wolves,2024-12-04,0,@,Everton,eng Premier League,L 0-4,0,4,-4,56,0,0,0,0,0,0,0,0,,0,1,0,2,Match Report
1579,Wolves,2024-11-23,0,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1580,Wolves,2024-11-09,0,,Southampton,eng Premier League,W 2-0,2,0,+2,29,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1581,Wolves,2024-11-02,0,,Crystal Palace,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1582,Wolves,2024-10-26,0,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1583,Wolves,2024-10-20,0,,Manchester City,eng Premier League,L 1-2,1,2,-1,23,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1584,Wolves,2024-09-21,0,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1585,Wolves,2024-09-15,0,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1586,Wolves,2024-08-31,0,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1587,Wolves,2024-08-25,0,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1588,Wolves,2024-08-17,0,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1589,Alavés,2025-04-05,0,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1590,Alavés,2025-03-29,0,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,0,0,0,0,,0,0,1,0,Match Report
1591,Alavés,2025-03-08,0,,Villarreal,es La Liga,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1592,Alavés,2025-03-02,0,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1593,Alavés,2025-02-22,0,,Espanyol,es La Liga,L 0-1,0,1,-1,62,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1594,Alavés,2025-02-02,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1595,Alavés,2025-01-27,0,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1596,Alavés,2025-01-18,0,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,0,0,0,0,,0,0,1,0,Match Report
1597,Alavés,2025-01-11,0,,Girona,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1598,Alavés,2024-12-15,0,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1599,Alavés,2024-12-08,0,@,Osasuna,es La Liga,D 2-2,2,2,0,40,2,0,0,0,0,0,0,0,,0,1,1,0,Match Report
1600,Alavés,2024-11-30,0,,Leganés,es La Liga,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1601,Alavés,2024-11-01,0,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1602,Alavés,2024-10-26,0,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1603,Alavés,2024-10-06,0,,Barcelona,es La Liga,L 0-3,0,3,-3,29,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1604,Alavés,2024-09-24,0,@,Real Madrid,es La Liga,L 2-3,2,3,-1,32,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1605,Alavés,2024-09-20,0,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1606,Alavés,2024-09-01,0,,Las Palmas,es La Liga,W 2-0,2,0,+2,30,2,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1607,Alavés,2024-08-28,0,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1608,Alavés,2024-08-25,0,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1609,Alavés,2024-08-16,0,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1610,Girona,2025-04-05,0,,Alavés,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1611,Girona,2025-03-30,0,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1612,Girona,2025-03-15,0,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1613,Girona,2025-03-10,0,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1614,Girona,2025-02-23,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1615,Girona,2025-02-14,0,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1616,Girona,2025-02-03,0,,Las Palmas,es La Liga,W 2-1,2,1,+1,47,2,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1617,Girona,2025-01-26,0,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1618,Girona,2025-01-18,0,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
1619,Girona,2025-01-11,0,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1620,Girona,2024-12-20,0,,Valladolid,es La Liga,W 3-0,3,0,+3,70,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1621,Girona,2024-12-14,0,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1622,Girona,2024-12-07,0,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1623,Girona,2024-12-01,0,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1624,Girona,2024-11-23,0,,Espanyol,es La Liga,W 4-1,4,1,+3,75,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1625,Girona,2024-11-10,0,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1626,Girona,2024-11-02,0,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1627,Girona,2024-10-26,0,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1628,Girona,2024-10-19,0,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1629,Girona,2024-10-06,0,,Athletic Club,es La Liga,W 2-1,2,1,+1,66,1,1,1,0,2,0,2,0,100.0,0,0,0,0,Match Report
1630,Girona,2024-09-29,0,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1631,Girona,2024-09-25,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1632,Girona,2024-09-21,0,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1633,Girona,2024-09-15,0,,Barcelona,es La Liga,L 1-4,1,4,-3,45,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1634,Girona,2024-09-01,0,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1635,Girona,2024-08-29,0,,Osasuna,es La Liga,W 4-0,4,0,+4,60,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1636,Girona,2024-08-25,0,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,0,0,0,0,,0,1,0,0,Match Report
1637,Girona,2024-08-15,0,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1638,Atalanta,2025-04-06,0,,Lazio,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1639,Atalanta,2025-03-30,0,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1640,Atalanta,2025-03-16,0,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1641,Atalanta,2025-03-09,0,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1642,Atalanta,2025-03-01,0,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1643,Atalanta,2025-02-23,0,@,Empoli,it Serie A,W 5-0,5,0,+5,54,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1644,Atalanta,2025-02-15,0,,Cagliari,it Serie A,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1645,Atalanta,2025-02-08,0,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,62,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1646,Atalanta,2025-02-01,0,,Torino,it Serie A,D 1-1,1,1,0,65,1,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1647,Atalanta,2025-01-25,0,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1648,Atalanta,2025-01-18,0,,Napoli,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1649,Atalanta,2025-01-14,0,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1650,Atalanta,2025-01-11,0,@,Udinese,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1651,Atalanta,2024-12-28,0,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1652,Atalanta,2024-12-14,0,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1653,Atalanta,2024-12-06,0,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1654,Atalanta,2024-12-02,0,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1655,Atalanta,2024-11-23,0,@,Parma,it Serie A,W 3-1,3,1,+2,55,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1656,Atalanta,2024-11-10,0,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1657,Atalanta,2024-11-03,0,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1658,Atalanta,2024-10-30,0,,Monza,it Serie A,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1659,Atalanta,2024-10-26,0,,Hellas Verona,it Serie A,W 6-1,6,1,+5,69,6,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1660,Atalanta,2024-10-20,0,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1661,Atalanta,2024-10-05,0,,Genoa,it Serie A,W 5-1,5,1,+4,63,4,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1662,Atalanta,2024-09-28,0,@,Bologna,it Serie A,D 1-1,1,1,0,64,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1663,Atalanta,2024-09-24,0,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,0,0,0,0,,0,0,0,1,Match Report
1664,Atalanta,2024-09-15,0,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1665,Atalanta,2024-08-30,0,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,0,0,0,0,,0,0,1,1,Match Report
1666,Atalanta,2024-08-25,0,@,Torino,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1667,Atalanta,2024-08-19,0,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1668,Rayo Vallecano,2025-03-29,0,@,Alavés,es La Liga,W 2-0,2,0,+2,45,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1669,Rayo Vallecano,2025-03-16,0,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1670,Rayo Vallecano,2025-03-09,0,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1671,Rayo Vallecano,2025-03-01,0,,Sevilla,es La Liga,D 1-1,1,1,0,64,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1672,Rayo Vallecano,2025-02-22,0,,Villarreal,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1673,Rayo Vallecano,2025-02-07,0,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1674,Rayo Vallecano,2025-01-31,0,@,Leganés,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1675,Rayo Vallecano,2025-01-26,0,,Girona,es La Liga,W 2-1,2,1,+1,57,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1676,Rayo Vallecano,2025-01-19,0,@,Osasuna,es La Liga,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1677,Rayo Vallecano,2025-01-10,0,,Celta Vigo,es La Liga,W 2-1,2,1,+1,50,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1678,Rayo Vallecano,2024-12-18,0,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1679,Rayo Vallecano,2024-12-14,0,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1680,Rayo Vallecano,2024-12-07,0,@,Valencia,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1681,Rayo Vallecano,2024-12-01,0,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1682,Rayo Vallecano,2024-11-24,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1683,Rayo Vallecano,2024-11-08,0,,Las Palmas,es La Liga,L 1-3,1,3,-2,64,0,0,0,0,0,0,0,0,,0,0,1,1,Match Report
1684,Rayo Vallecano,2024-10-26,0,,Alavés,es La Liga,W 1-0,1,0,+1,51,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1685,Rayo Vallecano,2024-10-20,0,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1686,Rayo Vallecano,2024-10-05,0,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1687,Rayo Vallecano,2024-09-28,0,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1688,Rayo Vallecano,2024-09-25,0,@,Girona,es La Liga,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1689,Rayo Vallecano,2024-09-22,0,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1690,Rayo Vallecano,2024-09-16,0,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1691,Rayo Vallecano,2024-08-31,0,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1692,Rayo Vallecano,2024-08-27,0,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1693,Rayo Vallecano,2024-08-24,0,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1694,Rayo Vallecano,2024-08-18,0,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1695,Mainz 05,2025-04-05,0,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1696,Mainz 05,2025-03-30,0,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,0,0,0,0,,0,0,2,0,Match Report
1697,Mainz 05,2025-03-15,0,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1698,Mainz 05,2025-03-07,0,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1699,Mainz 05,2025-03-01,0,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1700,Mainz 05,2025-02-22,0,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1701,Mainz 05,2025-02-16,0,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1702,Mainz 05,2025-02-08,0,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1703,Mainz 05,2025-01-31,0,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
1704,Mainz 05,2025-01-25,0,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1705,Mainz 05,2025-01-14,0,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,0,0,0,0,,0,1,0,0,Match Report
1706,Mainz 05,2025-01-11,0,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1707,Mainz 05,2024-12-21,0,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1708,Mainz 05,2024-12-14,0,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1709,Mainz 05,2024-12-08,0,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1710,Mainz 05,2024-12-01,0,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1711,Mainz 05,2024-11-24,0,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1712,Mainz 05,2024-11-03,0,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1713,Mainz 05,2024-10-25,0,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1714,Mainz 05,2024-10-19,0,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1715,Mainz 05,2024-10-05,0,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1716,Mainz 05,2024-09-28,0,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1717,Mainz 05,2024-09-20,0,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1718,Mainz 05,2024-08-31,0,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,0,0,0,0,,0,1,0,0,Match Report
1719,Mainz 05,2024-08-24,0,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1720,Leicester City,2025-04-07,0,,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1721,Leicester City,2025-04-02,0,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1722,Leicester City,2025-03-16,0,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1723,Leicester City,2025-03-09,0,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1724,Leicester City,2025-02-27,0,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1725,Leicester City,2025-02-21,0,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
