Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Launch%,AvgLen,Match Report
2522,Bologna,2025-02-27,3,,Milan,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,3,0.0,20.7,Match Report
2523,Bologna,2025-01-25,3,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,3,66.7,48.0,Match Report
2524,Bologna,2025-01-18,3,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,3,0.0,11.7,Match Report
2525,Bologna,2025-01-12,3,,Roma,it Serie A,D 2-2,2,2,0,54,1,1,1,0,3,0.0,11.7,Match Report
2526,Bologna,2024-11-02,3,,Lecce,it Serie A,W 1-0,1,0,+1,72,1,0,0,0,3,0.0,17.3,Match Report
2527,Barcelona,2025-03-27,3,,Osasuna,es La Liga,W 3-0,3,0,+3,74,2,1,1,0,3,0.0,14.0,Match Report
2528,Barcelona,2025-02-02,3,,Alavés,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,3,33.3,31.3,Match Report
2529,Monza,2024-10-27,3,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,3,100.0,72.7,Match Report
2530,Montpellier,2025-02-16,3,,Lyon,fr Ligue 1,L 1-4,1,4,-3,38,1,0,0,0,3,100.0,51.3,Match Report
2531,Como,2024-10-31,3,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,3,0.0,10.3,Match Report
2532,Como,2024-09-01,3,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,3,33.3,28.7,Match Report
2533,Villarreal,2024-12-15,3,,Betis,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,3,66.7,63.0,Match Report
2534,Mallorca,2025-02-16,3,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,3,66.7,59.0,Match Report
2535,Holstein Kiel,2024-11-29,3,@,St. Pauli,de Bundesliga,L 1-3,1,3,-2,51,1,0,1,1,3,100.0,58.3,Match Report
2536,Athletic Club,2025-02-23,3,,Valladolid,es La Liga,W 7-1,7,1,+6,57,7,0,0,0,3,0.0,17.0,Match Report
2537,Athletic Club,2025-02-08,3,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,3,100.0,73.0,Match Report
2538,Athletic Club,2024-11-10,3,@,Valladolid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,3,66.7,46.7,Match Report
2539,Athletic Club,2024-11-03,3,,Betis,es La Liga,D 1-1,1,1,0,50,1,0,0,0,3,33.3,36.3,Match Report
2540,Gladbach,2024-09-14,3,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,3,33.3,35.0,Match Report
2541,Southampton,2025-02-22,3,,Brighton,eng Premier League,L 0-4,0,4,-4,50,0,0,0,0,3,100.0,73.0,Match Report
2542,Southampton,2024-08-17,3,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,3,0.0,11.3,Match Report
2543,Tottenham,2024-09-21,3,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,3,0.0,9.7,Match Report
2544,Tottenham,2024-09-15,3,,Arsenal,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,3,0.0,10.7,Match Report
2545,Tottenham,2024-09-01,3,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,3,0.0,17.7,Match Report
2546,Toulouse,2025-03-30,3,,Brest,fr Ligue 1,L 2-4,2,4,-2,53,2,0,0,0,3,0.0,15.7,Match Report
2547,Toulouse,2025-01-26,3,,Montpellier,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,3,0.0,7.0,Match Report
2548,Toulouse,2024-11-03,3,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,3,33.3,24.7,Match Report
2549,Toulouse,2024-09-22,3,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,3,0.0,19.7,Match Report
2550,Fiorentina,2024-10-27,3,,Roma,it Serie A,W 5-1,5,1,+4,39,3,1,1,0,3,33.3,40.7,Match Report
2551,Crystal Palace,2024-12-21,3,,Arsenal,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,3,0.0,10.0,Match Report
2552,Crystal Palace,2024-11-30,3,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,3,33.3,31.3,Match Report
2553,Bournemouth,2025-03-09,3,@,Tottenham,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,3,33.3,21.7,Match Report
2554,Real Madrid,2025-01-03,3,@,Valencia,es La Liga,W 2-1,2,1,+1,62,2,0,1,1,3,33.3,39.3,Match Report
2555,Real Madrid,2024-08-29,3,@,Las Palmas,es La Liga,D 1-1,1,1,0,57,0,1,1,0,3,33.3,37.0,Match Report
2556,St. Pauli,2024-10-05,3,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,3,33.3,30.7,Match Report
2557,Marseille,2024-10-20,3,@,Montpellier,fr Ligue 1,W 5-0,5,0,+5,65,5,0,0,0,3,0.0,14.0,Match Report
2558,Marseille,2024-08-31,3,@,Toulouse,fr Ligue 1,W 3-1,3,1,+2,76,2,0,0,0,3,33.3,28.3,Match Report
2559,Stuttgart,2024-10-06,3,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,3,0.0,14.0,Match Report
2560,Stuttgart,2024-09-28,3,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,69,2,0,1,1,3,33.3,24.3,Match Report
2561,Auxerre,2024-09-22,3,@,Montpellier,fr Ligue 1,L 2-3,2,3,-1,46,2,0,0,0,3,66.7,46.7,Match Report
2562,Werder Bremen,2025-03-01,3,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,3,33.3,37.3,Match Report
2563,Werder Bremen,2025-02-21,3,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,3,0.0,17.7,Match Report
2564,Werder Bremen,2025-02-16,3,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,63,0,0,0,0,3,0.0,22.3,Match Report
2565,Werder Bremen,2025-01-25,3,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,3,0.0,21.3,Match Report
2566,Werder Bremen,2025-01-19,3,,Augsburg,de Bundesliga,L 0-2,0,2,-2,71,0,0,0,0,3,0.0,9.7,Match Report
2567,Werder Bremen,2024-12-21,3,,Union Berlin,de Bundesliga,W 4-1,4,1,+3,54,4,0,0,0,3,0.0,11.0,Match Report
2568,Genoa,2025-01-27,3,,Monza,it Serie A,W 2-0,2,0,+2,50,2,0,1,1,3,100.0,64.0,Match Report
2569,Lazio,2025-02-09,3,,Monza,it Serie A,W 5-1,5,1,+4,61,5,0,0,0,3,0.0,16.0,Match Report
2570,Lazio,2024-12-21,3,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,3,33.3,37.3,Match Report
2571,Lazio,2024-12-16,3,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,3,33.3,27.7,Match Report
2572,Lazio,2024-11-24,3,,Bologna,it Serie A,W 3-0,3,0,+3,70,3,0,0,0,3,0.0,14.0,Match Report
2573,Union Berlin,2025-01-15,3,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,3,33.3,33.7,Match Report
2574,Union Berlin,2024-12-06,3,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,3,33.3,35.0,Match Report
2575,Union Berlin,2024-10-27,3,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,3,0.0,25.7,Match Report
2576,West Ham,2025-01-04,3,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,3,0.0,14.7,Match Report
2577,West Ham,2024-12-03,3,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,3,0.0,13.3,Match Report
2578,Reims,2025-01-11,3,,Nice,fr Ligue 1,L 2-4,2,4,-2,54,2,0,0,0,3,0.0,12.0,Match Report
2579,Liverpool,2025-01-18,3,@,Brentford,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,3,66.7,41.0,Match Report
2580,Liverpool,2025-01-05,3,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,3,0.0,16.0,Match Report
2581,Aston Villa,2025-01-15,3,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,3,33.3,31.7,Match Report
2582,Aston Villa,2024-12-07,3,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,3,33.3,31.3,Match Report
2583,Wolves,2025-03-15,3,@,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,3,33.3,29.7,Match Report
2584,Wolves,2025-02-01,3,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,3,66.7,47.3,Match Report
2585,Wolves,2024-12-14,3,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,3,0.0,10.7,Match Report
2586,Girona,2025-03-10,3,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,3,66.7,52.3,Match Report
2587,Girona,2024-09-21,3,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,3,0.0,25.0,Match Report
2588,Girona,2024-08-25,3,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,3,0.0,15.0,Match Report
2589,Atalanta,2025-03-01,3,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,3,33.3,36.7,Match Report
2590,Atalanta,2025-02-01,3,,Torino,it Serie A,D 1-1,1,1,0,65,1,0,1,1,3,0.0,25.3,Match Report
2591,Atalanta,2024-12-22,3,,Empoli,it Serie A,W 3-2,3,2,+1,65,3,0,0,0,3,33.3,34.0,Match Report
2592,Atalanta,2024-12-14,3,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,3,66.7,47.0,Match Report
2593,Atalanta,2024-11-23,3,@,Parma,it Serie A,W 3-1,3,1,+2,55,3,0,0,0,3,66.7,48.3,Match Report
2594,Atalanta,2024-10-30,3,,Monza,it Serie A,W 2-0,2,0,+2,53,2,0,0,0,3,66.7,53.7,Match Report
2595,Mainz 05,2024-11-24,3,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,3,0.0,8.3,Match Report
2596,Leicester City,2024-11-10,3,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,3,66.7,40.7,Match Report
2597,Empoli,2025-01-04,3,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,3,33.3,25.0,Match Report
2598,Freiburg,2024-09-28,3,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,3,0.0,24.7,Match Report
2599,RB Leipzig,2025-02-23,3,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,3,0.0,20.7,Match Report
2600,RB Leipzig,2025-02-09,3,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,3,66.7,52.7,Match Report
2601,RB Leipzig,2025-01-12,3,,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,49,4,0,0,0,3,33.3,37.0,Match Report
2602,RB Leipzig,2024-11-30,3,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,3,0.0,14.0,Match Report
2603,RB Leipzig,2024-09-14,3,,Union Berlin,de Bundesliga,D 0-0,0,0,0,67,0,0,1,1,3,0.0,19.7,Match Report
2604,Sevilla,2025-01-25,3,,Espanyol,es La Liga,D 1-1,1,1,0,74,1,0,0,0,3,0.0,17.7,Match Report
2605,Dortmund,2025-03-08,3,,Augsburg,de Bundesliga,L 0-1,0,1,-1,71,0,0,0,0,3,0.0,16.0,Match Report
2606,Dortmund,2024-10-18,3,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,74,2,0,0,0,3,33.3,23.3,Match Report
2607,Venezia,2024-09-14,3,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,3,66.7,48.3,Match Report
2608,Newcastle Utd,2024-12-26,3,,Aston Villa,eng Premier League,W 3-0,3,0,+3,62,3,0,0,0,3,66.7,43.7,Match Report
2609,Newcastle Utd,2024-12-14,3,,Leicester City,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,3,66.7,40.0,Match Report
2610,Newcastle Utd,2024-11-10,3,@,Nott'ham Forest,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,3,66.7,45.7,Match Report
2611,Rennes,2025-02-21,3,,Reims,fr Ligue 1,W 1-0,1,0,+1,58,0,1,1,0,3,0.0,25.3,Match Report
2612,Rennes,2024-11-30,3,,Saint-Étienne,fr Ligue 1,W 5-0,5,0,+5,71,3,2,2,0,3,0.0,14.7,Match Report
2613,Rennes,2024-08-25,3,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,3,33.3,33.7,Match Report
2614,Bochum,2025-03-01,3,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,3,100.0,61.7,Match Report
2615,Ipswich Town,2025-02-01,3,,Southampton,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,3,0.0,6.0,Match Report
2616,Manchester City,2025-04-02,3,,Leicester City,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,3,0.0,30.3,Match Report
2617,Manchester City,2025-02-15,3,,Newcastle Utd,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,3,0.0,22.0,Match Report
2618,Manchester City,2024-12-07,3,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,68,2,0,0,0,3,0.0,15.3,Match Report
2619,Manchester City,2024-11-09,3,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,3,0.0,13.3,Match Report
2620,Manchester City,2024-10-26,3,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,3,0.0,28.3,Match Report
2621,Manchester City,2024-10-20,3,@,Wolves,eng Premier League,W 2-1,2,1,+1,77,2,0,0,0,3,0.0,18.0,Match Report
2622,Manchester City,2024-09-22,3,,Arsenal,eng Premier League,D 2-2,2,2,0,77,2,0,0,0,3,0.0,16.3,Match Report
2623,Manchester City,2024-09-14,3,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,3,100.0,67.7,Match Report
2624,Strasbourg,2025-01-25,3,,Lille,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,3,0.0,9.3,Match Report
2625,Strasbourg,2024-10-27,3,,Nantes,fr Ligue 1,W 3-1,3,1,+2,50,3,0,0,0,3,0.0,8.0,Match Report
2626,Leverkusen,2025-01-14,3,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,3,66.7,47.7,Match Report
2627,Leverkusen,2024-11-23,3,,Heidenheim,de Bundesliga,W 5-2,5,2,+3,78,5,0,0,0,3,33.3,34.0,Match Report
2628,Lille,2025-03-30,3,,Lens,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,3,100.0,64.3,Match Report
2629,Lille,2025-01-04,3,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,3,66.7,50.0,Match Report
2630,Lille,2024-12-14,3,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,3,0.0,28.3,Match Report
2631,Lille,2024-08-17,3,@,Reims,fr Ligue 1,W 2-0,2,0,+2,68,2,0,0,0,3,0.0,10.0,Match Report
2632,Brentford,2025-03-08,3,,Aston Villa,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,3,0.0,8.3,Match Report
2633,Roma,2024-10-31,3,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,3,100.0,63.3,Match Report
2634,Chelsea,2024-12-15,3,,Brentford,eng Premier League,W 2-1,2,1,+1,62,2,0,0,0,3,0.0,7.0,Match Report
2635,Chelsea,2024-12-01,3,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,3,100.0,67.7,Match Report
2636,Chelsea,2024-11-03,3,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,3,33.3,31.0,Match Report
2637,Chelsea,2024-10-06,3,,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,3,0.0,7.0,Match Report
2638,Brighton,2025-01-25,3,,Everton,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,3,0.0,16.7,Match Report
2639,Brighton,2024-12-05,3,@,Fulham,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,3,0.0,17.3,Match Report
2640,Brighton,2024-11-29,3,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,3,0.0,8.3,Match Report
2641,Saint-Étienne,2024-09-20,3,@,Nice,fr Ligue 1,L 0-8,0,8,-8,41,0,0,0,0,3,66.7,42.0,Match Report
2642,Everton,2024-12-01,3,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,3,33.3,38.7,Match Report
2643,Napoli,2025-03-01,3,,Inter,it Serie A,D 1-1,1,1,0,62,1,0,0,0,3,0.0,30.7,Match Report
2644,Napoli,2024-09-29,3,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,3,33.3,20.3,Match Report
2645,Lyon,2025-04-05,3,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,3,33.3,31.0,Match Report
2646,Lyon,2025-03-28,3,@,Strasbourg,fr Ligue 1,L 2-4,2,4,-2,60,1,1,1,0,3,33.3,35.7,Match Report
2647,Lyon,2025-01-11,3,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,3,33.3,26.0,Match Report
2648,Lyon,2024-11-10,3,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,62,1,0,0,0,3,0.0,22.7,Match Report
2649,Lyon,2024-08-30,3,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,3,33.3,33.0,Match Report
2650,Inter,2025-01-12,3,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,3,33.3,34.7,Match Report
2651,Nantes,2024-11-03,3,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,3,66.7,54.0,Match Report
2652,Nantes,2024-09-29,3,,Saint-Étienne,fr Ligue 1,D 2-2,2,2,0,61,2,0,0,0,3,0.0,16.3,Match Report
2653,Atlético Madrid,2024-11-23,3,,Alavés,es La Liga,W 2-1,2,1,+1,70,1,1,1,0,3,0.0,13.7,Match Report
2654,Atlético Madrid,2024-11-03,3,,Las Palmas,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,3,0.0,14.0,Match Report
2655,Atlético Madrid,2024-10-20,3,,Leganés,es La Liga,W 3-1,3,1,+2,63,3,0,0,0,3,33.3,41.3,Match Report
2656,Milan,2024-12-15,3,,Genoa,it Serie A,D 0-0,0,0,0,57,0,0,0,0,3,0.0,12.3,Match Report
2657,Valencia,2024-12-13,3,@,Valladolid,es La Liga,L 0-1,0,1,-1,67,0,0,0,0,3,33.3,40.0,Match Report
2658,Juventus,2024-10-19,3,,Lazio,it Serie A,W 1-0,1,0,+1,69,0,0,0,0,3,33.3,32.0,Match Report
2659,Paris S-G,2025-04-05,3,,Angers,fr Ligue 1,W 1-0,1,0,+1,81,1,0,0,0,3,0.0,23.0,Match Report
2660,Paris S-G,2024-12-15,3,,Lyon,fr Ligue 1,W 3-1,3,1,+2,68,2,1,1,0,3,66.7,35.0,Match Report
2661,Paris S-G,2024-10-19,3,,Strasbourg,fr Ligue 1,W 4-2,4,2,+2,55,4,0,0,0,3,100.0,48.7,Match Report
2662,Real Sociedad,2024-12-15,3,,Las Palmas,es La Liga,D 0-0,0,0,0,61,0,0,0,0,3,66.7,47.0,Match Report
2663,Nott'ham Forest,2025-01-19,3,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,3,66.7,44.7,Match Report
2664,Nott'ham Forest,2024-11-02,3,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,3,66.7,43.7,Match Report
2665,Eint Frankfurt,2025-02-16,3,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,3,33.3,34.7,Match Report
2666,Eint Frankfurt,2024-12-21,3,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,70,1,0,0,0,3,0.0,24.0,Match Report
2667,Eint Frankfurt,2024-12-07,3,,Augsburg,de Bundesliga,D 2-2,2,2,0,66,2,0,0,0,3,0.0,25.7,Match Report
2668,Eint Frankfurt,2024-09-29,3,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,3,66.7,45.7,Match Report
2669,Celta Vigo,2025-03-31,3,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,3,0.0,28.3,Match Report
2670,Celta Vigo,2025-02-15,3,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,0,1,1,0,3,0.0,31.7,Match Report
2671,Celta Vigo,2024-12-06,3,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,3,33.3,20.0,Match Report
2672,Celta Vigo,2024-09-29,3,,Girona,es La Liga,D 1-1,1,1,0,48,1,0,0,0,3,0.0,14.7,Match Report
2673,Celta Vigo,2024-09-15,3,,Valladolid,es La Liga,W 3-1,3,1,+2,54,3,0,0,0,3,33.3,32.3,Match Report
2674,Brest,2024-12-06,3,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,3,66.7,44.3,Match Report
2675,Brest,2024-08-17,3,,Marseille,fr Ligue 1,L 1-5,1,5,-4,50,1,0,1,1,3,0.0,25.3,Match Report
2676,Betis,2025-03-16,3,@,Leganés,es La Liga,W 3-2,3,2,+1,64,2,1,1,0,3,33.3,32.3,Match Report
2677,Betis,2024-12-22,3,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,3,66.7,49.3,Match Report
2678,Betis,2024-12-01,3,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,3,33.3,40.3,Match Report
2679,Betis,2024-10-27,3,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,42,0,0,0,0,3,33.3,35.3,Match Report
2680,Betis,2024-09-29,3,,Espanyol,es La Liga,W 1-0,1,0,+1,53,1,0,1,1,3,0.0,18.3,Match Report
2681,Betis,2024-08-25,3,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,3,33.3,33.0,Match Report
2682,Lens,2025-03-15,3,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,3,66.7,46.0,Match Report
2683,Lens,2024-11-23,3,,Marseille,fr Ligue 1,L 1-3,1,3,-2,45,1,0,0,0,3,66.7,48.7,Match Report
2684,Monaco,2025-02-28,3,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,3,0.0,22.0,Match Report
2685,Fulham,2025-01-14,3,@,West Ham,eng Premier League,L 2-3,2,3,-1,56,2,0,0,0,3,33.3,31.3,Match Report
2686,Fulham,2024-12-22,3,,Southampton,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,3,33.3,26.3,Match Report
2687,Lecce,2024-11-08,3,,Empoli,it Serie A,D 1-1,1,1,0,58,1,0,0,0,3,33.3,30.0,Match Report
2688,Lecce,2024-09-21,3,,Parma,it Serie A,D 2-2,2,2,0,39,2,0,0,0,3,100.0,65.0,Match Report
2689,Hoffenheim,2024-11-02,2,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,2,0.0,8.5,Match Report
2690,Osasuna,2025-01-12,2,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,2,100.0,60.5,Match Report
2691,Osasuna,2024-12-08,2,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,2,50.0,41.0,Match Report
2692,Udinese,2025-02-21,2,@,Lecce,it Serie A,W 1-0,1,0,+1,55,0,1,1,0,2,0.0,9.0,Match Report
2693,Udinese,2024-12-01,2,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,2,100.0,60.0,Match Report
2694,Bayern Munich,2024-11-09,2,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,75,1,0,0,0,2,0.0,37.0,Match Report
2695,Torino,2025-01-11,2,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,2,0.0,19.5,Match Report
2696,Nice,2024-11-24,2,,Strasbourg,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,2,50.0,50.5,Match Report
2697,Arsenal,2024-12-08,2,@,Fulham,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,2,0.0,13.0,Match Report
2698,Manchester Utd,2024-11-10,2,,Leicester City,eng Premier League,W 3-0,3,0,+3,51,2,0,0,0,2,100.0,57.5,Match Report
2699,Bologna,2025-03-02,2,,Cagliari,it Serie A,W 2-1,2,1,+1,61,1,1,1,0,2,0.0,23.5,Match Report
2700,Barcelona,2025-02-09,2,@,Sevilla,es La Liga,W 4-1,4,1,+3,60,4,0,0,0,2,100.0,63.5,Match Report
2701,Barcelona,2024-08-31,2,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,2,0.0,7.5,Match Report
2702,Como,2025-04-05,2,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,2,0.0,8.0,Match Report
2703,Como,2025-02-16,2,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,2,50.0,35.5,Match Report
2704,Como,2025-01-10,2,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,2,0.0,9.0,Match Report
2705,Como,2024-09-29,2,,Hellas Verona,it Serie A,W 3-2,3,2,+1,71,3,0,0,0,2,0.0,8.0,Match Report
2706,Villarreal,2025-03-15,2,,Real Madrid,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,2,0.0,18.5,Match Report
2707,Holstein Kiel,2025-03-08,2,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,2,0.0,21.5,Match Report
2708,Athletic Club,2025-01-26,2,,Leganés,es La Liga,D 0-0,0,0,0,68,0,0,0,0,2,0.0,22.5,Match Report
2709,Tottenham,2025-02-26,2,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,2,0.0,15.5,Match Report
2710,Tottenham,2024-11-10,2,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,2,50.0,28.0,Match Report
2711,Tottenham,2024-08-24,2,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,2,0.0,15.5,Match Report
2712,Toulouse,2025-03-02,2,@,Angers,fr Ligue 1,W 4-0,4,0,+4,54,4,0,0,0,2,0.0,8.5,Match Report
2713,Toulouse,2024-10-20,2,,Angers,fr Ligue 1,D 1-1,1,1,0,65,1,0,0,0,2,0.0,23.5,Match Report
2714,Toulouse,2024-09-29,2,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,2,0.0,16.0,Match Report
2715,Bournemouth,2024-09-21,2,@,Liverpool,eng Premier League,L 0-3,0,3,-3,42,0,0,0,0,2,100.0,54.0,Match Report
2716,Bournemouth,2024-09-14,2,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,2,100.0,68.0,Match Report
2717,Wolfsburg,2025-01-24,2,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,2,0.0,16.0,Match Report
2718,Wolfsburg,2024-09-14,2,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,2,50.0,32.0,Match Report
2719,St. Pauli,2025-02-22,2,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,2,0.0,8.5,Match Report
