Rk,Team,Date,Gls,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Gls,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
1690,Espanyol,2024-09-26,1,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,1,9,0.11,0.50,2,22.2,20.9,1,Match Report
1691,RB Leipzig,2025-03-01,1,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,1,13,0.08,0.33,3,23.1,14.9,0,Match Report
1692,RB Leipzig,2025-01-25,1,,Leverkusen,de Bundesliga,D 2-2,2,2,0,65,1,0,0,0,1,7,0.14,0.33,3,42.9,14.7,1,Match Report
1693,RB Leipzig,2025-01-15,1,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,1,6,0.17,0.33,3,50.0,19.9,0,Match Report
1694,RB Leipzig,2024-12-20,1,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,1,4,0.25,1.00,1,25.0,11.4,0,Match Report
1695,RB Leipzig,2024-11-30,1,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,1,9,0.11,0.25,4,44.4,18.6,0,Match Report
1696,RB Leipzig,2024-11-02,1,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,1,7,0.14,0.50,2,28.6,18.8,0,Match Report
1697,RB Leipzig,2024-10-06,1,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,1,13,0.08,0.50,2,15.4,18.6,0,Match Report
1698,RB Leipzig,2024-08-24,1,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,1,13,0.08,0.33,3,23.1,14.7,0,Match Report
1699,Sevilla,2025-04-06,1,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,1,11,0.09,0.20,5,45.5,18.6,1,Match Report
1700,Sevilla,2025-03-30,1,@,Betis,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,1,6,0.17,0.50,2,33.3,15.4,1,Match Report
1701,Sevilla,2025-03-09,1,@,Real Sociedad,es La Liga,W 1-0,1,0,+1,39,1,0,0,0,1,9,0.11,0.25,4,44.4,16.3,0,Match Report
1702,Sevilla,2025-03-01,1,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,36,1,0,0,0,1,10,0.10,0.25,4,40.0,19.1,0,Match Report
1703,Sevilla,2025-02-24,1,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,1,19,0.05,0.33,3,15.8,17.2,0,Match Report
1704,Sevilla,2025-02-09,1,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,1,8,0.13,0.25,4,50.0,17.3,0,Match Report
1705,Sevilla,2025-01-25,1,,Espanyol,es La Liga,D 1-1,1,1,0,74,1,0,0,0,1,25,0.04,0.25,4,16.0,19.3,1,Match Report
1706,Sevilla,2025-01-11,1,,Valencia,es La Liga,D 1-1,1,1,0,54,1,0,0,0,1,15,0.07,0.20,5,33.3,21.2,0,Match Report
1707,Sevilla,2024-12-14,1,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,1,8,0.13,0.33,3,37.5,22.1,0,Match Report
1708,Sevilla,2024-12-02,1,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,1,12,0.08,0.20,5,41.7,20.1,0,Match Report
1709,Sevilla,2024-11-24,1,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,1,11,0.09,0.33,3,27.3,18.0,0,Match Report
1710,Sevilla,2024-10-20,1,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,1,7,0.14,1.00,1,14.3,15.2,0,Match Report
1711,Sevilla,2024-10-06,1,,Betis,es La Liga,W 1-0,1,0,+1,51,0,1,1,0,1,13,0.00,0.00,4,30.8,24.9,1,Match Report
1712,Sevilla,2024-09-24,1,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,1,22,0.05,0.20,5,22.7,19.0,0,Match Report
1713,Sevilla,2024-09-20,1,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,1,8,0.13,0.50,2,25.0,21.2,0,Match Report
1714,Sevilla,2024-09-14,1,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,1,10,0.10,0.25,4,40.0,17.3,0,Match Report
1715,Sevilla,2024-08-23,1,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,1,16,0.06,0.14,7,43.8,17.7,1,Match Report
1716,Sevilla,2024-08-16,1,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,1,18,0.06,0.20,5,27.8,17.4,0,Match Report
1717,Dortmund,2025-02-08,1,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,1,16,0.06,0.20,5,31.3,18.2,2,Match Report
1718,Dortmund,2025-01-25,1,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,1,8,0.13,0.25,4,50.0,15.8,1,Match Report
1719,Dortmund,2024-12-15,1,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,1,6,0.17,0.50,2,33.3,16.9,1,Match Report
1720,Dortmund,2024-12-07,1,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,1,16,0.06,0.33,3,18.8,14.6,0,Match Report
1721,Dortmund,2024-11-30,1,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,1,7,0.14,0.50,2,28.6,18.3,0,Match Report
1722,Dortmund,2024-11-09,1,@,Mainz 05,de Bundesliga,L 1-3,1,3,-2,47,0,1,1,0,1,1,0.00,,0,0.0,23.0,0,Match Report
1723,Dortmund,2024-10-26,1,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,1,11,0.09,0.25,4,36.4,20.1,0,Match Report
1724,Dortmund,2024-10-05,1,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,67,1,0,0,0,1,8,0.13,0.25,4,50.0,18.3,0,Match Report
1725,Dortmund,2024-09-22,1,@,Stuttgart,de Bundesliga,L 1-5,1,5,-4,48,1,0,0,0,1,7,0.14,0.33,3,42.9,12.9,0,Match Report
1726,Venezia,2025-03-08,1,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,1,9,0.00,0.00,3,33.3,18.2,0,Match Report
1727,Venezia,2025-01-27,1,,Hellas Verona,it Serie A,D 1-1,1,1,0,50,1,0,0,0,1,9,0.11,1.00,1,11.1,15.1,0,Match Report
1728,Venezia,2025-01-19,1,@,Parma,it Serie A,D 1-1,1,1,0,41,0,1,1,0,1,6,0.00,0.00,1,16.7,18.3,0,Match Report
1729,Venezia,2025-01-04,1,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,1,8,0.13,0.33,3,37.5,20.7,0,Match Report
1730,Venezia,2024-11-09,1,,Parma,it Serie A,L 1-2,1,2,-1,67,1,0,0,0,1,12,0.08,0.17,6,50.0,18.7,1,Match Report
1731,Venezia,2024-10-04,1,@,Hellas Verona,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,1,14,0.07,0.50,2,14.3,20.6,1,Match Report
1732,Venezia,2024-09-29,1,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,1,18,0.06,0.17,6,33.3,17.5,1,Match Report
1733,Venezia,2024-08-18,1,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,1,11,0.09,0.50,2,18.2,19.9,1,Match Report
1734,Newcastle Utd,2025-03-10,1,@,West Ham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,1,9,0.11,0.33,3,33.3,13.3,0,Match Report
1735,Newcastle Utd,2025-02-01,1,,Fulham,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,1,11,0.09,0.25,4,36.4,15.3,0,Match Report
1736,Newcastle Utd,2025-01-18,1,,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,1,13,0.08,0.25,4,30.8,19.0,1,Match Report
1737,Newcastle Utd,2024-11-02,1,,Arsenal,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,1,9,0.11,0.25,4,44.4,14.6,0,Match Report
1738,Newcastle Utd,2024-10-27,1,@,Chelsea,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,1,11,0.09,0.50,2,18.2,14.0,1,Match Report
1739,Newcastle Utd,2024-09-28,1,,Manchester City,eng Premier League,D 1-1,1,1,0,38,0,1,1,0,1,10,0.00,0.00,3,30.0,15.1,0,Match Report
1740,Newcastle Utd,2024-09-21,1,@,Fulham,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,1,16,0.06,0.20,5,31.3,16.9,1,Match Report
1741,Newcastle Utd,2024-08-25,1,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,1,14,0.07,0.20,5,35.7,12.6,0,Match Report
1742,Newcastle Utd,2024-08-17,1,,Southampton,eng Premier League,W 1-0,1,0,+1,23,1,0,0,0,1,3,0.33,1.00,1,33.3,13.2,0,Match Report
1743,Rennes,2025-03-08,1,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,32,1,0,0,0,1,13,0.08,0.33,3,23.1,13.0,1,Match Report
1744,Rennes,2025-02-21,1,,Reims,fr Ligue 1,W 1-0,1,0,+1,58,0,1,1,0,1,25,0.00,0.00,4,16.0,18.8,0,Match Report
1745,Rennes,2025-02-02,1,,Strasbourg,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,1,13,0.08,0.33,3,23.1,17.5,0,Match Report
1746,Rennes,2025-01-18,1,,Brest,fr Ligue 1,L 1-2,1,2,-1,68,1,0,0,0,1,22,0.05,0.11,9,40.9,16.9,0,Match Report
1747,Rennes,2025-01-11,1,,Marseille,fr Ligue 1,L 1-2,1,2,-1,36,1,0,1,1,1,4,0.25,0.33,3,75.0,17.4,0,Match Report
1748,Rennes,2024-10-25,1,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,1,20,0.05,0.25,4,20.0,15.4,0,Match Report
1749,Rennes,2024-10-19,1,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,1,6,0.17,0.25,4,66.7,13.3,0,Match Report
1750,Rennes,2024-10-05,1,,Monaco,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,1,14,0.07,0.33,3,21.4,22.3,0,Match Report
1751,Rennes,2024-09-27,1,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,1,11,0.00,0.00,4,36.4,22.5,0,Match Report
1752,Rennes,2024-09-21,1,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,1,10,0.00,0.00,5,50.0,19.5,0,Match Report
1753,Rennes,2024-09-01,1,@,Reims,fr Ligue 1,L 1-2,1,2,-1,47,1,0,0,0,1,13,0.08,0.20,5,38.5,15.9,0,Match Report
1754,Rennes,2024-08-25,1,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,1,14,0.07,0.20,5,35.7,19.6,1,Match Report
1755,Bochum,2025-03-28,1,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,1,8,0.13,0.33,3,37.5,22.5,0,Match Report
1756,Bochum,2025-03-16,1,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,1,17,0.06,0.14,7,41.2,13.7,0,Match Report
1757,Bochum,2025-02-22,1,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,1,11,0.09,0.20,5,45.5,15.0,0,Match Report
1758,Bochum,2025-01-15,1,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,1,13,0.08,0.20,5,38.5,15.2,0,Match Report
1759,Bochum,2024-12-14,1,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,1,13,0.08,0.33,3,23.1,15.1,0,Match Report
1760,Bochum,2024-11-09,1,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,1,15,0.07,0.33,3,20.0,20.1,0,Match Report
1761,Bochum,2024-10-19,1,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,50,1,0,1,1,1,12,0.08,0.33,3,25.0,19.8,1,Match Report
1762,Bochum,2024-10-05,1,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,1,18,0.06,0.20,5,27.8,18.9,1,Match Report
1763,Bochum,2024-09-14,1,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,1,13,0.08,0.33,3,23.1,19.8,0,Match Report
1764,Ipswich Town,2025-04-05,1,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,1,6,0.17,0.50,2,33.3,15.2,0,Match Report
1765,Ipswich Town,2025-02-22,1,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,1,17,0.06,0.20,5,29.4,17.8,1,Match Report
1766,Ipswich Town,2025-02-15,1,@,Aston Villa,eng Premier League,D 1-1,1,1,0,25,1,0,0,0,1,4,0.25,0.33,3,75.0,19.6,1,Match Report
1767,Ipswich Town,2025-02-01,1,,Southampton,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,1,15,0.07,0.17,6,40.0,19.8,2,Match Report
1768,Ipswich Town,2025-01-25,1,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,1,3,0.33,0.33,3,100.0,13.8,0,Match Report
1769,Ipswich Town,2024-12-14,1,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,1,10,0.10,0.33,3,30.0,15.7,0,Match Report
1770,Ipswich Town,2024-12-08,1,,Bournemouth,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,1,18,0.06,0.20,5,27.8,18.4,0,Match Report
1771,Ipswich Town,2024-11-24,1,,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,1,11,0.09,0.17,6,54.5,19.5,1,Match Report
1772,Ipswich Town,2024-11-02,1,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,1,14,0.07,0.50,2,14.3,16.9,1,Match Report
1773,Ipswich Town,2024-10-05,1,@,West Ham,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,1,9,0.11,0.50,2,22.2,17.2,0,Match Report
1774,Ipswich Town,2024-09-21,1,@,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,1,13,0.08,0.17,6,46.2,14.1,0,Match Report
1775,Ipswich Town,2024-08-31,1,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,1,11,0.09,0.25,4,36.4,18.0,1,Match Report
1776,Ipswich Town,2024-08-24,1,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,1,1,1.00,1.00,1,100.0,21.1,0,Match Report
1777,Manchester City,2025-02-26,1,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,1,12,0.08,0.20,5,41.7,17.2,1,Match Report
1778,Manchester City,2025-02-02,1,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,1,7,0.14,0.25,4,57.1,12.6,0,Match Report
1779,Manchester City,2024-12-26,1,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,1,23,0.04,0.25,4,17.4,17.2,1,Match Report
1780,Manchester City,2024-12-21,1,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,1,12,0.08,0.17,6,50.0,18.4,0,Match Report
1781,Manchester City,2024-12-15,1,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,1,10,0.10,0.33,3,30.0,18.7,0,Match Report
1782,Manchester City,2024-11-09,1,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,1,15,0.07,0.17,6,40.0,14.1,0,Match Report
1783,Manchester City,2024-11-02,1,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,1,18,0.06,0.25,4,22.2,14.5,0,Match Report
1784,Manchester City,2024-10-26,1,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,1,22,0.05,0.14,7,31.8,16.6,0,Match Report
1785,Manchester City,2024-09-28,1,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,1,16,0.06,0.17,6,37.5,17.6,0,Match Report
1786,Strasbourg,2025-04-06,1,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,1,13,0.08,0.25,4,30.8,12.0,0,Match Report
1787,Strasbourg,2025-03-09,1,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,1,9,0.11,1.00,1,11.1,14.4,0,Match Report
1788,Strasbourg,2025-03-02,1,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,1,6,0.17,0.33,3,50.0,14.9,0,Match Report
1789,Strasbourg,2025-01-19,1,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,1,7,0.14,0.33,3,42.9,19.2,1,Match Report
1790,Strasbourg,2024-11-30,1,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,1,12,0.08,0.25,4,33.3,17.5,0,Match Report
1791,Strasbourg,2024-11-24,1,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,1,10,0.10,0.33,3,30.0,21.6,0,Match Report
1792,Strasbourg,2024-11-09,1,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,1,5,0.20,0.50,2,40.0,17.3,0,Match Report
1793,Strasbourg,2024-09-29,1,,Marseille,fr Ligue 1,W 1-0,1,0,+1,41,1,0,0,0,1,14,0.07,0.17,6,42.9,19.2,1,Match Report
1794,Strasbourg,2024-09-15,1,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,1,10,0.10,0.20,5,50.0,15.1,1,Match Report
1795,Strasbourg,2024-08-18,1,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,1,11,0.09,0.25,4,36.4,14.7,0,Match Report
1796,Cagliari,2025-03-07,1,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1,9,0.11,1.00,1,11.1,17.9,1,Match Report
1797,Cagliari,2025-03-02,1,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,1,2,0.50,1.00,1,50.0,13.8,0,Match Report
1798,Cagliari,2025-02-09,1,,Parma,it Serie A,W 2-1,2,1,+1,39,1,0,0,0,1,14,0.07,0.33,3,21.4,14.2,0,Match Report
1799,Cagliari,2025-02-03,1,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,1,15,0.07,0.20,5,33.3,17.0,0,Match Report
1800,Cagliari,2025-01-11,1,@,Milan,it Serie A,D 1-1,1,1,0,32,1,0,0,0,1,6,0.17,0.50,2,33.3,18.1,0,Match Report
1801,Cagliari,2024-12-22,1,@,Venezia,it Serie A,L 1-2,1,2,-1,68,1,0,0,0,1,14,0.07,0.14,7,50.0,12.5,0,Match Report
1802,Cagliari,2024-11-29,1,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,1,19,0.05,0.20,5,26.3,15.2,0,Match Report
1803,Cagliari,2024-11-04,1,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,1,6,0.17,1.00,1,16.7,22.9,1,Match Report
1804,Cagliari,2024-10-06,1,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,1,8,0.00,0.00,1,12.5,24.5,0,Match Report
1805,Cagliari,2024-08-26,1,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1,11,0.09,0.20,5,45.5,15.3,0,Match Report
1806,Leverkusen,2025-04-05,1,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,1,6,0.17,0.50,2,33.3,21.6,0,Match Report
1807,Leverkusen,2025-01-14,1,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,1,20,0.05,0.13,8,40.0,18.2,1,Match Report
1808,Leverkusen,2024-11-09,1,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,1,11,0.09,0.33,3,27.3,16.4,0,Match Report
1809,Leverkusen,2024-10-26,1,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,1,14,0.07,0.20,5,35.7,15.2,1,Match Report
1810,Leverkusen,2024-09-28,1,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,1,3,0.33,0.50,2,66.7,40.5,0,Match Report
1811,Lille,2025-04-05,1,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,1,10,0.10,0.25,4,40.0,16.9,0,Match Report
1812,Lille,2025-03-30,1,,Lens,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,1,11,0.09,0.20,5,45.5,13.9,1,Match Report
1813,Lille,2025-03-08,1,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,1,18,0.06,0.14,7,38.9,18.3,1,Match Report
1814,Lille,2025-03-01,1,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,42,1,0,0,0,1,6,0.17,0.50,2,33.3,19.4,1,Match Report
1815,Lille,2025-02-08,1,,Le Havre,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,1,14,0.07,0.20,5,35.7,16.5,0,Match Report
1816,Lille,2025-01-25,1,@,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,1,15,0.07,0.17,6,40.0,13.6,0,Match Report
1817,Lille,2025-01-04,1,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,1,13,0.08,0.33,3,23.1,14.0,0,Match Report
1818,Lille,2024-12-14,1,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,1,10,0.10,0.20,5,50.0,16.4,0,Match Report
1819,Lille,2024-11-24,1,,Rennes,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,1,5,0.20,0.50,2,40.0,18.4,0,Match Report
1820,Lille,2024-11-01,1,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,1,14,0.07,0.50,2,14.3,17.4,2,Match Report
1821,Lille,2024-09-01,1,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,1,8,0.13,0.25,4,50.0,15.7,0,Match Report
1822,Brentford,2025-04-02,1,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,1,11,0.00,0.00,2,18.2,17.7,0,Match Report
1823,Brentford,2025-02-26,1,,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,1,12,0.08,0.33,3,25.0,14.8,0,Match Report
1824,Brentford,2025-02-15,1,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,1,14,0.07,0.20,5,35.7,16.3,1,Match Report
1825,Brentford,2025-01-01,1,,Arsenal,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,1,5,0.20,0.50,2,40.0,27.9,0,Match Report
1826,Brentford,2024-12-15,1,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,1,9,0.11,0.25,4,44.4,11.9,0,Match Report
1827,Brentford,2024-12-04,1,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,51,1,0,0,0,1,9,0.11,1.00,1,11.1,14.0,0,Match Report
1828,Brentford,2024-11-04,1,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,1,5,0.20,0.50,2,40.0,18.0,0,Match Report
1829,Brentford,2024-10-19,1,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,1,8,0.13,0.50,2,25.0,17.9,1,Match Report
1830,Brentford,2024-09-28,1,,West Ham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,1,8,0.13,0.33,3,37.5,20.7,1,Match Report
1831,Brentford,2024-09-21,1,@,Tottenham,eng Premier League,L 1-3,1,3,-2,52,1,0,0,0,1,6,0.17,0.17,6,100.0,14.4,0,Match Report
1832,Brentford,2024-09-14,1,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,1,8,0.13,0.20,5,62.5,12.9,0,Match Report
1833,Roma,2025-04-06,1,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,1,11,0.09,0.25,4,36.4,17.6,0,Match Report
1834,Roma,2025-03-29,1,@,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,1,16,0.06,0.17,6,37.5,16.9,0,Match Report
1835,Roma,2025-03-16,1,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,1,13,0.08,1.00,1,7.7,19.7,1,Match Report
1836,Roma,2025-03-09,1,@,Empoli,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,1,16,0.06,0.14,7,43.8,19.0,1,Match Report
1837,Roma,2025-02-16,1,@,Parma,it Serie A,W 1-0,1,0,+1,71,1,0,0,0,1,16,0.06,0.25,4,25.0,18.7,1,Match Report
1838,Roma,2025-02-09,1,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,1,12,0.00,0.00,3,25.0,14.7,0,Match Report
1839,Roma,2025-02-02,1,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,1,12,0.08,0.50,2,16.7,22.4,2,Match Report
1840,Roma,2024-12-29,1,@,Milan,it Serie A,D 1-1,1,1,0,54,1,0,0,0,1,12,0.08,0.20,5,41.7,19.9,0,Match Report
1841,Roma,2024-10-31,1,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,1,9,0.11,0.33,3,33.3,19.9,0,Match Report
1842,Roma,2024-10-27,1,@,Fiorentina,it Serie A,L 1-5,1,5,-4,61,1,0,0,0,1,14,0.07,0.20,5,35.7,22.4,1,Match Report
1843,Roma,2024-10-06,1,@,Monza,it Serie A,D 1-1,1,1,0,65,1,0,0,0,1,15,0.07,0.25,4,26.7,18.6,0,Match Report
1844,Roma,2024-09-15,1,@,Genoa,it Serie A,D 1-1,1,1,0,52,1,0,0,0,1,16,0.06,0.20,5,31.3,13.8,0,Match Report
1845,Roma,2024-08-25,1,,Empoli,it Serie A,L 1-2,1,2,-1,73,1,0,0,0,1,27,0.04,0.14,7,25.9,16.4,0,Match Report
1846,Chelsea,2025-04-03,1,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,1,11,0.09,0.20,5,45.5,17.3,0,Match Report
1847,Chelsea,2025-03-09,1,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,1,19,0.05,0.17,6,31.6,20.0,0,Match Report
1848,Chelsea,2025-02-22,1,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,1,15,0.07,0.17,6,40.0,16.3,0,Match Report
1849,Chelsea,2025-02-03,1,,West Ham,eng Premier League,W 2-1,2,1,+1,68,1,0,0,0,1,22,0.05,0.33,3,13.6,17.0,1,Match Report
1850,Chelsea,2025-01-25,1,@,Manchester City,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,1,10,0.10,0.25,4,40.0,16.5,0,Match Report
1851,Chelsea,2025-01-04,1,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,1,15,0.07,1.00,1,6.7,16.2,0,Match Report
1852,Chelsea,2024-12-26,1,,Fulham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,1,12,0.08,0.13,8,66.7,18.7,1,Match Report
1853,Chelsea,2024-11-10,1,,Arsenal,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,1,17,0.06,0.33,3,17.6,20.8,3,Match Report
