Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Succ,Succ%,Tkld,Tkld%,Match Report
2223,Monza,2024-11-24,12,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,12,6,50.0,4,33.3,Match Report
2224,Monza,2024-11-02,12,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,12,5,41.7,4,33.3,Match Report
2225,Monza,2024-10-21,12,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,41,3,0,0,0,12,4,33.3,7,58.3,Match Report
2226,Monza,2024-09-22,12,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,12,6,50.0,5,41.7,Match Report
2227,Como,2025-04-05,12,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,12,6,50.0,5,41.7,Match Report
2228,Como,2025-02-16,12,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,12,3,25.0,7,58.3,Match Report
2229,Como,2024-12-30,12,,Lecce,it Serie A,W 2-0,2,0,+2,56,2,0,1,1,12,4,33.3,7,58.3,Match Report
2230,Como,2024-08-26,12,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,12,7,58.3,5,41.7,Match Report
2231,Mallorca,2024-12-03,12,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,12,3,25.0,5,41.7,Match Report
2232,Mallorca,2024-11-29,12,,Valencia,es La Liga,W 2-1,2,1,+1,48,2,0,0,0,12,6,50.0,3,25.0,Match Report
2233,Mallorca,2024-09-14,12,,Villarreal,es La Liga,L 1-2,1,2,-1,53,0,0,0,0,12,4,33.3,6,50.0,Match Report
2234,Holstein Kiel,2025-03-08,12,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,12,5,41.7,7,58.3,Match Report
2235,Gladbach,2025-02-15,12,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,12,8,66.7,4,33.3,Match Report
2236,Gladbach,2024-09-14,12,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,12,4,33.3,7,58.3,Match Report
2237,Fiorentina,2025-01-04,12,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,12,5,41.7,7,58.3,Match Report
2238,Crystal Palace,2025-04-02,12,@,Southampton,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,12,5,41.7,5,41.7,Match Report
2239,Crystal Palace,2024-10-27,12,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,12,4,33.3,7,58.3,Match Report
2240,Bournemouth,2025-04-05,12,@,West Ham,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,12,4,33.3,7,58.3,Match Report
2241,Wolfsburg,2025-02-15,12,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,12,5,41.7,7,58.3,Match Report
2242,Wolfsburg,2025-02-02,12,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,39,0,0,0,0,12,1,8.3,11,91.7,Match Report
2243,Wolfsburg,2024-11-30,12,@,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,12,8,66.7,2,16.7,Match Report
2244,Wolfsburg,2024-10-05,12,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,12,8,66.7,4,33.3,Match Report
2245,Wolfsburg,2024-09-22,12,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,12,5,41.7,7,58.3,Match Report
2246,Real Madrid,2024-12-07,12,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,12,6,50.0,5,41.7,Match Report
2247,St. Pauli,2025-03-29,12,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,35,2,0,0,0,12,3,25.0,6,50.0,Match Report
2248,St. Pauli,2025-02-09,12,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,12,2,16.7,5,41.7,Match Report
2249,St. Pauli,2024-11-09,12,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,25,0,0,0,0,12,4,33.3,7,58.3,Match Report
2250,St. Pauli,2024-08-25,12,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,12,5,41.7,6,50.0,Match Report
2251,Marseille,2025-01-11,12,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,64,2,0,0,0,12,4,33.3,7,58.3,Match Report
2252,Auxerre,2025-02-14,12,@,Brest,fr Ligue 1,D 2-2,2,2,0,36,2,0,0,0,12,5,41.7,7,58.3,Match Report
2253,Werder Bremen,2025-03-08,12,@,Leverkusen,de Bundesliga,W 2-0,2,0,+2,28,2,0,0,0,12,5,41.7,6,50.0,Match Report
2254,Werder Bremen,2025-02-07,12,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,12,2,16.7,9,75.0,Match Report
2255,Werder Bremen,2025-01-25,12,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,12,4,33.3,8,66.7,Match Report
2256,Werder Bremen,2024-11-23,12,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,12,2,16.7,9,75.0,Match Report
2257,Werder Bremen,2024-09-15,12,@,Mainz 05,de Bundesliga,W 2-1,2,1,+1,42,1,1,1,0,12,6,50.0,3,25.0,Match Report
2258,Genoa,2025-04-04,12,,Udinese,it Serie A,W 1-0,1,0,+1,54,1,0,0,0,12,8,66.7,4,33.3,Match Report
2259,Genoa,2024-11-04,12,@,Parma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,12,1,8.3,11,91.7,Match Report
2260,Genoa,2024-09-01,12,,Hellas Verona,it Serie A,L 0-2,0,2,-2,58,0,0,0,0,12,4,33.3,7,58.3,Match Report
2261,Lazio,2024-12-28,12,,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,12,5,41.7,5,41.7,Match Report
2262,Getafe,2025-04-06,12,@,Valladolid,es La Liga,W 4-0,4,0,+4,49,4,0,0,0,12,7,58.3,5,41.7,Match Report
2263,Getafe,2025-03-16,12,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,12,6,50.0,6,50.0,Match Report
2264,Getafe,2024-12-01,12,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,12,5,41.7,7,58.3,Match Report
2265,Getafe,2024-09-25,12,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,12,3,25.0,8,66.7,Match Report
2266,Getafe,2024-09-14,12,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,12,4,33.3,4,33.3,Match Report
2267,Union Berlin,2024-10-05,12,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,1,1,1,0,12,0,0.0,10,83.3,Match Report
2268,Union Berlin,2024-09-28,12,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,12,4,33.3,7,58.3,Match Report
2269,Union Berlin,2024-08-24,12,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,12,2,16.7,10,83.3,Match Report
2270,Leganés,2025-01-18,12,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,12,7,58.3,3,25.0,Match Report
2271,Leganés,2024-11-09,12,,Sevilla,es La Liga,W 1-0,1,0,+1,43,0,1,1,0,12,7,58.3,5,41.7,Match Report
2272,Reims,2024-09-21,12,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,12,8,66.7,4,33.3,Match Report
2273,Liverpool,2024-09-28,12,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,12,4,33.3,7,58.3,Match Report
2274,Wolves,2024-12-09,12,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,12,8,66.7,4,33.3,Match Report
2275,Wolves,2024-09-28,12,,Liverpool,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,12,7,58.3,4,33.3,Match Report
2276,Girona,2025-02-03,12,,Las Palmas,es La Liga,W 2-1,2,1,+1,47,2,0,1,1,12,2,16.7,9,75.0,Match Report
2277,Girona,2024-12-07,12,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,12,4,33.3,4,33.3,Match Report
2278,Atalanta,2024-08-30,12,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,12,5,41.7,7,58.3,Match Report
2279,Rayo Vallecano,2024-12-18,12,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,12,4,33.3,8,66.7,Match Report
2280,Mainz 05,2025-01-19,12,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,12,6,50.0,5,41.7,Match Report
2281,Mainz 05,2024-08-24,12,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,12,6,50.0,6,50.0,Match Report
2282,Leicester City,2024-12-26,12,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,12,1,8.3,9,75.0,Match Report
2283,Leicester City,2024-12-14,12,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,12,8,66.7,4,33.3,Match Report
2284,Empoli,2024-12-13,12,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,12,3,25.0,8,66.7,Match Report
2285,Freiburg,2025-02-08,12,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,12,5,41.7,5,41.7,Match Report
2286,Freiburg,2025-01-11,12,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,51,2,0,0,0,12,2,16.7,10,83.3,Match Report
2287,Freiburg,2024-12-21,12,@,Leverkusen,de Bundesliga,L 1-5,1,5,-4,33,1,0,0,0,12,5,41.7,6,50.0,Match Report
2288,Freiburg,2024-09-01,12,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,34,0,0,1,1,12,5,41.7,7,58.3,Match Report
2289,Espanyol,2025-03-15,12,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,12,5,41.7,6,50.0,Match Report
2290,Espanyol,2024-11-23,12,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,12,5,41.7,6,50.0,Match Report
2291,Espanyol,2024-10-05,12,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,12,7,58.3,5,41.7,Match Report
2292,RB Leipzig,2025-03-15,12,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,12,8,66.7,2,16.7,Match Report
2293,RB Leipzig,2025-02-01,12,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,12,6,50.0,5,41.7,Match Report
2294,Dortmund,2024-12-07,12,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,12,7,58.3,5,41.7,Match Report
2295,Venezia,2024-09-21,12,,Genoa,it Serie A,W 2-0,2,0,+2,49,2,0,1,1,12,8,66.7,3,25.0,Match Report
2296,Newcastle Utd,2024-09-28,12,,Manchester City,eng Premier League,D 1-1,1,1,0,38,0,1,1,0,12,8,66.7,2,16.7,Match Report
2297,Bochum,2025-03-16,12,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,12,5,41.7,7,58.3,Match Report
2298,Bochum,2024-12-07,12,,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,12,8,66.7,4,33.3,Match Report
2299,Bochum,2024-09-21,12,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,12,6,50.0,5,41.7,Match Report
2300,Manchester City,2025-01-14,12,@,Brentford,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,12,6,50.0,5,41.7,Match Report
2301,Manchester City,2025-01-04,12,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,12,6,50.0,3,25.0,Match Report
2302,Manchester City,2024-12-29,12,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,12,5,41.7,7,58.3,Match Report
2303,Manchester City,2024-12-07,12,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,68,2,0,0,0,12,5,41.7,6,50.0,Match Report
2304,Manchester City,2024-10-26,12,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,12,9,75.0,2,16.7,Match Report
2305,Strasbourg,2025-04-06,12,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,12,6,50.0,6,50.0,Match Report
2306,Strasbourg,2024-08-25,12,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,12,3,25.0,8,66.7,Match Report
2307,Brentford,2025-02-15,12,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,12,4,33.3,7,58.3,Match Report
2308,Brentford,2024-11-23,12,@,Everton,eng Premier League,D 0-0,0,0,0,41,0,0,0,0,12,5,41.7,4,33.3,Match Report
2309,Roma,2024-11-10,12,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,12,4,33.3,2,16.7,Match Report
2310,Roma,2024-09-01,12,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,12,3,25.0,9,75.0,Match Report
2311,Chelsea,2024-12-04,12,@,Southampton,eng Premier League,W 5-1,5,1,+4,55,5,0,0,0,12,4,33.3,6,50.0,Match Report
2312,Saint-Étienne,2025-02-15,12,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,12,3,25.0,9,75.0,Match Report
2313,Saint-Étienne,2024-11-23,12,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,12,8,66.7,4,33.3,Match Report
2314,Napoli,2025-02-02,12,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,12,5,41.7,6,50.0,Match Report
2315,Napoli,2024-09-29,12,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,12,4,33.3,8,66.7,Match Report
2316,Napoli,2024-09-21,12,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,12,6,50.0,5,41.7,Match Report
2317,Lyon,2025-03-02,12,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,12,5,41.7,7,58.3,Match Report
2318,Lyon,2025-02-16,12,@,Montpellier,fr Ligue 1,W 4-1,4,1,+3,62,4,0,0,0,12,5,41.7,5,41.7,Match Report
2319,Lyon,2025-01-26,12,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,12,3,25.0,9,75.0,Match Report
2320,Inter,2025-04-05,12,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,12,4,33.3,4,33.3,Match Report
2321,Inter,2025-03-16,12,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,12,3,25.0,7,58.3,Match Report
2322,Inter,2025-02-02,12,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,12,6,50.0,6,50.0,Match Report
2323,Inter,2024-12-23,12,,Como,it Serie A,W 2-0,2,0,+2,62,2,0,0,0,12,2,16.7,9,75.0,Match Report
2324,Inter,2024-08-30,12,,Atalanta,it Serie A,W 4-0,4,0,+4,55,3,0,0,0,12,4,33.3,7,58.3,Match Report
2325,Nantes,2025-01-19,12,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,12,5,41.7,7,58.3,Match Report
2326,Atlético Madrid,2025-01-18,12,@,Leganés,es La Liga,L 0-1,0,1,-1,67,0,0,1,1,12,7,58.3,4,33.3,Match Report
2327,Milan,2025-02-02,12,,Inter,it Serie A,D 1-1,1,1,0,37,1,0,0,0,12,5,41.7,7,58.3,Match Report
2328,Milan,2024-11-09,12,@,Cagliari,it Serie A,D 3-3,3,3,0,55,3,0,0,0,12,8,66.7,4,33.3,Match Report
2329,Milan,2024-08-17,12,,Torino,it Serie A,D 2-2,2,2,0,56,2,0,0,0,12,8,66.7,3,25.0,Match Report
2330,Valencia,2024-09-28,12,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,39,0,0,0,0,12,2,16.7,10,83.3,Match Report
2331,Valencia,2024-08-23,12,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,12,4,33.3,7,58.3,Match Report
2332,Juventus,2024-11-02,12,@,Udinese,it Serie A,W 2-0,2,0,+2,61,1,0,0,0,12,7,58.3,3,25.0,Match Report
2333,Nott'ham Forest,2025-02-15,12,@,Fulham,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,12,7,58.3,5,41.7,Match Report
2334,Nott'ham Forest,2024-11-02,12,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,12,6,50.0,4,33.3,Match Report
2335,Parma,2025-02-22,12,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,12,5,41.7,6,50.0,Match Report
2336,Parma,2025-02-09,12,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,12,3,25.0,8,66.7,Match Report
2337,Parma,2025-01-26,12,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,12,6,50.0,5,41.7,Match Report
2338,Parma,2024-12-28,12,,Monza,it Serie A,W 2-1,2,1,+1,44,1,1,1,0,12,2,16.7,9,75.0,Match Report
2339,Eint Frankfurt,2025-02-16,12,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,12,8,66.7,2,16.7,Match Report
2340,Celta Vigo,2025-02-08,12,,Betis,es La Liga,W 3-2,3,2,+1,55,3,0,0,0,12,6,50.0,5,41.7,Match Report
2341,Celta Vigo,2024-12-06,12,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,12,6,50.0,6,50.0,Match Report
2342,Brest,2025-02-01,12,,Paris S-G,fr Ligue 1,L 2-5,2,5,-3,35,2,0,0,0,12,5,41.7,5,41.7,Match Report
2343,Brest,2025-01-05,12,@,Angers,fr Ligue 1,L 0-2,0,2,-2,61,0,0,0,0,12,6,50.0,5,41.7,Match Report
2344,Brest,2024-12-15,12,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,12,3,25.0,8,66.7,Match Report
2345,Brest,2024-12-06,12,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,12,4,33.3,7,58.3,Match Report
2346,Brest,2024-10-26,12,@,Reims,fr Ligue 1,W 2-1,2,1,+1,47,1,1,1,0,12,4,33.3,8,66.7,Match Report
2347,Brest,2024-09-14,12,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,12,6,50.0,6,50.0,Match Report
2348,Lens,2025-01-18,12,,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,34,1,0,0,0,12,5,41.7,6,50.0,Match Report
2349,Monaco,2025-02-15,12,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,12,8,66.7,3,25.0,Match Report
2350,Monaco,2024-11-01,12,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,12,6,50.0,4,33.3,Match Report
2351,Fulham,2025-02-15,12,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,12,5,41.7,6,50.0,Match Report
2352,Fulham,2024-10-19,12,,Aston Villa,eng Premier League,L 1-3,1,3,-2,52,1,0,1,1,12,3,25.0,3,25.0,Match Report
2353,Fulham,2024-10-05,12,@,Manchester City,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,12,5,41.7,6,50.0,Match Report
2354,Lecce,2025-03-14,12,@,Genoa,it Serie A,L 1-2,1,2,-1,56,0,1,1,0,12,9,75.0,2,16.7,Match Report
2355,Lecce,2025-01-19,12,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,12,5,41.7,5,41.7,Match Report
2356,Lecce,2024-12-30,12,@,Como,it Serie A,L 0-2,0,2,-2,44,0,0,0,0,12,6,50.0,6,50.0,Match Report
2357,Lecce,2024-11-02,12,@,Bologna,it Serie A,L 0-1,0,1,-1,28,0,0,0,0,12,5,41.7,7,58.3,Match Report
2358,Lecce,2024-10-26,12,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,12,6,50.0,6,50.0,Match Report
2359,Las Palmas,2025-02-22,11,,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,11,4,36.4,7,63.6,Match Report
2360,Las Palmas,2025-01-19,11,@,Real Madrid,es La Liga,L 1-4,1,4,-3,39,1,0,0,0,11,4,36.4,7,63.6,Match Report
2361,Las Palmas,2024-12-22,11,,Espanyol,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,11,8,72.7,3,27.3,Match Report
2362,Las Palmas,2024-12-15,11,@,Real Sociedad,es La Liga,D 0-0,0,0,0,39,0,0,0,0,11,4,36.4,7,63.6,Match Report
2363,Hoffenheim,2025-01-11,11,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,11,9,81.8,2,18.2,Match Report
2364,Hoffenheim,2024-12-21,11,,Gladbach,de Bundesliga,L 1-2,1,2,-1,65,0,1,1,0,11,10,90.9,1,9.1,Match Report
2365,Udinese,2025-02-09,11,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,11,7,63.6,2,18.2,Match Report
2366,Udinese,2025-01-26,11,,Roma,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,11,6,54.5,4,36.4,Match Report
2367,Augsburg,2024-11-22,11,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,11,3,27.3,5,45.5,Match Report
2368,Augsburg,2024-10-19,11,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,11,6,54.5,5,45.5,Match Report
2369,Augsburg,2024-09-20,11,,Mainz 05,de Bundesliga,L 2-3,2,3,-1,73,2,0,0,0,11,5,45.5,6,54.5,Match Report
2370,Hellas Verona,2025-01-19,11,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,11,3,27.3,8,72.7,Match Report
2371,Hellas Verona,2024-12-20,11,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,11,4,36.4,7,63.6,Match Report
2372,Hellas Verona,2024-08-18,11,,Napoli,it Serie A,W 3-0,3,0,+3,33,3,0,0,0,11,6,54.5,3,27.3,Match Report
2373,Torino,2025-01-11,11,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,11,4,36.4,7,63.6,Match Report
2374,Torino,2024-10-05,11,@,Inter,it Serie A,L 2-3,2,3,-1,20,1,1,1,0,11,3,27.3,8,72.7,Match Report
2375,Valladolid,2024-12-13,11,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,11,5,45.5,5,45.5,Match Report
2376,Valladolid,2024-11-10,11,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,11,6,54.5,5,45.5,Match Report
2377,Arsenal,2024-09-22,11,@,Manchester City,eng Premier League,D 2-2,2,2,0,23,2,0,0,0,11,4,36.4,4,36.4,Match Report
2378,Heidenheim,2024-11-23,11,@,Leverkusen,de Bundesliga,L 2-5,2,5,-3,22,2,0,0,0,11,5,45.5,4,36.4,Match Report
2379,Heidenheim,2024-09-28,11,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,11,7,63.6,4,36.4,Match Report
2380,Bologna,2025-02-14,11,,Torino,it Serie A,W 3-2,3,2,+1,65,1,1,1,0,11,6,54.5,4,36.4,Match Report
2381,Bologna,2025-01-25,11,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,11,2,18.2,5,45.5,Match Report
2382,Bologna,2025-01-12,11,,Roma,it Serie A,D 2-2,2,2,0,54,1,1,1,0,11,3,27.3,6,54.5,Match Report
2383,Bologna,2024-12-21,11,@,Torino,it Serie A,W 2-0,2,0,+2,58,2,0,1,1,11,4,36.4,7,63.6,Match Report
2384,Bologna,2024-10-19,11,@,Genoa,it Serie A,D 2-2,2,2,0,61,2,0,0,0,11,5,45.5,5,45.5,Match Report
2385,Monza,2025-03-15,11,,Parma,it Serie A,D 1-1,1,1,0,45,1,0,0,0,11,7,63.6,4,36.4,Match Report
2386,Monza,2025-01-05,11,,Cagliari,it Serie A,L 1-2,1,2,-1,53,0,1,1,0,11,5,45.5,6,54.5,Match Report
2387,Monza,2024-08-17,11,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,11,4,36.4,6,54.5,Match Report
2388,Villarreal,2025-02-22,11,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,11,6,54.5,4,36.4,Match Report
2389,Mallorca,2024-12-06,11,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,11,6,54.5,4,36.4,Match Report
2390,Mallorca,2024-11-23,11,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,11,5,45.5,5,45.5,Match Report
2391,Holstein Kiel,2024-12-21,11,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,11,7,63.6,3,27.3,Match Report
2392,Holstein Kiel,2024-12-07,11,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,11,6,54.5,3,27.3,Match Report
2393,Holstein Kiel,2024-11-29,11,@,St. Pauli,de Bundesliga,L 1-3,1,3,-2,51,1,0,1,1,11,5,45.5,5,45.5,Match Report
2394,Holstein Kiel,2024-09-14,11,,Bayern Munich,de Bundesliga,L 1-6,1,6,-5,30,1,0,0,0,11,5,45.5,6,54.5,Match Report
2395,Gladbach,2025-01-18,11,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,45,1,0,0,0,11,3,27.3,8,72.7,Match Report
2396,Gladbach,2024-11-24,11,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,11,5,45.5,6,54.5,Match Report
2397,Tottenham,2024-12-01,11,,Fulham,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,11,3,27.3,7,63.6,Match Report
2398,Toulouse,2024-08-31,11,,Marseille,fr Ligue 1,L 1-3,1,3,-2,24,1,0,0,0,11,3,27.3,8,72.7,Match Report
2399,Fiorentina,2025-03-16,11,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,11,5,45.5,5,45.5,Match Report
2400,Fiorentina,2025-02-28,11,,Lecce,it Serie A,W 1-0,1,0,+1,48,1,0,1,1,11,4,36.4,5,45.5,Match Report
2401,Fiorentina,2025-02-10,11,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,11,2,18.2,8,72.7,Match Report
2402,Fiorentina,2025-02-02,11,,Genoa,it Serie A,W 2-1,2,1,+1,41,2,0,0,0,11,5,45.5,2,18.2,Match Report
2403,Fiorentina,2024-10-06,11,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,11,4,36.4,5,45.5,Match Report
2404,Crystal Palace,2025-01-18,11,@,West Ham,eng Premier League,W 2-0,2,0,+2,47,1,1,1,0,11,4,36.4,4,36.4,Match Report
2405,Crystal Palace,2024-12-29,11,,Southampton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,11,4,36.4,6,54.5,Match Report
2406,Crystal Palace,2024-12-07,11,,Manchester City,eng Premier League,D 2-2,2,2,0,32,2,0,0,0,11,6,54.5,3,27.3,Match Report
2407,Crystal Palace,2024-10-05,11,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,11,4,36.4,7,63.6,Match Report
2408,Bournemouth,2025-01-04,11,,Everton,eng Premier League,W 1-0,1,0,+1,58,1,0,0,0,11,7,63.6,4,36.4,Match Report
2409,Bournemouth,2024-12-16,11,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,11,3,27.3,6,54.5,Match Report
