Rk,Team,Date,PKatt,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,Match Report
1721,Rayo Vallecano,2024-10-20,0,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,Match Report
1722,Rayo Vallecano,2024-10-05,0,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,,Match Report
1723,Rayo Vallecano,2024-09-28,0,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,Match Report
1724,Rayo Vallecano,2024-09-25,0,@,Girona,es La Liga,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,,Match Report
1725,Rayo Vallecano,2024-09-22,0,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,Match Report
1726,Rayo Vallecano,2024-09-16,0,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,0,0,0,0,,Match Report
1727,Rayo Vallecano,2024-08-31,0,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,0,0,0,0,,Match Report
1728,Rayo Vallecano,2024-08-27,0,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,0,0,0,0,,Match Report
1729,Rayo Vallecano,2024-08-24,0,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,,Match Report
1730,Rayo Vallecano,2024-08-18,0,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,0,0,0,0,,Match Report
1731,Mainz 05,2025-04-05,0,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,,Match Report
1732,Mainz 05,2025-03-30,0,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,0,0,0,0,,Match Report
1733,Mainz 05,2025-03-15,0,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,0,0,0,0,,Match Report
1734,Mainz 05,2025-03-07,0,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,0,0,0,0,,Match Report
1735,Mainz 05,2025-03-01,0,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,0,0,0,0,,Match Report
1736,Mainz 05,2025-02-22,0,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,,Match Report
1737,Mainz 05,2025-02-16,0,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0,0,0,0,,Match Report
1738,Mainz 05,2025-02-08,0,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,0,0,0,0,,Match Report
1739,Mainz 05,2025-01-25,0,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0,0,0,0,,Match Report
1740,Mainz 05,2025-01-14,0,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,0,0,0,0,,Match Report
1741,Mainz 05,2025-01-11,0,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,0,0,0,0,,Match Report
1742,Mainz 05,2024-12-21,0,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,0,0,0,0,,Match Report
1743,Mainz 05,2024-12-14,0,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,0,0,0,0,,Match Report
1744,Mainz 05,2024-12-08,0,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,0,0,0,0,,Match Report
1745,Mainz 05,2024-12-01,0,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,0,0,0,0,,Match Report
1746,Mainz 05,2024-11-24,0,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,0,0,0,0,,Match Report
1747,Mainz 05,2024-11-03,0,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,,Match Report
1748,Mainz 05,2024-10-25,0,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,0,0,0,0,,Match Report
1749,Mainz 05,2024-10-19,0,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,,Match Report
1750,Mainz 05,2024-10-05,0,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,0,0,0,0,,Match Report
1751,Mainz 05,2024-09-28,0,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,,Match Report
1752,Mainz 05,2024-09-20,0,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,0,0,0,0,,Match Report
1753,Mainz 05,2024-08-31,0,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,0,0,0,0,,Match Report
1754,Mainz 05,2024-08-24,0,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,Match Report
1755,Leicester City,2025-04-07,0,,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,0,0,0,0,,Match Report
1756,Leicester City,2025-04-02,0,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,0,0,0,0,,Match Report
1757,Leicester City,2025-03-16,0,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,,Match Report
1758,Leicester City,2025-02-27,0,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,,Match Report
1759,Leicester City,2025-02-21,0,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,0,0,0,0,,Match Report
1760,Leicester City,2025-02-15,0,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,,Match Report
1761,Leicester City,2025-02-01,0,@,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,0,0,0,0,,Match Report
1762,Leicester City,2025-01-26,0,@,Tottenham,eng Premier League,W 2-1,2,1,+1,39,2,0,0,0,0,0,0,0,,Match Report
1763,Leicester City,2025-01-18,0,,Fulham,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,,Match Report
1764,Leicester City,2025-01-15,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,,Match Report
1765,Leicester City,2025-01-04,0,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,0,0,0,0,,Match Report
1766,Leicester City,2024-12-29,0,,Manchester City,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,,Match Report
1767,Leicester City,2024-12-26,0,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,0,0,0,0,,Match Report
1768,Leicester City,2024-12-22,0,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,0,0,0,0,,Match Report
1769,Leicester City,2024-12-14,0,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,0,0,0,0,,Match Report
1770,Leicester City,2024-12-08,0,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,Match Report
1771,Leicester City,2024-12-03,0,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,0,0,0,0,,Match Report
1772,Leicester City,2024-11-30,0,@,Brentford,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,0,0,0,0,,Match Report
1773,Leicester City,2024-11-23,0,,Chelsea,eng Premier League,L 1-2,1,2,-1,37,0,1,1,0,0,0,0,0,,Match Report
1774,Leicester City,2024-11-10,0,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,0,0,0,0,,Match Report
1775,Leicester City,2024-11-02,0,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,0,0,0,0,,Match Report
1776,Leicester City,2024-10-25,0,,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,0,0,0,0,,Match Report
1777,Leicester City,2024-10-19,0,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,0,0,0,0,,Match Report
1778,Leicester City,2024-10-05,0,,Bournemouth,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,0,0,0,0,,Match Report
1779,Leicester City,2024-09-28,0,@,Arsenal,eng Premier League,L 2-4,2,4,-2,26,2,0,0,0,0,0,0,0,,Match Report
1780,Leicester City,2024-09-21,0,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,,Match Report
1781,Leicester City,2024-08-31,0,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,0,0,0,0,,Match Report
1782,Leicester City,2024-08-24,0,@,Fulham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,0,0,0,0,,Match Report
1783,Leicester City,2024-08-19,0,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,0,0,0,0,,Match Report
1784,Empoli,2025-04-06,0,,Cagliari,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,,Match Report
1785,Empoli,2025-03-29,0,@,Como,it Serie A,D 1-1,1,1,0,29,1,0,0,0,0,0,0,0,,Match Report
1786,Empoli,2025-03-15,0,@,Torino,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,,Match Report
1787,Empoli,2025-03-09,0,,Roma,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,0,0,0,0,,Match Report
1788,Empoli,2025-03-02,0,@,Genoa,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,,Match Report
1789,Empoli,2025-02-23,0,,Atalanta,it Serie A,L 0-5,0,5,-5,46,0,0,0,0,0,0,0,0,,Match Report
1790,Empoli,2025-02-16,0,@,Udinese,it Serie A,L 0-3,0,3,-3,44,0,0,0,0,0,0,0,0,,Match Report
1791,Empoli,2025-02-08,0,,Milan,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,0,0,0,0,,Match Report
1792,Empoli,2025-02-02,0,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,0,0,0,0,,Match Report
1793,Empoli,2025-01-25,0,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,0,0,0,0,,Match Report
1794,Empoli,2025-01-19,0,@,Inter,it Serie A,L 1-3,1,3,-2,32,1,0,0,0,0,0,0,0,,Match Report
1795,Empoli,2025-01-11,0,,Lecce,it Serie A,L 1-3,1,3,-2,50,1,0,0,0,0,0,0,0,,Match Report
1796,Empoli,2025-01-04,0,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,Match Report
1797,Empoli,2024-12-28,0,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,0,0,0,0,,Match Report
1798,Empoli,2024-12-22,0,@,Atalanta,it Serie A,L 2-3,2,3,-1,35,1,1,1,0,0,0,0,0,,Match Report
1799,Empoli,2024-12-13,0,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,0,0,0,0,,Match Report
1800,Empoli,2024-12-08,0,@,Hellas Verona,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,0,0,0,0,,Match Report
1801,Empoli,2024-11-30,0,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,0,0,0,0,,Match Report
1802,Empoli,2024-11-25,0,,Udinese,it Serie A,D 1-1,1,1,0,30,1,0,0,0,0,0,0,0,,Match Report
1803,Empoli,2024-11-08,0,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,0,0,0,0,,Match Report
1804,Empoli,2024-11-04,0,,Como,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,Match Report
1805,Empoli,2024-10-30,0,,Inter,it Serie A,L 0-3,0,3,-3,23,0,0,0,0,0,0,0,0,,Match Report
1806,Empoli,2024-09-29,0,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,,Match Report
1807,Empoli,2024-09-20,0,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,0,0,0,0,,Match Report
1808,Empoli,2024-09-14,0,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,0,0,0,0,,Match Report
1809,Empoli,2024-08-31,0,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,0,0,0,0,,Match Report
1810,Empoli,2024-08-25,0,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,0,0,0,0,,Match Report
1811,Empoli,2024-08-17,0,,Monza,it Serie A,D 0-0,0,0,0,39,0,0,0,0,0,0,0,0,,Match Report
1812,Freiburg,2025-04-05,0,,Dortmund,de Bundesliga,L 1-4,1,4,-3,54,1,0,0,0,0,0,0,0,,Match Report
1813,Freiburg,2025-03-30,0,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,0,0,0,0,,Match Report
1814,Freiburg,2025-03-15,0,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,Match Report
1815,Freiburg,2025-03-08,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,,Match Report
1816,Freiburg,2025-03-02,0,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,,Match Report
1817,Freiburg,2025-02-15,0,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,46,0,0,1,1,0,0,0,0,,Match Report
1818,Freiburg,2025-02-08,0,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,,Match Report
1819,Freiburg,2025-02-01,0,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,Match Report
1820,Freiburg,2025-01-25,0,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,0,0,0,0,,Match Report
1821,Freiburg,2025-01-14,0,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,0,0,0,0,,Match Report
1822,Freiburg,2025-01-11,0,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,51,2,0,0,0,0,0,0,0,,Match Report
1823,Freiburg,2024-12-13,0,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,0,0,0,0,,Match Report
1824,Freiburg,2024-12-08,0,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,Match Report
1825,Freiburg,2024-11-30,0,,Gladbach,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,0,0,0,0,,Match Report
1826,Freiburg,2024-11-23,0,@,Dortmund,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,0,0,0,0,,Match Report
1827,Freiburg,2024-11-08,0,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,59,0,0,1,1,0,0,0,0,,Match Report
1828,Freiburg,2024-11-03,0,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0,0,0,0,,Match Report
1829,Freiburg,2024-10-26,0,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,0,0,0,0,,Match Report
1830,Freiburg,2024-10-19,0,,Augsburg,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,0,0,0,0,,Match Report
1831,Freiburg,2024-10-05,0,@,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,Match Report
1832,Freiburg,2024-09-28,0,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,0,0,0,0,,Match Report
1833,Freiburg,2024-09-21,0,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,58,3,0,0,0,0,0,0,0,,Match Report
1834,Freiburg,2024-09-14,0,,Bochum,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,0,0,0,0,,Match Report
1835,Freiburg,2024-08-24,0,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,0,0,0,0,,Match Report
1836,Espanyol,2025-04-04,0,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,0,0,0,0,,Match Report
1837,Espanyol,2025-03-29,0,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,0,0,0,0,,Match Report
1838,Espanyol,2025-02-22,0,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,0,0,0,0,,Match Report
1839,Espanyol,2025-02-16,0,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,Match Report
1840,Espanyol,2025-02-09,0,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,32,0,1,1,0,0,0,0,0,,Match Report
1841,Espanyol,2025-02-01,0,,Real Madrid,es La Liga,W 1-0,1,0,+1,24,1,0,0,0,0,0,0,0,,Match Report
1842,Espanyol,2025-01-25,0,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,0,0,0,0,,Match Report
1843,Espanyol,2025-01-17,0,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,0,0,0,0,,Match Report
1844,Espanyol,2025-01-11,0,,Leganés,es La Liga,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,Match Report
1845,Espanyol,2024-12-22,0,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,Match Report
1846,Espanyol,2024-12-18,0,,Valencia,es La Liga,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,Match Report
1847,Espanyol,2024-12-14,0,,Osasuna,es La Liga,D 0-0,0,0,0,42,0,0,0,0,0,0,0,0,,Match Report
1848,Espanyol,2024-12-09,0,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,,Match Report
1849,Espanyol,2024-11-23,0,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,0,0,0,0,,Match Report
1850,Espanyol,2024-11-03,0,@,Barcelona,es La Liga,L 1-3,1,3,-2,24,1,0,0,0,0,0,0,0,,Match Report
1851,Espanyol,2024-10-25,0,,Sevilla,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0,0,0,0,,Match Report
1852,Espanyol,2024-10-19,0,@,Athletic Club,es La Liga,L 1-4,1,4,-3,44,1,0,0,0,0,0,0,0,,Match Report
1853,Espanyol,2024-10-05,0,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,0,0,0,0,,Match Report
1854,Espanyol,2024-09-26,0,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,0,0,0,0,,Match Report
1855,Espanyol,2024-09-14,0,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,0,0,0,0,,Match Report
1856,Espanyol,2024-08-31,0,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,0,0,0,0,,Match Report
1857,Espanyol,2024-08-28,0,@,Atlético Madrid,es La Liga,D 0-0,0,0,0,37,0,0,0,0,0,0,0,0,,Match Report
1858,Espanyol,2024-08-24,0,,Real Sociedad,es La Liga,L 0-1,0,1,-1,34,0,0,0,0,0,0,0,0,,Match Report
1859,Espanyol,2024-08-19,0,@,Valladolid,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,,Match Report
1860,RB Leipzig,2025-04-05,0,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,0,0,0,0,,Match Report
1861,RB Leipzig,2025-03-29,0,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,0,0,0,0,,Match Report
1862,RB Leipzig,2025-03-15,0,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,0,0,0,0,,Match Report
1863,RB Leipzig,2025-03-08,0,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,,Match Report
1864,RB Leipzig,2025-03-01,0,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,0,0,0,0,,Match Report
1865,RB Leipzig,2025-02-14,0,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,0,0,0,0,,Match Report
1866,RB Leipzig,2025-02-09,0,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,0,0,0,0,,Match Report
1867,RB Leipzig,2025-02-01,0,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,,Match Report
1868,RB Leipzig,2025-01-25,0,,Leverkusen,de Bundesliga,D 2-2,2,2,0,65,1,0,0,0,0,0,0,0,,Match Report
1869,RB Leipzig,2025-01-15,0,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,0,0,0,0,,Match Report
1870,RB Leipzig,2025-01-12,0,,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,49,4,0,0,0,0,0,0,0,,Match Report
1871,RB Leipzig,2024-12-20,0,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,0,0,0,0,,Match Report
1872,RB Leipzig,2024-12-15,0,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,0,0,0,0,,Match Report
1873,RB Leipzig,2024-12-07,0,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,0,0,0,0,,Match Report
1874,RB Leipzig,2024-11-30,0,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,0,0,0,0,,Match Report
1875,RB Leipzig,2024-11-23,0,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,0,0,0,0,,Match Report
1876,RB Leipzig,2024-11-09,0,,Gladbach,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,0,0,0,0,,Match Report
1877,RB Leipzig,2024-11-02,0,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,Match Report
1878,RB Leipzig,2024-10-26,0,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,0,0,0,0,,Match Report
1879,RB Leipzig,2024-10-19,0,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,0,0,0,0,,Match Report
1880,RB Leipzig,2024-10-06,0,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,,Match Report
1881,RB Leipzig,2024-09-22,0,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,0,0,0,0,,Match Report
1882,RB Leipzig,2024-09-14,0,,Union Berlin,de Bundesliga,D 0-0,0,0,0,67,0,0,1,1,0,0,0,0,,Match Report
1883,RB Leipzig,2024-08-31,0,@,Leverkusen,de Bundesliga,W 3-2,3,2,+1,38,3,0,0,0,0,0,0,0,,Match Report
1884,RB Leipzig,2024-08-24,0,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,0,0,0,0,,Match Report
1885,Sevilla,2025-03-30,0,@,Betis,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,,Match Report
1886,Sevilla,2025-03-09,0,@,Real Sociedad,es La Liga,W 1-0,1,0,+1,39,1,0,0,0,0,0,0,0,,Match Report
1887,Sevilla,2025-03-01,0,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,36,1,0,0,0,0,0,0,0,,Match Report
1888,Sevilla,2025-02-24,0,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,Match Report
1889,Sevilla,2025-02-16,0,@,Valladolid,es La Liga,W 4-0,4,0,+4,48,4,0,0,0,0,0,0,0,,Match Report
1890,Sevilla,2025-02-09,0,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,0,0,0,0,,Match Report
1891,Sevilla,2025-02-01,0,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,0,0,0,0,,Match Report
1892,Sevilla,2025-01-25,0,,Espanyol,es La Liga,D 1-1,1,1,0,74,1,0,0,0,0,0,0,0,,Match Report
1893,Sevilla,2025-01-18,0,@,Girona,es La Liga,W 2-1,2,1,+1,40,2,0,1,1,0,0,0,0,,Match Report
1894,Sevilla,2025-01-11,0,,Valencia,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,Match Report
1895,Sevilla,2024-12-22,0,@,Real Madrid,es La Liga,L 2-4,2,4,-2,41,2,0,0,0,0,0,0,0,,Match Report
1896,Sevilla,2024-12-14,0,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,0,0,0,0,,Match Report
1897,Sevilla,2024-12-08,0,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,0,0,0,0,,Match Report
1898,Sevilla,2024-12-02,0,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,0,0,0,0,,Match Report
1899,Sevilla,2024-11-24,0,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,,Match Report
1900,Sevilla,2024-10-25,0,@,Espanyol,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,0,0,0,0,,Match Report
1901,Sevilla,2024-10-06,0,,Betis,es La Liga,W 1-0,1,0,+1,51,0,1,1,0,0,0,0,0,,Match Report
1902,Sevilla,2024-09-29,0,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,0,0,0,0,,Match Report
1903,Sevilla,2024-09-24,0,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,0,0,0,0,,Match Report
1904,Sevilla,2024-09-20,0,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,0,0,0,0,,Match Report
1905,Sevilla,2024-09-14,0,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,0,0,0,0,,Match Report
1906,Sevilla,2024-08-27,0,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,0,0,0,0,,Match Report
1907,Sevilla,2024-08-23,0,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,0,0,0,0,,Match Report
1908,Sevilla,2024-08-16,0,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,0,0,0,0,,Match Report
1909,Dortmund,2025-04-05,0,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,0,0,0,0,,Match Report
1910,Dortmund,2025-03-30,0,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,0,0,0,0,,Match Report
1911,Dortmund,2025-03-15,0,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,0,0,0,0,,Match Report
1912,Dortmund,2025-03-08,0,,Augsburg,de Bundesliga,L 0-1,0,1,-1,71,0,0,0,0,0,0,0,0,,Match Report
1913,Dortmund,2025-03-01,0,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,0,0,0,0,,Match Report
1914,Dortmund,2025-02-22,0,,Union Berlin,de Bundesliga,W 6-0,6,0,+6,64,5,0,0,0,0,0,0,0,,Match Report
1915,Dortmund,2025-02-15,0,@,Bochum,de Bundesliga,L 0-2,0,2,-2,69,0,0,0,0,0,0,0,0,,Match Report
1916,Dortmund,2025-02-08,0,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,0,0,0,0,,Match Report
1917,Dortmund,2025-02-01,0,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,0,0,0,0,,Match Report
1918,Dortmund,2025-01-25,0,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,0,0,0,0,,Match Report
