Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Bologna,Genoa,2024-10-19,D,A,2,2,0,0,0,2,61,0,it Serie A,46,3,21.7,28.0,19,15,55.9,11,5,45.5,5,45.5,360,1689,729,15,10,9,1,11.1,0,0,0,12,20,3,2,1,0,0,0,0,7,57.1,43.9,12,0.17,0.29,7,58.3,21.6,0,3,0,0,0,41,3,16.4,386,489,78.9,10,26,14,3,37,7317,2362,141,161,87.6,198,233,85.0,40,76,52.6,0,0,0,,0,0,,0,0,0,430,56,23,1,2,17,16,7,0,4,0,3,6,384,10,5,16,12,20,16,2,0,2,0,0,4,2,50.0,582,79,213,254,123,23,582,11,7,6,5,0,6,9,66.7,3,10,4,6,5,16,13,1,0.7,0.7,0.2,0.2,0.3,0.4,1.3,1.3,0.7,0.06,0,0.8,0.19,-1.2
Udinese,Milan,2024-10-19,L,A,0,1,-1,0,0,0,56,0,it Serie A,31,5,9.7,23.3,16,15,51.6,13,8,61.5,3,23.1,330,2021,1242,17,14,12,0,0.0,3,0,0,14,3,0,0,0,0,0,0,0,3,33.3,36.0,13,0.0,0.0,1,7.7,20.2,1,3,0,0,0,31,3,18.4,389,462,84.2,10,48,11,6,46,7807,2086,119,127,93.7,212,237,89.5,53,84,63.1,0,0,0,,0,0,,0,0,0,432,27,5,0,2,35,13,4,0,4,0,3,2,382,14,0,10,5,24,18,2,1,1,1,1,5,4,80.0,548,48,146,242,162,20,548,12,7,9,2,1,7,16,43.8,9,12,4,8,5,17,18,1,0.4,0.4,-0.7,-0.7,0.4,0.7,-0.4,-0.4,-0.4,0.03,1,1.3,0.35,0.3
Como,Parma,2024-10-19,D,H,1,1,0,0,0,1,61,0,it Serie A,26,6,15.4,24.8,6,4,60.0,9,4,44.4,5,55.6,524,2709,1462,36,13,10,0,0.0,1,0,0,14,9,2,2,0,0,0,0,0,11,0.0,18.2,12,0.08,0.33,3,25.0,16.0,0,7,0,0,0,51,1,16.5,535,633,84.5,10,47,12,3,54,8628,3160,265,284,93.3,221,248,89.1,36,58,62.1,0,0,0,,0,0,,0,0,0,579,47,12,1,1,20,15,7,1,1,0,7,15,533,13,11,15,4,19,16,2,0,1,0,0,3,2,66.7,727,78,248,325,165,26,727,18,11,14,3,1,9,18,50.0,9,6,0,6,10,28,17,0,1.3,1.3,0.8,0.8,1.1,0.9,-0.3,-0.3,-0.1,0.11,0,1.0,0.34,0.0
Milan,Udinese,2024-10-19,W,H,1,0,1,0,0,1,44,0,it Serie A,34,3,38.2,39.3,15,16,48.4,17,9,52.9,7,41.2,261,1498,794,16,13,27,2,7.4,2,1,0,3,14,2,2,0,0,0,0,0,11,72.7,58.5,10,0.1,0.2,5,50.0,12.2,0,3,0,0,0,21,0,6.7,295,368,80.2,9,12,6,2,27,5585,1939,122,136,89.7,137,156,87.8,34,66,51.5,0,0,0,,0,0,,0,0,0,315,50,16,1,4,13,14,8,4,2,0,3,9,293,13,5,14,5,15,13,0,1,1,0,0,1,1,100.0,451,73,213,164,82,19,451,8,4,4,2,2,3,11,27.3,8,1,0,1,3,11,31,1,1.2,1.2,0.7,0.7,0.8,0.5,-0.2,-0.2,0.2,0.12,0,0.1,0.11,0.1
Empoli,Napoli,2024-10-20,L,H,0,1,-1,0,0,0,50,0,it Serie A,30,2,36.7,34.8,6,7,46.2,19,8,42.1,9,47.4,290,1574,829,21,12,7,1,14.3,2,0,0,14,13,0,0,0,0,0,0,0,4,25.0,26.0,11,0.0,0.0,4,36.4,21.0,1,1,0,1,0,44,2,14.7,353,437,80.8,9,28,7,0,39,6532,2152,139,159,87.4,176,198,88.9,36,64,56.3,1,1,0,0.0,1,0,0.0,0,0,0,389,47,12,1,3,19,22,7,1,3,0,1,13,349,12,5,12,9,21,15,2,0,1,2,1,1,0,100.0,537,52,188,233,126,20,537,20,13,10,9,1,10,18,55.6,8,10,3,7,10,30,10,0,0.7,0.7,-0.6,0.1,0.6,0.5,-0.7,-0.7,-0.6,0.06,1,0.8,0.0,-0.2
Roma,Inter,2024-10-20,L,H,0,1,-1,0,0,0,55,0,it Serie A,30,5,40.0,37.8,10,15,40.0,7,2,28.6,4,57.1,410,2307,1243,24,21,6,2,33.3,2,0,0,12,12,0,0,0,0,0,0,0,5,100.0,64.2,14,0.0,0.0,3,21.4,17.9,0,0,0,0,0,43,1,15.5,452,530,85.3,12,27,13,6,41,8497,2451,164,186,88.2,221,248,89.1,52,77,67.5,0,0,0,,0,0,,0,0,0,488,42,14,0,3,20,18,3,2,0,0,0,3,449,21,4,15,10,25,18,3,1,2,1,0,6,5,83.3,613,50,146,320,152,26,613,14,8,5,5,4,6,7,85.7,1,4,1,3,5,19,11,1,1.0,1.0,0.0,0.0,0.9,1.1,-1.0,-1.0,-0.9,0.07,0,1.4,0.23,0.4
Atalanta,Venezia,2024-10-20,W,A,2,0,2,0,0,2,57,0,it Serie A,41,4,39.0,34.2,16,13,55.2,18,6,33.3,9,50.0,327,1632,729,22,9,8,1,12.5,1,0,0,6,11,4,4,0,0,0,0,0,9,88.9,62.9,16,0.13,0.29,7,43.8,15.7,0,2,0,0,0,51,2,14.7,436,540,80.7,14,34,11,2,50,8241,2923,178,201,88.6,201,232,86.6,50,89,56.2,0,0,0,,0,0,,0,0,0,491,47,14,2,2,13,18,5,3,2,0,2,8,434,9,7,18,6,31,21,3,3,2,1,1,4,4,100.0,644,79,242,278,128,26,644,12,11,6,5,1,8,19,42.1,11,6,1,5,8,20,19,1,1.4,1.4,0.6,0.6,1.2,0.7,0.6,0.6,-0.2,0.09,0,0.1,0.03,0.1
Venezia,Atalanta,2024-10-20,L,H,0,2,-2,0,0,0,43,0,it Serie A,21,2,38.1,35.5,13,16,44.8,19,11,57.9,8,42.1,230,1550,816,12,12,12,0,0.0,1,0,0,12,6,0,0,0,0,0,0,0,8,12.5,20.0,12,0.0,0.0,4,33.3,17.9,1,2,0,0,0,42,0,4.0,313,412,76.0,7,22,6,0,30,5265,2044,149,171,87.1,135,170,79.4,21,45,46.7,0,0,0,,0,0,,0,1,0,362,48,7,2,4,10,28,2,1,0,0,2,7,310,12,3,20,4,21,14,2,2,2,1,0,7,5,71.4,511,57,160,234,122,15,511,15,8,9,5,1,9,15,60.0,6,9,1,8,7,22,18,1,0.8,0.8,-0.6,-0.6,0.4,0.4,-0.8,-0.8,-0.4,0.07,1,2.1,0.3,0.1
Napoli,Empoli,2024-10-20,W,A,1,0,1,1,0,0,50,1,it Serie A,30,1,30.0,35.9,7,6,53.8,20,8,40.0,10,50.0,259,1418,724,13,10,11,1,9.1,2,0,0,13,14,2,0,0,0,1,1,0,4,25.0,31.5,8,0.0,,0,0.0,16.7,0,0,1,0,0,35,3,17.3,364,436,83.5,8,19,4,0,27,6659,2159,154,168,91.7,173,196,88.3,32,59,54.2,0,0,0,,0,0,,0,0,0,386,50,14,0,2,11,24,7,6,1,0,0,7,362,10,4,10,10,15,7,2,3,2,1,0,4,4,100.0,534,62,207,236,97,14,533,18,12,11,4,3,9,17,52.9,8,14,4,10,6,24,23,0,1.3,0.6,0.6,-0.1,0.6,0.5,-0.3,-0.6,-0.6,0.08,0,0.9,0.23,0.9
Cagliari,Torino,2024-10-20,W,H,3,2,1,0,0,2,41,0,it Serie A,18,2,38.9,35.6,15,11,57.7,9,3,33.3,6,66.7,233,1108,532,9,8,23,0,0.0,1,0,0,9,8,3,1,0,0,1,1,0,6,33.3,33.2,17,0.12,0.5,4,23.5,14.2,2,0,0,0,0,41,1,11.7,304,368,82.6,11,24,11,4,25,5988,2576,122,134,91.0,145,166,87.3,35,62,56.5,0,0,0,,0,0,,0,1,0,333,35,8,0,0,22,9,9,2,4,0,0,5,302,8,0,21,5,29,17,4,2,4,2,0,5,3,60.0,496,84,222,174,105,23,496,13,7,5,7,1,4,9,44.4,5,6,4,2,8,21,36,0,1.6,1.6,0.2,0.2,1.3,0.9,0.4,0.4,-0.3,0.1,2,1.7,0.34,-0.3
Lecce,Fiorentina,2024-10-20,L,H,0,6,-6,0,0,0,39,0,it Serie A,32,5,46.9,36.0,8,12,40.0,17,5,29.4,9,52.9,282,1327,604,13,8,8,0,0.0,0,1,0,8,13,0,0,0,0,0,0,0,10,30.0,28.0,5,0.0,0.0,2,40.0,21.7,1,0,0,0,0,32,4,19.5,301,385,78.2,4,12,4,2,20,5998,2257,117,141,83.0,138,157,87.9,45,77,58.4,0,0,0,,0,0,,1,0,0,336,49,15,1,5,11,16,1,0,0,0,0,10,297,8,2,11,5,10,7,1,0,0,2,0,11,5,45.5,477,69,214,199,71,9,477,16,7,8,6,2,10,18,55.6,8,8,4,4,5,21,16,2,0.2,0.2,-2.0,-2.0,0.2,0.4,-0.2,-0.2,-0.2,0.05,1,3.7,0.35,-2.3
Fiorentina,Lecce,2024-10-20,W,A,6,0,6,0,0,6,61,0,it Serie A,17,1,29.4,33.3,12,8,60.0,19,8,42.1,10,52.6,507,2441,1215,24,21,8,0,0.0,5,0,0,14,8,9,6,0,1,1,1,0,4,25.0,22.8,19,0.32,0.55,11,57.9,19.0,1,2,0,0,0,47,0,6.7,526,598,88.0,16,43,11,1,52,8523,2786,261,276,94.6,195,219,89.0,46,67,68.7,0,0,0,,0,0,,0,0,0,566,30,7,3,1,13,15,3,0,1,0,2,5,521,21,6,13,6,33,28,0,2,1,1,1,2,2,100.0,699,39,147,379,179,22,699,14,7,4,5,5,9,14,64.3,5,10,1,9,5,19,18,0,2.2,2.2,2.0,2.0,2.1,1.1,3.8,3.8,0.9,0.12,1,0.1,0.05,0.1
Inter,Roma,2024-10-20,W,A,1,0,1,0,0,1,45,0,it Serie A,46,3,34.8,33.5,15,10,60.0,8,1,12.5,6,75.0,273,1645,848,17,13,13,1,7.7,3,0,0,13,12,0,0,0,0,0,0,0,8,25.0,25.3,11,0.09,0.17,6,54.5,19.2,0,1,0,0,0,42,0,3.5,350,426,82.2,9,21,7,1,31,6797,2704,122,138,88.4,172,197,87.3,46,71,64.8,0,0,0,,0,0,,0,0,0,389,36,12,3,3,10,12,3,0,2,0,1,4,346,13,4,18,8,17,15,1,0,1,0,0,3,3,100.0,523,81,226,209,93,15,523,14,10,6,6,2,4,6,66.7,2,7,5,2,8,22,15,0,1.0,1.0,0.0,0.0,0.7,0.5,0.0,0.0,-0.7,0.09,0,0.7,0.23,0.7
Torino,Cagliari,2024-10-20,L,A,2,3,-1,0,0,2,59,0,it Serie A,25,3,36.0,37.2,11,15,42.3,9,5,55.6,4,44.4,344,1981,922,16,11,17,0,0.0,3,0,0,8,9,4,3,1,0,0,0,0,8,25.0,35.6,17,0.12,0.4,5,29.4,21.5,1,2,0,0,1,35,1,13.6,442,525,84.2,12,25,5,4,33,7560,2454,201,219,91.8,195,222,87.8,35,63,55.6,0,0,0,,0,0,,1,1,1,469,54,8,0,2,27,22,12,5,5,0,2,4,438,11,5,11,9,32,25,2,2,1,2,0,4,2,25.0,624,54,195,269,163,20,624,11,6,4,5,2,6,9,66.7,3,8,5,3,2,13,24,1,1.4,1.4,-0.2,-0.2,1.0,1.2,0.6,0.6,1.0,0.08,1,1.3,0.31,-0.7
Monza,Hellas Verona,2024-10-21,W,A,3,0,3,0,0,3,41,0,it Serie A,22,1,59.1,42.9,26,13,66.7,12,4,33.3,7,58.3,232,1213,686,11,5,24,1,4.2,2,0,0,13,8,4,3,1,0,0,0,0,12,58.3,45.3,10,0.3,0.75,4,40.0,18.9,0,1,0,0,0,35,0,5.7,293,375,78.1,9,17,6,0,24,5735,2469,124,146,84.9,115,138,83.3,45,66,68.2,0,0,0,,0,0,,0,0,0,335,39,9,0,7,14,11,6,0,5,0,1,8,291,5,0,8,11,15,10,4,1,0,0,0,4,4,100.0,499,88,249,182,73,10,499,16,4,7,5,4,10,17,58.8,7,16,4,12,7,23,36,1,1.4,1.4,0.5,0.5,1.0,0.2,1.6,1.6,1.0,0.14,0,0.7,0.16,0.7
Hellas Verona,Monza,2024-10-21,L,H,0,3,-3,0,0,0,59,0,it Serie A,18,4,50.0,40.2,13,26,33.3,19,7,36.8,10,52.6,375,1820,857,19,19,12,3,25.0,3,0,0,8,13,0,0,0,0,0,0,0,6,100.0,58.0,16,0.0,0.0,4,25.0,17.1,0,1,0,0,0,36,0,6.5,425,531,80.0,14,33,8,3,48,7402,2104,189,213,88.7,184,207,88.9,40,81,49.4,0,0,0,,0,0,,0,0,0,480,50,14,1,3,30,17,9,2,6,0,1,16,418,19,4,20,6,31,22,4,1,0,4,0,4,1,25.0,638,38,135,316,193,20,638,18,14,6,6,6,7,11,63.6,4,9,2,7,6,24,12,1,0.9,0.9,-0.5,-0.5,0.8,0.7,-0.9,-0.9,-0.8,0.06,0,1.7,0.43,-1.3
Torino,Como,2024-10-25,W,H,1,0,1,0,0,1,32,0,it Serie A,25,1,64.0,46.7,9,20,31.0,15,6,40.0,8,53.3,179,865,409,13,7,18,0,0.0,3,0,0,13,12,1,0,0,1,0,0,0,10,70.0,56.8,8,0.13,0.5,2,25.0,19.4,0,3,0,0,0,36,3,19.0,230,317,72.6,7,12,3,2,20,4279,1598,93,109,85.3,108,134,80.6,27,66,40.9,0,0,0,,0,0,,0,0,0,272,42,13,1,3,15,17,1,1,0,0,3,4,228,7,1,15,10,12,9,1,1,1,0,0,6,6,100.0,439,59,163,197,84,11,439,16,6,5,8,3,7,15,46.7,8,16,6,10,10,26,24,2,1.3,1.3,-0.1,-0.1,0.4,0.3,-0.3,-0.3,-0.4,0.16,0,0.6,0.1,0.6
Cagliari,Udinese,2024-10-25,L,A,0,2,-2,0,0,0,36,0,it Serie A,16,2,37.5,34.8,10,10,50.0,18,5,27.8,12,66.7,218,1194,514,8,4,12,0,0.0,3,1,1,9,13,0,0,0,0,0,0,0,10,60.0,48.5,3,0.0,,0,0.0,23.6,0,1,0,0,0,37,0,6.0,251,322,78.0,2,15,1,1,19,4799,1783,82,95,86.3,144,165,87.3,24,57,42.1,0,0,0,,0,0,,0,1,0,275,46,16,1,0,11,14,4,2,1,0,1,4,248,4,1,14,3,3,1,1,0,0,1,0,4,2,50.0,413,67,197,180,43,3,413,15,12,9,4,2,8,14,57.1,6,5,2,3,3,18,22,0,0.4,0.4,-0.6,-0.6,0.4,0.3,-0.4,-0.4,-0.4,0.14,0,1.7,0.45,-0.3
Udinese,Cagliari,2024-10-25,W,H,2,0,2,0,0,2,64,0,it Serie A,29,1,27.6,31.3,10,10,50.0,14,6,42.9,8,57.1,476,2658,1174,25,20,10,1,10.0,2,0,0,14,9,4,2,0,1,1,0,0,5,20.0,27.4,13,0.15,0.5,4,30.8,20.5,1,2,0,0,0,32,0,12.0,508,570,89.1,12,49,10,4,39,9062,2791,226,241,93.8,225,240,93.8,52,71,73.2,0,0,0,,0,0,,0,0,0,532,36,9,0,2,17,19,2,2,0,0,2,4,498,20,9,16,7,23,18,0,1,2,1,1,0,0,,654,35,171,334,155,27,654,15,12,5,8,2,12,17,70.6,5,2,0,2,8,23,15,0,1.0,1.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0.08,1,0.0,,0.0
Como,Torino,2024-10-25,L,A,0,1,-1,0,0,0,68,0,it Serie A,21,3,14.3,29.1,20,9,69.0,16,8,50.0,7,43.8,451,1993,985,15,10,15,1,6.7,3,0,0,12,13,0,0,0,0,0,0,0,5,40.0,28.0,20,0.0,0.0,6,30.0,18.3,0,1,0,0,0,41,3,15.4,575,671,85.7,12,45,10,1,48,9559,3140,270,286,94.4,235,268,87.7,46,73,63.0,0,0,0,,0,0,,0,0,0,622,48,16,2,2,19,22,3,2,0,0,1,11,571,10,4,16,9,34,26,2,1,5,0,0,2,1,50.0,780,45,201,424,160,27,780,18,10,5,11,2,8,14,57.1,6,7,3,4,6,24,19,1,1.4,1.4,0.1,0.1,1.1,0.6,-1.4,-1.4,-1.1,0.07,0,1.1,0.53,0.1
Hellas Verona,Atalanta,2024-10-26,L,A,1,6,-5,0,0,1,31,0,it Serie A,13,1,69.2,50.5,13,12,52.0,19,7,36.8,10,52.6,225,1244,540,11,9,10,0,0.0,1,0,0,15,3,2,2,0,0,0,0,0,11,100.0,67.4,4,0.25,0.5,2,50.0,21.1,0,2,0,0,0,44,0,3.0,286,373,76.7,3,17,2,1,21,4962,1966,139,157,88.5,117,136,86.0,26,60,43.3,0,0,0,,0,0,,0,0,0,335,36,4,1,0,7,12,2,2,0,0,2,5,286,9,2,8,5,6,6,0,0,0,0,0,10,4,40.0,472,48,174,219,86,5,472,26,15,15,10,1,11,19,57.9,8,8,3,5,10,36,16,0,0.2,0.2,-2.1,-2.1,0.2,0.3,0.8,0.8,0.8,0.05,0,4.2,0.47,-1.8
Atalanta,Hellas Verona,2024-10-26,W,H,6,1,5,0,0,6,69,0,it Serie A,27,5,18.5,28.4,12,13,48.0,22,8,36.4,11,50.0,539,2429,1433,22,27,6,1,16.7,0,0,0,3,15,10,7,1,0,2,0,0,5,20.0,26.4,19,0.32,0.6,10,52.6,15.3,0,1,0,0,0,52,2,11.9,730,812,89.9,13,59,13,3,66,11955,3166,357,381,93.7,326,353,92.4,36,56,64.3,0,0,0,,0,0,,0,0,0,772,39,17,1,4,11,11,4,2,2,0,1,7,728,27,8,7,15,34,30,1,1,2,0,0,2,1,50.0,905,43,181,455,271,29,905,15,10,8,6,1,10,17,58.8,7,5,0,5,6,21,7,0,2.4,2.4,2.1,2.1,1.8,1.9,3.6,3.6,2.2,0.13,0,0.7,0.35,-0.3
Napoli,Lecce,2024-10-26,W,H,1,0,1,0,0,1,64,0,it Serie A,23,2,13.0,24.1,30,19,61.2,22,8,36.4,13,59.1,416,2182,1271,25,11,9,1,11.1,3,0,0,13,5,1,0,0,0,1,0,0,5,40.0,33.8,24,0.04,0.13,8,33.3,14.8,0,1,0,0,0,41,4,16.3,452,543,83.2,16,49,12,2,59,7319,2392,218,237,92.0,183,214,85.5,35,55,63.6,0,0,0,,0,0,,0,0,0,495,47,7,1,1,27,18,16,6,9,0,1,7,447,11,6,9,6,39,25,5,2,7,0,0,1,1,100.0,656,41,121,329,211,31,656,11,7,3,7,1,6,12,50.0,6,10,6,4,8,19,16,0,2.7,2.7,2.0,2.0,1.5,1.6,-1.7,-1.7,-1.5,0.13,0,0.0,0.04,0.0
Lecce,Napoli,2024-10-26,L,A,0,1,-1,0,0,0,36,0,it Serie A,25,3,80.0,50.6,19,30,38.8,12,6,50.0,6,50.0,198,1109,523,14,6,24,2,8.3,2,0,0,7,13,0,0,0,0,0,0,0,10,80.0,51.3,11,0.0,0.0,1,9.1,22.2,1,0,0,0,0,25,0,7.0,217,302,71.9,9,19,3,1,14,4007,1413,91,109,83.5,85,103,82.5,30,68,44.1,0,0,0,,0,0,,0,1,0,255,47,13,1,2,10,17,5,2,2,0,0,5,215,6,1,7,5,18,9,2,2,3,1,1,8,7,87.5,429,83,180,178,76,11,429,19,12,13,6,0,13,21,61.9,8,13,9,4,10,29,32,0,0.7,0.7,-2.0,-2.0,0.3,0.4,-0.7,-0.7,-0.3,0.06,1,1.7,0.25,0.7
Roma,Fiorentina,2024-10-27,L,A,1,5,-4,0,0,1,61,0,it Serie A,21,4,23.8,32.3,5,6,45.5,11,5,45.5,5,45.5,359,2154,1277,23,11,11,0,0.0,5,1,1,11,13,2,2,0,0,0,0,0,9,0.0,13.3,14,0.07,0.2,5,35.7,22.4,1,2,0,1,1,30,1,23.0,519,580,89.5,8,39,8,1,41,8913,2592,228,244,93.4,243,264,92.0,37,55,67.3,1,1,0,0.0,1,0,0.0,0,0,1,537,41,14,2,2,17,10,2,1,1,0,2,5,512,11,3,11,13,21,11,2,2,2,2,2,10,6,60.0,654,65,191,310,156,22,654,8,8,4,2,2,6,18,33.3,12,7,3,4,4,12,11,1,0.8,0.8,-2.9,-2.1,0.5,0.7,0.2,0.2,0.5,0.06,1,4.6,0.37,0.6
Genoa,Lazio,2024-10-27,L,A,0,3,-3,0,0,0,39,0,it Serie A,31,4,22.6,26.6,16,18,47.1,13,7,53.8,5,38.5,191,1241,557,7,5,20,0,0.0,1,0,0,6,11,0,0,0,0,0,0,0,12,33.3,33.0,6,0.0,0.0,2,33.3,21.8,0,0,0,0,0,33,0,2.3,299,390,76.7,2,18,1,1,23,5839,2468,113,142,79.6,143,172,83.1,36,61,59.0,0,0,0,,0,0,,0,1,0,338,52,13,0,1,14,19,4,3,0,0,0,8,298,5,1,16,8,8,5,2,0,1,0,0,4,1,25.0,497,78,213,202,86,15,497,19,11,9,9,1,6,16,37.5,10,11,3,8,4,23,28,1,0.3,0.3,-1.9,-1.9,0.1,0.4,-0.3,-0.3,-0.1,0.05,0,2.8,0.69,-0.2
Venezia,Monza,2024-10-27,D,A,2,2,0,0,0,2,54,0,it Serie A,29,3,34.5,34.9,23,21,52.3,21,7,33.3,10,47.6,281,1325,683,12,10,17,2,11.8,2,0,0,16,17,4,1,1,1,0,1,0,11,27.3,26.4,6,0.33,1.0,2,33.3,13.2,0,1,0,0,0,30,1,11.5,362,458,79.0,6,32,7,2,40,6443,2396,153,181,84.5,175,197,88.8,31,61,50.8,0,0,0,,0,0,,0,0,0,399,58,17,2,2,15,24,3,0,3,0,1,12,356,10,1,13,10,11,5,2,2,0,1,1,2,0,0.0,545,70,161,276,115,13,545,10,6,4,4,2,5,13,38.5,8,12,3,9,4,14,27,0,0.4,0.4,-0.7,-0.7,0.4,0.5,1.6,1.6,1.6,0.07,0,0.5,0.27,-1.5
Empoli,Parma,2024-10-27,D,A,1,1,0,0,0,0,40,0,it Serie A,21,3,52.4,45.4,3,14,17.6,11,6,54.5,4,36.4,261,1362,674,15,7,16,1,6.3,4,0,0,17,12,0,0,0,0,0,0,0,12,41.7,36.8,5,0.0,0.0,1,20.0,18.3,0,2,0,1,0,39,0,7.0,295,381,77.4,4,14,2,0,23,5408,2137,115,136,84.6,150,170,88.2,26,63,41.3,1,0,0,,0,0,,0,0,0,335,44,13,1,2,12,14,3,1,1,0,2,8,292,7,8,13,11,9,5,1,2,0,1,0,4,3,75.0,486,69,211,207,77,12,486,15,10,9,5,1,7,13,53.8,6,9,5,4,8,23,30,0,0.2,0.2,-1.5,-0.7,0.1,0.2,-0.2,-0.2,-0.1,0.04,0,1.0,0.24,0.0
Parma,Empoli,2024-10-27,D,H,1,1,0,0,1,1,60,1,it Serie A,35,9,14.3,28.5,14,3,82.4,15,6,40.0,7,46.7,445,2185,1037,20,14,8,1,12.5,4,0,0,12,16,2,2,0,0,0,0,0,6,16.7,23.8,16,0.06,0.25,4,25.0,22.8,1,1,1,0,1,34,2,14.4,487,580,84.0,13,42,8,3,42,8930,3066,200,220,90.9,238,269,88.5,43,72,59.7,0,0,0,,0,0,,0,0,1,523,56,16,1,2,19,23,9,3,1,0,1,7,484,14,2,10,8,31,25,2,0,2,2,0,1,1,0.0,667,63,214,285,172,22,666,15,9,8,5,2,4,10,40.0,6,7,0,7,8,23,13,0,1.7,0.9,1.5,0.7,0.7,0.7,-0.7,0.1,0.3,0.06,1,0.0,0.01,0.0
Monza,Venezia,2024-10-27,D,H,2,2,0,0,0,2,46,0,it Serie A,27,0,66.7,44.9,21,23,47.7,17,8,47.1,5,29.4,208,1175,504,13,7,13,0,0.0,4,1,1,17,16,4,3,0,1,0,0,0,3,100.0,72.7,13,0.15,1.0,2,15.4,16.0,0,0,0,0,0,39,1,22.5,296,386,76.7,13,19,5,4,23,5650,2218,131,148,88.5,117,140,83.6,41,74,55.4,0,0,0,,0,0,,0,0,0,343,43,17,1,2,23,16,4,1,3,0,0,12,295,7,4,16,5,26,15,4,2,1,4,0,2,0,0.0,493,46,170,201,126,20,493,20,13,11,9,0,10,17,58.8,7,12,2,10,11,31,20,1,1.1,1.1,0.7,0.7,1.1,0.7,0.9,0.9,0.9,0.09,0,1.0,0.49,-1.0
Inter,Juventus,2024-10-27,D,H,4,4,0,2,0,2,47,2,it Serie A,29,4,44.8,35.5,16,8,66.7,6,3,50.0,2,33.3,334,1933,968,10,13,8,1,12.5,2,0,0,11,16,5,3,0,0,0,2,0,5,20.0,24.4,16,0.13,0.29,7,43.8,14.5,0,0,2,0,0,26,0,9.0,344,417,82.5,12,27,7,0,34,6220,2015,134,151,88.7,177,197,89.8,29,59,49.2,0,0,0,,0,0,,0,0,0,372,45,14,2,2,21,8,13,6,5,0,0,4,341,13,6,8,4,28,13,6,1,5,3,0,5,1,20.0,483,60,145,230,111,25,481,7,4,3,3,1,4,8,50.0,4,9,2,7,6,13,13,0,3.0,1.4,0.9,-0.7,1.2,1.4,1.0,0.6,-0.2,0.09,0,2.2,0.44,-1.8
Lazio,Genoa,2024-10-27,W,H,3,0,3,0,0,3,61,0,it Serie A,40,6,20.0,28.9,18,16,52.9,19,10,52.6,6,31.6,350,2214,1264,24,18,11,1,9.1,3,0,0,12,6,6,4,0,2,0,0,0,5,20.0,25.8,18,0.17,0.75,4,22.2,13.4,0,1,0,0,0,51,1,11.1,517,598,86.5,15,29,15,6,47,9350,2934,211,235,89.8,252,274,92.0,46,66,69.7,0,0,0,,0,0,,0,0,0,563,34,6,0,4,24,15,7,2,2,0,1,10,512,18,7,13,13,33,23,4,3,3,0,0,2,2,100.0,704,67,199,331,184,35,704,13,7,3,9,1,5,12,41.7,7,6,0,6,8,21,21,0,2.1,2.1,1.9,1.9,1.3,0.8,0.9,0.9,0.7,0.12,0,0.1,0.07,0.1
Juventus,Inter,2024-10-27,D,A,4,4,0,0,0,4,53,0,it Serie A,16,2,37.5,40.1,8,16,33.3,9,4,44.4,4,44.4,393,2462,1185,28,14,18,0,0.0,1,0,0,16,11,8,7,0,1,0,0,0,6,50.0,45.3,10,0.4,0.8,5,50.0,13.6,0,0,0,2,0,28,0,3.0,405,470,86.2,8,28,9,2,35,7895,2416,166,184,90.2,166,186,89.2,70,89,78.7,2,2,0,0.0,2,0,0.0,0,1,0,431,39,11,1,11,12,12,5,2,2,0,0,7,403,14,8,12,3,19,17,1,1,0,0,0,9,5,77.8,549,63,179,269,107,20,549,6,4,3,2,1,2,5,40.0,3,8,5,3,5,11,17,0,2.1,2.1,-0.9,0.7,1.9,2.3,1.9,1.9,1.1,0.21,0,3.5,0.21,-0.5
