Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Inter,Lazio,2024-12-16,W,A,6,0,6,1,0,5,48,1,it Serie A,47,2,17.0,28.4,12,7,63.2,16,9,56.3,7,43.8,379,1835,919,18,10,11,1,9.1,4,0,0,14,6,11,10,0,0,1,0,0,5,20.0,26.4,11,0.45,0.83,6,54.5,18.5,1,0,0,0,0,38,0,11.5,417,485,86.0,10,20,7,1,26,7794,2756,180,196,91.8,185,207,89.4,51,76,67.1,0,0,0,,0,0,,0,0,0,457,28,6,0,4,10,14,2,0,2,0,0,3,412,10,4,5,3,23,18,1,1,2,1,0,2,2,100.0,577,80,248,265,70,15,576,9,4,3,3,3,2,16,12.5,14,10,3,7,8,17,22,0,2.0,1.3,1.6,0.9,1.3,0.8,4.0,3.7,3.7,0.12,1,0.2,0.09,0.2
Lazio,Inter,2024-12-16,L,H,0,6,-6,0,0,0,52,0,it Serie A,25,2,48.0,41.5,7,12,36.8,18,14,77.8,2,11.1,357,2312,1007,21,16,4,0,0.0,2,0,0,7,12,0,0,0,0,0,0,0,3,33.3,27.7,9,0.0,0.0,2,22.2,19.8,0,1,0,1,0,37,0,,436,520,83.8,6,44,6,2,37,7416,2087,218,237,92.0,170,191,89.0,38,66,57.6,1,1,0,0.0,1,0,0.0,0,0,0,475,44,14,0,5,19,16,4,2,1,0,1,10,433,16,5,12,7,16,12,0,3,0,0,1,7,1,28.6,583,39,143,321,131,16,583,10,7,2,5,3,7,16,43.8,9,6,3,3,8,18,4,2,0.4,0.4,-1.6,-0.9,0.3,0.4,-0.4,-0.4,-0.3,0.05,0,2.7,0.3,-3.3
Hellas Verona,Milan,2024-12-20,L,H,0,1,-1,0,0,0,36,0,it Serie A,20,6,50.0,42.4,10,14,41.7,11,4,36.4,7,63.6,213,1329,590,13,7,15,1,6.7,1,0,0,21,9,0,0,0,0,0,0,0,7,85.7,56.1,10,0.0,0.0,2,20.0,18.7,0,0,0,0,0,33,0,4.0,250,332,75.3,8,24,7,3,20,4367,1671,115,131,87.8,97,111,87.4,27,62,43.5,0,0,0,,0,0,,0,0,0,293,39,10,0,3,19,17,3,1,2,0,0,10,246,7,4,12,4,16,12,2,2,0,0,0,6,5,83.3,441,50,129,211,106,12,441,15,6,5,7,3,9,21,42.9,12,12,7,5,11,26,20,0,0.7,0.7,-0.1,-0.1,0.6,0.7,-0.7,-0.7,-0.6,0.07,0,1.3,0.22,0.3
Milan,Hellas Verona,2024-12-20,W,A,1,0,1,0,0,1,64,0,it Serie A,41,5,4.9,26.8,14,10,58.3,21,12,57.1,9,42.9,398,2036,1194,17,14,12,2,16.7,1,0,0,9,20,2,2,0,0,0,0,0,8,37.5,31.0,14,0.07,0.17,6,42.9,20.7,0,2,0,0,0,32,2,15.0,505,588,85.9,10,28,3,0,37,8753,2556,207,226,91.6,244,272,89.7,39,62,62.9,0,0,0,,0,0,,0,0,0,536,50,21,2,1,17,12,8,4,2,0,2,5,499,14,3,13,6,25,21,2,0,2,0,0,2,2,100.0,697,58,224,347,130,14,697,11,7,4,3,4,7,11,63.6,4,6,1,5,6,17,27,0,0.8,0.8,0.1,0.1,0.6,0.7,0.2,0.2,0.4,0.06,0,0.4,0.18,0.4
Torino,Bologna,2024-12-21,L,H,0,2,-2,0,0,0,42,0,it Serie A,51,1,54.9,41.3,11,14,44.0,20,7,35.0,12,60.0,310,1448,592,14,4,9,0,0.0,0,0,0,11,15,0,0,0,0,0,0,0,6,33.3,34.2,6,0.0,,0,0.0,17.0,0,1,0,1,0,35,0,6.0,307,412,74.5,5,25,6,2,21,5985,2096,110,129,85.3,149,173,86.1,37,80,46.3,1,0,1,100.0,0,1,100.0,0,0,0,357,54,18,1,1,21,23,4,1,2,0,1,11,305,4,4,14,1,10,6,2,0,0,1,1,5,2,60.0,500,58,202,185,118,18,500,15,9,7,4,4,7,11,63.6,4,4,1,3,9,24,18,0,0.3,0.3,-1.5,-0.7,0.3,0.6,-0.3,-0.3,-0.3,0.04,0,2.3,0.32,0.3
Bologna,Torino,2024-12-21,W,A,2,0,2,0,1,2,58,1,it Serie A,46,8,23.9,30.0,14,11,56.0,11,4,36.4,7,63.6,450,2400,997,17,12,14,2,14.3,2,0,0,17,11,4,2,1,0,0,1,0,5,40.0,37.2,7,0.29,0.5,4,57.1,18.5,0,1,1,0,0,40,0,6.0,478,560,85.4,4,44,7,3,25,8681,2785,193,214,90.2,244,269,90.7,35,65,53.8,0,0,0,,0,0,,0,0,0,521,38,11,0,2,10,21,0,0,0,0,1,4,473,12,4,19,8,13,8,1,1,1,2,0,0,0,,668,72,233,305,143,16,667,13,9,5,6,2,12,19,63.2,7,11,4,7,6,19,26,0,1.7,0.9,1.5,0.7,0.9,1.0,0.3,1.1,0.1,0.13,0,0.0,,0.0
Genoa,Napoli,2024-12-21,L,H,1,2,-1,0,0,1,38,0,it Serie A,16,1,37.5,33.4,17,18,48.6,14,4,28.6,10,71.4,296,1466,630,11,8,14,0,0.0,2,0,0,8,7,2,2,0,0,0,0,0,12,25.0,31.9,11,0.09,0.33,3,27.3,13.1,1,0,0,0,0,38,0,6.5,316,401,78.8,9,14,7,4,24,5368,1877,143,160,89.4,140,160,87.5,25,59,42.4,0,0,0,,0,0,,0,0,0,361,40,9,0,3,20,11,5,1,4,0,0,7,311,8,1,15,2,22,15,3,0,2,1,1,2,0,0.0,514,65,204,201,111,17,514,21,15,7,9,5,7,15,46.7,8,12,3,9,15,36,17,0,1.0,1.0,-0.2,-0.2,1.0,1.0,0.0,0.0,0.0,0.1,1,1.7,0.87,-0.3
Lecce,Lazio,2024-12-21,L,H,1,2,-1,0,0,1,41,0,it Serie A,18,4,61.1,46.5,9,16,36.0,16,6,37.5,8,50.0,250,1387,718,13,10,22,3,13.6,3,1,0,13,11,1,0,0,0,1,0,0,5,80.0,46.6,11,0.09,0.5,2,18.2,20.4,0,1,0,1,0,37,0,9.0,304,403,75.4,3,16,3,2,16,5290,2133,152,171,88.9,111,130,85.4,34,68,50.0,1,1,0,0.0,1,0,0.0,0,1,0,350,52,13,4,2,18,25,6,2,2,0,1,8,303,10,2,16,9,17,6,4,3,3,1,0,6,4,83.3,532,76,174,253,112,11,532,20,16,10,5,5,8,19,42.1,11,8,3,5,6,26,30,1,0.7,0.7,-0.8,-0.3,0.3,0.2,0.3,0.3,-0.3,0.07,0,2.0,0.24,0.0
Napoli,Genoa,2024-12-21,W,A,2,1,1,0,0,2,62,0,it Serie A,34,3,8.8,26.4,18,17,51.4,18,8,44.4,7,38.9,362,1754,914,17,19,17,1,5.9,1,0,0,8,8,4,2,1,0,0,1,0,6,50.0,37.3,12,0.17,1.0,2,16.7,14.6,0,2,0,0,0,37,2,13.8,555,641,86.6,9,32,8,3,42,9950,2990,242,259,93.4,255,281,90.7,54,78,69.2,0,0,0,,0,0,,0,0,0,592,47,8,0,0,17,25,6,5,0,0,2,10,552,19,7,15,14,21,17,1,1,0,1,1,3,2,66.7,749,68,230,357,169,24,749,12,7,5,7,0,10,14,71.4,4,9,2,7,8,20,22,0,1.2,1.2,0.2,0.2,1.1,0.8,0.8,0.8,0.9,0.11,0,1.0,0.34,0.0
Lazio,Lecce,2024-12-21,W,A,2,1,1,1,0,1,59,1,it Serie A,23,5,17.4,29.4,16,9,64.0,21,11,52.4,8,38.1,368,2064,1184,23,12,13,0,0.0,1,0,0,12,12,3,2,0,0,1,0,0,3,33.3,37.3,12,0.08,0.2,5,41.7,19.2,1,1,0,0,0,45,3,19.8,483,574,84.1,7,49,11,3,71,8528,2612,210,232,90.5,232,261,88.9,33,58,56.9,0,0,0,,0,0,,0,1,0,533,40,12,2,2,28,17,6,3,0,0,1,7,480,12,6,12,12,24,20,0,1,2,1,0,2,1,50.0,692,47,145,354,197,25,691,17,10,6,9,2,8,14,57.1,6,11,5,6,13,30,24,0,1.6,1.0,0.8,0.3,0.5,0.6,0.4,0.0,-0.5,0.09,1,0.1,0.04,-0.9
Monza,Juventus,2024-12-22,L,H,1,2,-1,0,0,1,45,0,it Serie A,35,3,48.6,39.3,17,12,58.6,18,12,66.7,3,16.7,402,2329,1183,24,24,19,0,0.0,1,0,0,7,12,2,2,0,0,0,0,0,7,0.0,13.1,17,0.06,0.2,5,29.4,17.8,0,0,0,0,0,51,0,9.2,385,469,82.1,11,22,9,2,39,6455,2149,186,202,92.1,161,179,89.9,28,58,48.3,0,0,0,,0,0,,0,1,0,432,37,13,1,2,19,11,3,2,1,0,0,12,381,24,6,9,4,27,24,1,0,2,0,0,9,7,77.8,577,91,205,222,156,24,577,18,12,8,6,4,8,13,61.5,5,7,3,4,5,23,24,0,1.3,1.3,-0.5,-0.5,0.8,0.6,-0.3,-0.3,0.2,0.08,0,2.5,0.29,0.5
Atalanta,Empoli,2024-12-22,W,H,3,2,1,0,0,3,65,0,it Serie A,26,6,26.9,30.3,15,10,60.0,21,8,38.1,10,47.6,539,3147,1529,31,25,3,0,0.0,1,0,0,11,14,6,6,0,0,0,0,0,3,33.3,34.0,16,0.19,0.5,6,37.5,12.1,0,1,0,1,0,46,0,15.3,538,632,85.1,13,39,8,5,48,8496,2804,280,304,92.1,201,228,88.2,37,62,59.7,1,1,0,0.0,1,0,0.0,0,0,0,580,51,16,1,3,30,23,6,4,2,0,1,14,533,25,7,21,10,29,16,7,2,3,1,0,3,1,66.7,733,41,193,340,204,24,733,13,7,6,6,1,5,7,71.4,2,4,2,2,6,19,12,0,1.3,1.3,0.1,0.8,1.1,1.0,1.7,1.7,1.9,0.09,0,1.7,0.24,-0.3
Parma,Roma,2024-12-22,L,A,0,5,-5,0,0,0,41,0,it Serie A,33,10,33.3,36.3,5,5,50.0,17,6,35.3,10,58.8,309,1950,1057,21,21,11,1,9.1,2,0,0,9,9,0,0,0,0,0,0,0,8,12.5,13.9,9,0.0,0.0,3,33.3,26.3,0,0,0,2,0,32,1,13.3,344,409,84.1,8,28,2,0,26,5839,2161,159,172,92.4,145,159,91.2,29,56,51.8,2,2,0,0.0,2,0,0.0,0,0,0,369,40,14,0,3,6,10,2,1,0,0,0,9,339,21,7,15,3,11,10,0,1,0,0,0,9,4,66.7,493,84,190,204,109,9,493,8,5,3,3,2,3,10,30.0,7,9,2,7,4,12,19,0,0.4,0.4,-5.0,-3.4,0.4,0.4,-0.4,-0.4,-0.4,0.04,0,4.2,0.29,-0.8
Juventus,Monza,2024-12-22,W,A,2,1,1,0,0,2,55,0,it Serie A,21,6,28.6,36.1,12,17,41.4,13,5,38.5,8,61.5,425,2368,1288,24,19,14,2,14.3,1,0,0,13,7,2,0,1,0,1,0,0,9,33.3,32.4,16,0.13,0.22,9,56.3,14.6,0,0,0,0,0,48,2,12.9,490,569,86.1,13,42,11,3,45,8296,2616,251,277,90.6,180,201,89.6,46,69,66.7,0,0,0,,0,0,,0,0,0,532,37,7,0,2,20,12,7,6,0,0,0,4,487,19,7,12,10,27,20,2,1,3,1,0,5,4,80.0,659,63,169,305,189,26,659,7,2,4,2,1,3,15,20.0,12,14,5,9,6,13,20,2,1.8,1.8,0.5,0.5,1.7,1.1,0.2,0.2,0.3,0.11,0,1.1,0.21,0.1
Venezia,Cagliari,2024-12-22,W,H,2,1,1,0,0,2,32,0,it Serie A,23,1,43.5,35.7,14,19,42.4,9,2,22.2,7,77.8,209,1233,596,15,9,21,1,4.8,1,0,0,6,10,3,2,1,0,0,0,0,8,62.5,37.6,12,0.17,0.33,6,50.0,21.0,0,4,0,0,0,37,1,10.7,194,298,65.1,6,9,4,0,17,3038,1522,104,126,82.5,66,93,71.0,14,51,27.5,0,0,0,,0,0,,0,0,0,246,48,14,0,2,10,20,4,3,1,0,4,8,193,9,2,10,11,17,13,2,0,1,1,0,7,6,85.7,419,66,181,155,89,15,419,12,8,7,4,1,6,13,46.2,7,15,1,14,9,21,36,0,1.5,1.5,-0.5,-0.5,0.8,0.5,0.5,0.5,0.2,0.13,0,2.5,0.43,1.5
Empoli,Atalanta,2024-12-22,L,A,2,3,-1,1,0,1,35,1,it Serie A,39,2,74.4,49.1,10,15,40.0,7,2,28.6,5,71.4,216,1223,613,7,5,24,3,12.5,1,0,0,15,8,4,2,1,0,0,1,0,11,18.2,21.7,6,0.17,0.5,2,33.3,23.1,0,1,1,0,0,39,0,5.4,258,343,75.2,5,25,5,1,27,4707,2096,104,123,84.6,124,143,86.7,24,57,42.1,0,0,0,,0,0,,0,0,0,297,45,11,0,0,6,16,3,1,1,0,1,5,249,5,3,18,8,12,10,1,0,0,1,0,6,3,50.0,457,70,192,194,78,11,456,20,8,9,8,3,10,18,55.6,8,14,4,10,4,24,32,1,1.3,0.5,-0.1,-0.8,0.5,0.5,0.7,0.5,0.5,0.08,0,3.4,0.57,0.4
Cagliari,Venezia,2024-12-22,L,A,1,2,-1,0,0,1,68,0,it Serie A,28,4,25.0,32.4,19,14,57.6,13,7,53.8,6,46.2,425,1672,778,13,8,8,1,12.5,2,0,0,11,6,2,2,0,0,0,0,0,8,25.0,28.3,14,0.07,0.14,7,50.0,12.5,0,3,0,0,0,38,1,21.0,498,631,78.9,11,50,11,3,56,8404,3337,246,282,87.2,208,245,84.9,40,70,57.1,0,0,0,,0,0,,0,0,0,562,66,10,0,1,30,37,8,2,5,0,3,17,496,8,2,12,6,25,15,4,2,3,1,0,6,4,66.7,734,55,206,317,214,20,734,18,13,5,9,4,7,9,77.8,2,8,2,6,6,24,19,4,2.1,2.1,0.5,0.5,1.6,1.7,-1.1,-1.1,-0.6,0.15,0,2.1,0.34,0.1
Roma,Parma,2024-12-22,W,H,5,0,5,2,0,3,59,2,it Serie A,26,9,7.7,23.4,5,5,50.0,11,7,63.6,3,27.3,489,2428,1419,30,27,4,0,0.0,1,0,0,10,9,9,6,0,0,1,2,0,9,11.1,18.8,17,0.18,0.43,7,41.2,13.4,1,4,2,0,0,34,1,24.0,520,592,87.8,16,35,20,4,55,8696,2877,256,275,93.1,214,235,91.1,38,56,67.9,0,0,0,,0,0,,0,0,0,555,33,6,4,3,15,12,5,0,2,0,4,7,518,27,9,9,5,37,30,1,1,2,3,0,3,3,100.0,673,61,200,277,201,42,671,13,9,6,7,0,10,16,62.5,6,8,1,7,9,22,12,0,5.4,3.8,5.0,3.4,3.8,2.3,-0.4,-0.8,-0.8,0.23,1,1.0,0.32,1.0
Fiorentina,Udinese,2024-12-23,L,H,1,2,-1,1,0,0,51,1,it Serie A,26,6,30.8,31.6,10,14,41.7,18,7,38.9,7,38.9,303,1463,733,15,11,10,1,10.0,2,0,0,10,14,2,1,0,0,0,1,0,8,37.5,33.8,14,0.0,0.0,2,14.3,17.1,0,5,1,0,0,43,3,21.0,330,435,75.9,9,24,8,0,44,6163,2218,138,157,87.9,157,186,84.4,34,76,44.7,0,0,0,,0,0,,0,0,0,376,54,14,0,2,29,19,10,9,1,0,5,10,327,11,3,15,7,23,14,2,1,4,2,0,4,2,50.0,542,56,180,228,142,17,541,9,6,6,3,0,3,7,42.9,4,6,1,5,8,17,25,1,2.1,1.3,1.2,0.5,1.2,0.6,-1.1,-1.3,-1.2,0.1,0,1.3,0.32,-0.7
Como,Inter,2024-12-23,L,A,0,2,-2,0,0,0,38,0,it Serie A,21,5,38.1,39.1,16,14,53.3,20,5,25.0,12,60.0,291,1392,697,13,9,13,0,0.0,2,0,0,15,13,0,0,0,0,0,0,0,6,16.7,12.5,8,0.0,0.0,4,50.0,18.7,1,5,0,0,0,38,0,7.0,273,349,78.2,6,17,5,1,22,4749,1770,124,141,87.9,118,137,86.1,25,46,54.3,0,0,0,,0,0,,0,1,0,300,44,14,0,2,11,20,1,0,1,0,5,10,271,9,2,22,7,15,11,2,0,0,1,1,5,3,60.0,463,67,192,189,87,17,463,18,11,9,6,3,9,11,81.8,2,11,5,6,8,26,30,0,0.3,0.3,-1.3,-1.3,0.3,0.6,-0.3,-0.3,-0.3,0.04,1,1.7,0.35,-0.3
Inter,Como,2024-12-23,W,H,2,0,2,0,0,2,62,0,it Serie A,45,7,13.3,25.3,14,16,46.7,12,2,16.7,9,75.0,382,2314,1215,16,13,8,1,12.5,2,0,0,13,14,4,2,1,0,1,0,0,5,0.0,16.2,17,0.12,0.4,5,29.4,14.5,0,2,0,0,0,42,0,3.0,476,558,85.3,13,34,10,1,56,8654,2961,168,190,88.4,256,285,89.8,41,61,67.2,0,0,0,,0,0,,0,0,0,509,47,19,1,3,20,15,7,0,7,0,2,8,474,13,4,13,9,27,20,3,1,2,0,1,4,4,100.0,662,60,201,318,147,32,662,19,10,2,10,7,12,17,70.6,5,10,2,8,6,25,13,0,1.6,1.6,1.3,1.3,1.3,1.0,0.4,0.4,0.7,0.1,0,0.4,0.1,0.4
Udinese,Fiorentina,2024-12-23,W,A,2,1,1,0,0,2,49,0,it Serie A,29,1,44.8,37.1,14,10,58.3,8,4,50.0,3,37.5,290,1585,778,12,6,23,0,0.0,5,0,0,14,10,3,3,0,0,0,0,0,8,75.0,48.4,11,0.18,0.5,4,36.4,17.5,1,1,0,1,0,35,3,20.2,335,426,78.6,9,27,5,2,32,6548,2365,129,153,84.3,153,179,85.5,48,80,60.0,1,1,0,0.0,1,0,0.0,0,0,0,376,49,14,0,1,10,23,2,0,2,0,1,5,331,6,2,15,6,19,15,3,0,0,1,0,3,2,100.0,549,81,187,262,103,21,549,14,10,8,5,1,7,14,50.0,7,10,4,6,2,16,39,1,0.9,0.9,-1.2,-0.5,0.8,0.6,1.1,1.1,1.2,0.08,1,1.2,0.08,0.2
Genoa,Empoli,2024-12-28,W,A,2,1,1,0,0,2,42,0,it Serie A,26,6,50.0,37.1,24,15,61.5,20,6,30.0,12,60.0,203,1099,407,8,7,21,1,4.8,2,0,0,13,15,3,2,0,0,1,0,0,6,66.7,43.5,14,0.14,0.4,5,35.7,17.6,0,1,0,1,0,40,0,5.8,258,367,70.3,9,15,6,1,26,5108,2418,104,131,79.4,110,148,74.3,40,67,59.7,1,0,1,100.0,0,1,100.0,0,0,0,307,59,17,2,0,14,30,4,2,0,0,1,6,253,7,5,22,11,23,14,3,1,2,3,0,8,6,87.5,511,71,197,213,107,15,511,15,8,8,6,1,7,14,50.0,7,9,1,8,13,28,36,1,1.8,1.8,0.4,1.2,1.5,0.9,0.2,0.2,-0.5,0.13,0,2.3,0.2,1.3
Parma,Monza,2024-12-28,W,H,2,1,1,1,0,1,44,1,it Serie A,29,8,44.8,41.9,13,17,43.3,12,2,16.7,9,75.0,229,1191,655,15,9,20,0,0.0,3,0,0,16,19,4,1,1,0,1,1,0,8,37.5,33.1,8,0.13,0.5,2,25.0,18.4,0,0,1,0,0,29,1,16.5,275,357,77.0,6,24,6,1,17,4815,1893,125,142,88.0,110,130,84.6,31,64,48.4,0,0,0,,0,0,,0,0,0,306,51,25,0,2,8,12,4,3,0,0,0,5,269,9,4,13,6,15,6,2,1,3,3,0,3,2,66.7,463,66,164,184,120,19,462,7,3,3,2,2,3,8,37.5,5,5,1,4,7,14,25,0,1.4,0.6,-0.9,-1.7,0.5,0.4,0.6,0.4,0.5,0.07,0,1.4,0.47,0.4
Cagliari,Inter,2024-12-28,L,H,0,3,-3,0,0,0,35,0,it Serie A,29,5,65.5,44.6,14,25,35.9,13,7,53.8,5,38.5,197,969,477,13,6,18,1,5.6,0,0,0,14,5,0,0,0,0,0,0,0,10,80.0,55.1,5,0.0,0.0,1,20.0,16.7,0,3,0,1,0,32,1,15.5,229,330,69.4,4,20,3,2,23,4223,1817,107,125,85.6,88,113,77.9,30,68,44.1,1,1,0,0.0,1,0,0.0,0,1,0,286,41,11,1,4,20,11,5,1,4,0,3,11,228,6,3,6,3,8,6,1,1,0,0,0,5,2,60.0,408,75,162,180,68,9,408,9,4,4,5,0,4,5,80.0,1,6,4,2,5,14,21,0,0.3,0.3,-2.9,-2.3,0.3,0.3,-0.3,-0.3,-0.3,0.06,0,2.1,0.24,-0.9
Monza,Parma,2024-12-28,L,A,1,2,-1,0,0,1,56,0,it Serie A,23,6,8.7,24.8,17,13,56.7,8,5,62.5,3,37.5,369,1798,1007,14,9,5,0,0.0,7,1,1,21,16,2,2,0,0,0,0,0,5,40.0,33.8,10,0.1,0.33,3,30.0,11.0,0,5,0,1,0,40,1,13.0,361,460,78.5,7,30,4,3,25,6187,1993,147,166,88.6,181,217,83.4,23,46,50.0,1,1,0,0.0,1,0,0.0,0,1,0,410,45,15,3,0,25,17,6,0,4,0,5,7,359,9,4,13,4,18,14,2,0,2,0,0,3,1,66.7,535,56,196,226,123,21,535,15,9,5,8,2,9,11,81.8,2,9,5,4,7,22,15,0,2.2,2.2,0.9,1.7,2.0,1.0,-1.2,-1.2,-1.0,0.26,0,1.2,0.19,-0.8
Atalanta,Lazio,2024-12-28,D,A,1,1,0,0,0,1,60,0,it Serie A,28,4,17.9,23.9,12,8,60.0,17,7,41.2,8,47.1,515,2912,1498,28,20,9,1,11.1,3,0,0,11,6,2,2,0,0,0,0,0,7,42.9,33.0,14,0.07,0.33,3,21.4,11.0,0,3,0,0,0,53,1,11.5,491,597,82.2,12,30,9,5,42,8548,2217,221,252,87.7,209,237,88.2,43,68,63.2,0,0,0,,0,0,,0,0,0,550,44,6,2,10,29,22,7,6,1,0,3,14,487,20,3,10,8,24,18,1,1,3,0,1,5,4,80.0,696,60,215,319,167,24,696,14,9,6,5,3,5,10,50.0,5,4,1,3,8,22,16,0,2.7,2.7,2.1,2.1,2.6,1.7,-1.7,-1.7,-1.6,0.21,0,0.7,0.15,-0.3
Lazio,Atalanta,2024-12-28,D,H,1,1,0,0,0,1,40,0,it Serie A,36,2,50.0,43.6,8,12,40.0,12,5,41.7,5,41.7,221,1142,466,9,8,21,2,9.5,2,0,0,6,11,2,2,0,0,0,0,0,11,72.7,49.9,11,0.09,0.2,5,45.5,27.1,1,0,0,0,0,40,1,10.0,316,403,78.4,8,25,4,1,30,6207,2323,113,135,83.7,155,171,90.6,44,79,55.7,0,0,0,,0,0,,0,0,0,354,49,13,2,2,12,21,2,1,0,0,0,6,312,8,1,14,9,20,16,0,0,3,1,0,3,2,66.7,513,59,172,235,108,9,513,16,6,9,5,2,8,15,53.3,7,12,2,10,13,29,27,1,0.6,0.6,-2.1,-2.1,0.5,0.4,0.4,0.4,0.5,0.06,1,1.4,0.48,0.4
Inter,Cagliari,2024-12-28,W,A,3,0,3,1,0,2,65,1,it Serie A,43,5,7.0,26.1,25,14,64.1,6,1,16.7,4,66.7,367,1878,985,16,9,15,1,6.7,0,0,0,5,12,5,2,1,0,1,1,0,5,20.0,21.8,19,0.11,0.5,4,21.1,15.8,1,6,0,0,0,45,0,11.8,525,617,85.1,14,37,16,6,50,9806,3320,202,223,90.6,260,287,90.6,59,89,66.3,0,0,0,,0,0,,0,0,0,571,40,15,3,3,20,12,7,0,6,0,6,2,518,9,1,15,5,35,23,4,1,5,2,0,1,1,100.0,709,75,211,352,150,28,708,8,5,4,3,1,5,12,41.7,7,9,2,7,7,15,18,0,3.2,2.7,2.9,2.3,2.3,2.0,-0.2,-0.7,-0.3,0.14,1,0.1,0.08,0.1
Empoli,Genoa,2024-12-28,L,H,1,2,-1,0,1,1,58,1,it Serie A,39,6,28.2,31.4,15,24,38.5,17,7,41.2,7,41.2,333,1588,800,17,14,11,2,18.2,1,0,0,16,13,2,2,0,0,0,0,0,10,10.0,22.1,11,0.09,0.14,7,63.6,23.8,1,2,1,0,0,38,0,10.2,392,509,77.0,8,28,10,3,38,7487,2799,147,177,83.1,188,226,83.2,50,78,64.1,0,0,0,,0,0,,0,0,0,453,54,12,1,0,28,22,7,4,2,0,2,13,389,14,2,19,8,24,20,0,2,0,2,0,5,3,60.0,641,65,214,284,148,28,640,23,16,13,8,2,12,18,66.7,6,10,4,6,10,33,27,2,1.3,0.6,-0.4,-1.2,0.5,0.7,-0.3,0.4,0.5,0.05,1,2.2,0.45,0.2
Udinese,Torino,2024-12-29,D,H,2,2,0,0,0,2,44,0,it Serie A,25,2,16.0,24.2,7,4,63.6,5,1,20.0,2,40.0,289,1543,795,22,14,10,0,0.0,1,0,0,17,12,3,0,1,0,2,0,0,6,33.3,30.7,10,0.2,0.67,3,30.0,16.1,0,2,0,0,0,29,1,13.3,300,382,78.5,7,16,4,1,24,5275,1702,128,140,91.4,135,155,87.1,28,67,41.8,0,0,0,,0,0,,0,1,0,340,40,12,0,0,16,15,4,2,2,0,2,9,296,14,4,12,3,18,12,3,0,2,1,0,6,4,66.7,468,52,164,212,98,13,468,12,10,4,7,1,8,9,88.9,1,7,1,6,9,21,21,1,0.7,0.7,0.1,0.1,0.4,0.4,1.3,1.3,0.6,0.07,0,1.6,0.28,-0.4
Napoli,Venezia,2024-12-29,W,H,1,0,1,0,1,1,66,1,it Serie A,15,2,33.3,35.9,17,8,68.0,23,8,34.8,12,52.2,375,1860,966,29,14,7,1,14.3,0,0,0,10,11,2,2,0,0,0,0,0,5,40.0,34.2,24,0.04,0.14,7,29.2,18.4,0,1,0,0,0,45,0,10.3,517,618,83.7,17,47,10,1,55,9541,2858,195,221,88.2,258,283,91.2,55,86,64.0,0,0,0,,0,0,,0,0,0,568,49,11,0,4,35,18,14,10,2,0,1,12,513,14,13,10,11,42,33,3,1,5,0,0,2,2,100.0,747,45,141,413,196,45,746,12,9,3,9,0,7,14,50.0,7,8,1,7,15,27,21,0,1.9,1.2,1.7,1.0,0.7,0.8,-0.9,-0.2,-0.7,0.05,0,0.4,0.22,0.4
