Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Fulham,Aston Villa,2024-10-19,L,H,1,3,-2,0,1,1,52,1,eng Premier League,22,3,9.1,30.9,14,5,73.7,12,3,25.0,3,25.0,366,1762,849,20,18,17,1,5.9,3,1,0,8,10,2,2,0,0,0,0,0,8,50.0,37.1,9,0.11,0.33,3,33.3,12.3,0,2,0,0,1,40,1,7.7,398,483,82.4,8,34,9,5,37,7526,2569,161,177,91.0,191,212,90.1,43,75,57.3,0,0,0,,0,0,,0,1,1,437,44,12,0,1,30,14,6,4,1,0,2,12,394,18,4,9,8,19,15,3,0,1,0,0,5,3,40.0,590,72,200,249,147,24,589,18,11,9,7,2,6,14,42.9,8,8,4,4,14,32,21,1,1.8,1.0,0.1,-0.7,1.0,1.3,-0.8,0.0,0.0,0.11,0,1.2,0.24,-0.8
Arsenal,Bournemouth,2024-10-19,L,A,0,2,-2,0,0,0,51,0,eng Premier League,49,3,49.0,35.9,17,12,58.6,17,7,41.2,6,35.3,309,1515,723,16,9,18,3,16.7,1,1,0,11,12,0,0,0,0,0,0,0,7,85.7,54.9,6,0.0,0.0,1,16.7,15.1,0,1,0,1,0,42,2,13.4,361,470,76.8,3,25,2,1,25,6147,2354,182,207,87.9,143,172,83.1,27,59,45.8,1,1,0,0.0,1,0,0.0,0,1,0,430,39,13,1,3,15,12,4,1,3,0,1,13,357,9,7,19,10,9,5,2,1,1,0,0,4,2,75.0,587,84,265,200,125,21,587,17,10,11,4,2,11,28,39.3,17,13,5,8,6,23,29,3,0.7,0.7,-1.1,-0.3,0.4,0.4,-0.7,-0.7,-0.4,0.12,0,1.6,0.21,-0.4
Brentford,Manchester Utd,2024-10-19,L,A,1,2,-1,0,0,1,50,0,eng Premier League,35,6,28.6,32.5,18,22,45.0,24,12,50.0,12,50.0,442,2427,1218,17,15,16,0,0.0,2,0,0,5,4,2,1,1,0,0,0,0,8,12.5,19.8,8,0.13,0.5,2,25.0,17.9,1,3,0,0,0,52,5,15.9,435,522,83.3,6,35,4,2,32,7301,2487,218,239,91.2,172,202,85.1,34,59,57.6,0,0,0,,0,0,,0,0,0,486,33,4,2,4,13,16,2,2,0,0,3,5,426,15,2,19,13,15,11,1,2,0,1,0,11,9,81.8,652,94,235,297,128,15,652,15,11,6,7,2,7,12,58.3,5,14,6,8,10,25,30,0,0.9,0.9,-0.5,-0.5,0.7,0.7,0.1,0.1,0.3,0.11,1,2.0,0.18,0.0
Manchester Utd,Brentford,2024-10-19,W,H,2,1,1,0,0,2,50,0,eng Premier League,41,4,61.0,41.6,22,18,55.0,12,5,41.7,7,58.3,351,1802,986,25,11,8,1,12.5,2,0,0,4,5,4,4,0,0,0,0,0,7,42.9,31.0,23,0.09,0.18,11,47.8,18.7,0,1,0,0,0,46,0,9.0,435,530,82.1,20,41,11,3,46,7200,2753,227,250,90.8,160,180,88.9,36,73,49.3,0,0,0,,0,0,,0,1,0,485,44,8,1,6,19,18,9,4,4,0,1,8,429,11,11,14,8,42,35,3,2,1,0,1,2,1,50.0,640,48,177,308,164,33,640,25,16,13,6,6,12,24,50.0,12,5,1,4,8,33,25,0,1.3,1.3,0.5,0.5,1.3,1.0,0.7,0.7,0.7,0.06,0,1.1,0.53,0.1
Southampton,Leicester City,2024-10-19,L,H,2,3,-1,0,0,2,42,0,eng Premier League,34,3,55.9,44.9,12,7,63.2,19,6,31.6,12,63.2,235,1176,611,13,7,21,0,0.0,5,1,0,10,10,4,3,1,0,0,0,0,11,18.2,24.5,14,0.14,0.29,7,50.0,9.6,0,1,0,1,0,27,0,16.0,317,398,79.6,12,22,5,1,30,5616,2230,151,169,89.3,131,149,87.9,31,64,48.4,1,1,0,0.0,1,0,0.0,0,1,0,344,53,12,1,2,19,16,10,9,1,0,1,6,315,7,7,16,18,24,15,5,1,3,0,0,4,1,50.0,530,72,219,192,124,27,530,21,16,14,6,1,13,20,65.0,7,11,4,7,9,30,34,0,2.1,2.1,-0.9,-0.3,1.6,1.3,-0.1,-0.1,-0.6,0.15,0,2.2,0.39,-0.8
Bournemouth,Arsenal,2024-10-19,W,H,2,0,2,1,0,1,49,1,eng Premier League,31,4,48.4,41.5,12,17,41.4,31,17,54.8,11,35.5,324,1965,1066,28,17,13,2,15.4,1,0,0,12,11,3,1,1,0,0,1,0,6,66.7,45.0,12,0.08,0.33,3,25.0,18.9,0,1,1,0,0,41,0,11.8,346,453,76.4,10,30,6,1,37,6346,2212,145,171,84.8,171,201,85.1,29,69,42.0,0,0,0,,0,0,,0,0,0,409,43,11,2,2,25,18,7,5,0,0,1,11,343,17,7,14,6,25,17,2,2,2,1,1,1,1,100.0,564,51,166,225,181,27,563,16,11,6,7,3,6,13,46.2,7,13,1,12,6,22,21,1,1.8,1.0,1.1,0.3,0.7,0.5,0.2,0.0,0.3,0.09,0,0.3,0.32,0.3
Brighton,Newcastle Utd,2024-10-19,W,A,1,0,1,0,0,1,40,0,eng Premier League,46,6,50.0,35.3,16,10,61.5,19,3,15.8,14,73.7,267,1406,702,8,5,17,1,5.9,2,0,0,9,11,2,2,0,0,0,0,0,8,62.5,42.8,10,0.1,0.2,5,50.0,16.0,0,0,0,0,0,47,1,10.1,313,399,78.4,6,18,5,0,19,5312,2303,163,182,89.6,102,119,85.7,36,68,52.9,0,0,0,,0,0,,0,0,0,358,41,14,6,1,8,14,4,0,4,0,0,9,309,5,2,14,12,19,14,2,0,1,1,1,6,6,100.0,559,99,247,243,78,12,559,26,15,14,9,3,8,18,44.4,10,16,8,8,9,35,38,0,1.1,1.1,-0.9,-0.9,0.7,0.5,-0.1,-0.1,0.3,0.11,0,0.9,0.15,0.9
Tottenham,West Ham,2024-10-19,W,H,4,1,3,0,0,3,57,0,eng Premier League,28,2,3.6,21.6,9,7,56.3,26,7,26.9,18,69.2,433,2398,1206,22,18,9,2,22.2,1,0,0,10,15,5,5,0,0,0,0,0,7,0.0,13.1,22,0.14,0.43,7,31.8,15.8,0,2,0,0,0,49,0,11.7,443,527,84.1,19,48,14,2,62,7522,2425,201,228,88.2,198,222,89.2,33,54,61.1,0,0,0,,0,0,,0,0,0,469,56,16,1,0,28,18,13,5,3,0,2,7,438,18,5,12,15,37,33,2,1,0,1,0,3,2,66.7,650,52,197,236,225,41,650,25,16,10,10,5,15,30,50.0,15,9,4,5,5,30,16,0,1.9,1.9,1.1,1.1,1.7,1.6,1.1,1.1,1.3,0.09,0,0.9,0.29,-0.1
Wolves,Manchester City,2024-10-20,L,H,1,2,-1,0,0,1,23,0,eng Premier League,31,4,83.9,52.1,14,13,51.9,9,4,44.4,4,44.4,161,916,478,7,3,28,3,10.7,4,0,0,8,4,2,2,0,0,0,0,0,9,100.0,67.8,3,0.33,0.5,2,66.7,17.6,0,2,0,0,0,31,0,4.3,158,237,66.7,3,8,2,1,8,3118,1313,75,89,84.3,54,67,80.6,26,68,38.2,0,0,0,,0,0,,0,1,0,205,30,6,1,3,4,11,1,0,0,1,2,6,157,3,3,7,10,6,6,0,0,0,0,0,7,5,71.4,374,112,236,106,33,4,374,26,13,22,3,1,12,22,54.5,10,24,7,17,6,32,50,0,0.8,0.8,-0.8,-0.8,0.8,0.3,0.2,0.2,0.2,0.26,0,1.8,0.26,-0.2
Chelsea,Liverpool,2024-10-20,L,A,1,2,-1,0,0,1,57,0,eng Premier League,38,6,23.7,29.1,10,6,62.5,29,10,34.5,17,58.6,405,2173,1099,24,24,3,0,0.0,3,0,0,13,12,2,2,0,0,0,0,0,4,0.0,12.5,12,0.08,0.5,2,16.7,16.1,1,0,0,1,0,39,1,14.3,499,579,86.2,8,39,10,3,43,8701,2866,217,231,93.9,220,249,88.4,45,71,63.4,1,1,0,0.0,1,0,0.0,0,0,0,537,42,16,2,5,17,14,5,2,0,0,0,7,496,24,8,12,8,19,15,1,0,1,2,0,5,3,80.0,674,58,218,297,164,25,674,12,10,5,7,0,4,9,44.4,5,7,0,7,8,20,12,0,1.0,1.0,-0.9,-0.2,0.7,0.9,0.0,0.0,0.3,0.08,1,2.0,0.24,0.0
Liverpool,Chelsea,2024-10-20,W,H,2,1,1,1,0,1,43,1,eng Premier League,35,4,45.7,37.5,6,10,37.5,10,5,50.0,4,40.0,284,1218,555,10,6,14,0,0.0,4,0,0,12,13,4,2,0,0,1,1,0,9,44.4,33.9,8,0.13,0.25,4,50.0,22.7,1,5,1,0,0,40,1,17.0,345,439,78.6,6,22,3,1,29,5920,2024,165,185,89.2,148,165,89.7,27,72,37.5,0,0,0,,0,0,,0,0,0,394,40,11,2,3,4,17,1,1,0,0,5,8,339,6,4,9,8,17,14,0,0,1,2,0,2,1,50.0,527,81,197,254,84,15,526,25,18,12,10,3,17,27,63.0,10,11,4,7,6,31,18,0,1.9,1.1,0.9,0.2,1.0,0.3,0.1,-0.1,0.0,0.14,1,0.9,0.43,-0.1
Manchester City,Wolves,2024-10-20,W,A,2,1,1,0,0,2,77,0,eng Premier League,12,3,0.0,21.3,13,14,48.1,30,10,33.3,12,40.0,601,3597,2182,65,42,3,0,0.0,1,0,0,5,8,4,2,1,0,1,0,0,3,0.0,18.0,22,0.09,0.29,7,31.8,18.3,2,1,0,0,0,43,3,22.0,686,795,86.3,19,57,26,1,100,10077,2543,389,424,91.7,251,284,88.4,25,42,59.5,0,0,0,,0,0,,0,0,0,742,52,9,1,0,40,20,18,10,3,0,1,23,681,42,23,10,14,42,27,6,3,4,2,0,2,1,50.0,890,14,82,269,546,80,890,14,10,2,6,6,4,8,50.0,4,6,0,6,3,17,5,0,1.6,1.6,0.8,0.8,1.5,2.5,0.4,0.4,0.5,0.07,2,1.3,0.64,0.3
Nott'ham Forest,Crystal Palace,2024-10-21,W,H,1,0,1,0,0,1,51,0,eng Premier League,21,6,47.6,37.9,18,14,56.3,27,16,59.3,8,29.6,290,1679,923,25,15,12,0,0.0,2,0,0,9,11,2,2,0,0,0,0,0,9,33.3,26.0,20,0.05,0.17,6,30.0,18.0,0,2,0,0,0,39,0,7.0,391,493,79.3,15,32,6,2,38,6668,2549,194,219,88.6,135,156,86.5,43,75,57.3,0,0,0,,0,0,,0,0,0,440,51,14,1,3,23,21,6,4,2,0,2,14,385,15,6,18,15,36,24,3,3,5,0,1,7,7,100.0,625,58,173,258,200,30,625,9,5,2,6,1,3,9,33.3,6,16,5,11,14,23,18,0,1.7,1.7,0.7,0.7,1.5,1.2,-0.7,-0.7,-1.5,0.09,0,0.9,0.12,0.9
Crystal Palace,Nott'ham Forest,2024-10-21,L,A,0,1,-1,0,0,0,49,0,eng Premier League,16,1,18.8,24.3,14,18,43.8,9,6,66.7,3,33.3,279,1385,827,18,9,17,1,5.9,3,0,0,12,9,0,0,0,0,0,0,0,6,0.0,17.7,20,0.0,0.0,7,35.0,21.1,0,2,0,0,0,45,0,10.0,375,482,77.8,16,33,8,3,42,6744,2269,152,181,84.0,188,217,86.6,28,54,51.9,0,0,0,,0,0,,0,0,0,440,40,11,1,5,16,15,6,2,0,0,2,12,370,9,4,13,6,30,22,2,3,1,1,1,6,5,83.3,609,57,205,277,132,22,609,23,14,11,8,4,8,24,33.3,16,22,9,13,5,28,25,1,1.0,1.0,-0.7,-0.7,0.8,0.4,-1.0,-1.0,-0.8,0.05,0,1.8,0.3,0.8
Leicester City,Nott'ham Forest,2024-10-25,L,H,1,3,-2,0,0,1,65,0,eng Premier League,28,6,25.0,31.0,24,15,61.5,20,6,30.0,11,55.0,511,2562,1339,35,15,19,0,0.0,5,0,0,16,9,2,2,0,0,0,0,0,8,0.0,11.5,11,0.09,1.0,1,9.1,21.5,0,0,0,0,0,45,3,21.2,518,615,84.2,10,57,10,2,55,8199,2974,263,294,89.5,209,230,90.9,28,55,50.9,0,0,0,,0,0,,0,0,0,564,51,10,2,3,26,23,6,4,1,0,0,8,509,15,6,16,8,18,16,1,1,0,0,0,5,2,40.0,740,69,188,376,184,24,740,14,10,8,4,2,5,20,25.0,15,15,6,9,6,20,26,1,0.8,0.8,-0.9,-0.9,0.7,1.0,0.2,0.2,0.3,0.07,0,1.7,0.34,-1.3
Nott'ham Forest,Leicester City,2024-10-25,W,A,3,1,2,0,0,3,35,0,eng Premier League,14,1,107.1,62.5,15,24,38.5,24,15,62.5,5,20.8,200,1160,626,19,11,20,1,5.0,3,0,0,9,15,4,3,0,0,1,0,0,12,50.0,41.8,20,0.15,0.6,5,25.0,21.6,1,1,0,0,0,46,0,5.4,240,338,71.0,10,24,5,1,31,4348,2030,127,147,86.4,76,97,78.4,33,73,45.2,0,0,0,,0,0,,0,0,0,293,44,13,0,1,21,10,7,3,4,0,1,10,238,11,11,12,9,29,18,1,3,4,2,1,1,0,0.0,464,58,159,159,151,29,464,19,11,11,5,3,11,17,64.7,6,10,3,7,10,29,28,1,1.7,1.7,0.9,0.9,0.8,0.4,1.3,1.3,0.2,0.09,1,1.0,0.97,0.0
Southampton,Manchester City,2024-10-26,L,A,0,1,-1,0,0,0,43,0,eng Premier League,57,9,17.5,24.7,8,6,57.1,17,6,35.3,9,52.9,406,1925,943,15,10,19,1,5.3,3,0,0,9,9,0,0,0,0,0,0,0,8,0.0,9.1,5,0.0,0.0,2,40.0,13.8,0,2,0,0,0,18,0,6.8,454,503,90.3,5,9,4,0,21,7201,2391,231,245,94.3,180,194,92.8,28,43,65.1,0,0,0,,0,0,,0,0,0,469,32,10,1,2,2,11,1,1,0,0,2,5,450,10,5,8,3,10,8,1,0,0,1,0,7,6,85.7,600,140,336,206,61,14,600,14,9,10,3,1,2,11,18.2,9,16,8,8,6,20,30,1,0.2,0.2,-2.7,-2.7,0.2,0.3,-0.2,-0.2,-0.2,0.04,0,0.8,0.11,-0.2
Ipswich Town,Brentford,2024-10-26,L,A,3,4,-1,0,0,3,35,0,eng Premier League,26,5,57.7,41.0,14,25,35.9,6,3,50.0,3,50.0,191,1089,530,12,6,23,2,8.7,3,1,1,10,7,5,5,0,0,0,0,0,9,77.8,54.7,11,0.27,0.6,5,45.5,17.4,0,1,0,1,0,40,2,14.8,220,328,67.1,8,27,7,2,23,4290,1739,82,99,82.8,107,141,75.9,28,73,38.4,1,1,0,0.0,1,0,0.0,0,0,0,288,39,9,2,0,19,11,5,4,0,0,1,9,217,6,4,19,5,16,15,1,0,0,0,0,9,5,66.7,455,83,179,149,132,20,455,13,9,6,5,2,9,14,64.3,5,13,6,7,12,25,36,0,1.3,1.3,-2.8,-2.0,0.8,0.6,1.7,1.7,2.2,0.12,0,3.4,0.26,-0.6
Fulham,Everton,2024-10-26,D,A,1,1,0,0,0,1,60,0,eng Premier League,62,7,12.9,25.3,8,18,30.8,17,7,41.2,9,52.9,478,2241,1170,13,13,13,1,7.7,0,0,0,8,7,2,1,0,1,0,0,0,2,50.0,37.5,14,0.07,0.33,3,21.4,18.2,0,2,0,0,0,44,2,13.8,539,638,84.5,12,47,15,6,44,10009,3551,210,236,89.0,272,299,91.0,52,79,65.8,0,0,0,,0,0,,0,0,0,594,42,12,1,4,17,24,2,1,0,0,2,10,531,13,3,12,10,23,21,0,1,1,0,0,5,4,80.0,742,51,231,333,184,22,742,16,11,8,5,3,6,13,46.2,7,11,2,9,4,20,23,0,1.2,1.2,0.4,0.4,1.2,0.8,-0.2,-0.2,-0.2,0.09,0,1.3,0.26,0.3
Aston Villa,Bournemouth,2024-10-26,D,H,1,1,0,0,0,1,57,0,eng Premier League,43,2,25.6,31.8,13,15,46.4,13,6,46.2,5,38.5,362,1657,808,18,9,17,5,29.4,7,0,0,12,13,2,2,0,0,0,0,0,9,55.6,41.9,18,0.06,0.13,8,44.4,15.1,0,0,0,0,0,37,2,11.9,383,475,80.6,13,29,11,2,37,6914,2859,163,186,87.6,181,206,87.9,32,65,49.2,0,0,0,,0,0,,0,0,0,422,53,19,2,1,21,14,9,7,0,0,0,9,370,9,6,6,12,33,22,5,1,3,1,1,3,2,66.7,562,68,206,205,153,33,562,11,5,3,4,4,6,11,54.5,5,7,3,4,11,22,17,0,1.8,1.8,1.5,1.5,1.3,1.7,-0.8,-0.8,-0.3,0.1,0,1.1,0.35,0.1
Brighton,Wolves,2024-10-26,D,H,2,2,0,0,0,2,51,0,eng Premier League,36,6,19.4,30.4,11,15,42.3,24,11,45.8,12,50.0,366,1939,1214,21,25,15,0,0.0,3,0,0,12,10,3,3,0,0,0,0,0,6,66.7,43.8,19,0.11,0.33,6,31.6,17.5,1,2,0,0,0,55,1,17.3,417,500,83.4,12,23,14,3,50,7676,2516,186,207,89.9,178,197,90.4,49,81,60.5,0,0,0,,0,0,,0,1,0,456,42,10,3,2,26,14,9,7,0,0,2,10,411,25,8,20,12,27,18,3,2,2,2,0,7,5,71.4,637,82,185,272,192,32,637,17,10,6,8,3,9,21,42.9,12,15,5,10,9,26,22,1,1.3,1.3,0.0,0.0,1.0,0.9,0.7,0.7,1.0,0.07,1,1.7,0.24,-0.3
Bournemouth,Aston Villa,2024-10-26,D,A,1,1,0,0,0,1,43,0,eng Premier League,13,8,30.8,32.2,15,13,53.6,13,5,38.5,6,46.2,280,1649,891,18,14,15,0,0.0,6,0,0,14,12,2,0,1,0,0,1,0,10,90.0,61.9,10,0.1,0.33,3,30.0,21.6,0,5,0,0,0,41,2,14.2,288,365,78.9,8,25,7,2,34,5430,2337,141,154,91.6,107,129,82.9,37,68,54.4,0,0,0,,0,0,,0,0,0,322,38,12,0,3,20,7,7,5,1,0,5,6,287,14,5,19,5,20,18,1,0,0,1,0,8,7,87.5,484,59,153,217,121,17,484,17,10,4,12,1,5,11,45.5,6,13,5,8,11,28,20,0,0.3,0.3,-1.5,-1.5,0.3,0.4,0.7,0.7,0.7,0.03,0,3.2,0.4,2.2
Manchester City,Southampton,2024-10-26,W,H,1,0,1,0,0,1,57,0,eng Premier League,20,2,25.0,29.4,6,8,42.9,12,9,75.0,2,16.7,526,2460,1383,38,20,1,0,0.0,1,0,0,9,9,2,2,0,0,0,0,0,3,0.0,28.3,22,0.05,0.14,7,31.8,16.6,0,1,0,0,0,32,1,17.0,595,660,90.2,19,48,22,3,65,9155,2147,317,333,95.2,233,250,93.2,28,47,59.6,0,0,0,,0,0,,0,0,0,620,39,11,2,2,29,12,12,11,0,0,1,8,592,20,16,3,12,40,33,4,1,1,1,0,2,2,100.0,735,30,84,237,418,52,735,12,7,2,6,4,9,15,60.0,6,6,1,5,10,22,14,0,2.9,2.9,2.7,2.7,2.8,2.7,-1.9,-1.9,-1.8,0.13,0,0.1,0.03,0.1
Wolves,Brighton,2024-10-26,D,A,2,2,0,0,0,2,49,0,eng Premier League,20,7,30.0,29.8,15,11,57.7,24,12,50.0,9,37.5,333,1870,921,16,8,24,1,4.2,3,0,0,10,12,3,1,0,1,1,0,0,9,55.6,40.6,14,0.14,0.29,7,50.0,11.9,0,1,0,0,0,46,3,21.8,388,480,80.8,12,25,4,1,32,7060,2362,173,190,91.1,163,186,87.6,44,78,56.4,0,0,0,,0,0,,0,0,0,432,47,14,0,1,19,15,6,5,1,0,1,12,386,8,8,12,8,26,13,7,2,2,2,0,6,4,66.7,601,84,232,281,97,28,601,24,12,14,6,4,12,23,52.2,11,18,8,10,9,33,30,3,1.3,1.3,0.0,0.0,1.3,0.8,0.7,0.7,-0.3,0.1,0,1.5,0.25,-0.5
Brentford,Ipswich Town,2024-10-26,W,H,4,3,1,1,0,3,65,1,eng Premier League,45,4,17.8,30.0,25,14,64.1,16,5,31.3,9,56.3,427,2333,1190,18,10,14,1,7.1,0,0,0,7,10,8,6,1,0,0,1,0,8,25.0,26.9,19,0.16,0.38,8,42.1,16.0,1,2,1,0,0,38,1,14.3,499,612,81.5,17,35,10,4,64,9470,3164,186,213,87.3,272,310,87.7,41,71,57.7,0,0,0,,0,0,,0,0,0,560,50,9,1,1,26,25,4,4,0,0,2,8,492,10,6,11,4,38,32,4,0,0,2,0,5,2,40.0,718,86,262,314,147,30,717,8,6,3,3,2,3,6,50.0,3,7,0,7,4,12,33,2,4.0,3.3,2.8,2.0,3.2,1.9,0.0,-0.3,-0.2,0.17,1,2.0,0.41,-1.0
Everton,Fulham,2024-10-26,D,H,1,1,0,0,0,1,40,0,eng Premier League,29,6,51.7,41.9,18,8,69.2,13,7,53.8,6,46.2,253,1322,695,8,10,11,0,0.0,1,0,0,8,8,2,2,0,0,0,0,0,11,54.5,44.0,10,0.1,0.2,5,50.0,14.3,0,4,0,0,0,40,2,11.4,331,429,77.2,10,29,11,4,33,6032,2561,140,163,85.9,142,171,83.0,35,63,55.6,0,0,0,,0,0,,0,0,0,379,46,10,0,1,17,19,4,2,1,0,4,10,328,10,1,15,10,20,19,1,0,0,0,0,3,2,66.7,530,69,224,193,115,17,530,19,12,13,4,2,9,16,56.3,7,11,2,9,8,27,27,2,0.8,0.8,-0.4,-0.4,0.8,1.2,0.2,0.2,0.2,0.08,0,1.2,0.41,0.2
Manchester Utd,West Ham,2024-10-27,L,A,1,2,-1,0,0,1,58,0,eng Premier League,31,6,32.3,30.7,14,13,51.9,14,7,50.0,7,50.0,417,2033,1008,17,15,15,1,6.7,1,0,0,7,6,1,0,0,0,1,0,0,6,16.7,28.0,18,0.06,0.2,5,27.8,18.0,1,3,0,1,0,41,0,11.0,486,595,81.7,14,46,10,3,47,8131,2578,245,279,87.8,174,202,86.1,52,86,60.5,1,1,0,0.0,1,0,0.0,0,0,0,546,46,8,6,6,24,24,5,3,2,0,3,9,483,15,7,12,4,35,28,1,3,1,2,0,3,1,66.7,714,76,210,318,188,32,714,19,11,6,10,3,6,16,37.5,10,13,1,12,6,25,31,1,2.3,2.3,-0.5,0.2,2.1,1.2,-1.3,-1.3,-1.1,0.13,1,2.0,0.37,0.0
Newcastle Utd,Chelsea,2024-10-27,L,A,1,2,-1,0,0,1,50,0,eng Premier League,30,12,23.3,29.3,14,13,51.9,13,6,46.2,4,30.8,372,1733,789,7,6,16,2,12.5,3,0,0,16,13,2,2,0,0,0,0,0,7,14.3,23.0,11,0.09,0.5,2,18.2,14.0,1,1,0,0,0,37,5,12.2,400,495,80.8,9,33,10,1,37,7138,2719,180,213,84.5,177,193,91.7,41,74,55.4,0,0,0,,0,0,,0,0,0,445,49,14,2,0,11,21,4,4,0,0,1,12,400,6,3,16,8,20,13,3,0,2,2,0,7,5,71.4,581,84,247,223,116,23,581,13,8,4,7,2,7,14,50.0,7,10,4,6,6,19,13,2,1.8,1.8,0.2,0.2,1.7,1.3,-0.8,-0.8,-0.7,0.16,1,1.9,0.28,-0.1
West Ham,Manchester Utd,2024-10-27,W,H,2,1,1,1,0,1,42,1,eng Premier League,23,3,47.8,37.6,13,14,48.1,16,10,62.5,6,37.5,284,1459,694,21,12,19,1,5.3,5,0,0,6,6,3,1,0,0,1,1,0,7,42.9,39.1,11,0.09,0.5,2,18.2,12.3,0,3,1,0,0,52,2,13.2,338,436,77.5,10,26,10,4,35,5808,2291,165,189,87.3,121,150,80.7,39,60,65.0,0,0,0,,0,0,,0,1,0,395,38,9,2,3,23,14,6,3,3,0,3,16,331,12,6,13,13,22,15,2,2,2,1,0,5,4,80.0,562,84,212,208,144,29,561,11,5,7,2,2,7,14,50.0,7,11,5,6,12,23,42,1,2.8,2.1,0.5,-0.2,2.2,1.1,-0.8,-1.1,-1.2,0.2,0,2.0,0.4,1.0
Chelsea,Newcastle Utd,2024-10-27,W,H,2,1,1,0,0,2,50,0,eng Premier League,34,2,55.9,43.1,13,14,48.1,17,7,41.2,7,41.2,399,1918,959,22,8,9,1,11.1,6,0,0,13,15,4,2,0,1,0,0,1,8,25.0,24.5,17,0.12,0.29,7,41.2,16.7,0,2,0,0,0,45,2,15.0,404,495,81.6,14,42,5,3,33,7079,2102,199,211,94.3,163,187,87.2,35,76,46.1,0,0,0,,0,0,,0,0,0,447,46,17,3,5,20,12,7,7,0,0,2,7,399,8,10,11,6,29,20,1,5,1,0,2,2,1,50.0,618,60,189,269,165,30,618,12,8,4,6,2,4,10,40.0,6,15,4,11,16,28,25,0,1.6,1.6,-0.2,-0.2,1.5,0.9,0.4,0.4,0.5,0.09,0,1.2,0.58,0.2
Tottenham,Crystal Palace,2024-10-27,L,A,0,1,-1,0,0,0,66,0,eng Premier League,30,7,13.3,25.0,15,21,41.7,28,9,32.1,16,57.1,428,2488,1245,20,17,22,2,9.1,4,0,0,12,16,0,0,0,0,0,0,0,12,0.0,13.8,11,0.0,0.0,3,27.3,12.9,0,1,0,0,0,51,0,5.1,445,571,77.9,6,32,16,4,55,7625,3071,189,227,83.3,204,240,85.0,33,60,55.0,0,0,0,,0,0,,0,0,0,510,60,20,2,0,28,18,8,1,5,0,1,20,441,17,2,7,16,20,15,3,0,2,0,0,6,5,83.3,690,99,279,249,167,24,690,19,14,11,6,2,7,11,63.6,4,9,1,8,10,29,23,2,0.7,0.7,-0.1,-0.1,0.4,0.5,-0.7,-0.7,-0.4,0.07,0,1.5,0.25,0.5
Liverpool,Arsenal,2024-10-27,D,A,2,2,0,0,0,2,55,0,eng Premier League,33,3,66.7,41.5,11,18,37.9,18,9,50.0,4,22.2,339,1313,637,9,7,7,0,0.0,2,0,0,14,14,4,3,1,0,0,0,0,9,22.2,23.7,9,0.22,0.5,4,44.4,17.8,0,1,0,0,0,31,0,8.3,411,514,80.0,6,31,7,1,28,7165,2295,189,205,92.2,182,207,87.9,29,73,39.7,0,0,0,,0,0,,0,0,0,462,51,16,1,2,24,20,3,3,0,0,1,12,407,7,4,12,13,15,13,1,1,0,0,0,3,1,33.3,605,70,212,238,158,23,605,16,9,9,6,1,6,12,50.0,6,9,2,7,5,21,22,0,0.8,0.8,-0.1,-0.1,0.7,1.1,1.2,1.2,1.3,0.09,0,1.7,0.58,-0.3
